ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
BR,"Broadridge Financial Solutions,",77.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,80.0,42.3,80.0,65.0,15.0,18.2,False,up,140.7,True,1,39.7,False,0,"{'eps_growth_yoy': 140.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0}","{'revenue_growth_yoy': 39.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 12.2, 'rs_6m': -15.0, 'rs_line_percentile': 18.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 40.9, 'debt_to_equity': 1.24, 'current_ratio': 1.24, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.9}",173.4,19771379712,Technology,Information Technology Services,4.0,2.6,False,266.37,-34.9,1,False,211.38,250.0,165.0,8.0,buy,21.9,193.4,11.5,100.1,-42.3,6.04,10.48,2.62,40.6,4.36,1.64,True,-3.05,13.9,5.9,84.0,2026-11-03,False,False,8,STRONG,6.81,211.6,1.78,44.1,0.8,0.02,-43.3,2026-08-11T05:10:32.049087
OXY,Occidental Petroleum Corporation,76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,70.0,55.1,80.0,60.0,35.0,39.3,False,flat,259.2,True,2,21.8,False,0,"{'eps_growth_yoy': 259.2, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.3}","{'revenue_growth_yoy': 21.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.0, 'rs_6m': 14.9, 'rs_line_percentile': 39.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 10.6, 'debt_to_equity': 0.35, 'current_ratio': 1.41, 'operating_margin_pct': 45.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.2}",58.65,58628734976,Energy,Oil & Gas E&P,0.0,0.0,False,67.45,-13.0,7,True,65.83,79.0,55.0,23.0,buy,12.2,160.71,174.0,101.7,73.4,6.46,3.79,2.0,29.5,1.12,1.14,True,-0.2,6.2,675.4,90.0,2026-11-09,False,False,4,NEUTRAL,5.29,6.4,0.02,38.7,0.8,0.02,-37.9,2026-08-11T05:16:12.998956
BRK-B,Berkshire Hathaway Inc.,76.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.6577,"acciones × precio no cuadra con la capitalización (ratio 0.6577): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (71,975,247,872) se aparta del derivado de flujo operativo menos capex (25,707",100.0,70.0,46.7,90.0,60.0,35.0,37.3,False,up,107.5,True,1,19.2,True,1,"{'eps_growth_yoy': 107.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}","{'revenue_growth_yoy': 19.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 5.6, 'rs_6m': -5.7, 'rs_line_percentile': 37.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 12.1, 'debt_to_equity': 0.17, 'current_ratio': 2.89, 'operating_margin_pct': 32.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -0.8}",529.42,1133334495232,Financial Services,Insurance - Diversified,1.0,2.3,False,537.74,-1.5,5,False,525.33,585.0,481.0,3.0,buy,-0.8,,,,,6.35,51.12,,,,,True,-0.39,18.5,75.5,88.0,2026-11-07,False,False,4,NEUTRAL,,,0.22,14.3,0.2,0.01,-14.1,2026-08-11T05:13:24.392551
POOL,Pool Corporation,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (212,930,256) se aparta del derivado de flujo operativo menos capex (310,312,016)",100.0,90.0,26.7,80.0,60.0,15.0,8.6,False,up,48.1,True,2,25.6,True,2,"{'eps_growth_yoy': 48.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.4}","{'revenue_growth_yoy': 25.6, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 4.2, 'rs_6m': -34.8, 'rs_line_percentile': 8.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 31.3, 'debt_to_equity': 1.35, 'current_ratio': 2.67, 'operating_margin_pct': 15.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.2}",199.98,7267422720,Industrials,Industrial Distribution,11.3,3.1,True,336.15,-40.5,1,False,220.36,260.0,185.0,11.0,buy,10.2,86.21,-56.9,105.6,-47.2,2.93,5.86,2.52,46.4,5.2,1.26,True,-3.78,16.2,,72.0,2026-10-22,False,False,5,NEUTRAL,6.5,34.5,2.27,47.1,,,,2026-08-11T05:16:57.352669
CDNS,"Cadence Design Systems, Inc.",75.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,70.0,39.6,90.0,65.0,15.0,21.6,False,down,27.8,True,1,18.3,True,1,"{'eps_growth_yoy': 27.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.6}","{'revenue_growth_yoy': 18.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -13.7, 'rs_6m': 2.1, 'rs_line_percentile': 21.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 23.2, 'debt_to_equity': 0.39, 'current_ratio': 1.74, 'operating_margin_pct': 28.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 21.6}",331.91,91405688832,Technology,Software - Application,2.3,2.8,False,416.69,-20.3,4,False,403.67,470.0,300.0,26.0,strong_buy,21.6,247.88,-25.3,147.3,-55.6,1.76,5.85,,,,,True,-1.11,15.6,125.4,76.0,2026-10-26,False,False,7,NEUTRAL,1.77,44.0,0.28,45.2,,,,2026-08-11T05:13:51.315783
CBOE,"Cboe Global Markets, Inc.",75.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (678,249,984) se aparta del derivado de flujo operativo menos capex (1,891,800,000)",85.0,90.0,35.0,100.0,50.0,35.0,30.6,False,down,17.4,False,0,26.4,True,2,"{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 26.7}","{'revenue_growth_yoy': 26.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -23.3, 'rs_6m': -10.0, 'rs_line_percentile': 30.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 26.3, 'debt_to_equity': 0.28, 'current_ratio': 1.56, 'operating_margin_pct': 34.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.4}",285.02,29764927488,Financial Services,Financial Data & Stock Exchanges,3.0,2.9,False,371.18,-23.2,4,False,317.43,380.0,258.0,14.0,hold,11.4,275.43,-3.4,383.1,34.4,2.28,6.49,1.0,22.4,2.88,1.29,True,-0.25,36.6,20.1,80.0,2026-10-30,False,False,8,STRONG,5.58,70.3,0.37,38.1,,,,2026-08-11T05:15:40.321898
JNJ,Johnson & Johnson,74.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,60.0,60.3,85.0,60.0,60.0,64.6,False,up,7.4,True,2,5.5,True,1,"{'eps_growth_yoy': 7.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.5}","{'revenue_growth_yoy': 5.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 14.1, 'rs_6m': -1.1, 'rs_line_percentile': 64.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 25.7, 'debt_to_equity': 0.58, 'current_ratio': 1.09, 'operating_margin_pct': 29.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.1}",261.81,630935519232,Healthcare,Drug Manufacturers - General,1.3,3.0,False,274.9,-4.8,7,True,272.5,305.0,190.0,22.0,buy,4.1,103.1,-60.6,87.2,-66.7,2.68,7.01,2.07,60.8,5.36,2.77,True,-1.28,25.9,-0.9,63.0,2026-10-13,False,False,4,NEUTRAL,5.09,136.0,,23.1,,,,2026-08-11T05:15:36.009796
G24.DE,Scout24 SE,74.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,100.0,70.0,50.0,65.0,70.0,,,,,61.9,True,1,20.0,True,1,"{'eps_growth_yoy': 61.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 38.9}","{'revenue_growth_yoy': 20.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 22.8, 'debt_to_equity': 0.59, 'current_ratio': 0.23, 'operating_margin_pct': 43.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 39.4}",75.6,5264801280,Communication Services,Internet Content & Information,,,False,118.0,-35.9,0,False,105.41,140.0,80.0,18.0,buy,39.4,159.71,111.3,108.3,43.3,4.98,3.77,2.02,36.6,1.5,1.52,,,28.2,66.7,85.0,2026-11-04,False,False,6,NEUTRAL,4.81,635.9,0.24,48.2,,,,2026-08-11T05:16:04.824725
BAC,Bank of America Corporation,74.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,60.0,74.6,65.0,60.0,80.0,89.4,False,up,20.6,True,1,14.4,False,0,"{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}","{'revenue_growth_yoy': 14.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 22.2, 'rs_6m': 2.5, 'rs_line_percentile': 89.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.7}",63.86,446556930048,Financial Services,Banks - Diversified,0.0,0.0,False,64.0,-0.2,8,True,68.77,75.0,62.0,22.0,buy,7.7,76.49,19.8,131.1,105.3,2.82,1.8,2.03,25.9,1.28,2.35,True,-5.63,,34.1,64.0,2026-10-14,False,False,5,NEUTRAL,,,0.35,16.3,0.4,0.02,-15.9,2026-08-11T05:16:17.278051
HHH,Howard Hughes Holdings Inc.,74.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (-1,133,985,280) se aparta del derivado de flujo operativo menos capex (783,653,000)",100.0,90.0,24.0,65.0,70.0,15.0,3.3,False,flat,32.5,True,2,187.6,True,1,"{'eps_growth_yoy': 32.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 12.3}","{'revenue_growth_yoy': 187.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -2.9, 'rs_6m': -34.2, 'rs_line_percentile': 3.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 7.5, 'debt_to_equity': 1.35, 'current_ratio': 3.48, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.8}",65.55,3914714112,Real Estate,Real Estate - Development,8.6,6.5,True,91.07,-28.0,0,False,89.67,100.0,79.0,3.0,buy,36.8,,,147.6,125.2,-28.97,-18.99,,,,,False,,3.2,,90.0,2026-11-09,False,False,6,NEUTRAL,4.92,14.6,,27.0,,,,2026-08-11T05:17:39.463172
