ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
SUNS,0.0,50.0,0.0,,,"Sunrise Realty Trust, Inc.",62.5,Real Estate,REIT - Mortgage,60.0,80.0,36.0,75.0,60.0,9.31,124949384.0,15.0,7.6,False,down,,,0.0,107.2,False,0.0,6.1,5.1,False,12.3,-24.3,2.0,False,"{'debt_to_equity': 0.36, 'current_ratio': 3.49, 'operating_margin_pct': 64.9}",{'profit_margin_pct': 63.8},12.17,15.0,9.5,3.0,none,30.7,,,21.8,134.2,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MICRO_FLOAT,9.6,50.0,33.8,15.0,False,down,7.6,0.0,,0.0,False,0.0,0.0,53,55.0,5.5,Bottom 25%,4.4,-3.0,1.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,55.0,8.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
CNS,0.0,50.0,0.0,,,Cohen & Steers Inc,61.7,Financial Services,Asset Management,60.0,70.0,38.7,90.0,50.0,66.96,3415464704.0,15.0,15.0,False,up,,,0.0,1.4,True,2.0,6.7,5.1,False,88.49,-24.3,2.0,False,"{'roe_pct': 27.3, 'debt_to_equity': 0.24, 'operating_margin_pct': 28.0}",{'profit_margin_pct': 27.6},72.0,77.0,64.0,3.0,hold,7.5,,,29.7,-55.6,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.5,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",MEDIUM_FLOAT,27.2,35.0,33.5,15.0,False,up,15.0,2.0,,0.0,True,2.0,2.0,33,55.0,41.8,Bajo 50%,25.0,0.0,1.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,54.68,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MSGM,0.0,50.0,0.0,,,Motorsport Games Inc.,72.3,Communication Services,Electronic Gaming & Multimedia,60.0,80.0,71.4,100.0,50.0,3.6,18282424.0,60.0,65.9,False,up,,,0.0,57.1,False,0.0,3.3,0.6,False,5.409,-33.4,6.0,False,"{'roe_pct': 70.3, 'debt_to_equity': 0.0, 'current_ratio': 1.92, 'operating_margin_pct': 25.8}",{'profit_margin_pct': 36.6},,,,,none,,,,4.2,16.7,,,,,,70.0,0.0,0.0,,28.700000000000003,0.0,15.0,21.7,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,95,"Strong institutional buying (2.4x ratio, 67% up volume)",MICRO_FLOAT,2.2,15.0,36.7,60.0,False,up,65.9,2.0,,0.0,False,0.0,0.0,21,55.0,63.6,Medio,33.0,0.0,0.0,-5.0,5.0,0.0,0.0,5.0,0.0,False,2/3,54.332,5.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
DFDV,0.0,50.0,0.0,,,DeFi Development Corp.,60.5,Financial Services,Asset Management,60.0,80.0,15.0,90.0,60.0,3.63,108510864.0,15.0,6.0,False,down,,,0.0,635.4,False,0.0,23.4,3.2,True,53.88,-93.3,1.0,False,"{'roe_pct': 56.7, 'debt_to_equity': 0.54, 'current_ratio': 2.04, 'operating_margin_pct': 1601.0}",{'profit_margin_pct': 932.6},14.0,18.0,10.0,2.0,none,285.7,,,35.8,886.2,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.2,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",LOW_FLOAT,23.0,40.0,33.2,15.0,False,down,6.0,0.0,,0.0,False,0.0,0.0,33,55.0,41.8,Bajo 50%,25.0,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,54.2,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
EPD,0.0,50.0,31.03,,,Enterprise Products Partners L.,55.3,Energy,Oil & Gas Midstream,55.0,40.0,65.1,65.0,60.0,36.29,78576836608.0,60.0,60.0,False,up,,,0.0,-15.3,True,1.0,3.2,5.6,False,37.31,-2.7,7.0,True,"{'roe_pct': 19.7, 'debt_to_equity': 1.13, 'operating_margin_pct': 14.1}",{'profit_margin_pct': 11.1},36.65,41.0,32.0,20.0,buy,1.0,,,26.6,-26.7,,,,,,90.0,0.0,0.0,,24.0,0.0,15.0,16.6,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,1449.8,38.0,31.6,60.0,False,up,60.0,2.0,,0.0,True,1.0,2.0,7,55.0,89.1,Top 25%,60.7,3.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,False,1/3,54.12,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MSFT,0.0,50.0,0.0,,,Microsoft Corporation,59.0,Technology,Software - Infrastructure,60.0,70.0,15.0,90.0,70.0,389.0,2891195088896.0,15.0,0.9,False,down,,,0.0,16.0,True,1.0,0.8,1.8,False,555.45,-30.0,2.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},596.0,730.0,392.0,53.0,strong_buy,53.2,306.34,-21.2,479.7,23.3,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,17.7,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,7414.9,53.0,32.7,15.0,False,down,0.9,0.0,,0.0,True,1.0,2.0,47,55.0,16.4,Bottom 25%,10.5,-3.0,0.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,53.599999999999994,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
NRIM,0.0,50.0,13.379999999999999,,,Northrim BanCorp Inc,58.8,Financial Services,Banks - Regional,60.0,60.0,44.0,70.0,65.0,24.51,541956224.0,35.0,43.0,False,down,,,0.0,19.4,False,0.0,1.7,1.7,False,30.82,-20.5,6.0,False,"{'roe_pct': 21.8, 'operating_margin_pct': 34.5}",{'profit_margin_pct': 30.9},31.0,31.0,31.0,2.0,strong_buy,26.5,,,36.16,47.5,,,,,,100.0,0.0,0.0,,27.6,0.0,15.0,17.6,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,21.5,20.0,32.6,35.0,False,down,43.0,0.0,,0.0,False,0.0,0.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,False,1/3,53.519999999999996,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
LB,0.0,50.0,6.45,,,LandBridge Company LLC,64.5,Energy,Oil & Gas Equipment & Services,55.0,80.0,58.7,75.0,50.0,66.0,5252881408.0,35.0,40.6,False,up,,,0.0,39.3,False,0.0,10.0,4.8,True,87.597,-24.7,4.0,False,"{'roe_pct': 11.3, 'debt_to_equity': 0.53, 'current_ratio': 4.15, 'operating_margin_pct': 60.8}",{'profit_margin_pct': 13.7},73.0,90.0,57.0,7.0,none,10.6,147.15,123.0,8.8,-86.7,,,,,,100.0,0.0,0.0,,13.0,0.0,15.0,19.3,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,25.2,40.0,34.3,35.0,False,up,40.6,2.0,,0.0,False,0.0,0.0,11,55.0,81.8,Top 25%,51.3,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,0/3,52.8,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
RSG,0.0,50.0,6.55,,,"Republic Services, Inc.",50.5,Industrials,Waste Management,55.0,50.0,36.0,55.0,60.0,220.74,68333068288.0,15.0,13.0,False,up,,,0.0,3.1,False,0.0,1.3,1.9,False,258.75,-14.7,2.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 1.15, 'current_ratio': 0.64, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 12.9},244.04,270.0,190.0,24.0,buy,10.6,101.53,-54.0,68.4,-69.0,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,15.2,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,308.1,38.0,30.2,15.0,False,up,13.0,2.0,,0.0,False,0.0,0.0,46,55.0,18.2,Bottom 25%,12.6,-3.0,0.0,3.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,52.2,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
PACS,0.0,50.0,30.05,,,"PACS Group, Inc.",60.5,Healthcare,Medical Care Facilities,50.0,70.0,89.0,35.0,50.0,39.66,6211356160.0,95.0,93.8,False,up,,,0.0,11.3,True,1.0,8.3,3.3,True,43.08,-7.9,8.0,True,"{'roe_pct': 21.7, 'debt_to_equity': 4.17, 'current_ratio': 0.94, 'operating_margin_pct': 6.4}",{'profit_margin_pct': 3.3},44.2,48.0,40.0,5.0,none,11.4,121.66,206.8,31.5,-20.6,,,,,,70.0,0.0,0.0,,49.2,0.0,15.0,18.2,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEDIUM_FLOAT,45.3,15.0,33.2,95.0,False,up,93.8,5.0,,0.0,True,1.0,2.0,12,55.0,80.0,Top 25%,49.5,3.0,3.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,52.2,5.0,0.0,🔵 DECENT,🟡 Average,HOLD,40.0,Close to ATH (-8.8% from high) - wait for pullback | Elevated P/E (37.4) - watch valuation,-8.8,NEUTRAL,NONE,False
ENR,0.0,50.0,5.220000000000001,,,"Energizer Holdings, Inc.",52.2,Industrials,Electrical Equipment & Parts,50.0,60.0,41.0,60.0,50.0,22.67,1554495872.0,35.0,28.4,False,up,,,0.0,17.5,False,0.0,10.6,5.9,True,31.78,-28.7,3.0,False,"{'roe_pct': 151.3, 'debt_to_equity': 24.24, 'current_ratio': 1.99, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 7.1},23.67,28.0,19.0,6.0,hold,4.4,43.79,93.2,29.7,31.0,,,,,,100.0,0.0,0.0,,10.0,0.0,15.0,15.7,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,60.5,35.0,30.7,35.0,False,up,28.4,2.0,,0.0,False,0.0,0.0,15,55.0,74.5,Medio,42.5,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,1/3,51.88,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
SEI,0.0,50.0,31.009999999999998,,,"Solaris Energy Infrastructure, ",70.1,Energy,Oil & Gas Equipment & Services,50.0,80.0,83.0,80.0,65.0,53.46,3837440512.0,80.0,89.6,False,flat,,,0.0,73.3,False,0.0,27.1,5.0,True,61.36,-12.9,8.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.63, 'current_ratio': 2.4, 'operating_margin_pct': 22.8}",{'profit_margin_pct': 7.1},66.1,71.0,61.0,10.0,strong_buy,23.6,,,9.4,-82.4,,,,,,100.0,0.0,0.0,,45.0,0.0,15.0,21.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,43.6,15.0,36.0,80.0,False,flat,89.6,3.0,,0.0,False,0.0,0.0,11,55.0,81.8,Top 25%,51.3,3.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,51.04,8.0,0.0,🔵 DECENT,🟡 Average,HOLD,45.0,Close to ATH (-10.0% from high) - wait for pullback | High P/E (58.7) - valuation risk | Strong upside (+20.1%) - analyst support,-10.0,NEUTRAL,STRONG_BUY,True
