ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,analyzed_at
RBKB,"Rhinebeck Bancorp, Inc.",69.5,⭐⭐ GOOD,🟡 Good,55.0,90.0,82.6,60.0,50.0,100.0,100.0,True,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(50.0), 'rs_6m': np.float64(9.9), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",16.0,178330912,Financial Services,Banks - Regional,1.7,12.3,False,16.14,-0.9,8.0,True,,,,,none,,,,9.2,-42.5,2026-02-26T08:35:25.386004
TPC,Tutor Perini Corporation,69.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,65.0,60.0,100.0,97.9,True,up,,,0,32.6,False,0,{'profit_margin_pct': -0.5},"{'revenue_growth_yoy': np.float64(32.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(30.7), 'rs_6m': np.float64(38.0), 'rs_line_percentile': 97.9, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 2.6, 'debt_to_equity': 0.38, 'current_ratio': 1.3, 'operating_margin_pct': 2.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 6.3}",86.1,4541193728,Industrials,Engineering & Construction,5.8,3.5,False,89.4,-3.7,8.0,True,91.5,95.0,86.0,4.0,strong_buy,6.3,605.81,603.6,,,2026-02-26T08:30:47.656699
SEI,"Solaris Energy Infrastructure, ",68.5,⭐⭐ GOOD,🟡 Good,50.0,80.0,86.3,65.0,65.0,95.0,93.2,False,up,,,0,73.3,False,0,{'profit_margin_pct': 4.8},"{'revenue_growth_yoy': np.float64(73.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(16.7), 'rs_6m': np.float64(78.0), 'rs_line_percentile': 93.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 7.7, 'debt_to_equity': 0.63, 'operating_margin_pct': 22.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 20.1}",55.22,3963776000,Energy,Oil & Gas Equipment & Services,27.4,4.3,True,61.36,-10.0,8.0,True,66.3,71.0,62.0,10.0,strong_buy,20.1,,,9.4,-83.0,2026-02-26T08:31:21.394695
FMFG,Farmers and Merchants Bancshare,68.2,⭐⭐ GOOD,🟡 Good,60.0,90.0,68.7,60.0,50.0,60.0,55.1,False,up,,,0,20.1,True,2,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(20.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(11.2), 'rs_6m': np.float64(11.5), 'rs_line_percentile': 55.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.5, 'operating_margin_pct': 35.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",19.03,61463000,Financial Services,Banks - Regional,,,False,21.0,-9.4,6.0,False,,,,,none,,,,54.3,185.3,2026-02-26T08:35:00.852850
AROW,Arrow Financial Corporation,68.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,76.7,65.0,50.0,80.0,81.4,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(11.6), 'rs_6m': np.float64(10.5), 'rs_line_percentile': 81.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 0.2}",34.43,566213120,Financial Services,Banks - Regional,0.7,1.4,False,36.44,-5.5,8.0,True,34.5,34.5,34.5,1.0,none,0.2,,,79.5,130.9,2026-02-26T08:32:39.072134
RRBI,"Red River Bancshares, Inc.",68.0,⭐⭐ GOOD,🟡 Good,60.0,70.0,89.0,65.0,50.0,95.0,90.4,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(28.0), 'rs_6m': np.float64(31.1), 'rs_line_percentile': 90.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.7}",90.17,593012928,Financial Services,Banks - Regional,2.0,2.2,False,93.9,-4.0,8.0,True,93.5,97.0,90.0,2.0,none,3.7,,,168.43,86.8,2026-02-26T08:34:50.541290
AMRZ,Amrize Ltd,67.9,⭐⭐ GOOD,🟡 Good,55.0,70.0,79.4,80.0,60.0,80.0,82.7,False,up,,,0,29.0,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(29.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(25.2), 'rs_6m': np.float64(13.9), 'rs_line_percentile': 82.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.3}",63.39,35796467712,Basic Materials,Building Materials,,2.9,False,65.9,-3.8,,,66.12,75.0,57.0,20.0,buy,4.3,43.18,-31.9,21.4,-66.2,2026-02-26T08:31:48.807629
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,59.5,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(77.0), 'rs_6m': np.float64(52.1), 'rs_line_percentile': 59.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 51.8}",36.45,682813760,Communication Services,Telecom Services,12.5,4.7,True,39.62,-8.0,6.0,False,55.33,72.0,44.0,3.0,strong_buy,51.8,,,43.5,19.3,2026-02-26T08:33:18.608458
ESOA,Energy Services of America Corp,67.5,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,55.0,60.0,100.0,100.0,True,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(77.9), 'rs_6m': np.float64(43.2), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 34.0}",15.67,261047136,Industrials,Engineering & Construction,8.2,7.7,True,15.7,-0.2,6.0,False,21.0,21.0,21.0,1.0,none,34.0,18.48,17.9,3.9,-75.1,2026-02-26T08:32:49.004250
NGS,"Natural Gas Services Group, Inc",66.0,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,75.0,50.0,100.0,100.0,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.0), 'rs_6m': np.float64(44.5), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.9}",38.46,483400544,Energy,Oil & Gas Equipment & Services,2.1,1.5,False,38.635,-0.5,8.0,True,41.5,45.0,39.0,4.0,none,7.9,,,22.05,-42.7,2026-02-26T08:33:28.525868
MIRM,"Mirum Pharmaceuticals, Inc.",66.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,45.0,60.0,100.0,100.0,True,up,,,0,33.8,False,0,{'profit_margin_pct': -8.8},"{'revenue_growth_yoy': np.float64(33.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(46.5), 'rs_6m': np.float64(38.3), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -15.8, 'debt_to_equity': 1.09, 'current_ratio': 3.31, 'operating_margin_pct': 2.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.0}",108.62,6504161280,Healthcare,Biotechnology,13.0,9.4,True,109.05,-0.4,8.0,True,120.55,140.0,95.0,11.0,strong_buy,11.0,34.49,-68.2,,,2026-02-26T08:32:05.722771
UBSI,"United Bankshares, Inc.",65.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.9,60.0,60.0,60.0,73.1,False,up,,,0,23.6,True,1,{'profit_margin_pct': 38.6},"{'revenue_growth_yoy': np.float64(23.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(13.2), 'rs_6m': np.float64(6.0), 'rs_line_percentile': 73.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.9, 'operating_margin_pct': 53.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.4}",43.06,6001929216,Financial Services,Banks - Regional,3.3,4.0,False,45.93,-6.2,8.0,True,45.8,47.0,43.0,5.0,buy,6.4,,,98.1,127.8,2026-02-26T08:32:06.944036
ACNB,ACNB Corporation,65.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,65.0,60.0,60.0,66.1,False,down,,,0,50.7,False,0,{'profit_margin_pct': 25.3},"{'revenue_growth_yoy': np.float64(50.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(3.1), 'rs_6m': np.float64(3.6), 'rs_line_percentile': 66.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 10.2, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.7}",51.17,531390816,Financial Services,Banks - Regional,1.1,4.0,False,53.89,-5.0,7.0,True,56.67,57.0,56.0,3.0,buy,10.7,,,108.0,111.1,2026-02-26T08:34:22.235014
FRST,Primis Financial Corp.,65.1,⭐⭐ GOOD,🟡 Good,60.0,60.0,79.4,65.0,65.0,80.0,82.2,False,flat,,,0,5.7,True,1,{'profit_margin_pct': 29.1},"{'revenue_growth_yoy': np.float64(5.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(22.2), 'rs_6m': np.float64(14.5), 'rs_line_percentile': 82.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': 14.7, 'operating_margin_pct': 47.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 17.9}",13.57,335116352,Financial Services,Banks - Regional,1.2,3.4,False,14.55,-6.7,8.0,True,16.0,16.0,16.0,1.0,strong_buy,17.9,,,24.9,83.5,2026-02-26T08:33:16.289952
RDW,Redwire Corporation,65.0,⭐⭐ GOOD,🟡 Good,50.0,100.0,45.0,60.0,70.0,15.0,18.2,False,up,,,0,48.7,True,2,{'profit_margin_pct': -70.3},"{'revenue_growth_yoy': np.float64(48.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(56.0), 'rs_6m': np.float64(-15.3), 'rs_line_percentile': 18.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': -39.8, 'debt_to_equity': 0.22, 'current_ratio': 1.41, 'operating_margin_pct': -39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 52.1}",8.62,1423599744,Industrials,Aerospace & Defense,22.8,0.8,True,22.25,-61.3,1.0,False,13.11,22.0,6.0,9.0,buy,52.1,,,,,2026-02-26T08:31:56.979720
WULF,TeraWulf Inc.,64.7,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,30.0,70.0,100.0,100.0,True,up,,,0,44.6,False,0,{},"{'revenue_growth_yoy': np.float64(44.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(37.9), 'rs_6m': np.float64(85.9), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -182.0, 'debt_to_equity': 4.39, 'current_ratio': 1.03, 'operating_margin_pct': -12.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 31.5}",17.92,7502779392,Financial Services,Capital Markets,27.3,3.9,True,18.51,-3.2,8.0,True,23.56,37.0,17.0,13.0,strong_buy,31.5,13.16,-26.6,,,2026-02-26T08:34:34.319080
OVLY,Oak Valley Bancorp (CA),64.6,⭐⭐ GOOD,🟡 Good,60.0,70.0,71.9,65.0,50.0,80.0,85.0,False,up,,,0,9.8,True,2,{'profit_margin_pct': 29.5},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(15.7), 'rs_6m': np.float64(9.3), 'rs_line_percentile': 85.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.5, 'operating_margin_pct': 39.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",33.03,277062944,Financial Services,Banks - Regional,0.5,2.4,False,34.16,-3.3,8.0,True,,,,,none,,,,28.8,-12.8,2026-02-26T08:34:59.693907
FULT,Fulton Financial Corporation,64.0,⭐⭐ GOOD,🟡 Good,60.0,70.0,63.9,65.0,60.0,60.0,69.9,False,up,,,0,3.3,True,2,{'profit_margin_pct': 30.7},"{'revenue_growth_yoy': np.float64(3.3), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(16.8), 'rs_6m': np.float64(1.5), 'rs_line_percentile': 69.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.7, 'operating_margin_pct': 39.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.3}",21.23,3819173632,Financial Services,Banks - Regional,7.2,5.3,False,22.99,-7.7,7.0,True,23.0,24.0,22.0,5.0,buy,8.3,,,62.4,193.9,2026-02-26T08:33:26.040852
OHI,"Omega Healthcare Investors, Inc",63.9,⭐⭐ GOOD,🟡 Good,60.0,60.0,68.3,75.0,60.0,80.0,88.5,False,up,,,0,15.3,False,0,{'profit_margin_pct': 49.6},"{'revenue_growth_yoy': np.float64(15.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(3.0), 'rs_6m': np.float64(8.6), 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'debt_to_equity': 0.79, 'current_ratio': 1.1, 'operating_margin_pct': 63.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.9}",47.49,14426512384,Real Estate,REIT - Healthcare Facilities,4.7,5.3,False,47.94,-0.9,8.0,True,48.88,59.0,43.0,16.0,buy,2.9,109.03,129.6,58.2,22.6,2026-02-26T08:30:41.421248
MBBC,"Marathon Bancorp, Inc.",63.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,73.1,60.0,50.0,80.0,79.9,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(9.4), 'rs_6m': np.float64(18.9), 'rs_line_percentile': 79.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.185,38745720,Financial Services,Banks - Regional,0.2,1.9,False,13.75,-4.1,8.0,True,,,,,none,,,,8.7,-34.0,2026-02-26T08:34:47.165794
