ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
KO,0.0,,,,1.3,Coca-Cola Company (The),74.7,Consumer Defensive,Beverages - Non-Alcoholic,85.0,70.0,68.3,80.0,60.0,90.35,388735303680.0,80.0,81.5,False,up,19.7,False,0.0,7.4,True,2.0,1.1,2.6,False,90.92,-0.6,8.0,True,"{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}",94.7,104.0,75.0,23.0,buy,4.8,31.5,-65.1,57.29,-36.6,1.34,1.21,2.39,62.5,2.87,True,-0.24,12.0,16.9,61.0,2026-10-20,False,False,7.0,NEUTRAL,4.21,91.1,1.52,BULLISH,0.06,100.0,9.0,3.0,49.8,0.0,0.4,22.4,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,3874.0,3.0,22.8,80.0,False,up,81.5,5.0,False,0.0,True,2.0,2.0,5.0,29.0,86.2,Top 25%,46.0,3.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,False,3/3,58.94499999999999,0.0,0.0,3.0,3.0,5.0,0.0,8.2,1.0,0.0,0.0,-36.6,55.6,ALTA,0.6,-3.0,5.0,51.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,8.0,46,0.0132,BAJA,37.47,🔵 DECENT,🟡 Good,AVOID,35.0,Near ATH (-0.6% from high) - poor entry point,-0.6,NEUTRAL,BUY,False,,,,True,3,0.773,False,-0.63,41.09,3.08,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MA,0.0,,,,0.3,Mastercard Incorporated,69.8,Financial Services,Credit Services,95.0,60.0,50.3,65.0,65.0,573.72,502584377344.0,35.0,38.8,False,up,11.7,True,1.0,7.8,True,1.0,1.0,2.8,False,601.77,-4.7,4.0,False,"{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'eps_growth_yoy': 11.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}",667.3,735.0,550.0,37.0,strong_buy,16.3,618.54,7.8,402.0,-29.9,3.37,19.51,0.61,17.9,0.54,True,-3.15,28.0,22.1,70.0,2026-10-29,False,False,9.0,STRONG,3.74,622.8,1.13,BULLISH,0.03,90.0,6.0,2.0,17.0,0.0,0.1,20.9,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,868.3,23.0,21.0,35.0,False,up,38.8,2.0,True,1.0,True,1.0,5.0,13.0,29.0,58.6,Medio,33.8,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,False,2/3,57.935,0.0,3.0,0.0,3.0,5.0,0.31,3.64,1.0,0.0,0.0,7.8,27.4,MEDIA,2.04,2.0,10.0,35.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,46,0.0028,BAJA,21.98,🔵 DECENT,🟡 Good,,,,,,,,,,,False,2,0.868,False,-4.07,23.72,-2.3,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ROP,0.0,,,,35.5,"Roper Technologies, Inc.",69.8,Technology,Software - Application,100.0,50.0,61.4,60.0,60.0,407.32,40284303360.0,35.0,25.2,False,up,193.2,True,2.0,4.5,False,0.0,6.2,5.9,False,540.34,-24.6,4.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 193.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",445.2,550.0,335.0,15.0,buy,9.3,971.52,138.5,744.3,82.7,5.62,22.91,0.92,14.5,0.6,True,-6.77,8.6,163.1,63.0,2026-10-22,False,False,6.0,NEUTRAL,4.41,1441.1,0.07,,,,,,18.6,0.0,10.7,20.9,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 64% up volume)",HIGH_FLOAT,98.4,20.0,31.6,35.0,False,up,25.2,2.0,True,2.0,False,0.0,5.0,20.0,29.0,34.5,Bajo 50%,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,55.69499999999999,5.0,6.0,0.0,3.0,5.0,1.12,-0.16,1.0,0.0,1.5,82.7,-101.3,,1.16,0.0,2.0,16.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,46,0.3554,BAJA,6.98,🔵 DECENT,🟡 Good,,,,,,,,,,,False,2,0.907,False,-24.6,33.46,10.35,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CVX,0.0,,,,0.3,Chevron Corporation,83.8,Energy,Oil & Gas Integrated,100.0,100.0,50.3,85.0,60.0,205.76,403619479552.0,35.0,47.7,False,up,241.1,True,2.0,39.5,True,2.0,1.0,2.5,False,214.71,-4.2,6.0,False,"{'roe_pct': 12.2, 'debt_to_equity': 0.19, 'current_ratio': 1.25, 'operating_margin_pct': 21.9}","{'eps_growth_yoy': 241.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 9.8}",216.83,236.0,175.0,24.0,buy,5.4,474.19,130.5,311.7,51.5,5.43,11.18,3.46,67.2,3.99,True,-2.76,22.5,321.9,71.0,2026-10-30,False,False,5.0,NEUTRAL,4.79,9.3,0.05,,,,,,42.2,0.0,0.1,25.1,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1868.5,3.0,25.2,35.0,False,up,47.7,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,47.7,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,54.535,5.0,6.0,5.0,3.0,5.0,-0.06,1.22,1.0,0.0,0.0,51.5,-85.6,,0.68,-3.0,0.0,94.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,13,0.0028,BAJA,30.88,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.975,False,-2.45,44.38,0.4,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
EXPN.L,0.0,,,,24.9,Experian plc,55.2,Industrials,Consulting Services,55.0,50.0,50.0,65.0,65.0,2924.0,25844430848.0,,,,,,,0.0,,,0.0,,,False,3987.0,-26.7,0.0,False,"{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}",{'profit_margin_pct': 17.8},3667.42,4642.68,2328.51,18.0,strong_buy,25.4,,,,,2.59,0.76,1.8,39.8,1.4,,,,23.1,90.0,2026-11-18,False,False,9.0,STRONG,6.89,646.3,0.75,,,,,,0.0,0.0,7.5,16.6,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,896.8,23.0,24.0,,,,,0.0,,0.0,,0.0,0.0,16.0,29.0,48.3,Bajo 50%,32.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,53.82499999999999,0.0,0.0,3.0,0.0,5.0,-0.87,-1.19,0.0,1.0,0.0,,,,3.18,0.0,10.0,3.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,21,0.2494,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,EVENTO,"La caída se debe principalmente al anuncio de FICO de un nuevo modelo de precios/programa hipotecario que amenaza el margen de reventa del score FICO en el negocio hipotecario de Experian, provocando desplomes puntuales del 6-7% en la acción; sin embargo, los resultados H1 FY26 (nov 2025) mostraron ",https://www.hl.co.uk/shares/shares-search-results/e/experian-plc-ordinary-usd0.10 | https://finance.yahoo.com/quote/EXPN.L/history/ | https://www.cnbc.com/quotes/EXPN-GB | https://www.google.com/finance/beta/quote/EXPN:LON,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
V,0.0,,,,26.9,Visa Inc.,69.6,Financial Services,Credit Services,85.0,70.0,50.3,70.0,60.0,365.54,682480500736.0,35.0,45.4,False,up,10.6,False,0.0,8.5,True,2.0,1.2,2.6,False,373.97,-2.3,5.0,False,"{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}",416.2,450.0,330.0,37.0,strong_buy,13.9,,,,,2.99,11.97,0.74,22.1,0.7,True,-3.13,35.7,10.2,68.0,2026-10-27,False,False,6.0,NEUTRAL,3.89,381.9,2.39,BULLISH,0.01,100.0,10.0,3.0,22.9,0.0,8.1,20.9,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1703.4,23.0,28.9,35.0,False,up,45.4,2.0,False,0.0,True,2.0,2.0,13.0,29.0,58.6,Medio,33.8,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,53.185,0.0,0.0,0.0,3.0,3.0,0.0,3.67,0.0,0.0,0.0,,,,1.74,2.0,2.0,29.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-9.0,46,0.2689,BAJA,26.46,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.81,False,-2.07,24.87,2.11,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
TYL,0.0,,,,1.7,"Tyler Technologies, Inc.",61.7,Technology,Software - Application,80.0,50.0,42.3,75.0,55.0,346.88,14205523968.0,15.0,15.3,False,up,10.8,False,0.0,8.3,False,0.0,9.9,4.4,True,569.27,-39.1,1.0,False,"{'roe_pct': 9.7, 'debt_to_equity': 0.48, 'current_ratio': 1.55, 'operating_margin_pct': 14.7}","{'eps_growth_yoy': 10.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.4}",426.64,525.0,335.0,22.0,none,23.0,356.81,2.9,123.07,-64.5,4.18,14.52,,,,True,-6.53,65.3,7.8,69.0,2026-10-28,False,False,8.0,STRONG,2.69,139.0,1.46,,,,,,0.0,0.0,0.5,18.5,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,38.0,20.0,19.0,15.0,False,up,15.3,2.0,False,0.0,False,0.0,0.0,20.0,29.0,34.5,Bajo 50%,27.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,False,2/3,52.765,5.0,3.0,0.0,3.0,3.0,0.0,-2.49,0.0,1.0,0.0,2.9,53.8,ALTA,2.88,2.0,10.0,72.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,6,0.0169,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,1,0.984,False,-39.77,28.14,-4.4,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
CPRT,83.0909090909091,Excellent,Stage 2 (Uptrend),17.526640568546078,28.8,"Copart, Inc.",65.3,Industrials,Specialty Business Services,85.0,60.0,24.0,90.0,65.0,33.85,31338717184.0,15.0,18.9,False,up,1.5,True,1.0,10.0,True,1.0,5.7,3.3,False,50.11,-32.4,1.0,False,"{'roe_pct': 17.6, 'debt_to_equity': 0.01, 'current_ratio': 7.61, 'operating_margin_pct': 37.5}","{'eps_growth_yoy': 1.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 33.5}",40.3,55.0,26.0,10.0,buy,19.1,15.89,-53.1,17.3,-48.9,3.19,1.08,,,,True,-4.51,,1.6,14.0,2026-09-03,False,True,6.0,NEUTRAL,6.23,19.3,8.75,BULLISH,0.08,90.0,4.0,2.0,45.5,33.2,8.6,19.6,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,845.4,23.0,61.5,15.0,False,up,18.9,2.0,True,1.0,True,1.0,5.0,19.0,29.0,37.9,Bajo 50%,28.1,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,52.56,0.0,3.0,0.0,3.0,1.0,0.0,-1.47,0.0,0.0,0.0,-48.9,70.1,ALTA,2.39,2.0,2.0,65.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,2,0.2882,BAJA,40.57545454545455,🔵 DECENT,🟡 Average,BUY,100.0,Good pullback (-32.4% from high) - valid VCP setup | Strong upside (+19.1%) - analyst support,-32.4,NEUTRAL,BUY,False,,,,False,1,1.206,False,-32.45,26.26,-23.05,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
FHN,0.0,,,,23.3,First Horizon Corporation,60.6,Financial Services,Banks - Regional,85.0,40.0,46.7,65.0,60.0,24.87,11782838272.0,35.0,32.1,False,flat,3.1,True,1.0,-0.5,True,1.0,0.0,0.0,False,26.56,-6.4,5.0,False,"{'roe_pct': 11.5, 'operating_margin_pct': 41.3}","{'eps_growth_yoy': 3.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.2}",28.11,31.0,25.0,19.0,buy,13.0,36.77,47.8,41.6,67.3,5.05,1.26,2.63,30.8,3.3,True,-7.96,,14.0,55.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.54,,,,,,33.2,0.0,7.0,18.2,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,468.3,3.0,25.2,35.0,False,flat,32.1,0.0,True,1.0,True,1.0,5.0,9.0,29.0,72.4,Medio,39.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,51.305,0.0,6.0,3.0,3.0,3.0,0.0,0.56,0.0,0.0,0.0,47.8,-44.6,,1.62,2.0,0.0,,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,46,0.2334,BAJA,19.56,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,1.032,False,-5.9,28.25,-12.1,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
NYT,0.0,,,,38.9,New York Times Company (The),64.5,Communication Services,Publishing,90.0,60.0,24.0,75.0,65.0,65.96,10638265344.0,15.0,8.4,False,down,14.4,True,1.0,8.8,True,1.0,8.6,8.9,True,87.1,-24.3,3.0,False,"{'roe_pct': 19.7, 'current_ratio': 1.58, 'operating_margin_pct': 17.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.3}",79.89,95.0,63.0,9.0,buy,21.1,66.38,0.6,34.02,-48.4,4.32,2.87,1.41,32.1,0.92,True,-1.64,857.1,14.0,76.0,2026-11-04,False,False,8.0,STRONG,4.53,52.8,1.51,,,,,,14.0,0.0,11.7,19.3,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,133.7,22.0,31.0,15.0,False,down,8.4,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,50.645,0.0,3.0,0.0,3.0,3.0,0.0,-4.26,0.0,1.0,0.0,0.6,45.0,ALTA,2.64,2.0,10.0,60.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,46,0.3888,BAJA,6.45,🔵 DECENT,🟡 Average,,,,,,,,,,,False,1,0.682,False,-24.03,22.96,-21.99,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
UNH,0.0,,,,19.0,UnitedHealth Group Incorporated,69.7,Healthcare,Healthcare Plans,100.0,50.0,66.0,50.0,65.0,388.61,348814311424.0,60.0,58.2,False,down,84.4,True,1.0,0.1,False,0.0,1.9,2.7,False,461.62,-15.8,6.0,False,"{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}",475.23,529.0,313.0,26.0,buy,22.3,1146.78,195.1,460.5,18.5,6.96,27.04,2.36,57.5,1.65,True,-0.73,4.7,61.5,68.0,2026-10-27,False,False,6.0,NEUTRAL,4.7,173.8,0.28,,,,,,30.6,0.0,5.7,20.9,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,895.0,3.0,26.6,60.0,False,down,58.2,0.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,58.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,3/3,49.83,0.0,6.0,3.0,3.0,5.0,0.0,0.76,0.0,0.0,0.0,22.3,-84.5,,2.79,2.0,2.0,19.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,34,0.1902,BAJA,14.47,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.816,False,-15.82,52.69,22.9,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
AON,0.0,,,,8.4,Aon plc,64.2,Financial Services,Insurance Brokers,85.0,50.0,38.7,80.0,65.0,348.43,73910861824.0,15.0,19.4,False,flat,20.3,False,0.0,6.2,False,0.0,2.3,3.5,False,382.34,-8.9,5.0,False,"{'roe_pct': 44.7, 'debt_to_equity': 1.63, 'current_ratio': 1.03, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 20.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.3}",402.47,445.0,339.0,19.0,buy,15.5,221.34,-36.5,184.3,-47.1,4.32,15.04,0.96,16.8,0.76,True,-2.16,7.7,-2.1,71.0,2026-10-30,False,False,8.0,STRONG,6.28,141.9,,,,,,,6.0,0.0,2.5,19.3,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,209.5,25.0,21.8,15.0,False,flat,19.4,0.0,False,0.0,False,0.0,0.0,21.0,29.0,31.0,Bajo 50%,27.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,49.0,0.0,3.0,0.0,3.0,0.0,0.0,2.38,1.0,0.0,0.0,-36.5,57.3,ALTA,1.94,2.0,10.0,9.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.0836,BAJA,19.92,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.827,False,-8.66,14.96,-4.98,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
TW,0.0,,,,9.4,Tradeweb Markets Inc.,56.0,Financial Services,Capital Markets,65.0,50.0,24.0,85.0,65.0,103.3,22315718656.0,15.0,12.3,False,flat,-2.3,True,1.0,9.9,False,0.0,3.4,2.1,False,131.04,-21.2,3.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",123.86,178.0,98.0,14.0,buy,19.9,,,,,4.77,9.34,0.53,12.4,0.4,True,-1.54,633.6,13.8,70.0,2026-10-29,False,False,8.0,STRONG,5.72,57.1,1.14,,,,,,2.0,0.0,2.8,16.8,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,113.7,20.0,19.6,15.0,False,flat,12.3,0.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,48.27,0.0,3.0,0.0,3.0,3.0,0.0,-3.61,0.0,2.0,0.0,,,,2.49,2.0,10.0,37.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,34,0.0944,BAJA,5.6000000000000005,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.642,False,-20.8,12.99,-25.89,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CSU.TO,0.0,,,,50.0,Constellation Software Inc.,69.9,Technology,Software - Application,100.0,60.0,50.7,55.0,65.0,3102.9,65755197440.0,15.0,19.5,False,up,555.4,True,1.0,11.9,False,0.0,,5.3,False,4634.98,-33.1,4.0,False,"{'roe_pct': 23.3, 'debt_to_equity': 1.2, 'current_ratio': 0.9, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 555.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 7.6}",3922.82,5451.99,3260.42,12.0,buy,26.4,7717.65,148.7,1889.1,-39.1,5.86,181.98,0.19,8.8,0.19,False,,5.5,389.3,78.0,2026-11-06,False,False,6.0,NEUTRAL,1.72,191.5,0.04,,,,,,14.0,0.0,,21.0,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",LOW_FLOAT,20.3,20.0,30.0,15.0,False,up,19.5,2.0,True,1.0,False,0.0,2.0,20.0,29.0,34.5,Bajo 50%,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,48.16,5.0,6.0,0.0,0.0,5.0,0.16,-1.17,1.0,1.0,0.0,26.4,-28.4,,3.3,0.0,2.0,68.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,20,,,6.99,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.997,False,-32.93,41.45,18.85,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DSGX,0.0,,,,50.0,The Descartes Systems Group Inc.,71.7,Technology,Software - Application,100.0,50.0,45.9,90.0,65.0,77.58,6647894528.0,15.0,14.9,False,down,27.5,True,1.0,7.7,False,0.0,,5.3,False,109.0,-28.8,2.0,False,"{'roe_pct': 11.4, 'debt_to_equity': 0.0, 'current_ratio': 2.05, 'operating_margin_pct': 32.9}","{'eps_growth_yoy': 27.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.3}",99.79,126.0,82.0,14.0,buy,28.6,132.77,71.1,62.1,-20.0,4.04,3.13,,,,True,-0.31,243.4,34.1,21.0,2026-09-10,False,True,6.0,NEUTRAL,3.46,77.7,0.7,,,,,,0.6999999999999993,0.0,,21.5,2026-08-20 04:48:02,2026-08-20,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 41% up volume)",HIGH_FLOAT,85.5,27.0,30.7,15.0,False,down,14.9,0.0,True,1.0,False,0.0,2.0,20.0,29.0,34.5,Bajo 50%,27.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,48.080000000000005,5.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,28.6,3.1,,3.58,0.0,2.0,77.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,20,,,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.859,False,-28.83,24.01,4.45,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
