ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
DSY.PA,Dassault Systèmes SE,71.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,50.0,85.0,50.0,,,,,16.1,True,1,6.6,True,1,"{'eps_growth_yoy': 16.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.3}","{'revenue_growth_yoy': 6.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 15.1, 'debt_to_equity': 0.36, 'current_ratio': 1.99, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 5.7}",22.24,29223667712,Technology,Software - Application,,,False,30.36,-26.7,0,False,23.5,33.35,17.0,19,none,5.7,40.9,83.9,29.1,30.8,4.34,0.96,1.23,27.8,0.27,0.65,True,-0.62,,15.9,69.0,2026-10-28,False,False,8,STRONG,5.52,42.9,0.5,42.9,,,,2026-08-20T05:01:52.158316,CAC40,48.5,3.0,0.0,3.0,5.0,0.71,0.0,CONFIRMED_UPTREND,30.8,-51.6,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMV.L,Rightmove plc,60.5,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,50.0,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.7}",512.2,3765034752,Communication Services,Internet Content & Information,,,False,781.6,-34.5,0,False,546.26,745.0,420.0,19,hold,6.7,,,,,5.14,0.26,2.14,37.2,11.0,1.54,,,,1.7,190.0,2027-02-26,False,False,6,NEUTRAL,7.57,637.5,3.47,37.0,,,,2026-08-20T05:01:54.634685,FTSE100,48.2,6.0,5.0,0.0,1.0,0.84,0.0,CONFIRMED_UPTREND,,,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AUTO.L,Autotrader Group plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,50.0,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 5.2}",534.4,4158695936,Communication Services,Internet Content & Information,,,False,831.2,-35.7,0,False,562.06,800.0,410.0,18,hold,5.2,,,,,5.86,0.31,2.2,32.0,12.0,1.35,,,,2.0,77.0,2026-11-05,False,False,5,NEUTRAL,8.7,332.4,2.39,29.9,,,,2026-08-20T05:01:14.052575,FTSE100,47.6,6.0,5.0,0.0,1.0,0.65,0.0,CONFIRMED_UPTREND,,,,0,MIXED/INSUFFICIENT (0),False,0,,True,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
LIFCO-B.ST,Lifco AB (publ),68.5,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9331,"acciones × precio no cuadra con la capitalización (ratio 0.9331): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,70.0,50.0,60.0,50.0,,,,,17.8,True,1,10.8,True,1,"{'eps_growth_yoy': 17.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 10.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 20.2, 'debt_to_equity': 0.58, 'current_ratio': 0.94, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 11.9}",313.4,142351384576,Industrials,Conglomerates,,,False,388.2,-19.3,0,False,350.57,385.0,330.0,7,none,11.9,,,,,2.93,9.83,0.86,31.8,2.7,0.71,False,,,8.9,64.0,2026-10-23,False,False,7,NEUTRAL,3.37,163.9,2.21,23.9,,,,2026-08-20T05:01:47.138704,OMXSTO,47.4,0.0,0.0,0.0,3.0,1.49,0.0,CONFIRMED_UPTREND,,,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MONC.MI,Moncler S.p.A.,58.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 20.0},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.1, 'debt_to_equity': 0.34, 'current_ratio': 2.3, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.7}",47.67,12965749760,Consumer Cyclical,Apparel Manufacturing,,,False,59.4,-19.7,0,False,61.33,70.0,49.0,25,buy,28.7,44.24,-7.2,23.5,-50.7,5.31,2.53,2.97,59.6,1.4,1.79,,,,5.0,182.0,2027-02-18,False,False,7,NEUTRAL,7.12,32.2,2.58,36.0,,,,2026-08-20T05:01:39.359870,FTSEMIB,47.3,6.0,5.0,0.0,1.0,3.59,0.0,CONFIRMED_UPTREND,-7.2,57.6,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
NOVO-B.CO,Novo Nordisk A/S,60.5,⭐⭐ GOOD,🟡 Good,DKK,DKK,False,True,False,0.7569,"acciones × precio no cuadra con la capitalización (ratio 0.7569): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",75.0,50.0,50.0,70.0,50.0,,,,,4.9,False,0,4.7,False,0,"{'eps_growth_yoy': 4.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}","{'revenue_growth_yoy': 4.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 59.8, 'debt_to_equity': 0.63, 'current_ratio': 0.87, 'operating_margin_pct': 42.5}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.8}",299.45,1324190400512,Healthcare,Drug Manufacturers - General,,,False,409.95,-27.0,0,False,313.7,457.0,203.0,24,hold,4.8,,,,,2.85,11.26,3.95,44.6,11.7,1.88,True,-0.45,252.0,-8.2,76.0,2026-11-04,False,False,5,NEUTRAL,9.48,64.7,,38.6,,,,2026-08-20T05:00:29.475394,OMXCPH,47.2,0.0,8.0,3.0,0.0,0.6,0.0,CONFIRMED_UPTREND,,,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
EXPN.L,Experian plc,55.2,⭐ AVERAGE,🟡 Average,GBp,USD,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (669,622,916) se aparta del derivado de flujo operativo menos capex (919,306",55.0,50.0,50.0,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 25.5}",2924.0,25844430848,Industrials,Consulting Services,,,False,3987.0,-26.7,0,False,3668.52,4644.07,2329.21,18,strong_buy,25.5,,,,,2.59,0.76,1.8,39.8,52.0,1.4,,,,23.1,90.0,2026-11-18,False,False,9,STRONG,6.89,646.3,0.75,40.0,,,,2026-08-20T05:01:11.711188,FTSE100,47.1,0.0,5.0,0.0,5.0,3.19,0.0,CONFIRMED_UPTREND,,,,0,MIXED/INSUFFICIENT (0),False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SU.PA,Schneider Electric S.E.,56.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 10.8}",294.0,165263261696,Industrials,Specialty Industrial Machinery,,,False,312.3,-5.9,0,False,325.88,370.0,262.0,24,strong_buy,10.8,395.41,34.5,248.17,-15.6,3.25,9.56,1.42,49.5,4.2,1.77,,,,29.3,189.0,2027-02-25,False,False,6,NEUTRAL,3.69,74.6,0.83,45.2,,,,2026-08-20T05:01:06.243450,CAC40,44.5,3.0,0.0,0.0,5.0,1.35,0.0,CONFIRMED_UPTREND,10.8,1.4,,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMS.PA,HERMES INTL,61.2,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,60.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 28.0},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 25.5, 'debt_to_equity': 0.12, 'current_ratio': 4.54, 'operating_margin_pct': 42.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.7}",1582.5,165753716736,Consumer Cyclical,Luxury Goods,,,False,2300.0,-31.2,0,False,1878.91,2150.0,1500.0,22,buy,18.7,690.41,-56.4,430.7,-72.8,2.97,46.92,1.15,41.9,18.0,0.66,,,,-0.2,175.0,2027-02-11,False,False,8,STRONG,4.39,37.5,,48.4,,,,2026-08-20T05:00:08.671957,CAC40,44.5,0.0,0.0,0.0,0.0,2.34,0.0,CONFIRMED_UPTREND,-56.4,83.3,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CPG.L,Compass Group PLC,51.2,⭐ AVERAGE,🟡 Average,USD,USD,False,True,True,1.0,"FCF declarado (1,974,125,056) se aparta del derivado de flujo operativo menos capex (2,725,999,872)",50.0,50.0,50.0,55.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 4.2},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.9, 'debt_to_equity': 1.13, 'current_ratio': 0.7, 'operating_margin_pct': 6.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 21.9}",31.45,53474852864,Consumer Cyclical,Restaurants,,,False,35.676414,-11.8,0,False,38.35,43.0,32.0,17,none,21.9,29.45,-6.4,19.4,-38.3,3.69,1.16,2.18,55.9,0.69,2.93,,,,8.2,96.0,2026-11-24,False,False,6,NEUTRAL,4.76,100.5,1.18,31.7,,,,2026-08-20T05:00:57.064748,FTSE100,44.5,3.0,5.0,0.0,3.0,2.74,0.0,CONFIRMED_UPTREND,-6.4,44.2,ALTA,0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
