ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
CTAS,0.0,,,,35.4,Cintas Corporation,66.2,Industrials,Specialty Business Services,90.0,50.0,36.0,90.0,60.0,181.83,72756895744.0,15.0,16.7,False,flat,12.1,True,1.0,6.5,False,0.0,4.0,5.4,False,226.75,-19.8,2.0,False,"{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': 12.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}",208.69,245.0,160.0,16.0,buy,14.8,73.4,-59.6,48.4,-73.4,2.07,3.77,1.01,36.7,0.9,True,-1.64,24.3,6.8,7.0,2026-07-15,True,False,8.0,STRONG,3.13,64.5,3.45,BULLISH,0.0,50.0,1.0,0.0,6.5,0.0,10.6,19.9,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,342.1,23.0,30.5,15.0,False,flat,16.7,0.0,True,1.0,False,0.0,2.0,24.0,29.0,20.7,Bottom 25%,16.6,-3.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,49.85,5.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.75,1.0,1.0,0.0,1.85,2.0,10.0,91.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,44,0.3542,MEDIA,0.0,-59.6,81.3,ALTA,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.144,False,-19.05,13.13,-10.77,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MSCI,0.0,,,,28.1,MSCI Inc.,67.3,Financial Services,Financial Data & Stock Exchanges,100.0,60.0,44.0,50.0,60.0,608.09,44224921600.0,35.0,38.4,False,flat,33.7,True,1.0,10.1,False,0.0,2.9,2.9,False,644.68,-5.7,6.0,False,"{'current_ratio': 0.86, 'operating_margin_pct': 53.7}","{'eps_growth_yoy': 33.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",690.44,730.0,550.0,16.0,buy,13.5,703.29,15.7,519.9,-14.5,2.73,16.58,1.34,42.5,1.01,True,-6.07,7.7,49.1,13.0,2026-07-21,False,True,8.0,STRONG,3.38,851.3,0.55,BULLISH,0.0,60.0,2.0,0.0,43.6,0.0,8.4,20.2,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,68.9,0.0,28.6,35.0,False,flat,38.4,0.0,True,1.0,False,0.0,2.0,19.0,29.0,37.9,Bajo 50%,27.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,False,3/3,48.92500000000001,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.27,0.0,0.0,0.0,1.69,2.0,10.0,41.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,44,0.2814,BAJA,23.23,13.5,12.9,,🔵 DECENT,🟡 Good,HOLD,45.0,Close to ATH (-5.7% from high) - wait for pullback | Elevated P/E (35.1) - watch valuation,-5.7,NEUTRAL,BUY,False,True,3,1.229,False,-5.68,22.27,-3.23,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
DBOEY,0.0,,,,58.7,Deutsche Boerse AG,68.0,Financial Services,Financial Data & Stock Exchanges,95.0,50.0,47.6,80.0,55.0,29.67,54030831616.0,35.0,31.5,False,down,11.4,True,1.0,8.5,False,0.0,,,False,31.98,-7.2,5.0,False,"{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}",34.82,34.82,34.82,1.0,none,17.4,,,15.86,-46.5,,,1.67,35.4,1.9,,,,6.1,14.0,2026-07-22,False,True,5.0,NEUTRAL,5.21,66.8,1.56,,,,,,21.0,0.0,17.6,20.4,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,66,200 MA declining - structural weakness,NEUTRAL,45,"No clear pattern (0.8x ratio, 46% up volume)",MEGA_FLOAT,1822.3,25.0,38.0,35.0,False,down,31.5,0.0,True,1.0,False,0.0,2.0,19.0,29.0,37.9,Bajo 50%,27.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,64.135,0.0,0.0,0.0,3.0,0.0,3.0,0.21,-0.74,0.0,1.0,0.0,2.17,2.0,0.0,42.0,0,,8,RELIABLE/BUY (+8),,0.0,44,0.587,ALTA,20.3,-14.6,63.9,ALTA,🔵 DECENT,🟡 Good,,,,,,,,False,3,1.094,False,-5.9,29.43,6.4,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
IT,0.0,,,,47.4,"Gartner, Inc.",40.3,Technology,Information Technology Services,50.0,30.0,24.0,50.0,55.0,140.8,9426826240.0,15.0,4.0,False,down,-7.7,False,0.0,-10.4,False,0.0,25.8,7.5,True,403.96,-65.1,0.0,False,"{'roe_pct': 94.9, 'debt_to_equity': 52.93, 'current_ratio': 0.94, 'operating_margin_pct': 20.5}","{'eps_growth_yoy': -7.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.4}",165.0,203.0,120.0,13.0,hold,17.2,419.26,197.8,182.51,29.6,11.29,15.89,,,,True,-25.07,8.5,6.9,27.0,2026-08-04,False,False,6.0,NEUTRAL,9.84,255.4,0.53,,,,,,0.0,0.0,14.2,12.1,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,61.0,20.0,26.3,15.0,False,down,4.0,0.0,False,0.0,False,0.0,0.0,27.0,29.0,10.3,Bottom 25%,9.8,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,47.49,0.0,0.0,8.0,0.0,3.0,3.0,0.0,-1.2,0.0,1.0,0.0,2.15,2.0,2.0,2.0,0,,-5,MIXED/AVOID (-5),BEST,11.0,22,0.4743,ALTA,0.0,29.6,-96.5,,🔵 DECENT,🟡 Average,,,,,,,,False,0,0.889,False,-65.15,13.32,-50.48,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
JKHY,67.93157894736842,Excellent,Stage Unknown,16.110779628971166,56.1,"Jack Henry & Associates, Inc.",58.2,Technology,Information Technology Services,65.0,60.0,15.0,95.0,65.0,146.71,10423861248.0,15.0,24.3,False,down,-3.7,True,1.0,3.4,True,1.0,8.3,2.8,True,193.39,-24.1,3.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 0.06, 'current_ratio': 1.74, 'operating_margin_pct': 24.4}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.6}",186.0,208.0,161.0,13.0,buy,26.8,114.65,-21.9,89.75,-38.8,3.58,5.26,1.63,32.8,1.22,True,-2.73,123.3,12.5,41.0,2026-08-18,False,False,9.0,STRONG,5.66,162.7,1.65,,,,,,46.5,27.2,16.8,17.5,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",HIGH_FLOAT,70.6,20.0,61.5,15.0,False,down,24.3,0.0,True,1.0,True,1.0,5.0,27.0,29.0,10.3,Bottom 25%,9.8,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,44.38499999999999,0.0,0.0,3.0,3.0,3.0,3.0,0.29,-1.7,0.0,1.0,0.0,3.35,0.0,10.0,14.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,44,0.561,ALTA,39.78578947368421,-21.9,57.2,ALTA,🔵 DECENT,🟡 Average,BUY,100.0,Good pullback (-24.1% from high) - valid VCP setup | Strong upside (+26.8%) - analyst support,-24.1,NEUTRAL,BUY,False,False,2,1.12,False,-23.86,21.21,-28.16,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ADP,0.0,,,,8.2,"Automatic Data Processing, Inc.",77.1,Technology,Software - Application,100.0,80.0,46.7,85.0,50.0,245.6,98174738432.0,35.0,25.6,False,up,49.3,True,1.0,15.8,True,2.0,4.5,6.1,False,315.98,-22.3,4.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",247.6,305.0,190.0,15.0,hold,0.8,239.06,-2.7,115.5,-53.0,4.84,11.88,2.84,60.5,2.04,True,-1.82,13.5,4.2,21.0,2026-07-29,False,True,8.0,STRONG,5.8,192.0,1.92,BULLISH,0.34,60.0,1.0,1.0,12.6,0.0,2.5,23.1,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,398.8,25.0,25.6,35.0,False,up,25.6,2.0,True,1.0,True,2.0,5.0,21.0,29.0,31.0,Bajo 50%,19.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,44.25,0.0,0.0,3.0,3.0,3.0,1.0,0.32,0.32,0.0,0.0,0.0,0.1,-3.0,10.0,9.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-3.0,44,0.0816,BAJA,7.709999999999999,-2.7,28.6,MEDIA,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.177,False,-20.11,31.52,-12.34,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MCO,0.0,,,,3.2,Moody's Corporation,68.6,Financial Services,Financial Data & Stock Exchanges,95.0,60.0,46.7,65.0,60.0,500.49,87423803392.0,35.0,36.8,False,up,14.4,True,1.0,9.5,True,1.0,2.3,3.5,False,546.88,-8.5,3.0,False,"{'roe_pct': 71.4, 'debt_to_equity': 2.36, 'current_ratio': 1.16, 'operating_margin_pct': 45.7}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 31.7}",538.05,610.0,490.0,20.0,buy,7.5,233.63,-53.3,139.6,-72.1,2.59,12.97,0.83,27.6,0.8,False,,12.7,7.8,15.0,2026-07-23,False,True,8.0,STRONG,3.65,106.3,3.45,,,,,,11.5,0.0,1.0,20.6,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,160.0,20.0,21.5,35.0,False,up,36.8,2.0,True,1.0,True,1.0,5.0,19.0,29.0,37.9,Bajo 50%,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,43.6,0.0,0.0,0.0,0.0,0.0,3.0,0.29,0.38,0.0,0.0,0.0,0.94,-3.0,10.0,64.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,26,0.0317,BAJA,15.86,-53.3,70.2,ALTA,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.163,False,-8.07,24.98,-13.88,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VLTO,0.0,,,,33.1,Veralto Corp,67.0,Industrials,Pollution & Treatment Controls,80.0,60.0,44.0,85.0,65.0,93.1,22865291264.0,35.0,25.2,False,flat,14.4,False,0.0,3.7,True,1.0,2.6,2.4,False,110.11,-15.4,2.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.96, 'current_ratio': 1.48, 'operating_margin_pct': 23.8}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.3}",107.88,132.0,98.0,17.0,buy,15.9,70.46,-24.3,52.0,-44.1,3.36,3.13,0.56,12.4,,True,-1.31,14.0,13.3,15.0,2026-07-23,False,True,6.0,NEUTRAL,5.22,76.0,1.5,,,,,,2.0,0.0,9.9,20.1,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,245.1,25.0,30.0,35.0,False,flat,25.2,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,25.2,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,43.155,5.0,0.0,3.0,0.0,3.0,3.0,-0.16,-0.16,0.0,0.0,0.0,1.99,2.0,2.0,38.0,0,,-8,RELIABLE/AVOID (-8),,0.0,42,0.3309,MEDIA,0.0,-24.3,50.1,ALTA,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.121,False,-15.0,16.5,-15.16,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ABT,0.0,,,,24.7,Abbott Laboratories,49.3,Healthcare,Medical Devices,50.0,50.0,24.0,70.0,65.0,95.84,166935363584.0,15.0,16.0,False,flat,-39.5,False,0.0,0.2,False,0.0,1.4,1.8,False,137.49,-30.3,1.0,False,"{'roe_pct': 12.3, 'debt_to_equity': 0.65, 'current_ratio': 1.39, 'operating_margin_pct': 13.5}","{'eps_growth_yoy': -39.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.9}",116.4,135.0,92.0,25.0,buy,21.5,53.57,-44.1,35.7,-62.8,3.8,3.64,2.64,67.2,1.82,True,-0.48,16.2,-19.7,8.0,2026-07-16,False,True,6.0,NEUTRAL,4.61,42.0,,,,,,,0.0,0.0,7.4,14.8,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,1731.2,30.0,22.2,15.0,False,flat,16.0,0.0,False,0.0,False,0.0,0.0,22.0,29.0,27.6,Bajo 50%,19.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.955,8.0,0.0,3.0,3.0,3.0,-3.0,-0.12,-0.76,0.0,0.0,0.0,2.69,2.0,2.0,62.0,0,,3,MIXED/BUY (+3),BEST,5.0,28,0.2471,BAJA,0.0,-44.1,75.0,ALTA,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.26,False,-29.19,16.92,-32.65,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
MKC,0.0,,,,18.2,"McCormick & Company, Incorporat",54.3,Consumer Defensive,Packaged Foods,55.0,70.0,24.0,60.0,65.0,52.22,14039428096.0,15.0,17.3,False,down,-33.4,False,0.0,12.3,True,1.0,,0.0,False,73.84,-29.3,1.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.23,75.0,51.0,13.0,buy,15.3,41.35,-20.8,60.6,16.0,5.09,2.81,3.71,30.9,2.11,True,-0.2,5.5,-9.9,90.0,2026-10-06,False,False,6.0,NEUTRAL,5.77,66.6,,,,,,,0.0,0.0,5.5,16.3,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,265.4,23.0,21.8,15.0,False,down,17.3,0.0,False,0.0,True,1.0,2.0,20.0,29.0,34.5,Bajo 50%,23.2,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.92999999999999,0.0,0.0,6.0,5.0,3.0,0.0,0.0,-1.76,0.0,1.0,0.0,1.91,2.0,2.0,34.0,0,,-8,RELIABLE/AVOID (-8),,0.0,13,0.1819,BAJA,0.0,15.3,17.7,,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.361,False,-27.0,17.57,-28.36,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
WM,0.0,,,,66.2,"Waste Management, Inc.",46.5,Industrials,Waste Management,50.0,40.0,44.0,45.0,60.0,237.21,95257788416.0,35.0,40.4,False,flat,-0.4,False,0.0,-3.2,True,1.0,1.6,2.9,False,248.13,-4.4,5.0,False,"{'roe_pct': 29.9, 'debt_to_equity': 2.28, 'current_ratio': 0.93, 'operating_margin_pct': 17.5}","{'eps_growth_yoy': -0.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.0}",256.04,285.0,210.0,25.0,buy,7.9,119.86,-49.5,92.04,-61.2,2.24,5.32,1.55,49.5,1.49,True,-0.36,4.9,13.3,20.0,2026-07-28,False,True,8.0,STRONG,3.68,21.3,1.93,BULLISH,0.0,50.0,1.0,0.0,40.8,0.0,19.9,13.9,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,True,66,Passes Minervini Template (4/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,400.4,8.0,33.8,35.0,False,flat,40.4,0.0,False,0.0,True,1.0,2.0,14.0,29.0,55.2,Medio,32.9,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,3/3,52.91,5.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.99,-3.0,10.0,110.0,0,,2,RELIABLE/WATCH (+2),WATCH,0.0,43,0.6618,ALTA,24.15,-49.5,63.2,ALTA,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-4.4% from high) - poor entry point,-4.4,NEUTRAL,BUY,False,False,2,1.203,False,-4.02,23.16,-0.77,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
VRSN,70.77777777777777,Excellent,Stage 1-2 Transition,17.80401450409615,49.2,"VeriSign, Inc.",61.5,Technology,Software - Infrastructure,85.0,50.0,47.6,50.0,65.0,266.78,24276979712.0,35.0,27.4,False,down,3.4,True,1.0,4.6,False,0.0,2.7,3.1,False,312.48,-14.6,3.0,False,"{'current_ratio': 0.46, 'operating_margin_pct': 68.5}","{'eps_growth_yoy': 3.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 50.0}",312.0,355.0,265.0,4.0,buy,17.0,185.13,-30.6,106.13,-60.2,3.33,8.87,1.25,34.5,,True,-3.56,15.4,8.0,15.0,2026-07-23,False,True,8.0,STRONG,4.49,512.5,2.23,BEARISH,999.0,50.0,0.0,1.0,33.5,28.3,14.8,18.4,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,90.4,22.0,61.5,35.0,False,down,27.4,0.0,True,1.0,False,0.0,2.0,23.0,29.0,24.1,Bottom 25%,19.0,-3.0,0.0,3.0,0.0,-8.0,0.0,0.0,0.0,False,1/3,42.46,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.88,0.0,0.0,0.0,2.12,2.0,10.0,19.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,11.0,40,0.4916,ALTA,50.53888888888888,-30.6,62.4,ALTA,🔵 DECENT,🟡 Average,,,,,,,,False,1,0.93,False,-14.62,28.55,2.92,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SPGI,0.0,,,,14.2,S&P Global Inc.,68.0,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,24.0,65.0,60.0,443.46,131264159744.0,15.0,24.6,False,up,30.1,True,1.0,11.1,True,1.0,1.7,2.3,False,547.82404,-19.1,3.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.38, 'current_ratio': 0.68, 'operating_margin_pct': 44.3}","{'eps_growth_yoy': 30.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.4}",503.3,555.0,444.0,10.0,strong_buy,13.5,759.17,71.2,471.0,6.2,4.04,17.9,0.87,24.4,0.82,True,-4.08,22.7,32.5,20.0,2026-07-28,False,True,7.0,NEUTRAL,4.39,942.7,0.66,,,,,,8.7,0.0,4.3,20.4,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,70,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,295.3,23.0,24.7,15.0,False,up,24.6,2.0,True,1.0,True,1.0,5.0,19.0,29.0,37.9,Bajo 50%,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,50.41,0.0,0.0,3.0,0.0,3.0,5.0,-5.54,-5.71,1.0,2.0,-3.0,1.69,2.0,5.0,16.0,0,,0,UNRELIABLE/INSUFFICIENT (0),CAUTION,-5.0,43,0.1417,BAJA,6.800000000000001,13.5,-25.2,,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.447,False,-18.37,23.4,-20.93,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ETN,70.09545454545454,Excellent,Stage 1-2 Transition,17.047237374772497,30.8,"Eaton Corporation, PLC",60.0,Industrials,Specialty Industrial Machinery,50.0,70.0,52.4,70.0,65.0,395.68,153642549248.0,35.0,42.5,False,down,-11.8,False,0.0,6.0,True,2.0,2.4,3.7,False,436.74,-9.4,5.0,False,"{'roe_pct': 20.8, 'debt_to_equity': 1.1, 'current_ratio': 1.19, 'operating_margin_pct': 16.1}","{'eps_growth_yoy': -11.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.0}",455.79,534.0,321.0,25.0,buy,15.2,100.29,-74.7,102.1,-74.2,1.72,6.82,1.06,41.3,1.55,True,-0.81,16.5,-9.4,27.0,2026-08-04,False,False,7.0,NEUTRAL,2.96,64.1,,,,,,,53.3,28.0,9.2,18.0,2026-07-08 06:40:54,2026-07-08,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,387.7,10.0,55.3,35.0,False,down,42.5,0.0,False,0.0,True,2.0,2.0,10.0,29.0,69.0,Medio,36.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,47.54,5.0,0.0,0.0,0.0,3.0,0.0,0.09,0.9,1.0,0.0,0.0,1.9,2.0,5.0,98.0,0,,0,MIXED/WATCH (0),WATCH,0.0,33,0.3076,MEDIA,54.54772727272727,-74.2,89.6,ALTA,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-9.4% from high) - wait for pullback | Elevated P/E (38.8) - watch valuation | Strong upside (+15.2%) - analyst support,-9.4,NEUTRAL,BUY,False,False,2,1.315,False,-9.4,27.6,14.21,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
