ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
G24.DE,Scout24 SE,76.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,100.0,80.0,50.0,65.0,70.0,,,,,26.3,True,1,22.3,True,1,"{'eps_growth_yoy': 26.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.2}","{'revenue_growth_yoy': 22.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -6.6, 'rs_6m': -10.6}","{'roe_pct': 22.8, 'debt_to_equity': 0.59, 'current_ratio': 0.23, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 45.2}",73.05,5087219200,Communication Services,Internet Content & Information,,,False,112.5,-35.1,1,False,106.07,140.0,80.0,19.0,strong_buy,45.2,159.71,118.6,119.1,63.0,5.16,3.77,2.05,37.8,1.5,1.53,,,28.2,66.7,51.0,2026-11-04,False,False,6,NEUTRAL,4.96,635.9,0.23,30.6,,,,2026-09-14T04:58:40.617893
AME,"AMETEK, Inc.",76.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,70.0,56.7,85.0,65.0,60.0,56.8,False,flat,13.5,True,1,15.0,True,1,"{'eps_growth_yoy': 13.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.0}","{'revenue_growth_yoy': 15.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 3.3, 'rs_6m': -2.9, 'rs_line_percentile': 56.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 14.6, 'debt_to_equity': 0.21, 'current_ratio': 1.21, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",241.87,55451418624,Industrials,Specialty Industrial Machinery,1.3,1.9,False,261.16,-7.4,7,True,278.33,316.0,217.0,18.0,buy,15.1,151.97,-37.2,97.13,-59.8,2.69,6.51,0.56,19.0,1.36,0.62,True,-0.8,20.8,14.2,45.0,2026-10-29,False,False,6,NEUTRAL,3.28,144.0,1.78,23.3,,,,2026-09-14T04:57:35.408044
CDNS,"Cadence Design Systems, Inc.",75.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,80.0,27.0,90.0,70.0,15.0,3.9,False,down,129.3,True,1,24.2,True,1,"{'eps_growth_yoy': 129.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.6}","{'revenue_growth_yoy': 24.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -28.1, 'rs_6m': -15.2, 'rs_line_percentile': 3.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 23.2, 'debt_to_equity': 0.39, 'current_ratio': 1.74, 'operating_margin_pct': 28.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 39.0}",289.37,79690465280,Technology,Software - Application,2.1,2.9,False,416.69,-30.6,2,False,402.12,470.0,300.0,28.0,strong_buy,39.0,247.88,-14.3,151.2,-47.7,2.02,5.85,,,,,True,-1.28,15.6,125.4,42.0,2026-10-26,False,False,7,NEUTRAL,2.03,44.0,0.24,41.9,,,,2026-09-14T04:56:38.117573
THC,Tenet Healthcare Corporation,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (2,247,875,072) se aparta del derivado de flujo operativo menos capex (3,005,000,064)",100.0,60.0,71.0,75.0,50.0,80.0,85.8,False,up,186.8,False,0,14.6,False,0,"{'eps_growth_yoy': 186.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.3}","{'revenue_growth_yoy': 14.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 47.7, 'rs_6m': -0.2, 'rs_line_percentile': 85.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 37.3, 'debt_to_equity': 1.52, 'current_ratio': 1.41, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 8.1}",263.69,21232056320,Healthcare,Medical Care Facilities,2.8,2.4,False,283.05,-6.8,8,True,285.1,315.0,260.0,21.0,none,8.1,1183.92,349.0,776.1,194.3,10.59,27.92,,,,2.75,True,-7.78,5.7,106.7,43.0,2026-10-27,False,False,6,NEUTRAL,9.96,33.4,0.06,29.0,,,,2026-09-14T05:00:22.659659
DSGX,The Descartes Systems Group Inc.,74.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,70.0,38.7,90.0,70.0,15.0,14.6,False,flat,31.6,False,0,11.8,True,1,"{'eps_growth_yoy': 31.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.3}","{'revenue_growth_yoy': 11.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 0.9, 'rs_6m': -11.1, 'rs_line_percentile': 14.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 11.9, 'debt_to_equity': 0.0, 'current_ratio': 2.02, 'operating_margin_pct': 33.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 33.1}",76.04,6505112064,Technology,Software - Application,,7.5,False,105.24,-27.7,3,False,101.23,126.0,82.0,13.0,buy,33.1,149.64,96.8,64.5,-15.2,4.64,3.53,,,,,True,-0.69,264.0,32.6,79.0,2026-12-02,False,False,6,NEUTRAL,3.57,77.7,0.71,41.9,,,,2026-09-14T04:55:44.493463
SAP,SAP SE,74.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,EUR,True,True,True,1.0,,95.0,60.0,53.0,90.0,65.0,35.0,33.2,False,up,28.5,False,0,9.4,True,1,"{'eps_growth_yoy': 28.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 9.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 22.4, 'rs_6m': -5.5, 'rs_line_percentile': 33.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.8}",206.36,238181597184,Technology,Software - Application,0.4,2.0,False,281.37,-26.7,3,False,247.25,319.0,177.0,12.0,buy,19.8,386.36,87.2,233.4,13.1,4.41,9.11,1.42,37.5,2.93,1.48,True,-1.22,20.7,30.6,37.0,2026-10-21,False,False,8,STRONG,0.32,146.7,0.7,31.5,,,,2026-09-14T04:56:03.502553
COF,Capital One Financial Corporation,74.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,80.0,50.3,60.0,65.0,35.0,27.6,False,flat,,True,2,26.9,True,1,"{'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 26.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 9.9, 'rs_6m': 0.8, 'rs_line_percentile': 27.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 9.0, 'operating_margin_pct': 33.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.0}",208.3,127788900352,Financial Services,Credit Services,2.0,3.6,False,259.64,-19.8,4,False,258.27,300.0,214.0,22.0,buy,24.0,1806.97,767.5,544.2,161.3,20.46,42.61,1.54,16.5,3.2,1.69,True,-7.12,,,36.0,2026-10-20,False,False,5,NEUTRAL,,,0.47,25.6,0.8,0.03,-24.8,2026-09-14T04:58:56.061595
CTAS,Cintas Corporation,73.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,60.0,50.3,85.0,60.0,35.0,49.7,False,up,14.0,True,2,8.9,True,1,"{'eps_growth_yoy': 14.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.8}","{'revenue_growth_yoy': 8.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 11.3, 'rs_6m': -11.7, 'rs_line_percentile': 49.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 40.7, 'debt_to_equity': 0.53, 'current_ratio': 1.43, 'operating_margin_pct': 23.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.4}",201.5,80634167296,Industrials,Specialty Business Services,3.9,6.4,False,219.17,-8.1,5,False,216.31,250.0,175.0,16.0,buy,7.4,90.31,-55.2,76.75,-61.9,1.82,3.66,1.03,36.7,2.08,0.88,True,-1.18,24.6,10.9,9.0,2026-09-23,False,True,8,STRONG,3.14,82.2,2.11,16.3,,,,2026-09-14T04:52:26.578590
HEI,HEICO Corporation,73.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.3953,"acciones × precio no cuadra con la capitalización (ratio 0.3953): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,70.0,44.0,90.0,65.0,35.0,30.1,False,down,32.8,False,0,23.1,False,0,"{'eps_growth_yoy': 32.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.4}","{'revenue_growth_yoy': 23.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -8.0, 'rs_6m': -6.4, 'rs_line_percentile': 30.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 17.7, 'debt_to_equity': 0.45, 'current_ratio': 2.72, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.5}",316.0,44163342336,Industrials,Aerospace & Defense,1.4,1.4,False,376.86,-16.1,3,False,396.55,491.0,294.0,20.0,buy,25.5,,,,,1.91,15.3,0.08,4.2,0.25,0.1,False,,9.4,32.5,94.0,2026-12-17,False,False,8,STRONG,2.17,52.3,1.35,20.4,0.8,0.04,-19.6,2026-09-14T04:56:26.519868
TMO,Thermo Fisher Scientific Inc.,73.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,80.0,70.0,71.4,75.0,60.0,60.0,60.4,False,up,7.4,True,1,10.5,True,1,"{'eps_growth_yoy': 7.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0}","{'revenue_growth_yoy': 10.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 26.8, 'rs_6m': 15.4, 'rs_line_percentile': 60.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 13.5, 'debt_to_equity': 0.81, 'current_ratio': 1.55, 'operating_margin_pct': 18.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.8}",609.82,225479294976,Healthcare,Diagnostics & Research,1.5,3.4,False,647.0,-5.7,6,False,645.15,750.0,520.0,27.0,buy,5.8,324.49,-46.8,186.0,-69.5,2.77,16.87,0.31,9.7,1.88,0.26,True,-2.22,6.2,9.4,37.0,2026-10-21,False,False,5,NEUTRAL,3.3,36.2,2.36,24.2,,,,2026-09-14T04:54:24.438485
