ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes
AON,0.0,,,,35.4,Aon plc,66.1,Financial Services,Insurance Brokers,85.0,50.0,50.3,80.0,60.0,360.55,76481822720.0,35.0,36.1,False,up,20.3,False,0.0,6.2,False,0.0,2.1,2.7,False,382.34,-5.7,5.0,False,"{'roe_pct': 44.7, 'debt_to_equity': 1.63, 'current_ratio': 1.03, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 20.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.3}",401.63,445.0,339.0,19.0,buy,11.4,221.34,-38.6,181.4,-49.7,4.17,15.04,0.91,16.8,0.76,True,-2.09,7.7,-2.1,88.0,2026-10-30,False,False,8.0,STRONG,6.1,141.9,,,,,,,13.399999999999999,0.0,10.6,19.8,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,209.5,25.0,30.4,35.0,False,up,36.1,2.0,False,0.0,False,0.0,0.0,20,29.0,34.5,Bajo 50%,28.6,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,53.61,0.0,3.0,0.0,3.0,0.0,2.17,4.78,2.0,0.0,1.5,-38.6,55.6,ALTA,1.42,2.0,10.0,9,0,,-5,MIXED/AVOID (-5),CAUTION,4.0,45,0.3542,BAJA,20.11,🔵 DECENT,🟡 Average,,,,,,,,,,
OTIS,0.0,,,,36.9,Otis Worldwide Corporation,60.0,Industrials,Specialty Industrial Machinery,90.0,60.0,24.0,45.0,65.0,71.95,27389157376.0,15.0,9.8,False,flat,14.4,True,1.0,4.6,True,1.0,4.3,3.8,False,94.565,-23.9,1.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",90.5,107.0,78.0,12.0,buy,25.8,83.98,16.7,50.57,-29.7,5.24,3.77,2.45,43.7,1.5,True,-3.85,,9.1,86.0,2026-10-28,False,False,6.0,NEUTRAL,6.21,171.1,1.2,,,,,,7.100000000000001,0.0,11.1,18.0,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,379.9,25.0,29.1,15.0,False,flat,9.8,0.0,True,1.0,True,1.0,5.0,4,29.0,89.7,Top 25%,56.3,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.545,5.0,6.0,3.0,3.0,3.0,-2.07,-5.88,1.0,2.0,-1.5,16.7,32.3,MEDIA,3.22,0.0,2.0,7,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,5,0.3686,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,"No se pudo completar la búsqueda de noticias/resultados recientes de Otis Worldwide por un límite técnico de la herramienta de búsqueda en esta sesión, por lo que no hay evidencia verificada para clasificar la causa de la caída del 23.9%.",https://s203.q4cdn.com/227649559/files/doc_financials/2025/q3/3Q25-Otis-Earnings-Webcast_Final.pdf | https://www.webull.com/news/13651612955575296 | https://finance.yahoo.com/news/otis-worldwide-q3-earnings-net-142400933.html | https://seekingalpha.com/article/4834690-otis-worldwide-corporation-2025-q3-results-earnings-call-presentation
ICE,0.0,,,,39.2,Intercontinental Exchange Inc.,67.2,Financial Services,Financial Data & Stock Exchanges,85.0,70.0,32.0,75.0,65.0,152.48,85601427456.0,35.0,29.5,False,flat,17.4,False,0.0,20.1,False,0.0,1.8,1.8,False,189.35,-19.5,3.0,False,"{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2}",182.23,218.0,163.0,13.0,strong_buy,19.5,151.13,-0.9,100.68,-34.0,4.24,6.47,1.36,28.2,1.23,True,-2.45,7.6,14.2,87.0,2026-10-29,False,False,8.0,STRONG,4.9,118.3,1.22,,,,,,6.899999999999999,0.0,11.8,20.2,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,557.5,25.0,31.9,35.0,False,flat,29.5,0.0,False,0.0,False,0.0,0.0,15,29.0,51.7,Medio,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,53.09,0.0,3.0,0.0,3.0,3.0,0.16,-5.65,1.0,2.0,0.0,-0.9,37.0,MEDIA,2.44,2.0,10.0,25,0,,-8,RELIABLE/AVOID (-8),WATCH,7.0,14,0.3923,BAJA,6.720000000000001,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,,
PEP,0.0,,,,22.5,"Pepsico, Inc.",61.0,Consumer Defensive,Beverages - Non-Alcoholic,90.0,60.0,36.0,45.0,50.0,139.56,190638964736.0,15.0,11.1,False,down,14.5,True,1.0,1.0,True,1.0,2.7,3.2,False,171.48,-18.6,3.0,False,"{'roe_pct': 51.5, 'debt_to_equity': 2.39, 'current_ratio': 0.93, 'operating_margin_pct': 16.8}","{'eps_growth_yoy': 14.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",155.0,183.0,124.0,22.0,hold,11.1,243.14,74.2,228.9,64.0,4.11,5.73,4.24,75.3,3.03,True,-0.52,12.7,54.8,66.0,2026-10-08,False,False,5.0,NEUTRAL,4.87,33.8,0.11,,,,,,8.100000000000001,0.0,6.8,18.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,1361.0,25.0,25.1,15.0,False,down,11.1,0.0,True,1.0,True,1.0,5.0,7,29.0,79.3,Top 25%,45.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,51.525,0.0,3.0,0.0,3.0,5.0,-0.58,-7.08,0.0,1.0,0.0,64.0,-58.0,,1.39,2.0,0.0,66,0,,3,MIXED/BUY (+3),,0.0,20,0.2248,BAJA,6.1,🔵 DECENT,🟡 Average,,,,,,,,CICLICO,"PepsiCo superó expectativas de EPS e ingresos en el 3T 2025 y mantuvo su guía anual, con Norteamérica en volúmenes débiles compensados por fortaleza internacional; para 2026 proyecta aceleración de ingresos (4-6%) y EPS (5-7%) además de subir dividendo por 54º año consecutivo. El negocio de fondo ag",https://www.sec.gov/Archives/edgar/data/77476/000007747625000055/q320258-kxexhibit991.htm | https://www.sec.gov/Archives/edgar/data/77476/000007747625000046/q220258-kxexhibit991.htm | https://finance.yahoo.com/news/pepsico-jumps-3-7-q3-174400374.html | https://www.investing.com/equities/pepsico-earnings
SBGSY,0.0,,,,43.7,Schneider Electric SE,60.9,Industrials,Specialty Industrial Machinery,55.0,50.0,73.1,75.0,60.0,67.08,189063069696.0,80.0,76.5,False,up,,,0.0,,,0.0,,,False,67.34,-0.4,8.0,True,"{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}",{'profit_margin_pct': 11.3},76.83,79.0,75.5,3.0,strong_buy,14.5,90.91,35.5,57.13,-14.8,3.28,2.2,1.47,49.7,1.79,,,,29.3,206.0,2027-02-25,False,False,6.0,NEUTRAL,3.28,74.6,0.8,,,,,,51.4,0.0,13.1,18.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,2776.8,3.0,31.4,80.0,False,up,76.5,5.0,,0.0,,0.0,0.0,4,29.0,89.7,Top 25%,56.3,3.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,49.795,5.0,3.0,0.0,0.0,5.0,2.22,2.22,2.0,0.0,1.5,14.5,4.2,,1.81,2.0,2.0,85,0,,0,UNRELIABLE/INSUFFICIENT (0),CAUTION,2.0,45,0.4372,BAJA,36.09,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-0.4% from high) - poor entry point,-0.4,NEUTRAL,STRONG_BUY,False,,,
DBOEY,0.0,,,,50.7,Deutsche Boerse AG,69.5,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,52.4,80.0,65.0,30.12,54302642176.0,35.0,45.5,False,flat,11.9,False,0.0,11.7,False,0.0,,,False,31.44,-4.2,6.0,False,"{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}",35.11,35.11,35.11,1.0,strong_buy,16.6,31.92,6.0,18.22,-39.5,4.63,1.39,1.62,36.0,1.9,,,,6.9,78.0,2026-10-20,False,False,5.0,NEUTRAL,5.16,66.8,1.41,,,,,,43.1,0.0,15.2,20.8,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",MEGA_FLOAT,1802.8,3.0,36.1,35.0,False,flat,45.5,0.0,False,0.0,False,0.0,0.0,15,29.0,51.7,Medio,34.6,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,49.584999999999994,0.0,3.0,3.0,0.0,3.0,0.6,0.72,3.0,1.0,0.0,6.0,33.4,MEDIA,2.08,2.0,0.0,40,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,45,0.5066,MEDIA,29.45,⚪ WEAK,🟡 Average,AVOID,45.0,Near ATH (-4.2% from high) - poor entry point | Strong upside (+16.6%) - analyst support,-4.2,NEUTRAL,STRONG_BUY,False,,,
ROP,0.0,,,,38.0,"Roper Technologies, Inc.",65.2,Technology,Software - Application,100.0,50.0,38.7,60.0,60.0,391.97,38765834240.0,15.0,22.7,False,up,34.5,True,2.0,7.8,False,0.0,6.9,4.8,False,549.24,-28.6,2.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 34.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",440.25,550.0,335.0,15.0,buy,12.3,971.52,147.9,719.7,83.6,5.84,22.91,0.93,14.5,0.59,True,-3.87,6.9,93.2,80.0,2026-10-22,False,False,6.0,NEUTRAL,4.55,1441.1,0.07,,,,,,14.0,0.0,11.4,19.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",HIGH_FLOAT,98.3,20.0,31.0,15.0,False,up,22.7,2.0,True,2.0,False,0.0,5.0,22,29.0,27.6,Bajo 50%,23.8,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,49.47999999999999,0.0,6.0,0.0,3.0,5.0,0.26,-2.54,0.0,1.0,0.0,83.6,-103.4,,1.54,2.0,2.0,14,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,31,0.3796,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,
TT,0.0,,,,25.0,Trane Technologies plc,75.0,Industrials,Building Products & Equipment,90.0,80.0,47.6,80.0,65.0,454.95,100099547136.0,35.0,38.5,False,flat,9.1,True,2.0,10.6,True,2.0,1.9,3.3,False,505.87,-10.1,6.0,False,"{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'eps_growth_yoy': 9.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}",525.28,575.0,422.0,21.0,buy,15.5,248.18,-45.4,134.2,-70.5,3.12,14.19,0.92,29.7,1.19,True,-1.36,18.0,5.0,87.0,2026-10-29,False,False,9.0,STRONG,3.78,102.0,3.68,,,,,,33.0,0.0,7.5,22.5,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,219.5,10.0,30.0,35.0,False,flat,38.5,0.0,True,2.0,True,2.0,8.0,23,29.0,24.1,Bottom 25%,23.2,-3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,48.25,5.0,3.0,0.0,3.0,1.0,0.29,0.56,0.0,0.0,0.0,-45.4,73.4,ALTA,1.94,2.0,10.0,64,0,,-8,RELIABLE/AVOID (-8),WATCH,7.0,31,0.2501,BAJA,24.0,⚪ WEAK,🟡 Average,,,,,,,,,,
KVUE,0.0,,,,15.3,Kenvue Inc.,68.6,Consumer Defensive,Household & Personal Products,90.0,70.0,50.3,60.0,50.0,19.24,36940967936.0,35.0,40.2,False,up,12.9,True,1.0,1.8,True,2.0,3.7,2.9,False,22.285,-13.7,7.0,True,"{'roe_pct': 15.7, 'debt_to_equity': 0.83, 'current_ratio': 0.98, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.6}",19.83,23.0,18.0,12.0,hold,3.1,41.04,113.3,25.2,31.0,5.03,0.97,4.37,98.5,,True,-0.36,6.2,18.8,3.0,2026-08-06,True,False,7.0,NEUTRAL,5.44,109.8,0.33,,,,,,39.2,0.0,4.6,20.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,1917.5,3.0,25.2,35.0,False,up,40.2,2.0,True,1.0,True,2.0,5.0,17,29.0,44.8,Bajo 50%,30.6,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,48.205,0.0,6.0,-2.0,3.0,5.0,0.0,1.71,1.0,0.0,0.0,31.0,-69.1,,0.39,-3.0,5.0,20,1,Appaloosa (Tepper),8,RELIABLE/BUY (+8),,0.0,24,0.1533,BAJA,26.36,⚪ WEAK,🟡 Average,,,,,,,,,,
SPGI,0.0,,,,28.3,S&P Global Inc.,56.0,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,24.0,65.0,65.0,411.93,121436962816.0,15.0,12.4,False,up,3.5,False,0.0,6.6,False,0.0,1.7,2.0,False,547.82404,-24.8,2.0,False,"{'roe_pct': 14.3, 'debt_to_equity': 0.43, 'current_ratio': 0.95, 'operating_margin_pct': 44.8}","{'eps_growth_yoy': 3.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 30.5}",518.63,553.0,444.0,19.0,strong_buy,25.9,495.13,20.2,290.99,-29.4,4.49,18.48,0.94,23.5,0.82,True,-4.28,22.7,17.7,87.0,2026-10-29,False,False,7.0,NEUTRAL,4.71,942.7,1.15,,,,,,0.0,0.0,8.5,16.8,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,294.1,23.0,25.3,15.0,False,up,12.4,2.0,False,0.0,False,0.0,0.0,15,29.0,51.7,Medio,34.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,47.565,0.0,3.0,0.0,3.0,5.0,-0.02,12.1,0.0,0.0,0.0,20.2,30.5,MEDIA,3.24,0.0,5.0,13,0,,-5,MIXED/AVOID (-5),CAUTION,3.0,45,0.2827,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,
TJX,0.0,,,,4.5,"TJX Companies, Inc. (The)",53.0,Consumer Cyclical,Apparel Retail,65.0,30.0,44.0,75.0,60.0,157.34,173814185984.0,35.0,26.5,False,down,7.2,False,0.0,-0.5,False,0.0,1.6,3.0,False,170.0,-7.4,5.0,False,"{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.4}",177.21,197.0,125.0,19.0,strong_buy,12.6,161.5,2.6,150.89,-4.1,2.48,3.91,1.22,33.1,1.34,True,-1.45,104.7,29.3,16.0,2026-08-19,False,True,7.0,NEUTRAL,4.04,36.2,0.93,,,,,,20.2,0.0,1.3,15.9,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,1102.1,3.0,17.2,35.0,False,down,26.5,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,26.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,47.175000000000004,0.0,0.0,0.0,3.0,5.0,-0.24,-0.24,0.0,0.0,0.0,2.6,13.4,,1.58,2.0,5.0,85,0,,8,RELIABLE/BUY (+8),CAUTION,-3.0,40,0.0445,BAJA,18.8,⚪ WEAK,🟡 Average,,,,,,,,,,
JKHY,0.0,,,,35.4,"Jack Henry & Associates, Inc.",61.6,Technology,Information Technology Services,65.0,60.0,32.0,95.0,65.0,154.04,10944662528.0,35.0,35.3,False,up,-3.7,True,1.0,3.4,True,1.0,7.9,2.8,False,193.39,-20.3,3.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 0.06, 'current_ratio': 1.74, 'operating_margin_pct': 24.4}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.6}",185.71,208.0,158.0,14.0,buy,20.6,114.65,-25.6,89.5,-41.9,3.41,5.26,1.54,32.8,1.22,True,-2.6,123.3,12.5,15.0,2026-08-18,False,True,9.0,STRONG,5.39,162.7,1.74,,,,,,14.100000000000001,0.0,10.6,18.5,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.9x ratio, 65% up volume)",HIGH_FLOAT,70.6,20.0,29.1,35.0,False,up,35.3,2.0,True,1.0,True,1.0,5.0,26,29.0,13.8,Bottom 25%,15.7,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,46.81,0.0,3.0,3.0,3.0,3.0,0.0,0.14,1.0,0.0,0.0,-25.6,54.4,ALTA,2.58,2.0,10.0,15,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,31,0.3542,BAJA,6.16,⚪ WEAK,🟡 Average,,,,,,,,,,
MKC,0.0,,,,9.5,"McCormick & Company, Incorporat",54.3,Consumer Defensive,Packaged Foods,55.0,70.0,24.0,60.0,65.0,50.9,13684544512.0,15.0,15.4,False,up,-33.4,False,0.0,12.3,True,1.0,,0.0,False,72.58,-29.9,1.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,19.1,,,,,5.22,2.81,3.77,30.9,2.11,True,-0.2,5.5,-9.9,64.0,2026-10-06,False,False,6.0,NEUTRAL,5.88,66.6,,,,,,,0.0,0.0,2.9,16.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 63% up volume)",MEGA_FLOAT,265.4,23.0,19.1,15.0,False,up,15.4,2.0,False,0.0,True,1.0,2.0,19,29.0,37.9,Bajo 50%,29.2,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,46.495,0.0,6.0,5.0,3.0,0.0,0.0,0.64,1.0,0.0,0.0,,,,2.39,2.0,2.0,28,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,39,0.095,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,
CDNS,72.66666666666667,Excellent,Stage 1-2 Transition,11.061528726529277,39.2,"Cadence Design Systems, Inc.",77.0,Technology,Software - Application,100.0,70.0,47.6,90.0,65.0,340.02,93639122944.0,35.0,33.0,False,down,27.8,True,1.0,18.3,True,1.0,2.2,2.8,False,416.69,-18.4,5.0,False,"{'roe_pct': 23.2, 'debt_to_equity': 0.39, 'current_ratio': 1.74, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': 27.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.6}",403.67,470.0,300.0,26.0,strong_buy,18.7,247.88,-27.1,150.9,-55.6,1.72,5.85,,,,True,-1.09,15.6,125.4,84.0,2026-10-26,False,False,7.0,NEUTRAL,1.73,44.0,0.28,,,,,,66.9,29.1,11.8,23.1,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,274.1,5.0,63.9,35.0,False,down,33.0,0.0,True,1.0,True,1.0,5.0,22,29.0,27.6,Bajo 50%,23.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,44.26,0.0,0.0,0.0,3.0,5.0,1.95,3.83,2.0,0.0,1.5,-27.1,60.0,ALTA,2.34,2.0,5.0,114,0,,-5,MIXED/AVOID (-5),WATCH,3.0,31,0.3917,BAJA,48.53333333333334,⚪ WEAK,🔴 Weak,BUY,80.0,Good pullback (-18.4% from high) - valid VCP setup | High P/E (67.6) - valuation risk | Strong upside (+18.7%) - analyst support,-18.4,NEUTRAL,STRONG_BUY,True,,,
SHW,0.0,,,,50.0,Sherwin-Williams Company (The),66.6,Basic Materials,Specialty Chemicals,90.0,70.0,46.7,45.0,60.0,340.85,82744115200.0,35.0,35.9,False,up,1.3,True,2.0,6.8,True,2.0,2.8,2.5,False,379.65,-10.2,3.0,False,"{'roe_pct': 65.1, 'debt_to_equity': 3.9, 'current_ratio': 0.73, 'operating_margin_pct': 18.1}","{'eps_growth_yoy': 1.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 11.0}",389.6,420.0,340.0,20.0,buy,14.3,242.0,-29.0,155.01,-54.5,3.03,10.32,0.94,29.3,0.87,True,-3.17,7.8,10.0,85.0,2026-10-27,False,False,6.0,NEUTRAL,3.92,62.0,1.76,BULLISH,0.25,60.0,1.0,1.0,23.5,0.0,,20.0,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MEGA_FLOAT,224.7,23.0,28.5,35.0,False,up,35.9,2.0,True,2.0,True,2.0,8.0,11,29.0,65.5,Medio,41.3,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,44.14,0.0,3.0,0.0,3.0,3.0,2.63,4.12,1.0,0.0,1.5,-29.0,56.0,ALTA,1.79,2.0,2.0,69,0,,-8,RELIABLE/AVOID (-8),WATCH,4.0,25,,,15.66,⚪ WEAK,🔴 Weak,,,,,,,,,,
