ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
HYMC,Hycroft Mining Holding,Bull Flag Pullback,⭐ BUENA,60,46.94,$46.0 - $47.88,54.85,31.71,0.52,2026-02-25,,,,,,,421.9,-14.4,32.69,32.69,Bearish,False
CE,Celanese,Bull Flag Pullback,⭐ BUENA,60,53.09,$52.03 - $54.15,60.56,46.11,1.07,2026-02-25,,,,,,,52.0,-12.3,47.53,47.53,Bearish,False
IP,International Paper,Bull Flag Pullback,⭐ BUENA,60,44.02,$43.14 - $44.9,49.19,41.23,1.85,2026-02-25,,,,,,,30.9,-10.5,42.5,42.5,Bearish,False
WS,"Worthington Steel,",Bull Flag Pullback,⭐ BUENA,60,43.02,$42.16 - $43.88,48.69,38.64,1.3,2026-02-25,,,,,,,44.9,-11.6,39.84,39.84,Bearish,False
CMC,Commercial Metals,Bull Flag Pullback,⭐ BUENA,60,74.16,$72.68 - $75.64,83.21,72.92,7.29,2026-02-25,,,,,,,31.2,-10.9,75.17,75.17,Bearish,False
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,55,4.23,$2.56 - $2.66,5.75,2.48,0.87,2026-02-25,25.2,-34.5,2.61,5.75,62.1,0.85,,,,,,
YYAI,AiRWA,Oversold Bounce,MODERADA,55,0.91,$0.83 - $0.86,1.65,0.8,7.02,2026-02-25,27.7,-44.8,0.85,1.65,7.4,0.76,,,,,,
ASTS,"AST SpaceMobile,",Oversold Bounce,MODERADA,55,85.82,$49.69 - $51.71,108.89,48.17,0.61,2026-02-25,28.2,-29.7,50.7,108.89,69.3,0.54,,,,,,
KFS,Kingsway Financial Services,Oversold Bounce,MODERADA,55,12.2,$12.09 - $12.58,13.9,11.72,3.53,2026-02-25,27.8,-12.2,12.34,13.9,-1.1,0.36,,,,,,
KKR,KKR &,Oversold Bounce,MODERADA,50,95.72,$114.78 - $119.47,139.04,111.27,0.0,2026-02-25,40.5,-32.8,117.13,139.04,-18.3,0.97,,,,,,
CRM,"Salesforce,",Oversold Bounce,MODERADA,50,185.42,$230.6 - $240.02,264.61,223.54,0.0,2026-02-25,40.2,-30.4,235.31,264.61,-21.2,1.1,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,337.7,$456.65 - $475.29,454.27,442.67,0.0,2026-02-25,44.6,-25.2,465.97,454.27,-27.5,0.63,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,245.25,$302.79 - $315.14,329.22,293.52,0.0,2026-02-25,46.1,-25.0,308.97,329.22,-20.6,1.04,,,,,,
SNES,"SenesTech,",Oversold Bounce,MODERADA,50,2.11,$2.38 - $2.48,2.97,2.31,0.0,2026-02-25,59.0,-29.0,2.43,2.97,-13.2,0.27,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,9.47,$12.64 - $13.16,18.06,12.25,0.0,2026-02-25,43.0,-47.6,12.9,18.06,-26.6,0.66,,,,,,
SAIC,Science Applications International,Oversold Bounce,MODERADA,50,87.58,$88.81 - $92.44,102.11,86.09,9.77,2026-02-25,37.1,-23.1,90.62,102.11,-3.4,0.81,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,21.71,$30.5 - $31.74,47.79,29.56,0.0,2026-02-25,34.4,-39.3,31.12,47.79,-30.2,0.77,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,124.61,$158.0 - $164.45,269.06,153.16,0.0,2026-02-25,46.0,-34.1,161.22,269.06,-22.7,0.6,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,0.9,$1.19 - $1.24,1.95,1.15,0.0,2026-02-25,42.6,-41.6,1.21,1.95,-25.9,0.91,,,,,,
SPT,"Sprout Social,",Oversold Bounce,MODERADA,50,6.77,$9.16 - $9.54,11.37,8.88,0.0,2026-02-25,33.0,-42.0,9.35,11.37,-27.6,0.79,,,,,,
MSFT,Microsoft,Oversold Bounce,MODERADA,50,389.0,$462.94 - $481.84,490.9,448.77,0.0,2026-02-25,37.0,-20.8,472.39,490.9,-17.7,0.73,,,,,,
CNDT,CNDT,Oversold Bounce,MODERADA,50,1.51,$1.83 - $1.91,2.09,1.78,0.0,2026-02-25,56.0,-27.8,1.87,2.09,-19.3,1.01,,,,,,
IT,"Gartner,",Oversold Bounce,MODERADA,50,147.34,$221.19 - $230.22,256.38,214.42,0.0,2026-02-25,38.6,-42.1,225.71,256.38,-34.7,0.82,,,,,,
SONO,"Sonos,",Oversold Bounce,MODERADA,50,14.8,$14.81 - $15.41,17.83,14.35,6.8,2026-02-25,51.4,-22.8,15.11,17.83,-2.1,0.85,,,,,,
TENB,"Tenable,",Oversold Bounce,MODERADA,50,18.29,$25.14 - $26.16,26.81,24.37,0.0,2026-02-25,41.6,-31.8,25.65,26.81,-28.7,1.08,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,48.11,$60.76 - $63.24,67.39,58.9,0.0,2026-02-25,38.5,-28.8,62.0,67.39,-22.4,1.09,,,,,,
LAKE,"Lakeland Industries,",Oversold Bounce,MODERADA,50,9.54,$10.59 - $11.02,15.78,10.26,0.0,2026-02-25,50.0,-39.5,10.81,15.78,-11.7,0.67,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.39,$8.36 - $8.71,12.16,8.11,0.0,2026-02-25,47.0,-50.5,8.53,12.16,-36.8,0.4,,,,,,
EMPD,Empery Digital,Oversold Bounce,MODERADA,50,3.66,$4.07 - $4.24,7.94,3.95,0.0,2026-02-25,35.4,-32.2,4.15,7.94,-11.9,0.74,,,,,,
GLGI,"Greystone Logistics,",Oversold Bounce,MODERADA,50,0.33,$0.52 - $0.54,0.91,0.5,0.0,2026-02-25,50.0,-49.2,0.53,0.91,-37.7,0.01,,,,,,
SSTI,SSTI,Oversold Bounce,MODERADA,50,7.23,$7.0 - $7.28,9.07,6.78,4.12,2026-02-25,51.7,-20.3,7.14,9.07,1.3,0.95,,,,,,
