ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
DFDV,0.0,50.0,0.0,,,DeFi Development Corp.,60.5,Financial Services,Asset Management,60.0,80.0,15.0,90.0,60.0,3.54,105820512,15.0,5.9,False,down,,,0,635.4,False,0,23.4,3.2,True,53.88,-93.4,1.0,False,"{'roe_pct': 56.7, 'debt_to_equity': 0.54, 'current_ratio': 2.04, 'operating_margin_pct': 1601.0}",{'profit_margin_pct': 932.6},14.0,18.0,10.0,2.0,none,295.5,,,35.8,911.3,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.2,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",LOW_FLOAT,23.0,50.0,33.2,15.0,False,down,5.9,0.0,,0,False,0,0.0,33,54.0,40.7,Bajo 50%,25.5,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,54.2,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
NRIM,0.0,50.0,13.43,,,Northrim BanCorp Inc,59.3,Financial Services,Banks - Regional,60.0,60.0,46.7,70.0,65.0,24.27,536649408,35.0,42.3,False,down,,,0,19.4,False,0,1.7,1.7,False,30.82,-21.3,6.0,False,"{'roe_pct': 21.8, 'operating_margin_pct': 34.5}",{'profit_margin_pct': 30.9},31.0,31.0,31.0,2.0,strong_buy,27.7,,,36.16,49.0,,,,,,100.0,0.0,0.0,,27.799999999999997,0.0,15.0,17.8,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,21.5,20.0,32.8,35.0,False,down,42.3,0.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,False,1/3,53.72,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MSFT,0.0,50.0,0.0,,,Microsoft Corporation,59.0,Technology,Software - Infrastructure,60.0,70.0,15.0,90.0,70.0,384.47,2857526362112,15.0,0.0,False,down,,,0,16.0,True,1,0.8,1.8,False,555.45,-30.8,2.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},596.0,730.0,392.0,53.0,strong_buy,55.0,306.34,-20.3,479.7,24.8,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,17.7,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 37% up volume)",MEGA_FLOAT,7414.9,53.0,32.7,15.0,False,down,0.0,0.0,,0,True,1,2.0,54,54.0,1.9,Bottom 25%,0.0,-3.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,53.599999999999994,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
LB,0.0,50.0,6.38,,,LandBridge Company LLC,63.8,Energy,Oil & Gas Equipment & Services,55.0,80.0,55.1,75.0,50.0,66.46,5289492480,35.0,42.3,False,up,,,0,39.3,False,0,10.0,4.8,True,87.597,-24.1,4.0,False,"{'roe_pct': 11.3, 'debt_to_equity': 0.53, 'current_ratio': 4.15, 'operating_margin_pct': 60.8}",{'profit_margin_pct': 13.7},73.0,90.0,57.0,7.0,none,9.8,147.15,121.4,8.8,-86.8,,,,,,100.0,0.0,0.0,,13.0,0.0,15.0,19.1,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,25.2,40.0,34.1,35.0,False,up,42.3,2.0,,0,False,0,0.0,12,54.0,79.6,Top 25%,50.6,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,0/3,52.519999999999996,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
PACS,0.0,50.0,30.1,,,"PACS Group, Inc.",61.0,Healthcare,Medical Care Facilities,50.0,70.0,91.0,35.0,50.0,40.8,6331241984,100.0,98.1,True,up,,,0,11.3,True,1,8.3,3.3,True,43.08,-5.3,8.0,True,"{'roe_pct': 21.7, 'debt_to_equity': 4.17, 'current_ratio': 0.94, 'operating_margin_pct': 6.4}",{'profit_margin_pct': 3.3},44.2,48.0,40.0,5.0,none,8.3,122.78,200.9,31.5,-22.8,,,,,,70.0,0.0,0.0,,54.3,0.0,15.0,18.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEDIUM_FLOAT,45.3,15.0,33.3,100.0,True,up,98.1,10.0,,0,True,1,2.0,13,54.0,77.8,Top 25%,50.5,3.0,3.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,52.4,5.0,0.0,🔵 DECENT,🟡 Average,HOLD,40.0,Close to ATH (-7.9% from high) - wait for pullback | Elevated P/E (37.8) - watch valuation,-7.9,NEUTRAL,NONE,False
SEI,0.0,50.0,17.509999999999998,,,"Solaris Energy Infrastructure, ",70.1,Energy,Oil & Gas Equipment & Services,50.0,80.0,80.3,80.0,70.0,50.67,3637169920,80.0,82.7,False,down,,,0,73.3,False,0,27.1,5.0,True,61.36,-17.4,7.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.63, 'current_ratio': 2.4, 'operating_margin_pct': 22.8}",{'profit_margin_pct': 7.1},66.1,71.0,61.0,10.0,strong_buy,30.5,,,9.4,-81.4,,,,,,100.0,0.0,0.0,,34.0,0.0,15.0,21.0,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,43.6,20.0,36.0,80.0,False,down,82.7,3.0,,0,False,0,0.0,12,54.0,79.6,Top 25%,50.6,3.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,False,1/3,51.04,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MRP,0.0,50.0,19.86,,,"Millrose Properties, Inc.",63.6,Real Estate,REIT - Residential,60.0,70.0,56.7,75.0,55.0,30.59,5078047232,60.0,56.9,False,flat,,,0,20.5,False,0,6.3,4.4,False,36.0,-15.0,5.0,False,"{'roe_pct': 4.0, 'debt_to_equity': 0.34, 'current_ratio': 64.22, 'operating_margin_pct': 85.3}",{'profit_margin_pct': 52.8},38.6,40.0,35.0,5.0,none,26.2,,,13.1,-57.2,,,,,,70.0,0.0,0.0,,11.100000000000001,0.0,15.0,19.1,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 41% up volume)",HIGH_FLOAT,153.3,30.0,34.1,60.0,False,flat,56.9,0.0,,0,False,0,0.0,34,54.0,38.9,Bajo 50%,21.9,0.0,1.0,3.0,3.0,0.0,0.0,5.0,5.0,False,1/3,50.44,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
NVT,0.0,50.0,37.1,,,nVent Electric plc,71.0,Industrials,Electrical Equipment & Parts,55.0,80.0,82.7,80.0,60.0,114.93,18587568128,95.0,94.3,False,up,,,0,40.1,False,0,2.3,1.9,False,120.85,-4.9,8.0,True,"{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}",{'profit_margin_pct': 18.2},127.0,148.0,68.04,13.0,strong_buy,10.5,150.58,31.0,78.0,-32.1,,,,,,90.0,0.0,0.0,,46.3,0.0,15.0,21.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,160.9,15.0,36.3,95.0,False,up,94.3,5.0,,0,False,0,0.0,16,54.0,72.2,Medio,41.5,0.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,50.4,0.0,0.0,🔵 DECENT,🟡 Average,AVOID,25.0,Near ATH (-2.2% from high) - poor entry point | Elevated P/E (45.5) - watch valuation,-2.2,NEUTRAL,STRONG_BUY,True
NIC,0.0,50.0,36.99,,,Nicolet Bankshares Inc.,69.9,Financial Services,Banks - Regional,60.0,80.0,80.6,65.0,60.0,156.07,2311622400,95.0,92.0,False,up,,,0,12.8,True,2,5.8,4.5,False,162.56,-4.0,8.0,True,"{'roe_pct': 12.4, 'operating_margin_pct': 52.8}",{'profit_margin_pct': 38.9},175.0,190.0,157.0,5.0,buy,12.1,,,199.72,28.0,,,,,,80.0,0.0,0.0,,54.0,0.0,15.0,21.0,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,80,"Strong institutional buying (1.4x ratio, 57% up volume)",LOW_FLOAT,12.8,15.0,36.0,95.0,False,up,92.0,5.0,,0,True,2,2.0,4,54.0,94.4,Top 10%,66.0,5.0,1.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,49.96,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-3.6% from high) - poor entry point,-3.6,NEUTRAL,BUY,False
PROP,0.0,50.0,0.0,,,Prairie Operating Co.,57.1,Energy,Oil & Gas E&P,55.0,80.0,26.7,55.0,70.0,1.79,106767424,15.0,3.1,False,flat,,,0,879.0,False,0,23.1,5.2,True,8.5,-78.9,1.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 1.61, 'current_ratio': 0.83, 'operating_margin_pct': 46.3}",{'profit_margin_pct': 13.5},3.33,5.0,2.0,3.0,buy,86.2,,,,,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,17.1,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEDIUM_FLOAT,37.8,40.0,32.1,15.0,False,flat,3.1,0.0,,0,False,0,0.0,22,54.0,61.1,Medio,32.1,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,49.84,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
NLCP,0.0,50.0,22.6,,,"NewLake Capital Partners, Inc.",61.0,Real Estate,REIT - Specialty,60.0,50.0,63.9,85.0,50.0,15.03,314506848,60.0,52.5,False,up,,,0,0.6,False,0,,,False,16.75,-10.3,6.0,False,"{'roe_pct': 6.7, 'debt_to_equity': 0.02, 'current_ratio': 2.75, 'operating_margin_pct': 54.9}",{'profit_margin_pct': 51.3},15.5,16.0,15.0,2.0,none,3.1,24.81,65.1,12.7,-15.5,,,,,,70.0,0.0,0.0,,28.299999999999997,0.0,15.0,18.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,95,"Strong institutional buying (2.1x ratio, 67% up volume)",LOW_FLOAT,16.3,15.0,33.3,60.0,False,up,52.5,2.0,,0,False,0,0.0,19,54.0,66.7,Medio,34.2,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,False,2/3,49.4,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AROW,0.0,50.0,30.71,,,Arrow Financial Corporation,67.1,Financial Services,Banks - Regional,60.0,80.0,71.9,65.0,50.0,33.56,551905728,80.0,78.0,False,up,,,0,26.3,True,1,0.7,1.4,False,36.44,-7.9,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},34.5,34.5,34.5,1.0,none,2.8,,,79.5,136.9,,,,,,90.0,0.0,0.0,,30.0,0.0,15.0,20.1,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",LOW_FLOAT,14.0,50.0,35.1,80.0,False,up,78.0,5.0,,0,True,1,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,0/3,48.839999999999996,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
MWA,0.0,50.0,30.93,,,MUELLER WATER PRODUCTS,54.3,Industrials,Specialty Industrial Machinery,55.0,30.0,66.6,80.0,50.0,29.59,4627441152,60.0,58.5,False,up,,,0,-12.7,False,0,3.7,3.9,False,30.47,-2.9,7.0,True,"{'roe_pct': 21.6, 'debt_to_equity': 0.44, 'current_ratio': 4.02, 'operating_margin_pct': 18.9}",{'profit_margin_pct': 13.8},30.33,35.0,25.0,6.0,none,2.5,31.27,5.7,28.83,-2.6,,,,,,90.0,0.0,0.0,,38.3,0.0,15.0,16.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",HIGH_FLOAT,154.1,15.0,31.3,60.0,False,up,58.5,2.0,,0,False,0,0.0,10,54.0,83.3,Top 25%,53.1,3.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,False,2/3,48.72,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
