ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
MA,0.0,,,,50.7,Mastercard Incorporated,69.8,Financial Services,Credit Services,95.0,60.0,50.3,65.0,65.0,579.21,507393736704.0,35.0,44.0,False,up,11.7,True,1.0,7.8,True,1.0,0.8,2.4,False,601.62,-3.7,5.0,False,"{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'eps_growth_yoy': 11.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}",670.92,740.0,550.0,37.0,strong_buy,15.8,618.54,6.8,402.0,-30.6,3.34,19.51,0.6,17.9,0.55,True,-3.12,28.0,22.1,51.0,2026-10-29,False,False,9.0,STRONG,3.71,622.8,1.14,BEARISH,999.0,50.0,0.0,2.0,20.1,0.0,15.2,20.9,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 51% up volume)",MEGA_FLOAT,868.4,23.0,36.1,35.0,False,up,44.0,2.0,True,1.0,True,1.0,5.0,10.0,29.0,69.0,Medio,36.7,0.0,0.0,5.0,3.0,-8.0,0.0,0.0,0.0,False,2/3,51.455,0.0,3.0,0.0,3.0,5.0,0.22,0.98,0.0,0.0,0.0,6.8,27.7,MEDIA,1.98,2.0,10.0,38.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-3.0,46,0.5068,MEDIA,26.48,🔵 DECENT,🟡 Average,,,,,,,,,,,585.0,544.94,704.74,6.85,20.47,BUY NOW - At target entry price,False,2,0.826,False,-3.66,24.9,-1.9,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MKC,0.0,,,,34.2,"McCormick & Company, Incorporated",54.8,Consumer Defensive,Packaged Foods,55.0,70.0,26.7,60.0,65.0,52.08,14001788928.0,15.0,15.5,False,down,-33.4,False,0.0,12.3,True,1.0,,0.0,False,72.41,-28.1,0.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,16.4,,,,,5.1,2.81,3.69,30.9,2.11,True,-0.2,5.5,-9.9,23.0,2026-10-01,False,False,6.0,NEUTRAL,5.78,66.6,,,,,,,0.6999999999999993,0.0,10.3,16.4,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,265.5,23.0,26.7,15.0,False,down,15.5,0.0,False,0.0,True,1.0,2.0,22.0,29.0,27.6,Bajo 50%,23.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,50.93,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.05,2.0,2.0,31.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,46,0.3425,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,,,52.08,50.48,70.88,3.07,36.09,BUY NOW - At target entry price,False,0,0.866,False,-26.78,17.25,-31.54,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
CVX,0.0,,,,2.9,Chevron Corporation,85.1,Energy,Oil & Gas Integrated,100.0,100.0,56.7,85.0,60.0,208.6,409190465536.0,60.0,50.5,False,up,241.1,True,2.0,39.5,True,2.0,0.8,2.0,False,214.71,-2.8,7.0,True,"{'roe_pct': 12.2, 'debt_to_equity': 0.19, 'current_ratio': 1.25, 'operating_margin_pct': 21.9}","{'eps_growth_yoy': 241.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 9.8}",221.21,243.0,175.0,24.0,buy,6.0,474.19,127.3,311.7,49.4,5.36,11.18,3.37,67.2,3.95,True,-2.72,22.5,321.9,52.0,2026-10-30,False,False,5.0,NEUTRAL,4.73,9.3,0.05,,,,,,45.4,0.0,0.9,25.5,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,1868.5,3.0,26.4,60.0,False,up,50.5,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,50.5,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,50.685,8.0,6.0,5.0,3.0,5.0,1.34,1.96,1.0,0.0,1.5,49.4,-82.4,,0.75,-3.0,0.0,96.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,32,0.0289,BAJA,34.01,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-2.8% from high) - poor entry point,-2.8,NEUTRAL,BUY,False,,,,210.69,193.83,252.34,8.0,19.77,BUY NOW - At target entry price,True,3,0.936,False,-2.16,46.38,-2.06,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
NYT,0.0,,,,37.7,The New York Times Company,64.5,Communication Services,Publishing,90.0,60.0,24.0,75.0,65.0,67.28,10851159040.0,15.0,11.6,False,down,14.4,True,1.0,8.8,True,1.0,7.3,5.3,False,87.1,-22.8,3.0,False,"{'roe_pct': 19.7, 'current_ratio': 1.58, 'operating_margin_pct': 17.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.3}",77.67,90.0,63.0,9.0,buy,15.4,66.38,-1.3,33.6,-50.1,4.24,2.87,1.37,32.1,0.95,True,-1.61,857.1,14.0,57.0,2026-11-04,False,False,8.0,STRONG,4.44,52.8,1.54,,,,,,13.7,0.0,11.3,19.3,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,133.7,22.0,30.7,15.0,False,down,11.6,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,50.585,8.0,3.0,0.0,3.0,3.0,0.0,-2.78,0.0,1.0,0.0,-1.3,41.1,ALTA,1.92,2.0,10.0,62.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,46,0.3772,BAJA,6.45,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,,,65.93,61.89,89.34,6.14,35.49,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.692,False,-22.51,25.42,-30.41,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
CBOE,66.8,Good,Stage 2 Strong,27.11734691997296,0.3,"Cboe Global Markets, Inc.",77.3,Financial Services,Financial Data & Stock Exchanges,85.0,90.0,46.7,100.0,50.0,298.38,31160127488.0,35.0,41.4,False,up,17.4,False,0.0,26.4,True,2.0,3.0,2.9,False,371.18,-19.6,6.0,False,"{'roe_pct': 26.3, 'debt_to_equity': 0.28, 'current_ratio': 1.56, 'operating_margin_pct': 34.6}","{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 26.7}",315.14,356.0,258.0,14.0,hold,5.6,275.43,-7.7,384.9,29.0,2.18,6.49,1.15,22.4,1.29,True,-0.24,36.6,20.1,52.0,2026-10-30,False,False,8.0,STRONG,5.33,70.3,0.39,,,,,,62.0,26.7,0.1,23.2,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",HIGH_FLOAT,104.0,0.0,50.0,35.0,False,up,41.4,2.0,False,0.0,True,2.0,2.0,7.0,29.0,79.3,Top 25%,41.5,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,3/3,48.935,0.0,0.0,0.0,3.0,5.0,0.0,-0.72,0.0,1.0,0.0,5.6,-5.1,,0.7,-3.0,10.0,36.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,46,0.0028,BAJA,48.63,⚪ WEAK,🟡 Average,BUY,85.0,Good pullback (-19.6% from high) - valid VCP setup,-19.6,NEUTRAL,HOLD,False,,,,292.41,269.02,389.29,8.0,33.13,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.893,False,-19.22,31.72,-13.94,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
UNH,0.0,,,,28.7,UnitedHealth Group Incorporated,65.7,Healthcare,Healthcare Plans,95.0,40.0,66.0,50.0,65.0,397.14,356470816768.0,60.0,63.5,False,down,133.6,False,0.0,-1.0,True,1.0,1.9,3.0,False,461.62,-14.0,6.0,False,"{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'eps_growth_yoy': 133.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 3.1}",475.23,529.0,313.0,26.0,buy,19.7,1146.78,188.8,467.1,17.6,6.81,27.04,2.34,57.5,1.65,True,-0.46,5.5,61.5,49.0,2026-10-27,False,False,6.0,NEUTRAL,4.61,173.8,0.29,,,,,,28.3,0.0,8.6,19.7,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,895.0,10.0,28.3,60.0,False,down,63.5,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,63.5,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,48.715,0.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,19.7,-83.5,,2.46,2.0,2.0,19.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,46,0.2874,BAJA,23.07,⚪ WEAK,🟡 Average,,,,,,,,,,,391.51,376.15,504.94,3.92,28.97,BUY NOW - At target entry price,False,2,0.713,False,-13.97,56.04,25.9,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
V,0.0,,,,35.5,Visa Inc.,72.3,Financial Services,Credit Services,85.0,70.0,63.9,70.0,60.0,375.07,700273459200.0,60.0,61.7,False,up,10.6,False,0.0,8.5,True,2.0,1.3,3.2,False,385.57,-2.7,5.0,False,"{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}",419.36,466.0,330.0,37.0,strong_buy,11.8,,,,,2.91,11.97,0.71,22.1,0.71,True,-3.05,35.7,10.2,49.0,2026-10-27,False,False,6.0,NEUTRAL,3.79,381.9,2.45,BULLISH,0.0,60.0,2.0,0.0,26.3,0.0,10.7,21.7,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,1703.5,23.0,32.3,60.0,False,up,61.7,2.0,False,0.0,True,2.0,2.0,10.0,29.0,69.0,Medio,36.7,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,48.69499999999999,0.0,0.0,0.0,3.0,3.0,0.35,0.76,0.0,0.0,0.0,,,,1.48,2.0,2.0,35.0,0,,0,MIXED/INSUFFICIENT (0),EXIT,-18.0,46,0.3555,BAJA,26.73,⚪ WEAK,🟡 Average,,,,,,,,,,,378.82,350.89,454.7,7.37,20.03,BUY NOW - At target entry price,False,2,0.834,False,-2.72,28.12,5.02,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
KO,0.0,,,,7.7,The Coca-Cola Company,73.1,Consumer Defensive,Beverages - Non-Alcoholic,85.0,70.0,60.3,80.0,60.0,88.07,378925481984.0,60.0,69.0,False,flat,19.7,False,0.0,7.4,True,2.0,0.9,2.4,False,92.49,-4.8,7.0,True,"{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}",94.7,104.0,75.0,23.0,buy,7.5,31.5,-64.2,56.28,-36.1,1.38,1.21,2.41,62.5,2.86,True,-0.25,12.0,16.9,42.0,2026-10-20,False,False,7.0,NEUTRAL,4.32,91.1,1.48,,,,,,35.2,0.0,2.3,21.9,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,3874.0,3.0,24.2,60.0,False,flat,69.0,0.0,False,0.0,True,2.0,2.0,12.0,29.0,62.1,Medio,36.3,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,48.62499999999999,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-36.1,57.6,ALTA,0.94,-3.0,5.0,50.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,8.0,46,0.0773,BAJA,32.81,⚪ WEAK,🟡 Average,,,,,,,,,,,88.95,83.95,107.63,5.63,21.0,BUY NOW - At target entry price,True,3,0.798,False,-4.78,37.53,0.56,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
OTIS,0.0,,,,34.1,Otis Worldwide Corporation,60.0,Industrials,Specialty Industrial Machinery,90.0,60.0,24.0,45.0,65.0,71.21,27107463168.0,15.0,3.0,False,down,14.4,True,1.0,4.6,True,1.0,4.5,3.9,False,94.565,-24.7,1.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",88.25,105.0,75.0,12.0,buy,23.9,83.98,17.9,50.57,-29.0,5.3,3.77,2.47,43.7,1.5,True,-3.89,,9.1,50.0,2026-10-28,False,False,6.0,NEUTRAL,6.26,171.1,1.21,,,,,,6.199999999999999,0.0,10.2,18.0,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,379.9,25.0,28.2,15.0,False,down,3.0,0.0,True,1.0,True,1.0,5.0,5.0,29.0,86.2,Top 25%,44.0,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.905,0.0,6.0,3.0,3.0,3.0,-0.66,-2.49,0.0,1.0,0.0,17.9,29.4,MEDIA,2.99,2.0,2.0,7.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,41,0.3405,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,71.21,68.7,95.23,3.53,33.73,BUY NOW - At target entry price,False,0,0.664,False,-23.78,3.59,-31.85,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
TW,0.0,,,,30.0,Tradeweb Markets Inc.,56.6,Financial Services,Capital Markets,65.0,50.0,26.7,85.0,65.0,106.2,22942199808.0,15.0,20.0,False,up,-2.3,True,1.0,9.9,False,0.0,3.2,2.3,False,127.69,-16.8,3.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",123.71,178.0,98.0,14.0,buy,16.5,,,,,4.64,9.34,0.53,12.4,0.4,True,-1.5,633.6,13.8,51.0,2026-10-29,False,False,8.0,STRONG,5.55,57.1,1.17,,,,,,10.0,0.0,9.0,17.0,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",HIGH_FLOAT,113.8,20.0,26.0,15.0,False,up,20.0,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,47.54,0.0,3.0,0.0,3.0,3.0,0.0,-0.12,0.0,0.0,0.0,,,,2.06,2.0,10.0,41.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,41,0.3001,BAJA,5.66,⚪ WEAK,🟡 Average,,,,,,,,,,,104.47,100.37,136.74,3.92,30.9,BUY NOW - At target entry price,False,2,0.782,False,-16.61,16.32,-30.02,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
TT,0.0,,,,30.0,Trane Technologies plc,74.3,Industrials,Building Products & Equipment,90.0,80.0,44.0,80.0,65.0,447.9,98548383744.0,35.0,25.6,False,down,9.1,True,2.0,10.6,True,2.0,1.3,2.2,False,505.87,-11.5,4.0,False,"{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'eps_growth_yoy': 9.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}",526.99,575.0,422.0,21.0,buy,17.7,248.18,-44.6,134.4,-70.0,3.17,14.19,0.94,29.7,1.19,True,-1.38,18.0,5.0,51.0,2026-10-29,False,False,9.0,STRONG,3.83,102.0,3.6,,,,,,9.3,0.0,9.0,22.3,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,219.4,30.0,31.3,35.0,False,down,25.6,0.0,True,2.0,True,2.0,8.0,26.0,29.0,13.8,Bottom 25%,13.5,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,47.22,0.0,3.0,0.0,3.0,1.0,0.0,0.33,0.0,0.0,0.0,-44.6,75.0,ALTA,2.21,2.0,10.0,64.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.3001,BAJA,16.43,⚪ WEAK,🟡 Average,,,,,,,,,,,441.64,424.32,562.46,3.92,27.36,BUY NOW - At target entry price,False,2,0.67,False,-11.25,29.59,-8.9,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SAP,0.0,,,,38.3,SAP SE,67.1,Technology,Software - Application,75.0,60.0,50.3,90.0,60.0,215.11,248280891392.0,35.0,37.4,False,up,8.8,False,0.0,8.8,True,1.0,0.7,2.3,False,281.37,-23.5,4.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}",247.25,319.0,177.0,12.0,buy,14.9,388.02,80.4,232.2,7.9,4.25,9.15,1.36,37.5,1.48,True,-1.17,20.7,30.6,43.0,2026-10-21,False,False,8.0,STRONG,0.31,146.7,0.73,,,,,,12.6,0.0,11.5,20.1,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,14500.7,23.0,31.6,35.0,False,up,37.4,2.0,False,0.0,True,1.0,2.0,18.0,29.0,41.4,Bajo 50%,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,46.955,0.0,3.0,0.0,3.0,5.0,0.0,1.78,2.0,0.0,0.0,14.9,-29.3,,1.86,2.0,10.0,81.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,35,0.3829,BAJA,6.709999999999999,⚪ WEAK,🟡 Average,,,,,,,,,,,210.81,197.36,285.17,6.38,35.28,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.996,False,-22.22,48.38,-4.79,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RACE,0.0,,,,30.0,Ferrari N.V.,77.8,Consumer Cyclical,Auto Manufacturers,100.0,70.0,53.9,90.0,60.0,409.95,72054792192.0,35.0,30.3,False,up,21.2,True,2.0,9.7,True,2.0,2.7,6.8,False,504.49,-18.7,6.0,False,"{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}",462.66,534.39,401.07,14.0,strong_buy,12.9,131.09,-68.0,108.47,-73.5,1.62,6.62,1.03,39.0,0.69,True,-1.11,63.9,10.1,56.0,2026-11-03,False,False,9.0,STRONG,2.85,46.9,3.18,,,,,,27.3,0.0,9.0,23.3,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 60% up volume)",HIGH_FLOAT,173.5,20.0,32.3,35.0,False,up,30.3,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,30.3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,2/3,46.120000000000005,0.0,0.0,0.0,3.0,3.0,0.11,2.01,2.0,0.0,0.0,-68.0,83.6,ALTA,1.61,2.0,10.0,106.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,46,0.3001,BAJA,15.28,⚪ WEAK,🟡 Average,,,,,,,,,,,409.95,396.42,531.0,3.3,29.53,BUY NOW - At target entry price,False,2,0.926,False,-17.8,32.69,5.49,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
AON,62.19047619047619,Excellent,Stage Unknown,14.92850536692098,38.3,Aon plc,63.7,Financial Services,Insurance Brokers,85.0,50.0,36.0,80.0,65.0,323.09,68535607296.0,15.0,1.0,False,down,20.3,False,0.0,6.2,False,0.0,1.6,2.6,False,382.34,-15.5,3.0,False,"{'roe_pct': 44.7, 'debt_to_equity': 1.63, 'current_ratio': 1.03, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 20.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.3}",389.53,433.0,339.0,17.0,buy,20.6,221.34,-31.5,181.3,-43.9,4.66,15.04,1.02,16.8,0.77,True,-2.33,7.7,-2.1,52.0,2026-10-30,False,False,8.0,STRONG,6.68,141.9,,,,,,,32.5,24.9,11.5,19.1,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,50,"No clear pattern (0.7x ratio, 38% up volume)",MEGA_FLOAT,209.3,23.0,55.5,15.0,False,down,1.0,0.0,False,0.0,False,0.0,0.0,21.0,29.0,31.0,Bajo 50%,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,46.095000000000006,0.0,3.0,0.0,3.0,0.0,-3.59,-3.22,0.0,2.0,-3.0,-31.5,58.3,ALTA,2.58,2.0,10.0,10.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,-1.0,46,0.3829,BAJA,37.46523809523809,⚪ WEAK,🟡 Average,,,,,,,,,,,319.18,306.66,413.4,3.92,29.52,BUY NOW - At target entry price,False,1,1.148,False,-15.3,6.6,-16.61,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
