ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
NOVO-B.CO,Novo Nordisk A/S,64.2,⭐⭐ GOOD,🟡 Good,DKK,DKK,False,True,False,0.7568,"acciones × precio no cuadra con la capitalización (ratio 0.7568): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",75.0,50.0,68.5,70.0,50.0,,,,,4.9,False,0,4.7,False,0,"{'eps_growth_yoy': 4.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}","{'revenue_growth_yoy': 4.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.0, 'rs_6m': 12.7}","{'roe_pct': 59.8, 'debt_to_equity': 0.63, 'current_ratio': 0.87, 'operating_margin_pct': 42.5}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.2}",297.15,1313083490304,Healthcare,Drug Manufacturers - General,,,False,409.95,-27.5,3,False,309.73,457.0,203.0,23,hold,4.2,,,,,2.87,11.27,3.91,44.6,11.7,1.93,True,-0.45,252.0,-8.2,57,2026-11-04,False,False,5,NEUTRAL,9.5,64.7,,23.2,,,,2026-09-08T09:08:10.918556,OMXCPH,48.7,0.0,8.0,3.0,0.0,0.52,0.0,CONFIRMED_UPTREND,,,,294.22,282.68,397.85,3.92,35.22,BUY NOW - At target entry price,0,,False,1,0.874,False,-24.16,38.64,16.28,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AUTO.L,Autotrader Group plc,59.9,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,54.5,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': 9.4, 'rs_6m': -8.5}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.8}",516.8,4016884992,Communication Services,Internet Content & Information,,,False,828.8,-37.6,2,False,562.06,800.0,410.0,18,hold,8.8,,,,,6.07,0.31,2.3,32.0,12.0,1.38,,,,2.0,58,2026-11-05,False,False,5,NEUTRAL,9.17,332.4,2.32,30.3,,,,2026-09-08T09:09:03.035808,FTSE100,48.0,6.0,5.0,0.0,1.0,1.1,0.0,CONFIRMED_UPTREND,,,,507.62,484.61,758.26,4.53,49.38,BUY NOW - At target entry price,0,MIXED/INSUFFICIENT (0),False,2,1.141,False,-37.46,23.81,-4.46,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
LIFCO-B.ST,Lifco AB (publ),69.5,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9331,"acciones × precio no cuadra con la capitalización (ratio 0.9331): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,70.0,50.0,60.0,60.0,,,,,17.8,True,1,10.8,True,1,"{'eps_growth_yoy': 17.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 10.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -1.2, 'rs_6m': -5.7}","{'roe_pct': 20.2, 'debt_to_equity': 0.58, 'current_ratio': 0.94, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.3}",313.8,142533066752,Industrials,Conglomerates,,,False,388.2,-19.2,3,False,352.43,385.0,330.0,7,buy,12.3,,,,,2.92,9.83,0.86,31.8,2.7,0.72,False,,,12.5,45,2026-10-23,False,False,7,NEUTRAL,3.34,163.9,2.21,11.5,,,,2026-09-08T09:09:38.675798,OMXSTO,47.8,0.0,0.0,0.0,3.0,1.54,0.0,CONFIRMED_UPTREND,,,,314.2,303.02,408.08,3.56,29.88,BUY NOW - At target entry price,0,,False,1,0.708,False,-18.34,18.2,-1.74,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PGHN.SW,Partners Group Holding AG,54.0,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,30.0,80.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 48.0},{},"{'rs_3m': -9.6, 'rs_6m': -28.9}","{'roe_pct': 75.4, 'debt_to_equity': 1.93, 'current_ratio': 1.06, 'operating_margin_pct': 59.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 21.7}",661.8,17047877632,Financial Services,Asset Management,,,False,1107.0,-40.2,0,False,805.71,1050.0,680.0,14,hold,21.7,961.45,45.3,449.6,-32.1,9.87,65.34,6.77,100.4,46.0,3.64,,,,-4.8,189,2027-03-16,False,False,7,NEUTRAL,7.96,75.9,,31.7,,,,2026-09-08T09:08:18.656503,SMI20,47.6,8.0,-2.0,0.0,0.0,2.71,0.0,CONFIRMED_UPTREND,21.7,15.1,,662.6,647.98,965.76,2.21,45.75,BUY NOW - At target entry price,0,,False,0,1.183,False,-36.98,4.68,-25.09,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
DB1.DE,Deutsche Börse AG,70.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,85.0,60.0,60.5,80.0,60.0,,,,,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 8.2, 'rs_6m': 5.3}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.7}",277.5,50029826048,Financial Services,Financial Data & Stock Exchanges,,,False,291.8,-4.9,7,True,290.54,312.0,252.0,13,buy,4.7,276.91,-0.2,158.78,-42.8,4.36,12.1,1.49,36.2,4.2,1.87,,,,13.7,42,2026-10-20,False,False,5,NEUTRAL,5.54,66.8,1.49,16.5,,,,2026-09-08T09:07:59.389455,DAX40,46.2,3.0,0.0,0.0,3.0,0.59,0.0,CONFIRMED_UPTREND,-0.2,26.2,MEDIA,280.68,263.91,339.6,5.97,20.99,BUY NOW - At target entry price,0,,True,3,0.952,False,-4.63,41.5,9.4,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
SU.PA,Schneider Electric S.E.,58.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,60.5,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': 7.0, 'rs_6m': 2.7}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 10.6}",294.6,165589958656,Industrials,Specialty Industrial Machinery,,,False,312.3,-5.7,7,True,325.88,370.0,262.0,24,strong_buy,10.6,395.43,34.2,249.05,-15.5,3.25,9.56,1.46,49.5,4.2,1.76,,,,29.3,170,2027-02-25,False,False,6,NEUTRAL,3.68,74.6,0.83,25.3,,,,2026-09-08T09:08:55.103428,CAC40,45.4,3.0,0.0,0.0,5.0,1.32,0.0,CONFIRMED_UPTREND,10.6,1.2,,289.15,277.58,361.65,4.0,25.07,BUY ON PULLBACK - Wait for 2-5% dip,0,,True,3,0.845,False,-5.54,35.94,6.61,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
INDT.ST,Indutrade AB (publ),72.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,1.0,,85.0,70.0,71.0,70.0,50.0,,,,,22.7,True,1,10.7,True,1,"{'eps_growth_yoy': 22.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.1}","{'revenue_growth_yoy': 10.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 26.0, 'rs_6m': 4.3}","{'roe_pct': 15.7, 'debt_to_equity': 0.61, 'current_ratio': 1.49, 'operating_margin_pct': 12.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.9}",248.6,90570702848,Industrials,Industrial Distribution,,,False,266.6,-6.8,5,False,280.75,320.0,261.0,8,none,12.9,261.95,5.4,167.81,-32.5,3.24,8.05,1.24,42.1,3.1,1.1,False,,,11.4,45,2026-10-23,False,False,8,STRONG,3.8,33.7,1.22,12.6,,,,2026-09-08T09:09:35.575924,OMXSTO,45.1,3.0,0.0,0.0,3.0,1.61,0.0,CONFIRMED_UPTREND,5.4,26.4,MEDIA,243.63,231.08,304.59,5.15,25.02,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,2,0.739,False,-5.27,37.8,8.3,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CPG.L,Compass Group PLC,52.2,⭐ AVERAGE,🟡 Average,USD,USD,False,True,True,1.0,"FCF declarado (1,974,125,056) se aparta del derivado de flujo operativo menos capex (2,725,999,872)",50.0,50.0,50.0,55.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.2},{},"{'rs_3m': -11.0, 'rs_6m': -12.1}","{'roe_pct': 26.9, 'debt_to_equity': 1.13, 'current_ratio': 0.7, 'operating_margin_pct': 6.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.7}",30.76,52301635584,Consumer Cyclical,Restaurants,,,False,35.676414,-13.8,3,False,38.35,43.0,32.0,17,buy,24.7,29.45,-4.3,19.4,-36.9,3.77,1.16,2.23,55.9,0.69,2.93,,,,6.5,77,2026-11-24,False,False,6,NEUTRAL,4.83,100.5,1.15,21.0,,,,2026-09-08T09:08:44.151288,FTSE100,44.9,3.0,5.0,0.0,3.0,3.09,0.0,CONFIRMED_UPTREND,-4.3,45.3,ALTA,30.26,29.08,38.86,3.92,28.39,BUY NOW - At target entry price,0,,False,1,0.805,False,-12.07,19.43,-8.11,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HEIA.AS,Heineken N.V.,52.1,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,50.0,50.0,54.5,55.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 7.7},{},"{'rs_3m': 0.9, 'rs_6m': -8.4}","{'roe_pct': 12.1, 'debt_to_equity': 0.95, 'current_ratio': 0.75, 'operating_margin_pct': 10.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 20.9}",73.7,40892551168,Consumer Defensive,Beverages - Brewers,,,False,80.44,-8.4,5,False,89.09,126.0,70.0,23,none,20.9,229.57,211.5,123.0,66.9,7.35,5.41,2.63,46.3,1.92,2.04,,,,27.1,155,2027-02-10,False,False,7,NEUTRAL,6.06,25.0,0.24,15.2,,,,2026-09-08T09:09:58.516208,AEX25,41.8,6.0,5.0,0.0,5.0,2.61,0.0,CONFIRMED_UPTREND,,,,72.56,69.72,91.15,3.92,25.62,BUY NOW - At target entry price,0,,False,2,0.777,False,-7.48,16.46,-4.67,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
GEBN.SW,Geberit AG,57.6,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (482,224,992) se aparta del derivado de flujo operativo menos capex (686,900,000)",55.0,50.0,54.5,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.4},{},"{'rs_3m': 9.6, 'rs_6m': -12.5}","{'roe_pct': 54.1, 'debt_to_equity': 1.34, 'current_ratio': 1.64, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.9}",562.8,18211307520,Industrials,Building Products & Equipment,,,False,659.8,-14.7,3,False,579.0,698.0,465.0,17,hold,2.9,323.8,-42.5,233.99,-58.4,2.65,14.9,2.29,68.4,12.9,2.35,,,,5.0,56,2026-11-03,False,False,7,NEUTRAL,3.9,49.8,2.16,30.4,,,,2026-09-08T09:09:16.032596,SMI20,41.0,0.0,5.0,0.0,1.0,0.36,0.0,CONFIRMED_UPTREND,-42.5,53.4,ALTA,553.7,515.09,712.8,6.97,28.73,BUY NOW - At target entry price,0,,False,1,0.861,False,-12.4,15.05,-8.52,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMS.PA,Hermès International Société en commandite par actions,57.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,60.0,50.0,30.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 28.0},{},"{'rs_3m': -16.7, 'rs_6m': -38.5}","{'roe_pct': 25.5, 'debt_to_equity': 0.12, 'current_ratio': 4.54, 'operating_margin_pct': 42.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 29.4}",1442.0,151037509632,Consumer Cyclical,Luxury Goods,,,False,2300.0,-37.3,0,False,1865.27,2150.0,1500.0,22,buy,29.4,690.41,-52.1,429.8,-70.2,3.25,46.92,1.24,41.9,18.0,0.67,,,,-0.2,156,2027-02-11,False,False,8,STRONG,4.73,37.5,,23.6,,,,2026-09-08T09:07:46.301301,CAC40,40.9,3.0,0.0,0.0,0.0,3.68,0.0,CONFIRMED_UPTREND,-52.1,90.6,ALTA,1442.5,1411.2,2098.2,2.17,45.46,BUY NOW - At target entry price,0,,False,0,0.847,False,-36.67,0.17,-34.71,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
HLMA.L,Halma plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,True,,"FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600,000)",55.0,50.0,50.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': -10.2, 'rs_6m': -19.8}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.1}",3702.0,0,Industrials,Conglomerates,,,False,4902.0,-24.5,4,False,4372.19,5010.0,3050.0,16,buy,18.1,,,156800.0,4135.5,,,0.69,24.2,25.0,0.79,,,,11.2,72,2026-11-19,False,False,7,NEUTRAL,3.61,57.9,1.62,24.3,,,,2026-09-08T09:08:33.348889,FTSE100,40.6,0.0,0.0,0.0,3.0,2.26,0.0,CONFIRMED_UPTREND,,,,3635.8,3349.64,4976.39,7.87,36.87,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,2,0.798,False,-24.19,14.3,-15.63,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DPLM.L,Diploma PLC,62.6,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,74.5,85.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.5},{},"{'rs_3m': 0.4, 'rs_6m': 24.1}","{'roe_pct': 19.0, 'debt_to_equity': 0.47, 'current_ratio': 2.06, 'operating_margin_pct': 19.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.5}",7180.0,9628009472,Industrials,Industrial Distribution,,,False,7765.0,-7.5,6,False,8223.12,9000.0,7000.0,16,buy,14.5,,,,,2.54,1.82,0.89,44.2,63.0,1.46,,,,4.5,70,2026-11-17,False,False,8,STRONG,2.71,60.5,6.04,18.1,,,,2026-09-08T09:08:15.936694,FTSE100,40.0,0.0,0.0,0.0,1.0,1.81,0.0,CONFIRMED_UPTREND,,,,7129.8,6850.2,8865.8,3.92,24.35,BUY NOW - At target entry price,0,,False,2,1.073,False,-7.28,44.87,28.22,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
IMCD.AS,IMCD N.V.,58.6,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",50.0,50.0,74.5,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.6},{},"{'rs_3m': 6.6, 'rs_6m': 25.1}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.3}",98.38,5808842752,Basic Materials,Specialty Chemicals,,,False,105.05,-6.3,7,True,117.36,150.0,75.0,14,buy,19.3,89.13,-9.4,38.9,-60.5,4.6,4.52,1.86,46.5,1.81,1.6,,,,10.0,58,2026-11-05,False,False,5,NEUTRAL,4.96,39.3,1.52,22.9,,,,2026-09-08T09:08:13.395123,AEX25,39.4,3.0,5.0,0.0,3.0,2.41,0.0,CONFIRMED_UPTREND,-9.4,54.2,ALTA,99.69,92.1,120.42,7.61,20.8,BUY NOW - At target entry price,0,,True,3,0.891,False,-4.01,47.98,29.82,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
STMN.SW,Straumann Holding AG,59.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (399,016,384) se aparta del derivado de flujo operativo menos capex (299,766,008)",55.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.0},{},"{'rs_3m': -2.5, 'rs_6m': -0.4}","{'roe_pct': 17.0, 'debt_to_equity': 0.21, 'current_ratio': 2.26, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.4}",94.16,15013888000,Healthcare,Medical Instruments & Supplies,,,False,109.8,-14.2,4,False,111.44,136.0,86.0,18,buy,18.4,41.46,-56.0,23.1,-75.5,2.66,2.5,1.06,43.3,1.0,0.71,,,,4.1,50,2026-10-28,False,False,6,NEUTRAL,3.17,28.8,4.27,24.8,,,,2026-09-08T09:08:24.668608,SMI20,38.9,0.0,0.0,0.0,1.0,2.3,0.0,CONFIRMED_UPTREND,-56.0,84.2,ALTA,92.41,88.79,119.89,3.92,29.73,BUY NOW - At target entry price,0,,False,1,0.845,False,-14.26,30.36,3.4,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
COLO-B.CO,Coloplast A/S,73.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,DKK,DKK,False,True,False,0.9201,"acciones × precio no cuadra con la capitalización (ratio 0.9201): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (4,668,000,256) se aparta del derivado de flujo operativo menos capex (6,327,9",98.0,60.0,60.5,80.0,50.0,,,,,81.6,True,1,5.7,True,1,"{'eps_growth_yoy': 81.6, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7}","{'revenue_growth_yoy': 5.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 17.1, 'rs_6m': -14.3}","{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 3.5}",457.4,103083384832,Healthcare,Medical Instruments & Supplies,,,False,637.8,-28.3,1,False,473.38,625.0,390.0,21,hold,3.5,,,,,4.53,22.51,5.06,187.6,23.0,2.93,False,,4.6,32.7,56,2026-11-03,False,False,7,NEUTRAL,5.75,105.6,0.21,34.3,,,,2026-09-08T09:08:05.373263,OMXCPH,37.4,3.0,-2.0,0.0,5.0,0.44,0.0,CONFIRMED_UPTREND,,,,447.76,411.94,615.84,8.0,37.54,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,1,1.095,False,-25.01,23.83,-10.46,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
OR.PA,L'Oréal S.A.,55.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': -3.9, 'rs_6m': -5.6}","{'roe_pct': 19.4, 'debt_to_equity': 0.49, 'current_ratio': 0.97, 'operating_margin_pct': 21.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.6}",385.25,205203341312,Consumer Defensive,Household & Personal Products,,,False,405.8,-5.1,6,False,418.42,460.0,340.0,24,buy,8.6,195.69,-49.2,117.9,-69.4,3.12,12.01,1.88,61.1,7.2,1.56,,,,3.8,154,2027-02-09,False,False,6,NEUTRAL,4.08,69.9,4.79,20.0,,,,2026-09-08T09:07:54.511665,CAC40,37.2,3.0,5.0,0.0,1.0,1.08,0.0,CONFIRMED_UPTREND,-49.2,67.9,ALTA,389.91,360.15,469.84,7.63,20.5,BUY NOW - At target entry price,0,,True,3,0.851,False,-3.92,15.94,-1.82,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
AI.PA,L'Air Liquide S.A.,55.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (243,312,496) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",55.0,50.0,56.0,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': -0.1, 'rs_6m': 1.6}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.8}",172.18,109879066624,Basic Materials,Specialty Chemicals,,,False,182.26,-5.5,5,False,197.72,216.0,162.0,20,strong_buy,14.8,5.61,-96.7,55.6,-67.7,0.22,0.38,1.97,60.5,3.36,1.83,,,,0.7,163,2027-02-18,False,False,7,NEUTRAL,3.98,18.8,34.26,13.9,,,,2026-09-08T09:07:51.741518,CAC40,37.1,0.0,5.0,0.0,1.0,1.85,0.0,CONFIRMED_UPTREND,-67.7,97.0,ALTA,168.76,162.05,211.07,3.97,25.07,BUY ON PULLBACK - Wait for 2-5% dip,0,MIXED/INSUFFICIENT (0),False,2,1.134,False,-5.39,25.11,5.54,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SAF.PA,Safran SA,56.9,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (3,562,749,952) se aparta del derivado de flujo operativo menos capex (4,895,000,064)",55.0,50.0,54.5,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.6},{},"{'rs_3m': 7.1, 'rs_6m': -9.5}","{'roe_pct': 27.5, 'debt_to_equity': 0.34, 'current_ratio': 0.92, 'operating_margin_pct': 14.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.8}",329.4,136495628288,Industrials,Aerospace & Defense,,,False,366.5,-10.1,5,False,381.5,432.0,257.0,22,buy,15.8,126.51,-61.6,93.0,-71.8,2.61,8.6,1.0,36.0,3.35,0.78,,,,-65.1,154,2027-02-09,False,False,7,NEUTRAL,7.59,166.3,,20.2,,,,2026-09-08T09:08:38.683833,CAC40,36.8,0.0,0.0,0.0,-3.0,1.98,0.0,CONFIRMED_UPTREND,-61.6,82.5,ALTA,333.34,320.26,411.91,3.92,23.57,BUY NOW - At target entry price,0,,False,2,0.883,False,-10.04,26.96,-5.6,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
GIVN.SW,Givaudan SA,55.7,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (605,625,024) se aparta del derivado de flujo operativo menos capex (1,143,000,000)",55.0,50.0,56.0,70.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 12.9},{},"{'rs_3m': -2.2, 'rs_6m': 4.1}","{'roe_pct': 22.3, 'debt_to_equity': 1.11, 'current_ratio': 1.29, 'operating_margin_pct': 18.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.5}",3255.0,30047936512,Basic Materials,Specialty Chemicals,,,False,3592.0,-9.4,3,False,3466.14,4500.0,2886.0,19,hold,6.5,965.34,-70.3,1021.0,-68.6,2.02,65.61,2.22,70.1,72.0,1.96,,,,-8.0,141,2027-01-27,False,False,7,NEUTRAL,4.12,34.8,,23.6,,,,2026-09-08T09:08:02.132070,SMI20,36.3,0.0,5.0,0.0,0.0,0.81,0.0,CONFIRMED_UPTREND,-68.6,75.9,ALTA,3203.62,3064.46,4045.12,4.34,26.27,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,1,0.983,False,-8.2,26.89,7.89,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
