ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
ENR,0.0,50.0,0.0,,,"Energizer Holdings, Inc.",50.1,Industrials,Electrical Equipment & Parts,50.0,60.0,30.3,60.0,50.0,21.59,1480439552,15.0,23.2,False,up,,,0,17.5,False,0,9.4,4.3,True,31.78,-32.1,2.0,False,"{'roe_pct': 151.3, 'debt_to_equity': 24.24, 'current_ratio': 1.99, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 7.1},23.67,28.0,19.0,6.0,none,9.6,43.79,102.8,29.7,37.6,11.87,2.57,5.56,40.4,3.92,True,-2.13,2.6,,64.0,2026-05-05,False,False,,,,,,100.0,0.0,0.0,,10.0,0.0,15.0,15.0,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",HIGH_FLOAT,60.5,20.0,30.0,15.0,False,up,23.2,2.0,,0,False,0,0.0,18,40.0,57.5,Medio,38.8,0.0,3.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,2/3,59.04,0.0,0.0,8.0,5.0,3.0,0.0,1.2,0.0,🔵 DECENT,🟡 Good,,,,,,,
BWFG,0.0,50.0,22.98,,,"Bankwell Financial Group, Inc.",64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,46.7,368927360,60.0,68.2,False,down,,,0,34.6,False,0,2.8,5.7,False,51.54,-9.4,6.0,False,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,11.3,,,133.5,185.9,,,1.71,18.0,2.49,True,-0.36,,104.9,51.0,2026-04-22,False,False,,,,,,100.0,0.0,0.0,,52.4,0.0,15.0,19.4,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MICRO_FLOAT,6.0,0.0,34.4,60.0,False,down,68.2,0.0,,0,False,0,0.0,3,40.0,95.0,Top 10%,61.1,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,58.92,0.0,0.0,0.0,3.0,3.0,5.0,1.41,0.0,🔵 DECENT,🟡 Good,,,,,,,
NVT,0.0,50.0,37.18,,,nVent Electric plc,71.8,Industrials,Electrical Equipment & Parts,55.0,80.0,86.3,80.0,60.0,118.36,19142299648,95.0,95.2,False,up,,,0,31.8,False,0,3.0,1.7,False,122.92,-3.7,8.0,True,"{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}",{'profit_margin_pct': 18.2},127.39,148.0,68.04,13.0,strong_buy,7.6,150.58,27.2,78.0,-34.1,3.0,3.55,0.71,30.8,1.49,True,-1.32,8.3,1112.4,60.0,2026-05-01,False,False,,,,,,90.0,0.0,0.0,,61.5,0.0,15.0,21.5,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,160.9,0.0,36.5,95.0,False,up,95.2,5.0,,0,False,0,0.0,18,40.0,57.5,Medio,38.8,0.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,58.72,0.0,0.0,3.0,0.0,3.0,5.0,0.95,-3.0,🔵 DECENT,🟡 Good,AVOID,25.0,Near ATH (-3.7% from high) - poor entry point | Elevated P/E (45.5) - watch valuation,-3.7,NEUTRAL,STRONG_BUY,True
HQI,0.0,50.0,14.18,,,"HireQuest, Inc.",66.8,Industrials,Staffing & Employment Services,60.0,70.0,61.4,90.0,55.0,11.66,164406000,35.0,41.9,False,up,,,0,5.1,True,2,3.2,10.0,False,15.2,-23.3,6.0,False,"{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}",{'profit_margin_pct': 21.9},14.0,15.0,13.0,2.0,none,20.1,11.79,1.1,5.2,-55.4,6.85,0.8,2.06,46.2,1.62,False,,18.5,,24.0,2026-03-26,False,False,,,,,,100.0,0.0,0.0,,29.0,0.0,15.0,20.0,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",MICRO_FLOAT,5.6,20.0,35.0,35.0,False,up,41.9,2.0,,0,True,2,2.0,30,40.0,27.5,Bajo 50%,23.5,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,False,2/3,58.72,0.0,0.0,6.0,3.0,0.0,0.0,2.51,1.0,🔵 DECENT,🟡 Good,,,,,,,
MTDR,0.0,50.0,25.060000000000002,,,Matador Resources Company,55.6,Energy,Oil & Gas E&P,60.0,40.0,63.0,60.0,60.0,51.4,6387512832,60.0,56.4,False,up,,,0,-6.5,True,1,9.3,5.5,True,53.84,-4.5,5.0,False,"{'roe_pct': 15.0, 'debt_to_equity': 0.59, 'current_ratio': 0.79, 'operating_margin_pct': 24.1}",{'profit_margin_pct': 20.8},58.21,85.0,47.0,19.0,strong_buy,13.3,,,60.9,18.5,-2.67,-1.37,2.92,21.6,1.12,True,-0.1,6.5,-9.6,58.0,2026-04-29,False,False,,,,,,100.0,0.0,0.0,,34.7,0.0,15.0,16.7,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,116.1,20.0,31.7,60.0,False,up,56.4,2.0,,0,True,1,2.0,10,40.0,77.5,Top 25%,49.6,3.0,3.0,5.0,3.0,0.0,0.0,5.0,0.0,False,2/3,58.24,8.0,0.0,-5.0,3.0,3.0,0.0,1.66,0.0,🔵 DECENT,🟡 Good,,,,,,,
AROW,0.0,50.0,30.48,,,Arrow Financial Corporation,64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,33.31,547794368,60.0,73.7,False,flat,,,0,26.3,True,1,0.6,1.2,False,36.44,-8.6,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},34.5,34.5,34.5,1.0,none,3.6,,,79.5,138.7,,,3.61,43.0,3.8,True,-1.89,,108.9,59.0,2026-04-30,False,False,,,,,,90.0,0.0,0.0,,44.4,0.0,15.0,19.4,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 39% up volume)",LOW_FLOAT,14.0,15.0,34.4,60.0,False,flat,73.7,0.0,,0,True,1,2.0,3,40.0,95.0,Top 10%,61.1,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,57.92,0.0,0.0,0.0,5.0,3.0,5.0,0.45,-3.0,🔵 DECENT,🟡 Good,,,,,,,
CCNE,0.0,50.0,31.06,,,CNB Financial Corporation,70.6,Financial Services,Banks - Regional,60.0,100.0,60.3,60.0,65.0,28.01,825629504,60.0,72.5,False,flat,,,0,31.6,True,2,1.0,1.8,False,30.84,-9.2,8.0,True,"{'roe_pct': 8.9, 'operating_margin_pct': 50.9}",{'profit_margin_pct': 24.2},32.67,35.0,29.0,3.0,buy,16.6,,,63.0,124.9,,,2.6,34.3,3.04,True,-0.04,,65.7,43.0,2026-04-14,False,False,,,,,,100.0,0.0,0.0,,56.2,0.0,15.0,21.2,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,28.3,0.0,36.2,60.0,False,flat,72.5,0.0,,0,True,2,2.0,3,40.0,95.0,Top 10%,61.1,5.0,0.0,3.0,10.0,0.0,0.0,5.0,5.0,False,3/3,57.239999999999995,0.0,0.0,0.0,3.0,3.0,5.0,2.08,1.0,🔵 DECENT,🟡 Good,,,,,,,
MWA,0.0,50.0,31.03,,,MUELLER WATER PRODUCTS,55.3,Industrials,Specialty Industrial Machinery,55.0,30.0,66.6,80.0,60.0,29.93,4680612352,60.0,60.3,False,up,,,0,-12.7,False,0,3.9,3.2,False,31.0,-3.5,7.0,True,"{'roe_pct': 21.6, 'debt_to_equity': 0.44, 'current_ratio': 4.02, 'operating_margin_pct': 18.9}",{'profit_margin_pct': 13.8},30.33,35.0,25.0,6.0,buy,1.3,31.27,4.5,28.83,-3.7,3.22,0.96,0.92,21.3,1.5,True,-0.44,14.9,15.9,63.0,2026-05-04,False,False,,,,,,90.0,0.0,0.0,,45.6,0.0,15.0,16.6,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,154.1,5.0,31.6,60.0,False,up,60.3,2.0,,0,False,0,0.0,14,40.0,67.5,Medio,44.6,0.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,False,2/3,57.12,0.0,0.0,3.0,0.0,3.0,5.0,0.16,-3.0,🔵 DECENT,🟡 Good,,,,,,,
RRBI,0.0,50.0,30.78,,,"Red River Bancshares, Inc.",67.8,Financial Services,Banks - Regional,60.0,70.0,83.0,65.0,60.0,88.7,583345280,80.0,88.7,False,up,,,0,11.3,True,1,2.2,2.3,False,93.9,-5.5,8.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 44.9}",{'profit_margin_pct': 34.1},97.33,105.0,90.0,3.0,strong_buy,9.7,,,168.43,89.9,,,0.76,8.5,0.61,True,-2.33,,26.4,59.0,2026-04-30,False,False,,,,,,70.0,0.0,0.0,,65.3,0.0,15.0,20.3,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,85,"Strong institutional buying (1.9x ratio, 64% up volume)",MICRO_FLOAT,5.1,0.0,35.3,80.0,False,up,88.7,5.0,,0,True,1,2.0,3,40.0,95.0,Top 10%,61.1,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,57.12,0.0,0.0,0.0,0.0,3.0,5.0,1.21,0.0,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-5.5% from high) - wait for pullback,-5.5,NEUTRAL,STRONG_BUY,False
FCCO,0.0,50.0,22.58,,,First Community Corporation,60.8,Financial Services,Banks - Regional,60.0,60.0,57.6,65.0,65.0,28.82,269301472,60.0,56.3,False,down,,,0,16.9,False,0,0.9,1.0,False,31.5,-8.5,6.0,False,"{'roe_pct': 13.1, 'operating_margin_pct': 35.4}",{'profit_margin_pct': 24.6},35.33,36.0,34.0,3.0,strong_buy,22.6,,,32.11,11.4,,,2.22,25.1,2.61,True,-0.17,,13.0,51.0,2026-04-22,False,False,,,,,,90.0,0.0,0.0,,51.2,0.0,15.0,18.2,2026-03-02 07:56:29,2026-03-02,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",MICRO_FLOAT,6.4,0.0,33.2,60.0,False,down,56.3,0.0,,0,False,0,0.0,3,40.0,95.0,Top 10%,61.1,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,56.32,0.0,0.0,0.0,3.0,3.0,3.0,2.82,1.0,🔵 DECENT,🟡 Good,,,,,,,
