ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
ICE,0.0,,,,47.6,Intercontinental Exchange Inc.,69.5,Financial Services,Financial Data & Stock Exchanges,85.0,70.0,44.0,75.0,65.0,151.8,85219688448.0,35.0,29.5,False,flat,17.4,False,0.0,20.1,False,0.0,1.8,1.8,False,189.35,-19.8,0.0,False,"{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2}",182.23,218.0,163.0,13.0,strong_buy,20.0,151.13,-0.4,100.68,-33.7,4.26,6.47,1.36,28.2,1.23,True,-2.47,7.6,14.2,86.0,2026-10-29,False,False,8.0,STRONG,4.91,118.3,1.22,,,,,,0.0,0.0,14.3,20.8,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MEGA_FLOAT,557.5,45.0,35.1,35.0,False,flat,29.5,0.0,False,0.0,False,0.0,0.0,15.0,29.0,51.7,Medio,34.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.43,0.0,3.0,0.0,3.0,3.0,0.16,-5.65,1.0,2.0,0.0,-0.4,37.0,MEDIA,2.5,2.0,10.0,26.0,0,,-8,RELIABLE/AVOID (-8),WATCH,7.0,15,0.4757,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
TJX,0.0,,,,3.1,"TJX Companies, Inc. (The)",53.0,Consumer Cyclical,Apparel Retail,65.0,30.0,44.0,75.0,60.0,157.5,173990936576.0,35.0,26.5,False,down,7.2,False,0.0,-0.5,False,0.0,1.6,3.0,False,170.0,-7.4,0.0,False,"{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.4}",177.21,197.0,125.0,19.0,strong_buy,12.5,161.5,2.5,150.89,-4.2,2.48,3.91,1.22,33.1,1.34,True,-1.44,104.7,29.3,15.0,2026-08-19,False,True,7.0,NEUTRAL,4.04,36.2,0.93,,,,,,0.0,0.0,0.9,15.9,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,1102.1,43.0,16.8,35.0,False,down,26.5,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,26.5,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,61.105,0.0,0.0,0.0,3.0,5.0,-0.24,-0.24,0.0,0.0,0.0,2.5,13.4,,1.56,2.0,5.0,83.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,41,0.0307,BAJA,6.800000000000001,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
TW,0.0,,,,33.8,Tradeweb Markets Inc.,58.5,Financial Services,Capital Markets,65.0,50.0,36.0,85.0,65.0,101.0,22020628480.0,15.0,10.1,False,down,-2.3,True,1.0,9.9,False,0.0,3.6,2.5,False,141.13,-28.4,0.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",126.0,201.0,98.0,14.0,buy,24.8,,,,,4.83,9.17,0.56,12.4,0.4,True,-1.56,633.6,13.8,86.0,2026-10-29,False,False,8.0,STRONG,5.85,57.1,1.11,,,,,,0.0,0.0,10.1,17.6,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.2x ratio, 51% up volume)",HIGH_FLOAT,113.7,40.0,27.7,15.0,False,down,10.1,0.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,10.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.99,0.0,3.0,0.0,3.0,3.0,-1.95,-6.42,0.0,3.0,-1.5,,,,3.1,0.0,10.0,31.0,0,,-8,RELIABLE/AVOID (-8),REVISION_UP,11.0,18,0.3378,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PGR,0.0,,,,53.7,Progressive Corporation (The),51.0,Financial Services,Insurance - Property & Casualty,50.0,50.0,36.0,75.0,50.0,210.46,122361446400.0,15.0,24.9,False,up,-11.2,False,0.0,0.8,False,0.0,1.7,2.5,False,254.93,-17.4,0.0,False,"{'roe_pct': 34.9, 'debt_to_equity': 0.24, 'current_ratio': 0.28, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': -11.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}",230.24,308.0,198.0,21.0,hold,9.4,473.9,125.2,199.4,-5.3,14.06,29.58,6.57,69.7,1.97,True,-0.48,53.3,2.0,71.0,2026-10-14,False,False,6.0,NEUTRAL,11.26,,2.58,,,,,,0.0,0.0,16.1,15.3,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,579.1,43.0,31.4,15.0,False,up,24.9,2.0,False,0.0,False,0.0,0.0,8.0,29.0,75.9,Top 25%,42.7,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,58.585,0.0,8.0,0.0,3.0,1.0,-1.04,-0.31,0.0,2.0,-1.5,9.4,-50.6,,1.18,0.0,2.0,,0,,8,RELIABLE/BUY (+8),BEST,5.0,46,0.5368,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
OTIS,0.0,,,,56.1,Otis Worldwide Corporation,62.5,Industrials,Specialty Industrial Machinery,90.0,60.0,36.0,45.0,65.0,72.19,27480520704.0,15.0,9.8,False,flat,14.4,True,1.0,4.6,True,1.0,4.3,3.8,False,94.565,-23.7,0.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",90.5,107.0,78.0,12.0,buy,25.4,83.98,16.3,50.57,-29.9,5.23,3.77,2.45,43.7,1.5,True,-3.84,,9.1,85.0,2026-10-28,False,False,6.0,NEUTRAL,6.2,171.1,1.2,,,,,,3.0,0.0,16.8,18.8,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,379.9,50.0,35.6,15.0,False,flat,9.8,0.0,True,1.0,True,1.0,5.0,4.0,29.0,89.7,Top 25%,56.6,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.505,0.0,6.0,3.0,3.0,3.0,-2.07,-5.88,1.0,2.0,-1.5,16.3,32.2,MEDIA,3.18,0.0,2.0,6.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,6,0.561,ALTA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SBGSY,0.0,,,,33.2,Schneider Electric SE,58.6,Industrials,Specialty Industrial Machinery,55.0,50.0,62.0,75.0,60.0,66.99,188809396224.0,80.0,76.5,False,up,,,0.0,,,0.0,,,False,67.34,-0.5,1.0,False,"{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}",{'profit_margin_pct': 11.3},76.83,79.0,75.5,3.0,strong_buy,14.7,90.78,35.5,57.13,-14.7,3.28,2.2,1.47,49.7,1.79,,,,29.3,205.0,2027-02-25,False,False,6.0,NEUTRAL,3.28,74.6,0.79,,,,,,8.0,0.0,10.0,17.6,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,2776.8,43.0,27.5,80.0,False,up,76.5,5.0,,0.0,,0.0,0.0,4.0,29.0,89.7,Top 25%,56.6,3.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,49.35,0.0,3.0,0.0,0.0,5.0,2.22,2.22,2.0,0.0,1.5,14.7,4.3,,1.84,2.0,2.0,84.0,0,,0,UNRELIABLE/INSUFFICIENT (0),REVISION_UP,8.0,46,0.3321,BAJA,13.36,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ROP,0.0,,,,38.2,"Roper Technologies, Inc.",64.7,Technology,Software - Application,100.0,50.0,36.0,60.0,60.0,392.57,38825172992.0,15.0,23.1,False,up,193.2,True,2.0,4.5,False,0.0,6.9,4.8,False,549.24,-28.5,0.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 193.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",440.25,550.0,335.0,15.0,buy,12.1,971.52,147.5,719.7,83.3,5.84,22.91,0.93,14.5,0.59,True,-7.02,8.6,93.2,79.0,2026-10-22,False,False,6.0,NEUTRAL,4.54,1441.1,0.07,,,,,,0.0,0.0,11.5,19.4,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",HIGH_FLOAT,98.3,40.0,30.9,15.0,False,up,23.1,2.0,True,2.0,False,0.0,5.0,24.0,29.0,20.7,Bottom 25%,22.0,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,41.290000000000006,0.0,6.0,0.0,3.0,5.0,0.26,-2.54,0.0,1.0,0.0,83.3,-103.3,,1.51,2.0,2.0,14.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,32,0.3817,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASAZY,0.0,,,,43.7,Assa Abloy AB,66.0,Industrials,Security & Protection Services,90.0,60.0,44.0,65.0,55.0,18.79,41742974976.0,35.0,25.0,False,flat,15.9,True,1.0,3.3,True,1.0,,,False,21.98,-14.5,0.0,False,"{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01}","{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",21.74,21.74,21.74,1.0,hold,15.7,,,,,4.61,0.91,1.78,41.9,1.7,False,,,8.0,84.0,2026-10-27,False,False,8.0,STRONG,,118.2,1.32,,,,,,3.0,0.0,13.1,19.8,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 55% up volume)",MEGA_FLOAT,1999.6,43.0,32.9,35.0,False,flat,25.0,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,25.0,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,56.58500000000001,0.0,3.0,3.0,0.0,3.0,0.0,-0.62,0.0,1.0,0.0,,,,1.96,2.0,10.0,,0,,8,RELIABLE/BUY (+8),CAUTION,-6.0,46,0.4372,BAJA,8.100000000000001,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,True,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AON,0.0,,,,43.7,Aon plc,64.8,Financial Services,Insurance Brokers,85.0,50.0,44.0,80.0,60.0,357.63,75862425600.0,35.0,36.1,False,up,20.3,False,0.0,6.2,False,0.0,2.2,2.7,False,382.34,-6.5,0.0,False,"{'roe_pct': 44.7, 'debt_to_equity': 1.63, 'current_ratio': 1.03, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 20.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.3}",401.63,445.0,339.0,19.0,buy,12.3,221.34,-38.1,181.4,-49.3,4.21,15.04,0.91,16.8,0.76,True,-2.11,7.7,-2.1,87.0,2026-10-30,False,False,8.0,STRONG,6.14,141.9,,,,,,,0.0,0.0,13.1,19.4,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,209.5,45.0,32.5,35.0,False,up,36.1,2.0,False,0.0,False,0.0,0.0,19.0,29.0,37.9,Bajo 50%,28.6,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,40.505,0.0,3.0,0.0,3.0,0.0,2.17,4.78,2.0,0.0,1.5,-38.1,56.0,ALTA,1.54,2.0,10.0,9.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-1.0,46,0.4372,BAJA,7.98,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
JKHY,0.0,,,,43.5,"Jack Henry & Associates, Inc.",64.0,Technology,Information Technology Services,65.0,60.0,44.0,95.0,65.0,156.53,11121579008.0,35.0,35.3,False,up,-3.7,True,1.0,3.4,True,1.0,7.9,2.8,False,193.39,-19.1,0.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 0.06, 'current_ratio': 1.74, 'operating_margin_pct': 24.4}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.6}",185.71,208.0,158.0,14.0,buy,18.6,114.65,-26.8,89.5,-42.8,3.36,5.26,1.54,32.8,1.22,True,-2.56,123.3,12.5,14.0,2026-08-18,False,True,9.0,STRONG,5.31,162.7,1.76,,,,,,0.0,0.0,13.0,19.2,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,95,"Strong institutional buying (2.0x ratio, 65% up volume)",HIGH_FLOAT,70.6,40.0,32.2,35.0,False,up,35.3,2.0,True,1.0,True,1.0,5.0,26.0,29.0,13.8,Bottom 25%,15.7,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,40.175,0.0,3.0,3.0,3.0,3.0,0.0,0.14,1.0,0.0,0.0,-26.8,53.4,ALTA,2.33,2.0,10.0,15.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,32,0.4352,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
BAC,88.63636363636364,Excellent,Stage 2 Strong,17.489403481761137,34.9,Bank of America Corporation,73.2,Financial Services,Banks - Diversified,95.0,60.0,70.0,65.0,60.0,62.48,438482599936.0,100.0,91.2,True,up,20.6,True,1.0,14.4,False,0.0,0.0,0.0,False,62.99,-0.8,1.0,False,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}",68.68,75.0,62.0,22.0,buy,9.9,76.22,22.0,129.9,107.9,2.88,1.8,2.07,25.9,2.35,True,-5.74,,34.1,71.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.35,,,,,,36.900000000000006,35.5,10.5,22.0,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,6965.4,43.0,67.9,100.0,True,up,91.2,10.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,91.2,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,48.025,0.0,0.0,3.0,3.0,5.0,0.63,7.12,2.0,0.0,0.0,22.0,-55.0,,1.24,0.0,0.0,,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.3486,BAJA,59.13818181818182,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-0.8% from high) - poor entry point,-0.8,NEUTRAL,BUY,False,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DBOEY,0.0,,,,37.1,Deutsche Boerse AG,67.3,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,44.0,80.0,60.0,30.7,55348310016.0,35.0,45.5,False,flat,11.9,False,0.0,11.7,False,0.0,,,False,31.44,-2.4,0.0,False,"{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}",35.06,35.06,35.06,1.0,strong_buy,14.2,31.88,3.8,18.22,-40.7,4.54,1.39,1.62,36.0,1.9,,,,6.9,77.0,2026-10-20,False,False,5.0,NEUTRAL,5.07,66.8,1.43,,,,,,0.0,0.0,11.1,20.2,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 59% up volume)",MEGA_FLOAT,1802.8,43.0,31.3,35.0,False,flat,45.5,0.0,False,0.0,False,0.0,0.0,15.0,29.0,51.7,Medio,34.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,48.025,0.0,3.0,3.0,0.0,3.0,0.74,0.55,2.0,1.0,0.0,3.8,32.7,MEDIA,1.78,2.0,0.0,41.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.3707,BAJA,14.23,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,True,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MKC,0.0,,,,9.9,"McCormick & Company, Incorporat",56.7,Consumer Defensive,Packaged Foods,55.0,70.0,36.0,60.0,65.0,51.52,13851232256.0,15.0,15.8,False,up,-33.4,False,0.0,12.3,True,1.0,,0.0,False,72.58,-29.0,0.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,17.7,,,,,5.15,2.81,3.77,30.9,2.11,True,-0.2,5.5,-9.9,63.0,2026-10-06,False,False,6.0,NEUTRAL,5.83,66.6,,,,,,,0.0,0.0,3.0,17.0,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 61% up volume)",MEGA_FLOAT,265.4,43.0,20.0,15.0,False,up,15.8,2.0,False,0.0,True,1.0,2.0,18.0,29.0,41.4,Bajo 50%,29.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.475,0.0,6.0,5.0,3.0,0.0,0.0,0.64,1.0,0.0,0.0,,,,2.21,2.0,2.0,29.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,40,0.0993,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
KVUE,0.0,,,,3.1,Kenvue Inc.,67.3,Consumer Defensive,Household & Personal Products,90.0,70.0,44.0,60.0,50.0,19.01,36499365888.0,35.0,40.2,False,up,12.9,True,1.0,1.8,True,2.0,3.7,2.9,False,22.285,-14.7,0.0,False,"{'roe_pct': 15.7, 'debt_to_equity': 0.83, 'current_ratio': 0.98, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.6}",19.83,23.0,18.0,12.0,hold,4.3,41.04,115.9,25.2,32.6,5.09,0.97,4.37,98.5,,True,-0.37,6.2,18.8,2.0,2026-08-06,True,False,7.0,NEUTRAL,5.49,109.8,0.33,,,,,,5.0,0.0,0.9,20.2,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 53% up volume)",MEGA_FLOAT,1917.5,43.0,21.1,35.0,False,up,40.2,2.0,True,1.0,True,2.0,5.0,16.0,29.0,48.3,Bajo 50%,30.6,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,55.075,0.0,6.0,-2.0,3.0,5.0,0.0,1.71,1.0,0.0,0.0,32.6,-70.0,,0.54,-3.0,5.0,20.0,1,Appaloosa (Tepper),8,RELIABLE/BUY (+8),,0.0,25,0.0307,BAJA,8.23,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PEP,0.0,,,,16.0,"Pepsico, Inc.",61.0,Consumer Defensive,Beverages - Non-Alcoholic,90.0,60.0,36.0,45.0,50.0,139.63,190734581760.0,15.0,11.1,False,down,14.5,True,1.0,1.0,True,1.0,2.7,3.2,False,171.48,-18.6,0.0,False,"{'roe_pct': 51.5, 'debt_to_equity': 2.39, 'current_ratio': 0.93, 'operating_margin_pct': 16.8}","{'eps_growth_yoy': 14.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",155.0,183.0,124.0,22.0,hold,11.0,243.14,74.1,228.9,63.9,4.11,5.73,4.24,75.3,3.03,True,-0.52,12.7,54.8,65.0,2026-10-08,False,False,5.0,NEUTRAL,4.87,33.8,0.11,,,,,,3.0,0.0,4.8,18.3,2026-08-04 06:40:34,2026-08-04,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,1361.0,45.0,23.1,15.0,False,down,11.1,0.0,True,1.0,True,1.0,5.0,7.0,29.0,79.3,Top 25%,45.8,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,49.2,0.0,3.0,0.0,3.0,5.0,-0.58,-6.37,0.0,1.0,0.0,63.9,-58.0,,1.38,2.0,0.0,67.0,0,,3,MIXED/BUY (+3),,0.0,21,0.1602,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
