ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,pct_from_52w_low,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0388.HK,Hong Kong Exchanges and Clearing Limited,416.8,HKD,70.0,A,70.0,ROE 33.6% | Potencial +23% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,513.12,23.1,17,,2.89,3.56,,33.6,26.0,26.7,62.9,18.9,-9.8,15.8,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-08-25,0,
RENT3.SA,Localiza Rent a Car S.A.,33.7,BRL,69.0,A,69.0,P/E 7.3x | Potencial +63% analistas | FCF yield 26.5% | Crecimiento ingresos +24% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,54.89,62.9,15,26.5,7.86,6.31,,13.0,7.3,10.8,7.4,24.5,-36.8,,,,,,2026-08-25,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.45,BRL,67.0,A,67.0,ROE 27.7% | Potencial +28% | Margen 49% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.79,28.1,14,,3.51,5.86,,27.7,12.0,15.1,49.5,8.8,-24.0,,FCF no comparable (sector financiero),,,,2026-08-25,0,
4063.T,"Shin-Etsu Chemical Co., Ltd.",6016.0,JPY,67.0,A,67.0,Potencial +30% analistas | Dividendo 1.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Basic Materials,Japan,🇯🇵,29.4,7839.41,30.3,17,2.2,3.79,1.92,,11.2,18.2,23.8,18.4,5.4,-24.1,37.8,,,,,2026-08-25,0,
4568.T,"Daiichi Sankyo Company, Limited",2832.5,JPY,63.0,B,63.0,Potencial +44% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Healthcare,Japan,🇯🇵,29.4,4090.59,44.4,17,-4.1,5.55,3.5,,14.8,19.7,20.2,10.9,21.1,-32.2,18.5,,DSNKY,,,2026-08-25,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,34.52,BRL,60.0,B,60.0,ROE 19.8% | Potencial +38% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,47.76,38.4,14,4.0,4.8,2.14,,19.8,12.8,15.5,8.3,5.0,-28.7,,Deuda elevada (D/E >2x),RDORY,,,2026-08-25,0,
105560.KS,KB Financial Group Inc.,165800.0,KRW,58.0,B,58.0,P/E 8.3x | Potencial +29% | Crecimiento ingresos +18% | Margen 37% | Dividendo 2.8%,1,0,Financial Services,Korea,🇰🇷,21.2,213395.0,28.7,20,,3.59,2.83,,10.2,8.3,,36.5,18.5,-14.8,56.7,FCF no comparable (sector financiero),,,,2026-08-25,0,
035420.KS,NAVER Corporation,221000.0,KRW,54.0,B,54.0,Potencial +38% analistas | Crecimiento ingresos +16% | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,304346.16,37.7,26,2.7,4.71,1.18,,6.4,15.0,,15.6,16.2,-27.3,22.0,,,,,2026-08-25,0,
7203.T,Toyota Motor Corporation,3079.0,JPY,54.0,B,54.0,P/E 9.5x (vs 16x mercado) | Potencial +20% | FCF negativo | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3703.89,20.3,19,-9.9,2.54,3.2,,12.4,9.5,8.8,8.6,10.4,-23.0,14.6,,TM,,,2026-08-25,0,
9983.T,"Fast Retailing Co., Ltd.",72860.0,JPY,53.0,B,53.0,ROE 22.5% | Potencial +18% | Crecimiento ingresos +22% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,86058.82,18.1,17,1.6,2.26,0.8,,22.5,53.2,46.7,13.5,22.2,-17.8,64.2,,,,,2026-08-25,0,
012330.KS,"Hyundai Mobis Co.,Ltd",498500.0,KRW,52.0,B,52.0,P/E 9.4x | Potencial +39% analistas | Dividendo 1.3%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,690500.0,38.5,30,2.8,4.81,1.3,,7.4,9.4,,5.8,2.4,-39.4,76.1,,,,,2026-08-25,0,
ABEV3.SA,Ambev S.A.,15.25,BRL,49.0,C,49.0,ROE 18.4% | FCF yield 8.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.34,7.2,17,8.4,0.89,4.87,,18.4,13.7,14.8,18.4,0.3,-10.5,,,ABEV,,,2026-08-25,0,
9988.HK,Alibaba Group Holding Limited,113.1,HKD,48.0,C,48.0,Potencial +58% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,178.48,57.8,23,-4.4,7.23,6.4,,6.4,12.1,26.1,7.0,8.6,-39.3,27.6,,BABA,,,2026-08-25,0,
WEGE3.SA,WEG S.A.,49.07,BRL,48.0,C,48.0,ROE 30.8% | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.3,12.7,16,2.4,1.59,4.14,,30.8,26.6,33.2,15.6,-0.6,-10.0,,,WEGZY,,,2026-08-25,0,
6758.T,Sony Group Corporation,3851.0,JPY,46.0,C,46.0,Potencial +25% | FCF yield 14.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,4818.18,25.1,22,14.9,3.14,0.65,,13.2,21.0,20.7,-1.7,8.2,-19.4,26.6,,SONY,,,2026-08-25,0,
6098.T,"Recruit Holdings Co., Ltd.",16615.0,JPY,46.0,C,46.0,ROE 36.2% | Crecimiento ingresos +19% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,15531.25,-6.5,16,2.1,-0.82,0.15,,36.2,54.9,47.9,15.0,18.9,-2.1,175.1,,RCRUY,,,2026-08-25,0,
9432.T,"NTT, Inc.",168.8,JPY,46.0,C,46.0,P/E 11.6x | FCF yield 82.2% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,169.36,0.3,14,82.2,0.04,3.24,,10.7,11.6,13.4,7.1,10.9,-0.4,18.4,,,,,2026-08-25,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1328000.0,KRW,42.0,C,42.0,Potencial +74% analistas | FCF negativo | Crecimiento ingresos +24%,1,1,Technology,Korea,🇰🇷,21.2,2304814.8,73.6,27,-0.4,9.19,,,10.6,32.0,,8.1,24.2,-45.1,740.5,,,,,2026-08-25,0,
8766.T,"Tokio Marine Holdings, Inc.",7450.0,JPY,38.0,C,38.0,P/E 15.1x | Potencial +15% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Financial Services,Japan,🇯🇵,29.4,8601.0,15.4,12,,1.93,3.37,,,15.1,26.7,,0.1,-12.0,40.6,FCF no comparable (sector financiero),TKOMY,,,2026-08-25,0,
7733.T,Olympus Corporation,2181.5,JPY,37.0,C,37.0,Crecimiento ingresos +16% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,2080.77,-4.6,13,0.7,-0.58,1.39,,10.6,17.4,35.7,7.5,16.4,-1.3,67.5,,,,,2026-08-25,0,
6861.T,Keyence Corporation,81490.0,JPY,37.0,C,37.0,Potencial +19% | Crecimiento ingresos +33% | Margen 39% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,97366.66,19.5,15,,2.44,0.67,,,43.6,44.4,39.2,32.8,-7.3,58.2,,,,,2026-08-25,0,
1211.HK,BYD Company Limited,91.85,HKD,37.0,C,37.0,Potencial +37% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,125.48,36.6,27,-16.3,4.58,0.39,,11.1,14.6,26.3,3.5,-11.8,-24.0,28.6,Ingresos en declive YoY,BYDDF,,,2026-08-25,0,
