ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
KO,0.0,,,,0.3,The Coca-Cola Company,74.7,Consumer Defensive,Beverages - Non-Alcoholic,85.0,70.0,68.3,80.0,60.0,89.62,385594458112.0,80.0,76.9,False,up,19.7,False,0.0,7.4,True,2.0,0.9,2.4,False,92.49,-3.1,8.0,True,"{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}",94.7,104.0,75.0,23.0,buy,5.7,31.5,-64.9,56.28,-37.2,1.35,1.21,2.35,62.5,2.87,True,-0.24,12.0,16.9,53.0,2026-10-20,False,False,7.0,NEUTRAL,4.23,91.1,1.5,BULLISH,0.18,100.0,7.0,4.0,46.5,0.0,0.1,22.4,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,3874.0,3.0,22.5,80.0,False,up,76.9,5.0,False,0.0,True,2.0,2.0,9.0,29.0,72.4,Medio,41.6,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,False,3/3,58.895,0.0,0.0,0.0,3.0,3.0,5.0,0.0,7.24,0.0,0.0,0.0,-37.2,56.8,ALTA,0.71,-3.0,5.0,50.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),CONFIRM,8.0,45,0.0029,BAJA,37.47,🔵 DECENT,🟡 Good,,,,,,,,,,,True,3,0.843,False,-2.7,40.53,-1.03,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
NDSN,0.0,,,,2.8,Nordson Corporation,59.7,Industrials,Specialty Industrial Machinery,50.0,40.0,79.9,85.0,60.0,335.4,18681567232.0,100.0,96.6,True,up,-6.7,False,0.0,-0.1,True,1.0,3.0,4.6,False,339.12,-1.1,8.0,True,"{'roe_pct': 17.8, 'debt_to_equity': 0.56, 'current_ratio': 1.82, 'operating_margin_pct': 27.4}","{'eps_growth_yoy': -6.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.6}",349.71,375.0,282.0,7.0,buy,4.3,361.45,7.8,227.01,-32.3,3.29,11.02,0.98,33.2,1.08,True,-1.55,7.7,16.1,104.0,2026-12-09,False,False,7.0,NEUTRAL,3.45,65.0,1.13,,,,,,48.8,0.0,0.8,17.9,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEDIUM_FLOAT,49.6,0.0,18.8,100.0,True,up,96.6,10.0,False,0.0,True,1.0,2.0,4.0,29.0,89.7,Top 25%,56.4,3.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,58.72,5.0,0.0,3.0,0.0,3.0,5.0,10.37,9.59,2.0,0.0,3.0,4.3,16.5,,0.54,-3.0,5.0,88.0,0,,0,MIXED/INSUFFICIENT (0),REVISION_UP,16.0,45,0.0278,BAJA,35.97,🔵 DECENT,🟡 Good,AVOID,35.0,Near ATH (-1.1% from high) - poor entry point,-1.1,NEUTRAL,BUY,False,,,,True,3,1.173,False,-1.17,54.3,2.05,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MSFT,0.0,,,,27.9,Microsoft Corporation,80.8,Technology,Software - Infrastructure,100.0,70.0,65.1,95.0,60.0,502.55,3731707920384.0,60.0,55.4,False,up,28.9,True,1.0,15.9,True,1.0,0.9,1.9,False,553.72,-9.2,4.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 0.29, 'current_ratio': 1.23, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 28.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.3}",569.45,870.0,400.0,52.0,strong_buy,13.3,94.49,-81.2,539.1,7.3,0.44,2.23,0.73,19.8,0.79,True,-0.6,55.4,31.7,62.0,2026-10-28,False,False,6.0,NEUTRAL,4.52,44.9,0.67,BULLISH,0.18,100.0,12.0,11.0,27.6,0.0,8.4,24.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.1x ratio, 66% up volume)",MEGA_FLOAT,7414.5,23.0,32.6,60.0,False,up,55.4,2.0,True,1.0,True,1.0,5.0,5.0,29.0,86.2,Top 25%,56.2,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,57.715,5.0,0.0,0.0,0.0,3.0,5.0,-0.02,2.28,1.0,0.0,0.0,7.3,50.2,ALTA,1.66,2.0,2.0,66.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),CAUTION,-9.0,24,0.2785,BAJA,17.08,🔵 DECENT,🟡 Good,,,,,,,,,,,False,2,0.737,False,-9.12,43.2,14.76,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
JKHY,0.0,,,,36.7,"Jack Henry & Associates, Inc.",64.3,Technology,Information Technology Services,60.0,60.0,63.0,85.0,60.0,171.78,12205103104.0,60.0,50.0,False,up,-3.7,True,1.0,3.4,True,1.0,7.0,4.7,False,193.39,-11.2,5.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.06, 'operating_margin_pct': 21.7}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.8}",191.53,215.0,170.0,15.0,buy,11.5,84.98,-50.5,69.8,-59.4,3.36,5.78,1.42,34.1,1.22,True,-2.33,123.3,-10.2,68.0,2026-11-03,False,False,9.0,STRONG,4.82,162.7,,,,,,,23.3,0.0,11.0,19.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.7x ratio, 71% up volume)",HIGH_FLOAT,70.6,20.0,30.3,60.0,False,up,50.0,2.0,True,1.0,True,1.0,5.0,18.0,29.0,41.4,Bajo 50%,30.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,57.55500000000001,5.0,0.0,3.0,0.0,3.0,-3.0,2.61,3.13,4.0,0.0,1.5,-50.5,66.4,ALTA,1.44,2.0,10.0,17.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,7.0,45,0.3673,BAJA,19.93,🔵 DECENT,🟡 Good,,,,,,,,,,,False,1,1.185,False,-10.38,42.03,-6.16,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
TW,0.0,,,,49.0,Tradeweb Markets Inc.,56.6,Financial Services,Capital Markets,65.0,50.0,26.7,85.0,65.0,107.3,23179833344.0,15.0,20.2,False,up,-2.3,True,1.0,9.9,False,0.0,3.2,2.3,False,127.69,-16.0,3.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",123.71,178.0,98.0,14.0,buy,15.3,,,,,4.59,9.34,0.52,12.4,0.4,True,-1.48,633.6,13.8,62.0,2026-10-29,False,False,8.0,STRONG,5.48,57.1,1.18,,,,,,15.7,0.0,14.7,17.0,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,113.8,20.0,31.7,15.0,False,up,20.2,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,54.49000000000001,0.0,0.0,3.0,0.0,3.0,3.0,-0.12,-3.72,0.0,0.0,0.0,,,,1.91,2.0,10.0,36.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,7.0,41,0.4897,MEDIA,5.66,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.721,False,-15.49,17.88,-25.19,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
TT,0.0,,,,51.9,Trane Technologies plc,73.8,Industrials,Building Products & Equipment,90.0,80.0,44.0,80.0,60.0,458.335,100844322816.0,35.0,33.9,False,down,9.1,True,2.0,10.6,True,2.0,1.3,2.2,False,505.87,-9.4,6.0,False,"{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'eps_growth_yoy': 9.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}",526.99,575.0,422.0,21.0,buy,15.0,248.18,-45.9,136.7,-70.2,3.1,14.19,0.91,29.7,1.19,True,-1.35,18.0,5.0,62.0,2026-10-29,False,False,9.0,STRONG,3.71,102.0,3.69,,,,,,45.7,0.0,15.6,22.1,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,219.4,5.0,37.7,35.0,False,down,33.9,0.0,True,2.0,True,2.0,8.0,25.0,29.0,17.2,Bottom 25%,18.1,-3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,53.115,5.0,0.0,3.0,0.0,3.0,1.0,0.0,0.62,0.0,0.0,0.0,-45.9,73.0,ALTA,1.88,2.0,10.0,65.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,45,0.5186,MEDIA,23.88,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.648,False,-9.7,31.86,-13.57,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
BAC,0.0,,,,37.7,Bank of America Corporation,73.0,Financial Services,Banks - Diversified,95.0,60.0,68.7,65.0,60.0,61.58,430613463040.0,60.0,74.6,False,up,20.6,True,1.0,14.4,False,0.0,0.0,0.0,False,65.23,-5.6,8.0,True,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}",68.77,75.0,62.0,22.0,buy,11.7,76.49,24.2,129.9,110.9,2.93,1.8,2.06,25.9,2.35,True,-5.84,,34.1,47.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.34,,,,,,47.2,0.0,11.3,21.9,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,6965.3,3.0,33.2,60.0,False,up,74.6,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,74.6,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,53.08500000000001,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.77,0.0,0.0,0.0,24.2,-55.8,,1.46,2.0,0.0,,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,45,0.3766,BAJA,31.3,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-5.5% from high) - wait for pullback,-5.5,NEUTRAL,BUY,False,,,,True,3,0.934,False,-5.38,34.52,12.37,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
IDXX,0.0,,,,50.6,"IDEXX Laboratories, Inc.",74.0,Healthcare,Diagnostics & Research,100.0,80.0,24.0,85.0,65.0,550.61,43377672192.0,15.0,2.2,False,down,23.2,True,2.0,10.1,True,2.0,2.8,3.1,False,769.98,-28.5,0.0,False,"{'roe_pct': 74.2, 'debt_to_equity': 0.68, 'current_ratio': 1.17, 'operating_margin_pct': 35.0}","{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 25.0}",698.92,805.0,470.0,13.0,buy,26.9,308.05,-44.1,250.27,-54.5,2.1,11.54,,,,True,-2.71,38.7,12.3,66.0,2026-11-02,False,False,8.0,STRONG,3.06,120.0,1.87,,,,,,23.4,0.0,15.2,22.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,78.5,20.0,37.4,15.0,False,down,2.2,0.0,True,2.0,True,2.0,8.0,8.0,29.0,75.9,Top 25%,42.7,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,52.43000000000001,8.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.34,0.0,1.0,0.0,-44.1,76.2,ALTA,3.36,0.0,10.0,70.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.5058,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,0.809,False,-28.8,5.73,-29.36,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
OTIS,0.0,,,,40.6,Otis Worldwide Corporation,60.0,Industrials,Specialty Industrial Machinery,90.0,60.0,24.0,45.0,65.0,71.6,27255924736.0,15.0,4.0,False,down,14.4,True,1.0,4.6,True,1.0,4.5,3.9,False,94.565,-24.3,1.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",88.83,105.0,75.0,12.0,buy,24.1,83.98,17.3,51.22,-28.5,5.27,3.77,2.43,43.7,1.5,True,-3.87,,9.1,61.0,2026-10-28,False,False,6.0,NEUTRAL,6.19,171.1,1.21,,,,,,8.2,0.0,12.2,18.0,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,379.9,25.0,30.2,15.0,False,down,4.0,0.0,True,1.0,True,1.0,5.0,4.0,29.0,89.7,Top 25%,56.4,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,51.23,5.0,0.0,6.0,3.0,3.0,3.0,0.0,-3.88,0.0,2.0,0.0,17.3,29.7,MEDIA,3.01,0.0,2.0,7.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,29,0.4064,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,0,0.86,False,-23.14,4.45,-34.32,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
SAP,0.0,,,,14.2,SAP SE,67.1,Technology,Software - Application,75.0,60.0,50.3,90.0,60.0,221.2959,255420678144.0,35.0,39.5,False,up,8.8,False,0.0,8.8,True,1.0,0.7,2.3,False,281.37,-21.4,4.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}",245.33,319.0,177.0,12.0,buy,10.9,389.11,75.8,228.6,3.3,4.15,9.18,1.38,37.5,1.48,True,-1.14,20.7,30.6,55.0,2026-10-21,False,False,8.0,STRONG,0.31,146.7,0.75,,,,,,5.399999999999999,0.0,4.3,20.1,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,14500.7,23.0,24.4,35.0,False,up,39.5,2.0,False,0.0,True,1.0,2.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,50.75,5.0,0.0,3.0,0.0,3.0,5.0,0.99,0.07,1.0,0.0,0.0,10.9,-28.6,,1.36,2.0,10.0,81.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,23,0.1424,BAJA,6.709999999999999,🔵 DECENT,🟡 Average,,,,,,,,SENTIMIENTO,"La caída se explica sobre todo por el temor sectorial a que la IA disrumpa el software empresarial (venta masiva en SAP y comparables desde mediados de 2025) y por una desaceleración del crecimiento del backlog de cloud algo mayor de la esperada, comunicada en los resultados y el guidance 2026. Aun ",https://tickeron.com/blogs/sap-se-sap-analyzing-the-recent-16-drop-and-what-lies-ahead-12024/ | https://www.investing.com/news/transcripts/earnings-call-transcript-saps-q4-2025-results-miss-forecasts-shares-drop-93CH-4480859 | https://www.quiverquant.com/news/SAP+slides+5.6%25+as+investors+brace+for+Q1+earnings+amid+fresh+caution+on+cloud+deal+cycles+and+macro+risk | https://capital.com/en-eu/anal,False,1,0.892,False,-20.05,52.52,-1.22,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CNI,0.0,,,,34.6,Canadian National Railway Company,70.1,Industrials,Railroads,85.0,70.0,60.3,60.0,60.0,127.08,76870688768.0,60.0,69.5,False,up,9.7,True,1.0,14.1,True,1.0,,3.0,False,131.55,-3.4,7.0,True,"{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}",140.0,153.41,114.8,13.0,buy,10.2,71.72,-43.6,57.32,-54.9,2.84,3.61,2.04,46.3,2.04,True,-3.91,7.8,7.1,63.0,2026-10-30,False,False,7.0,NEUTRAL,7.21,14.5,1.92,,,,,,52.4,0.0,10.4,21.0,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 61% up volume)",MEGA_FLOAT,603.2,3.0,31.4,60.0,False,up,69.5,2.0,True,1.0,True,1.0,5.0,1.0,29.0,100.0,Top 10%,70.5,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,50.06999999999999,5.0,0.0,0.0,3.0,3.0,3.0,-0.63,2.31,2.0,0.0,0.0,-43.6,59.4,ALTA,1.27,2.0,5.0,61.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,42,0.3461,BAJA,32.51,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-3.5% from high) - poor entry point,-3.5,NEUTRAL,BUY,False,,,,True,3,0.916,False,-3.4,41.7,1.77,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
AON,0.0,,,,24.6,Aon plc,64.2,Financial Services,Insurance Brokers,85.0,50.0,38.7,80.0,65.0,350.21,74288447488.0,15.0,22.0,False,up,20.3,False,0.0,6.2,False,0.0,1.6,2.6,False,382.34,-8.4,4.0,False,"{'roe_pct': 44.7, 'debt_to_equity': 1.63, 'current_ratio': 1.03, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 20.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.3}",404.05,445.0,339.0,19.0,buy,15.4,221.34,-36.8,181.2,-48.3,4.3,15.04,0.93,16.8,0.76,True,-2.15,7.7,-2.1,63.0,2026-10-30,False,False,8.0,STRONG,6.19,141.9,,,,,,,5.0,0.0,7.4,19.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,209.5,30.0,26.6,15.0,False,up,22.0,2.0,False,0.0,False,0.0,0.0,20.0,29.0,34.5,Bajo 50%,29.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,49.81,0.0,0.0,3.0,0.0,3.0,0.0,0.39,2.78,0.0,0.0,0.0,-36.8,58.0,ALTA,1.92,2.0,10.0,9.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,45,0.246,BAJA,15.42,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.814,True,-7.85,15.98,-7.53,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SPGI,89.02272727272728,Excellent,Stage 2 Strong,30.899042471216703,19.3,S&P Global Inc.,59.0,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,38.7,65.0,65.0,440.11,129744420864.0,15.0,21.2,False,up,3.5,False,0.0,6.6,False,0.0,2.6,3.8,False,522.46924,-15.8,3.0,False,"{'roe_pct': 14.3, 'debt_to_equity': 0.43, 'current_ratio': 0.95, 'operating_margin_pct': 44.8}","{'eps_growth_yoy': 3.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 30.5}",519.3,553.0,485.0,20.0,strong_buy,18.0,495.13,12.5,290.46,-34.0,4.2,18.48,0.89,23.5,0.82,True,-4.01,22.7,17.7,62.0,2026-10-29,False,False,7.0,NEUTRAL,4.48,942.7,1.23,BULLISH,0.0,60.0,1.0,0.0,44.1,35.6,5.8,17.7,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,294.1,25.0,59.1,15.0,False,up,21.2,2.0,False,0.0,False,0.0,0.0,6.0,29.0,82.8,Top 25%,44.5,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,49.565,0.0,0.0,3.0,0.0,3.0,5.0,0.45,0.11,0.0,0.0,0.0,12.5,28.8,MEDIA,2.25,2.0,5.0,14.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,45,0.1934,BAJA,50.41136363636364,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.822,False,-15.48,22.59,-7.22,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ROP,0.0,,,,9.8,"Roper Technologies, Inc.",68.8,Technology,Software - Application,100.0,50.0,56.6,60.0,60.0,420.61,41598693376.0,35.0,31.2,False,up,193.2,True,2.0,4.5,False,0.0,6.0,6.0,False,532.18,-21.0,4.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 193.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",445.2,550.0,335.0,15.0,buy,5.8,971.52,131.0,720.3,71.3,5.45,22.91,0.88,14.5,0.6,True,-6.55,8.6,163.1,55.0,2026-10-22,False,False,6.0,NEUTRAL,4.36,1441.1,0.07,,,,,,10.6,0.0,2.9,20.6,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.3x ratio, 68% up volume)",HIGH_FLOAT,98.4,20.0,23.6,35.0,False,up,31.2,2.0,True,2.0,False,0.0,5.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.51,5.0,0.0,6.0,0.0,3.0,5.0,0.0,1.38,1.0,0.0,0.0,71.3,-95.4,,0.72,-3.0,2.0,13.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,45,0.098,BAJA,6.879999999999999,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.914,False,-20.29,37.78,8.01,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
