ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
AMS.MC,"Amadeus IT Group, S.A.",55.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,54.5,70.0,65.0,,,,,-7.6,False,0,1.5,False,0,"{'eps_growth_yoy': -7.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 4.0, 'rs_6m': -5.7}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.0}",54.76,22998470656,Technology,Information Technology Services,,,False,69.3,-21.0,4,False,68.45,82.0,51.0,22,buy,25.0,102.03,86.3,30.3,-44.7,12.66,6.93,2.84,50.8,1.54,1.73,True,-6.28,20.4,-2.6,56.0,2026-11-06,False,False,7,NEUTRAL,6.98,473.7,,25.7,,,,2026-09-11T10:01:31.945762,IBEX35,53.2,8.0,5.0,3.0,0.0,3.12,0.0,CONFIRMED_UPTREND,25.0,4.2,,54.77,52.63,71.39,3.92,30.34,BUY NOW - At target entry price,0,,False,2,1.047,False,-18.59,21.07,-0.47,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ATCO-B.ST,Atlas Copco AB (publ),70.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,False,0.3199,"acciones × precio no cuadra con la capitalización (ratio 0.3199): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",80.0,60.0,60.5,90.0,55.0,,,,,7.0,True,1,5.3,True,1,"{'eps_growth_yoy': 7.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 5.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 2.8, 'rs_6m': 1.4}","{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 28.4}",175.2,854734340096,Industrials,Specialty Industrial Machinery,,,False,185.2,-5.4,6,False,225.0,225.0,225.0,1,none,28.4,,,,,3.04,16.64,1.7,54.9,3.0,1.63,False,,126.5,4.0,41.0,2026-10-22,False,False,6,NEUTRAL,3.96,53.6,2.98,21.9,,,,2026-09-11T10:01:45.122858,OMXSTO,52.0,3.0,5.0,0.0,1.0,3.55,0.0,CONFIRMED_UPTREND,,,,174.98,168.12,214.6,3.92,22.64,BUY NOW - At target entry price,0,,False,2,0.95,False,-5.21,33.14,6.72,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
LIFCO-B.ST,Lifco AB (publ),70.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,False,0.9331,"acciones × precio no cuadra con la capitalización (ratio 0.9331): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,70.0,50.0,60.0,65.0,,,,,22.8,True,1,11.0,True,1,"{'eps_growth_yoy': 22.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 11.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -5.3, 'rs_6m': -11.9}","{'roe_pct': 20.2, 'debt_to_equity': 0.58, 'current_ratio': 0.94, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.5}",302.6,137445851136,Industrials,Conglomerates,,,False,388.2,-22.1,2,False,352.43,385.0,330.0,7,buy,16.5,,,,,3.03,9.83,0.88,31.8,2.7,0.72,False,,,12.5,42.0,2026-10-23,False,False,7,NEUTRAL,3.44,163.9,2.13,13.1,,,,2026-09-11T10:02:19.418375,OMXSTO,51.0,3.0,0.0,0.0,3.0,2.06,0.0,CONFIRMED_UPTREND,,,,303.6,296.16,400.03,2.45,31.76,BUY NOW - At target entry price,0,,False,1,0.837,False,-20.99,14.36,-6.32,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DB1.DE,Deutsche Börse AG,63.9,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,75.0,50.0,54.5,80.0,60.0,,,,,8.4,False,0,7.8,False,0,"{'eps_growth_yoy': 8.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 7.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 9.5, 'rs_6m': -0.1}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.1}",278.0,50119970816,Financial Services,Financial Data & Stock Exchanges,,,False,291.8,-4.7,7,True,292.15,323.0,252.0,13,buy,5.1,276.91,-0.4,158.92,-42.8,4.35,12.1,1.53,36.2,4.2,1.87,,,,13.7,39.0,2026-10-20,False,False,5,NEUTRAL,5.52,66.8,1.49,19.1,,,,2026-09-11T10:01:01.217712,DAX40,48.6,3.0,5.0,0.0,3.0,0.64,0.0,CONFIRMED_UPTREND,-0.4,26.7,MEDIA,281.08,265.19,339.9,5.65,20.93,BUY NOW - At target entry price,0,,True,3,1.031,False,-4.56,41.61,5.12,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
HEXA-B.ST,Hexagon AB (publ),70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,EUR,True,True,True,0.9589,"FCF declarado (7,680,911,929) se aparta del derivado de flujo operativo menos capex (15,565,015,476)",95.0,60.0,40.5,95.0,50.0,,,,,84.9,False,0,9.2,True,1,"{'eps_growth_yoy': 84.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.0}","{'revenue_growth_yoy': 9.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 13.2, 'rs_6m': -22.2}","{'roe_pct': 27.3, 'debt_to_equity': 0.47, 'current_ratio': 1.53, 'operating_margin_pct': 24.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 9.0}",92.96,249539756032,Technology,Scientific & Technical Instruments,,,False,122.1,-23.9,2,False,101.28,131.94,81.2,16,hold,9.0,45.82,-50.7,87.8,-5.6,3.08,2.98,1.62,17.8,1.52,1.24,True,-0.01,20.6,,42.0,2026-10-23,False,False,6,NEUTRAL,0.37,117.8,0.01,22.0,,,,2026-09-11T10:02:14.115002,OMXSTO,48.3,3.0,5.0,3.0,0.0,1.12,0.0,CONFIRMED_UPTREND,-5.6,37.2,MEDIA,92.94,90.87,124.28,2.23,33.73,BUY NOW - At target entry price,0,,False,1,0.859,False,-23.74,29.91,-17.09,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
PGHN.SW,Partners Group Holding AG,54.0,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,30.0,80.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 48.0},{},"{'rs_3m': -12.4, 'rs_6m': -30.4}","{'roe_pct': 75.4, 'debt_to_equity': 1.93, 'current_ratio': 1.06, 'operating_margin_pct': 59.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 23.0}",646.6,16671375360,Financial Services,Asset Management,,,False,1107.0,-41.6,0,False,795.0,960.0,680.0,14,hold,23.0,960.59,48.6,458.3,-29.1,10.1,65.28,6.92,100.4,46.0,3.64,,,,-4.8,,,False,False,7,NEUTRAL,8.08,75.9,,31.6,,,,2026-09-11T10:01:17.063454,SMI20,47.6,8.0,-2.0,0.0,0.0,2.88,0.0,CONFIRMED_UPTREND,23.0,13.2,,647.4,630.53,954.21,2.61,47.39,BUY NOW - At target entry price,0,,False,0,1.244,False,-38.23,2.59,-25.07,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
INDT.ST,Indutrade AB (publ),75.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,1.0,,95.0,70.0,65.0,70.0,55.0,,,,,25.7,True,1,11.8,True,1,"{'eps_growth_yoy': 25.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.1}","{'revenue_growth_yoy': 11.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 22.3, 'rs_6m': -2.3}","{'roe_pct': 15.7, 'debt_to_equity': 0.61, 'current_ratio': 1.49, 'operating_margin_pct': 12.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 16.5}",241.0,87801847808,Industrials,Industrial Distribution,,,False,266.6,-9.6,6,False,280.75,320.0,261.0,8,none,16.5,261.95,8.7,167.81,-30.4,3.34,8.05,1.26,42.1,3.1,1.1,False,,,11.4,42.0,2026-10-23,False,False,8,STRONG,3.85,33.7,1.18,13.5,,,,2026-09-11T10:02:16.786397,OMXSTO,46.0,3.0,0.0,0.0,3.0,2.06,0.0,CONFIRMED_UPTREND,8.7,27.4,MEDIA,240.52,231.08,299.12,3.92,24.36,BUY NOW - At target entry price,0,,False,2,0.769,False,-8.01,33.81,3.18,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SU.PA,Schneider Electric S.E.,58.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,60.5,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': 1.1, 'rs_6m': 3.2}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.4}",288.15,162330853376,Industrials,Specialty Industrial Machinery,,,False,312.3,-7.7,7,True,329.51,370.0,262.0,24,strong_buy,14.4,394.54,36.9,248.76,-13.7,3.31,9.54,1.45,49.5,4.2,1.76,,,,29.3,167.0,2027-02-25,False,False,6,NEUTRAL,3.77,74.6,0.81,29.0,,,,2026-09-11T10:01:42.705919,CAC40,45.4,3.0,0.0,0.0,5.0,1.8,0.0,CONFIRMED_UPTREND,14.4,2.8,,288.92,277.58,356.18,3.92,23.28,BUY NOW - At target entry price,0,,True,3,0.949,False,-7.68,32.85,8.35,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
OR.PA,L'Oréal S.A.,55.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': -4.9, 'rs_6m': -4.6}","{'roe_pct': 19.4, 'debt_to_equity': 0.49, 'current_ratio': 0.97, 'operating_margin_pct': 21.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.4}",378.9,201726050304,Consumer Defensive,Household & Personal Products,,,False,405.8,-6.6,5,False,418.42,460.0,340.0,24,buy,10.4,195.79,-48.3,117.9,-68.9,3.17,12.02,1.89,61.1,7.2,1.56,,,,3.8,151.0,2027-02-09,False,False,6,NEUTRAL,4.17,69.9,4.71,21.5,,,,2026-09-11T10:00:56.352738,CAC40,45.2,3.0,5.0,0.0,1.0,1.3,0.0,CONFIRMED_UPTREND,-48.3,69.0,ALTA,374.85,360.15,464.78,3.92,23.99,BUY NOW - At target entry price,0,,False,2,1.004,False,-5.31,14.26,0.65,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
CPG.L,Compass Group PLC,52.2,⭐ AVERAGE,🟡 Average,USD,USD,False,True,True,1.0,"FCF declarado (1,974,125,056) se aparta del derivado de flujo operativo menos capex (2,725,999,872)",50.0,50.0,50.0,55.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.2},{},"{'rs_3m': -11.4, 'rs_6m': -13.5}","{'roe_pct': 26.9, 'debt_to_equity': 1.13, 'current_ratio': 0.7, 'operating_margin_pct': 6.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.9}",30.48,51825545216,Consumer Cyclical,Restaurants,,,False,35.676414,-14.6,2,False,38.67,43.0,32.45,18,buy,26.9,29.45,-3.4,19.4,-36.4,3.81,1.16,2.25,55.9,0.69,2.93,,,,16.3,74.0,2026-11-24,False,False,6,NEUTRAL,4.83,100.5,1.14,19.3,,,,2026-09-11T10:01:34.192028,FTSE100,41.9,3.0,5.0,0.0,5.0,3.36,0.0,CONFIRMED_UPTREND,-3.4,46.8,ALTA,30.26,29.08,38.71,3.92,27.91,BUY NOW - At target entry price,0,,False,1,0.876,False,-12.47,18.89,-7.82,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
GEBN.SW,Geberit AG,57.6,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (482,224,992) se aparta del derivado de flujo operativo menos capex (686,900,000)",55.0,50.0,54.5,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.4},{},"{'rs_3m': 2.5, 'rs_6m': -14.3}","{'roe_pct': 54.1, 'debt_to_equity': 1.34, 'current_ratio': 1.64, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 5.8}",549.0,17764761600,Industrials,Building Products & Equipment,,,False,659.8,-16.8,2,False,581.0,712.0,465.0,17,hold,5.8,323.8,-41.0,232.0,-57.7,2.71,14.9,2.34,68.4,12.9,2.35,,,,5.0,53.0,2026-11-03,False,False,7,NEUTRAL,4.0,49.8,2.11,31.5,,,,2026-09-11T10:02:00.659723,SMI20,41.0,0.0,5.0,0.0,1.0,0.72,0.0,CONFIRMED_UPTREND,-41.0,55.2,ALTA,537.63,515.09,700.34,4.19,30.26,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,2,0.888,False,-14.83,11.87,-9.36,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DPLM.L,Diploma PLC,62.2,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,70.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.5},{},"{'rs_3m': -2.8, 'rs_6m': 25.4}","{'roe_pct': 19.0, 'debt_to_equity': 0.47, 'current_ratio': 2.06, 'operating_margin_pct': 19.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.0}",7052.5,9457038336,Industrials,Industrial Distribution,,,False,7765.0,-9.2,6,False,8254.38,9000.0,7000.0,16,buy,17.0,,,,,2.58,1.82,0.89,44.2,63.0,1.46,,,,4.5,67.0,2026-11-17,False,False,8,STRONG,2.78,60.5,5.93,17.5,,,,2026-09-11T10:01:14.894546,FTSE100,39.9,0.0,0.0,0.0,1.0,2.12,0.0,CONFIRMED_UPTREND,,,,7124.7,6845.3,8774.6,3.92,23.16,BUY NOW - At target entry price,0,,False,2,0.947,False,-9.14,41.96,30.53,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
KNEBV.HE,KONE Oyj,64.2,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,False,0.853,"acciones × precio no cuadra con la capitalización (ratio 0.8530): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",85.0,60.0,30.0,75.0,65.0,,,,,11.9,True,1,9.9,True,1,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.3}","{'revenue_growth_yoy': 9.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.9, 'rs_6m': -25.8}","{'roe_pct': 41.4, 'debt_to_equity': 0.29, 'current_ratio': 0.99, 'operating_margin_pct': 11.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.3}",49.84,25831258112,Industrials,Specialty Industrial Machinery,,,False,64.42,-22.6,1,False,59.98,83.0,45.0,22,buy,20.3,,,,,4.07,2.38,3.62,98.9,1.8,3.56,False,,26.1,-9.2,47.0,2026-10-28,False,False,8,STRONG,5.38,101.2,,17.0,,,,2026-09-11T10:01:27.858615,OMXHEL,39.7,3.0,-2.0,0.0,0.0,2.54,0.0,CONFIRMED_UPTREND,,,,49.81,48.41,65.35,2.81,31.2,BUY NOW - At target entry price,0,,False,0,0.921,False,-20.21,7.88,-20.73,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
STMN.SW,Straumann Holding AG,61.0,⭐⭐ GOOD,🟡 Good,CHF,CHF,False,True,True,1.0,"FCF declarado (399,016,384) se aparta del derivado de flujo operativo menos capex (299,766,008)",55.0,50.0,56.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.0},{},"{'rs_3m': -1.3, 'rs_6m': 1.2}","{'roe_pct': 17.0, 'debt_to_equity': 0.21, 'current_ratio': 2.26, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.6}",94.84,15122313216,Healthcare,Medical Instruments & Supplies,,,False,109.8,-13.6,3,False,111.56,136.0,86.0,18,buy,17.6,41.46,-56.3,23.2,-75.5,2.64,2.5,1.07,43.3,1.0,0.71,,,,4.1,47.0,2026-10-28,False,False,6,NEUTRAL,3.15,28.8,4.29,24.4,,,,2026-09-11T10:01:21.295931,SMI20,39.4,0.0,0.0,0.0,1.0,2.2,0.0,CONFIRMED_UPTREND,-56.3,83.5,ALTA,92.88,88.79,120.34,4.41,29.56,BUY ON PULLBACK - Wait for 2-5% dip,0,,False,1,0.905,False,-13.75,31.13,6.1,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HLMA.L,Halma plc,55.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600",55.0,50.0,30.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': -12.9, 'rs_6m': -21.0}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.7}",3622.0,13679507456,Industrials,Conglomerates,,,False,4902.0,-26.1,2,False,4372.19,5010.0,3050.0,16,buy,20.7,,,,,1.91,0.69,0.67,24.2,25.0,0.79,,,,11.2,69.0,2026-11-19,False,False,7,NEUTRAL,3.67,57.9,1.58,27.2,,,,2026-09-11T10:01:25.700293,FTSE100,39.0,0.0,0.0,0.0,3.0,2.59,0.0,CONFIRMED_UPTREND,,,,3555.44,3349.64,4914.07,5.79,38.21,BUY NOW - At target entry price,0,,False,1,0.91,False,-26.07,11.47,-15.86,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
HEIA.AS,Heineken N.V.,52.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,50.0,50.0,50.0,55.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 7.7},{},"{'rs_3m': -1.8, 'rs_6m': -14.0}","{'roe_pct': 12.1, 'debt_to_equity': 0.95, 'current_ratio': 0.75, 'operating_margin_pct': 10.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.2}",70.6,39148601344,Consumer Defensive,Beverages - Brewers,,,False,80.44,-12.2,4,False,89.09,126.0,70.0,23,buy,26.2,229.71,225.4,123.0,74.2,7.67,5.42,2.69,46.3,1.92,2.04,,,,54.1,152.0,2027-02-10,False,False,7,NEUTRAL,6.13,25.0,0.23,14.7,,,,2026-09-11T10:02:34.954623,AEX25,36.9,6.0,5.0,0.0,5.0,3.28,0.0,CONFIRMED_UPTREND,,,,71.93,69.11,88.83,3.92,23.49,BUY NOW - At target entry price,0,,False,2,0.788,False,-11.1,11.91,-8.63,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
COLO-B.CO,Coloplast A/S,72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,DKK,DKK,False,True,False,0.9201,"acciones × precio no cuadra con la capitalización (ratio 0.9201): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (4,668,000,256) se aparta del derivado de flujo operativo menos capex (6,327,9",98.0,60.0,54.5,80.0,50.0,,,,,60.3,True,1,6.1,True,1,"{'eps_growth_yoy': 60.3, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7}","{'revenue_growth_yoy': 6.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 9.5, 'rs_6m': -18.0}","{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 9.6}",427.3,96299802624,Healthcare,Medical Instruments & Supplies,,,False,631.4,-32.3,0,False,468.29,625.0,377.0,21,hold,9.6,,,,,4.85,22.51,5.32,187.6,23.0,2.93,False,,4.6,32.7,53.0,2026-11-03,False,False,7,NEUTRAL,5.97,105.6,0.2,34.3,,,,2026-09-11T10:01:05.987881,OMXCPH,36.9,3.0,-2.0,0.0,5.0,1.2,0.0,CONFIRMED_UPTREND,,,,426.6,410.23,590.11,3.84,38.33,BUY NOW - At target entry price,0,,False,1,1.123,False,-29.37,15.44,-13.01,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
AI.PA,L'Air Liquide S.A.,54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (243,312,496) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",55.0,50.0,50.0,60.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': -2.7, 'rs_6m': -4.9}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 17.8}",167.86,107122204672,Basic Materials,Specialty Chemicals,,,False,182.26,-7.9,5,False,197.72,216.0,162.0,20,strong_buy,17.8,5.61,-96.7,55.5,-66.9,0.23,0.38,2.0,60.5,3.36,1.83,,,,0.7,160.0,2027-02-18,False,False,7,NEUTRAL,4.07,18.8,33.4,17.7,,,,2026-09-11T10:00:54.168768,CAC40,36.8,0.0,5.0,0.0,1.0,2.22,0.0,CONFIRMED_UPTREND,-66.9,99.6,ALTA,168.67,162.05,207.83,3.92,23.22,BUY NOW - At target entry price,0,MIXED/INSUFFICIENT (0),False,2,1.263,False,-7.86,21.85,0.26,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
IMCD.AS,IMCD N.V.,56.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",50.0,50.0,68.5,65.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 4.6},{},"{'rs_3m': 9.8, 'rs_6m': 19.9}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 20.9}",97.1,5732087808,Basic Materials,Specialty Chemicals,,,False,105.05,-7.6,7,True,117.36,150.0,75.0,14,none,20.9,89.14,-8.2,38.9,-59.9,4.66,4.52,1.85,46.5,1.81,1.6,,,,5.0,55.0,2026-11-05,False,False,5,NEUTRAL,4.89,39.3,1.5,24.7,,,,2026-09-11T10:01:12.849838,AEX25,36.6,3.0,5.0,0.0,1.0,2.61,0.0,CONFIRMED_UPTREND,-8.2,55.0,ALTA,95.86,92.1,119.27,3.92,24.42,BUY NOW - At target entry price,0,,True,3,0.975,False,-5.74,45.32,25.18,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
