ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
8766.T,"Tokio Marine Holdings, Inc.",6016.0,JPY,68.0,A,68.0,ROE 20.7% | P/E 12.2x | Potencial +16% | Crecimiento ingresos +22% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,6982.0,16.1,10,,2.01,3.47,,20.7,12.2,10.9,12.6,21.8,-10.3,FCF no comparable (sector financiero) | Regulatory risk in Japanese insurance market | Cyclical risk due to economic fluctuations,TKOMY,CLEAN,"Metrics appear reasonable for an insurance company, with no obvious anomalies",2026-03-11
6098.T,"Recruit Holdings Co., Ltd.",6528.0,JPY,67.0,A,67.0,ROE 27.3% | Potencial +51% analistas | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,9867.5,51.2,16,4.6,6.39,0.38,,27.3,21.6,22.0,12.8,5.2,-31.7,regulatory risk in Japanese labor market | cyclical risk in recruitment industry,RCRUY,SUSPECT,High ROE and analyst upside may indicate overvaluation or unrealistic expectations,2026-03-11
LREN3.SA,Lojas Renner S.A.,15.22,BRL,67.0,A,67.0,P/E 8.9x | Potencial +25% | FCF yield 10.5% | Dividendo 6.0% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,19.03,25.1,15,10.5,3.13,5.99,,13.7,8.9,10.6,9.2,4.8,-23.4,cyclical risk | geopolitical risk due to Brazil market,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential issues with future earnings estimates",2026-03-11
0941.HK,China Mobile Limited,79.05,HKD,66.0,A,66.0,P/E 10.3x | Potencial +27% | FCF yield 8.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Communication Services,HongKong,🇭🇰,10.7,100.29,26.9,14,8.6,3.36,6.65,,10.5,10.3,10.6,13.7,2.5,-12.7,regulatory risk | cyclical risk,,SUSPECT,Low revenue growth and relatively high dividend yield may indicate potential sustainability issues,2026-03-11
0388.HK,Hong Kong Exchanges and Clearing Limited,410.6,HKD,66.0,A,66.0,ROE 31.5% | Potencial +26% | Margen 62% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,519.24,26.5,17,,3.31,3.13,,31.5,27.1,29.3,61.5,14.2,-11.9,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Real estate exposure,,SUSPECT,High ROE and profit margin for a financial services company may indicate potential accounting or operational anomalies,2026-03-11
0939.HK,China Construction Bank Corporation,7.75,HKD,65.0,A,65.0,P/E 5.3x (vs 11x mercado) | Potencial +24% | Margen 56% | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,9.59,23.7,18,,2.97,5.39,,9.6,5.3,5.3,55.9,3.0,-9.5,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | governance risk | real estate exposure,,SUSPECT,Anomalous profit margin of 55.9% for a bank,2026-03-11
1810.HK,Xiaomi Corporation,33.28,HKD,65.0,A,65.0,ROE 19.9% | Potencial +48% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,49.25,48.0,30,3.8,6.0,,,19.9,18.3,20.4,9.8,22.3,-45.8,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-11
3988.HK,Bank of China Limited,4.5,HKD,65.0,A,65.0,P/E 5.5x (vs 11x mercado) | Potencial +23% | Margen 44% | Dividendo 5.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.51,22.5,18,,2.81,5.6,,8.3,5.5,5.3,43.5,2.8,-6.2,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | State-owned enterprise risk | Exposure to Chinese real estate sector | Geopolitical risks,,RISKY,Low P/E ratio and high dividend yield may indicate undervaluation or underlying risks,2026-03-11
005930.KS,"Samsung Electronics Co., Ltd.",190000.0,KRW,64.0,B,64.0,P/E 6.9x (vs 11x mercado) | Potencial +21% | Crecimiento ingresos +24% | Dividendo 1.2%,0,0,Technology,Korea,🇰🇷,21.2,228968.08,20.5,37,1.9,2.56,1.2,,10.8,6.9,,13.3,23.8,-14.8,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-11
7733.T,Olympus Corporation,1349.0,JPY,64.0,B,64.0,P/E 10.7x (vs 16x mercado) | Potencial +40% analistas | Dividendo 2.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1888.46,40.0,13,0.8,5.0,2.11,,11.2,10.7,15.6,8.6,3.9,-37.8,cyclical | governance,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and maintain profitability,2026-03-11
055550.KS,"Shinhan Financial Group Co., Ltd.",91100.0,KRW,63.0,B,63.0,P/E 7.3x (vs 11x mercado) | Potencial +22% | Crecimiento ingresos +22% | Margen 32% | Dividendo 4.0%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,21.6,21,,2.7,3.95,,8.5,7.3,,31.6,21.6,-15.0,FCF no comparable (sector financiero) | Regulatory risk | Geopolitical risk | Cyclical risk,,SUSPECT,Anomalous forward P/E of 7.3x is unusually low for a financial services company,2026-03-11
RDOR3.SA,Rede D'Or São Luiz S.A.,38.76,BRL,62.0,B,62.0,ROE 20.0% | Potencial +32% analistas | FCF yield 5.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,51.02,31.6,13,5.0,3.95,8.62,,20.0,13.4,18.3,8.4,11.9,-19.9,Deuda elevada (D/E >2x) | Deuda elevada | Potential Overvaluation,RDORY,RISKY,High debt-to-equity ratio and potential overvaluation indicated by divergent forward and trailing P/E ratios,2026-03-11
SUZB3.SA,Suzano S.A.,55.6,BRL,62.0,B,62.0,ROE 35.2% | P/E 6.7x (vs 10x mercado) | Potencial +28% | FCF negativo | Margen 27% | Dividendo 2.0% | Mercado Brazil CAPE 9 (34% descuento histórico),4,1,Basic Materials,Brazil,🇧🇷,9.0,71.09,27.9,17,-0.8,3.48,2.01,,35.2,6.7,5.1,26.8,-7.5,-6.8,Ingresos en declive YoY | Deuda elevada (D/E >2x) | High Debt | Negative Cash Flow | Cyclical Industry Risks,,RISKY,Negative FCF yield and high debt-to-equity ratio raise concerns,2026-03-11
1398.HK,Industrial and Commercial Bank of China Limited,6.21,HKD,61.0,B,61.0,P/E 5.4x (vs 11x mercado) | Potencial +20% | Margen 54% | Dividendo 5.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.45,20.0,17,,2.5,5.35,,9.1,5.4,5.5,54.3,5.8,-6.8,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | exposure to Chinese real estate sector | government corporate governance risks,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-11
0005.HK,HSBC Holdings plc,133.6,HKD,60.0,B,60.0,P/E 9.7x | Potencial +14% | Crecimiento ingresos +58% | Margen 35% | Dividendo 4.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,152.71,14.3,9,,1.79,4.31,,11.6,9.7,14.2,35.2,58.4,-9.7,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | real estate exposure | governance risk,HSBC,SUSPECT,Anomalous profit margin and revenue growth for a financial services company,2026-03-11
000270.KS,Kia Corporation,162000.0,KRW,59.0,B,59.0,P/E 6.8x (vs 11x mercado) | Potencial +26% | Dividendo 4.2%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,204903.22,26.5,31,4.8,3.31,4.22,,14.1,6.8,,6.9,8.2,-23.8,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-11
0883.HK,CNOOC Limited,28.06,HKD,59.0,B,59.0,ROE 16.4% | P/E 9.0x | Margen 30% | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.28,-6.3,14,4.1,-0.79,5.4,,16.4,9.0,9.5,30.3,5.7,-2.8,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-11
1299.HK,AIA Group Limited,86.35,HKD,58.0,B,58.0,ROE 15.1% | Potencial +16% | Crecimiento ingresos +29% | Margen 24% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,100.5,16.4,18,,2.05,2.1,,15.1,14.5,19.7,23.8,29.4,-6.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Geopolitical risk | Real estate risk,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector,2026-03-11
ITUB4.SA,Itaú Unibanco Holding S.A.,43.8,BRL,57.0,B,57.0,ROE 21.0% | P/E 8.4x | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.46,8.4,13,,1.04,1.25,,21.0,8.4,10.9,32.3,11.0,-11.8,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-11
9618.HK,"JD.com, Inc.",108.9,HKD,57.0,B,57.0,P/E 7.0x (vs 11x mercado) | Potencial +36% analistas | FCF negativo | Dividendo 3.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.61,36.5,23,-5.4,4.56,3.6,,7.6,7.0,9.0,1.5,1.5,-38.8,cyclical risk | governance risk | regulatory risk,JD,RISKY,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-11
2382.HK,Sunny Optical Technology (Group) Company Limited,57.0,HKD,57.0,B,57.0,Potencial +59% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.58,58.9,25,3.6,7.36,0.86,,13.5,13.7,16.8,8.4,4.2,-37.8,cyclical | governance,,SUSPECT,Low dividend yield and moderate profit margin raise concerns about the company's ability to generate stable cash flows,2026-03-11
086790.KS,Hana Financial Group Inc.,113400.0,KRW,55.0,B,55.0,P/E 6.8x (vs 11x mercado) | Potencial +13% | Crecimiento ingresos +83% | Margen 32% | Dividendo 5.0%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,13.1,23,,1.64,4.97,,9.0,6.8,,32.3,82.9,-15.2,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,,SUSPECT,Anomalous forward P/E of 6.8x and high revenue growth YoY of 82.9% may indicate potential overestimation or irregularities,2026-03-11
BBDC4.SA,Banco Bradesco S.A.,20.03,BRL,55.0,B,55.0,P/E 6.6x (vs 10x mercado) | Margen 27% | Dividendo 1.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,9.1,13,,1.13,1.14,,13.8,6.6,9.4,26.5,6.0,-9.4,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,BBD,SUSPECT,Low Forward P/E and high Profit Margin may indicate potential overstatement of earnings or undervaluation,2026-03-11
RENT3.SA,Localiza Rent a Car S.A.,47.24,BRL,55.0,B,55.0,P/E 9.5x | Potencial +24% | FCF yield 12.5% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.43,23.7,15,12.5,2.96,4.36,,7.2,9.5,26.8,4.5,11.7,-10.9,cyclical | governance,,SUSPECT,Anomalous trailing P/E of 26.8x seems high compared to forward P/E of 9.5x,2026-03-11
012330.KS,"Hyundai Mobis Co.,Ltd",423000.0,KRW,54.0,B,54.0,P/E 7.8x | Potencial +27% | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,536966.7,26.9,30,3.2,3.37,1.54,,9.2,7.8,,6.9,7.4,-20.3,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E ratio of 7.8x may indicate undervaluation or potential earnings decline,2026-03-11
9988.HK,Alibaba Group Holding Limited,133.0,HKD,53.0,B,53.0,Potencial +47% analistas | FCF negativo | Dividendo 5.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,195.92,47.3,29,-1.9,5.91,5.73,,11.2,15.3,17.9,12.2,4.8,-28.6,Regulatory Risk | Geopolitical Risk | Cyclical Risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-11
035420.KS,NAVER Corporation,222000.0,KRW,52.0,B,52.0,Potencial +47% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,47.0,26,,5.87,1.19,,,14.2,,15.1,10.7,-24.7,incomplete_data | potential_governance_risk,,SUSPECT,"Missing ROE and FCF Yield metrics, as well as trailing P/E, raise concerns about data quality",2026-03-11
316140.KS,Woori Financial Group Inc.,33350.0,KRW,51.0,B,51.0,P/E 6.8x (vs 11x mercado) | Potencial +12% | Margen 31% | Dividendo 4.2%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,11.8,20,,1.47,4.24,,8.8,6.8,,31.4,5.7,-19.6,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-11
7974.T,"Nintendo Co., Ltd.",9932.0,JPY,51.0,B,51.0,Potencial +24% | Crecimiento ingresos +86% | Dividendo 2.0% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12364.27,24.5,26,,3.06,1.98,,14.1,29.2,31.3,18.9,86.3,-32.9,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high revenue growth,2026-03-11
105560.KS,KB Financial Group Inc.,151300.0,KRW,50.0,B,50.0,P/E 8.0x | Potencial +18% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.4%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,17.6,20,,2.2,4.36,,9.7,8.0,,36.7,31.8,-12.3,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield for a financial services company,2026-03-11
6902.T,DENSO Corporation,2025.0,JPY,50.0,B,50.0,P/E 10.5x (vs 16x mercado) | Potencial +15% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,15.4,16,1.0,1.93,3.19,,7.9,10.5,15.9,5.2,5.0,-14.7,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-11
0001.HK,CK Hutchison Holdings Limited,60.1,HKD,49.0,C,49.0,P/E 9.8x | Potencial +15% | FCF yield 13.8% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,15.3,8,13.8,1.92,3.71,,2.2,9.8,29.8,2.7,2.0,-9.6,Potential earnings volatility | Governance risks due to complex conglomerate structure,,SUSPECT,Anomalous trailing P/E of 29.8x seems high compared to forward P/E of 9.8x,2026-03-11
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",18.11,BRL,47.0,C,47.0,ROE 25.6% | Margen 46% | Dividendo 3.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,17.96,-0.8,14,,-0.1,3.28,,25.6,15.1,21.8,45.5,10.5,-2.8,FCF no comparable (sector financiero) | Regulatory risk | Geopolitical risk,,SUSPECT,Anomalous profit margin for a financial services company,2026-03-11
9983.T,"Fast Retailing Co., Ltd.",63530.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,3.2,14,2.5,0.4,0.79,,20.0,46.4,45.2,12.7,14.8,-9.2,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low dividend yield raise concerns about overvaluation,2026-03-11
7203.T,Toyota Motor Corporation,3510.0,JPY,46.0,C,46.0,P/E 10.8x (vs 16x mercado) | Potencial +15% | FCF negativo | Dividendo 2.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,14.9,17,-0.1,1.86,2.74,,10.0,10.8,12.4,7.3,8.6,-12.2,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-11
WEGE3.SA,WEG S.A.,47.19,BRL,45.0,C,45.0,ROE 32.5% | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,12.7,14,2.0,1.58,3.46,,32.5,24.0,31.0,15.6,-5.3,-13.5,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk,WEGZY,RISKY,Negative revenue growth and high trailing P/E raise concerns,2026-03-11
6367.T,"Daikin Industries,Ltd.",19400.0,JPY,45.0,C,45.0,Potencial +13% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,12.7,16,,1.58,1.72,,9.3,19.6,20.8,5.7,7.9,-7.2,cyclical | governance,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-11
8035.T,Tokyo Electron Limited,40530.0,JPY,44.0,C,44.0,ROE 26.5% | Potencial +15% | Margen 21% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,46528.57,14.8,21,1.6,1.85,1.5,,26.5,31.7,34.4,21.1,-15.7,-13.0,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios indicate potential overvaluation,2026-03-11
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2684.5,JPY,43.0,C,43.0,Potencial +14% | Margen 23% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3051.67,13.7,12,,1.71,2.87,,6.1,17.7,15.9,22.8,11.7,-13.0,FCF no comparable (sector financiero) | cyclical risk | regulatory risk,MUFG,SUSPECT,Missing FCF yield and relatively low ROE for a financial services company,2026-03-11
9432.T,"NTT, Inc.",155.5,JPY,42.0,C,42.0,P/E 10.7x (vs 16x mercado) | Potencial +13% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,13.3,14,-3.4,1.67,3.44,,10.7,10.7,12.4,7.6,5.5,-7.0,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are concerning,2026-03-11
BBAS3.SA,Banco do Brasil S.A.,25.14,BRL,42.0,C,42.0,P/E 4.7x (vs 10x mercado) | Dividendo 1.1% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Financial Services,Brazil,🇧🇷,9.0,26.94,7.2,13,,0.89,1.12,,8.7,4.7,10.5,15.5,-8.0,-16.3,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-11
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5302.0,JPY,41.0,C,41.0,Crecimiento ingresos +22% | Margen 21% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5816.67,9.7,13,,1.21,2.93,,4.9,16.7,14.2,20.7,21.8,-15.6,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-11
9433.T,KDDI Corporation,2662.0,JPY,40.0,C,40.0,FCF yield 9.2% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,2812.38,5.6,13,9.2,0.71,2.95,,14.2,1142.5,14.7,11.8,4.1,-5.8,anomalous valuation metric,,SUSPECT,Forward P/E of 1142.5x appears anomalous and likely incorrect for a stable company like KDDI Corporation,2026-03-11
0857.HK,PetroChina Company Limited,10.51,HKD,39.0,C,39.0,P/E 10.0x | Dividendo 5.0% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Energy,HongKong,🇭🇰,10.7,10.15,-3.4,17,1.5,-0.42,5.01,,10.2,10.0,10.8,5.6,2.3,-6.8,cyclical | geopolitical,,SUSPECT,Low profit margin and revenue growth raise concerns about the company's competitiveness and long-term sustainability,2026-03-11
6758.T,Sony Group Corporation,3446.0,JPY,39.0,C,39.0,Potencial +44% analistas | FCF negativo | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4969.13,44.2,23,-0.4,5.52,0.65,,14.9,18.8,16.7,-1.6,0.5,-27.8,cyclical | governance,SONY,RISKY,Negative profit margin and FCF yield are anomalous for a technology company like Sony,2026-03-11
