ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
BDSX,"Biodesix, Inc.",68.6,⭐⭐ GOOD,🟡 Good,50.0,90.0,83.0,50.0,70.0,80.0,88.5,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(141.0), 'rs_6m': np.float64(97.0), 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 60.3}",18.72,184548448,Healthcare,Diagnostics & Research,5.5,0.6,False,19.71,-5.0,8.0,True,30.0,40.0,20.0,4.0,strong_buy,60.3,,,,,-6.41,-1.2,,,,,False,,-3.6,,63.0,2026-05-13,False,False,4.0,NEUTRAL,-11.45,-64.2,,2026-03-11T07:42:58.224899
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,87.9,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-8.3), 'rs_6m': np.float64(30.5), 'rs_line_percentile': 87.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 40.5}",33.34,4169675008,Healthcare,Drug Manufacturers - Specialty & Generic,8.9,7.0,True,38.0,-12.3,7.0,True,46.86,54.0,39.0,7.0,strong_buy,40.5,75.19,125.5,49.2,47.6,5.32,1.77,,,,,True,-0.26,6.3,376.2,50.0,2026-04-30,False,False,4.0,NEUTRAL,6.57,167.1,0.03,2026-03-11T07:42:48.079439
BFLY,"Butterfly Network, Inc.",68.0,⭐⭐ GOOD,🟡 Good,50.0,90.0,72.3,60.0,70.0,60.0,67.2,False,flat,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(19.4), 'rs_6m': np.float64(131.4), 'rs_line_percentile': 67.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 49.1}",3.73,949780608,Healthcare,Medical Devices,15.3,4.0,True,5.03,-25.8,5.0,False,5.56,6.0,5.25,4.0,strong_buy,49.1,2.36,-36.7,,,1.34,0.06,,,,,False,,-50.6,,51.0,2026-05-01,False,False,3.0,NEUTRAL,-9.21,-39.8,,2026-03-11T07:44:05.701960
BUKS,Butler National Corp.,67.8,⭐⭐ GOOD,🟡 Good,55.0,60.0,89.0,90.0,50.0,95.0,93.9,False,up,,,0,9.8,True,1,{'profit_margin_pct': 19.0},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(36.2), 'rs_6m': np.float64(115.1), 'rs_line_percentile': 93.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.32,213974848,Industrials,Aerospace & Defense,,,False,3.49,-4.9,8.0,True,,,,,none,,10.45,214.8,7.5,125.9,7.4,0.25,,,,,True,-2.67,11.4,40.0,,,False,False,7.0,NEUTRAL,8.58,21.8,0.17,2026-03-11T07:44:36.874457
PRPO,"Precipio, Inc.",67.7,⭐⭐ GOOD,🟡 Good,50.0,90.0,81.1,60.0,50.0,100.0,98.1,True,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(7.2), 'rs_6m': np.float64(20.0), 'rs_line_percentile': 98.1, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.5,46428184,Healthcare,Diagnostics & Research,0.2,0.3,False,28.5,-7.0,8.0,True,,,,,none,,18.46,-30.3,,,1.65,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.84,-258.5,,2026-03-11T07:42:00.672873
AROW,Arrow Financial Corporation,67.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,73.1,65.0,50.0,80.0,76.4,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(6.5), 'rs_6m': np.float64(12.1), 'rs_line_percentile': 76.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 7.1}",33.14,544998592,Financial Services,Banks - Regional,0.6,1.2,False,36.44,-9.1,7.0,True,35.5,35.5,35.5,1.0,hold,7.1,,,79.5,139.9,,,3.61,43.0,1.2,3.8,True,-1.9,,108.2,50.0,2026-04-30,False,False,6.0,NEUTRAL,,,0.04,2026-03-11T07:45:40.773079
AMRZ,Amrize Ltd,67.3,⭐⭐ GOOD,🟡 Good,55.0,80.0,63.9,80.0,60.0,60.0,66.5,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(11.6), 'rs_6m': np.float64(4.1), 'rs_line_percentile': 66.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.4}",59.17,33413425152,Basic Materials,Building Materials,,1.9,False,65.94,-10.3,,,67.07,76.0,57.0,20.0,buy,13.4,43.18,-27.0,21.4,-63.8,4.73,2.86,,,,,False,,5.2,3.6,47.0,2026-04-27,False,False,5.0,NEUTRAL,5.14,18.4,5.16,2026-03-11T07:44:56.161296
NTLA,"Intellia Therapeutics, Inc.",67.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,56.6,60.0,70.0,35.0,27.1,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(43.3), 'rs_6m': np.float64(8.7), 'rs_line_percentile': 27.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 87.7}",13.47,1591258880,Healthcare,Biotechnology,43.8,7.5,True,28.25,-52.3,5.0,False,25.29,106.0,5.0,21.0,buy,87.7,,,,,-14.66,-1.97,,,,,False,,-94.5,,57.0,2026-05-07,False,False,2.0,WEAK,-35.72,-80.6,,2026-03-11T07:45:08.589770
ATEX,Anterix Inc.,66.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,60.0,60.0,72.3,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(93.3), 'rs_6m': np.float64(77.0), 'rs_line_percentile': 72.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 40.4}",39.41,738263104,Communication Services,Telecom Services,13.0,3.5,True,40.335,-2.3,7.0,True,55.33,72.0,44.0,3.0,none,40.4,,,43.5,10.4,-4.93,-1.94,,,,,True,-0.4,-179.7,,104.0,2026-06-23,False,False,2.0,WEAK,-6.87,-123.6,,2026-03-11T07:47:42.872769
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,78.8,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(63.2), 'rs_6m': np.float64(30.8), 'rs_line_percentile': 78.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 52.1}",13.81,257695168,Industrials,Engineering & Construction,7.1,3.5,False,15.84,-12.8,7.0,True,21.0,21.0,21.0,1.0,strong_buy,52.1,16.5,19.5,3.9,-71.8,2.82,0.39,0.87,92.3,0.12,,True,-0.33,1.9,110.0,56.0,2026-05-06,False,False,4.0,NEUTRAL,1.47,4.0,0.07,2026-03-11T07:46:17.140691
NBBK,"NB Bancorp, Inc.",66.6,⭐⭐ GOOD,🟡 Good,60.0,90.0,60.3,60.0,50.0,60.0,69.6,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(4.9), 'rs_6m': np.float64(10.0), 'rs_line_percentile': 69.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.9}",21.26,969557568,Financial Services,Banks - Regional,3.1,3.8,False,22.7,-6.3,7.0,True,24.0,24.0,24.0,2.0,none,12.9,,,13.4,-37.0,,,1.32,10.4,0.28,,True,-7.95,,-26.2,42.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-11T07:43:11.115434
MIRM,"Mirum Pharmaceuticals, Inc.",66.3,⭐⭐ GOOD,🟡 Good,50.0,90.0,71.4,50.0,70.0,60.0,73.4,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(34.6), 'rs_6m': np.float64(12.3), 'rs_line_percentile': 73.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 37.1}",90.93,5486863360,Healthcare,Biotechnology,13.4,11.1,True,109.28,-16.8,7.0,True,124.64,140.0,95.0,11.0,strong_buy,37.1,69.27,-23.8,,,1.8,1.63,,,,,False,,-0.5,,56.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-11T07:47:56.812740
CSBB,"CSB Bancorp, Inc.",66.0,⭐⭐ GOOD,🟡 Good,60.0,60.0,91.0,65.0,50.0,100.0,98.3,True,up,,,0,12.9,False,0,{'profit_margin_pct': 30.2},"{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(22.4), 'rs_6m': np.float64(24.8), 'rs_line_percentile': 98.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.1, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",58.0,152495104,Financial Services,Banks - Regional,,,False,58.992,-1.7,8.0,True,,,,,none,,,,50.7,-12.6,,,2.88,32.3,1.67,3.51,True,-0.72,,-9.2,,,False,False,6.0,NEUTRAL,,,,2026-03-11T07:49:47.634276
NGS,"Natural Gas Services Group, Inc",66.0,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,75.0,50.0,100.0,98.8,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.6), 'rs_6m': np.float64(41.5), 'rs_line_percentile': 98.8, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 8.2}",38.34,481892288,Energy,Oil & Gas Equipment & Services,2.0,2.1,False,40.0,-4.1,8.0,True,41.5,45.0,39.0,4.0,none,8.2,,,22.05,-42.5,-9.25,-3.55,0.55,6.8,0.21,,False,,2.9,7.5,5.0,2026-03-16,True,False,8.0,STRONG,,7.2,1.33,2026-03-11T07:47:35.120943
LTC,"LTC Properties, Inc.",66.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,53.9,65.0,50.0,35.0,49.7,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(12.9), 'rs_6m': np.float64(4.9), 'rs_line_percentile': 49.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.5}",38.84,1884119040,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-4.8,6.0,False,40.57,45.0,37.0,7.0,hold,4.5,116.73,200.5,75.6,94.6,7.09,2.75,5.87,90.5,2.28,6.44,False,,4.5,176.0,54.0,2026-05-04,False,False,6.0,NEUTRAL,5.69,30.7,0.05,2026-03-11T07:41:55.717035
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,83.9,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(21.9), 'rs_6m': np.float64(30.7), 'rs_line_percentile': 83.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.81,40582356,Financial Services,Banks - Regional,0.2,2.6,False,14.64,-5.7,8.0,True,,,,,none,,,,8.7,-37.0,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-11T07:52:17.945369
