ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
BUKS,0.0,50.0,36.82,,,Butler National Corp.,68.2,Industrials,Aerospace & Defense,55.0,60.0,91.0,90.0,50.0,3.41,219775376,100.0,100.0,True,up,,,0,9.8,True,1,,,False,3.49,-2.3,8.0,True,"{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}",{'profit_margin_pct': 19.0},,,,,none,,10.45,206.5,7.5,119.9,7.21,0.25,,,,True,-2.6,11.4,40.0,,,False,False,,,,,,100.0,0.0,0.0,,67.5,0.0,15.0,20.5,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,29.2,0.0,35.5,100.0,True,up,100.0,10.0,,0,True,1,2.0,23,41.0,46.3,Bajo 50%,32.0,0.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,60.588,0.0,0.0,6.0,0.0,3.0,5.0,,0.0,⭐ GOOD,🟡 Good,AVOID,30.0,Near ATH (-2.3% from high) - poor entry point,-2.3,NEUTRAL,NONE,False
FULT,0.0,50.0,22.88,,,Fulton Financial Corporation,63.8,Financial Services,Banks - Regional,60.0,70.0,60.3,65.0,65.0,20.2,3633881856,60.0,62.3,False,up,,,0,3.3,True,2,8.0,5.2,True,22.99,-12.1,6.0,False,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},23.25,24.5,22.0,6.0,buy,15.1,,,60.9,201.5,,,3.68,35.1,3.79,True,-1.27,,32.5,38.0,2026-04-14,False,False,,,,,,90.0,0.0,0.0,,59.1,0.0,15.0,19.1,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,177.5,0.0,34.1,60.0,False,up,62.3,2.0,,0,True,2,2.0,5,41.0,90.2,Top 10%,66.2,5.0,3.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,60.519999999999996,0.0,0.0,0.0,5.0,3.0,5.0,1.89,0.0,⭐ GOOD,🟡 Good,HOLD,65.0,Close to ATH (-12.1% from high) - wait for pullback | Strong upside (+15.1%) - analyst support,-12.1,NEUTRAL,BUY,False
SGU,0.0,50.0,21.58,,,Star Group L.P.,50.8,Energy,Oil & Gas Refining & Marketing,50.0,50.0,53.9,50.0,50.0,13.02,428085312,35.0,35.0,False,up,,,0,-27.4,True,2,0.2,1.7,False,13.75,-5.3,6.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 1.11, 'current_ratio': 0.73, 'operating_margin_pct': 9.9}",{'profit_margin_pct': 4.1},,,,,none,,27.83,113.7,25.92,99.1,9.41,1.23,5.67,37.9,5.6,True,-4.66,8.1,6.8,60.0,2026-05-06,False,False,,,,,,90.0,0.0,0.0,,47.2,0.0,15.0,15.2,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 60% up volume)",MEDIUM_FLOAT,26.6,0.0,30.2,35.0,False,up,35.0,2.0,,0,True,2,2.0,,41.0,,Sin datos suficientes,35.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,59.77199999999999,8.0,0.0,8.0,5.0,3.0,3.0,,0.0,🔵 DECENT,🟡 Good,,,,,,,
AROW,0.0,50.0,30.81,,,Arrow Financial Corporation,68.1,Financial Services,Banks - Regional,60.0,80.0,76.7,65.0,50.0,33.45,550096704,80.0,82.0,False,up,,,0,26.3,True,1,0.6,1.2,False,36.44,-8.2,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},35.5,35.5,35.5,1.0,none,6.1,,,80.7,141.3,,,3.64,43.0,3.8,True,-1.88,,108.9,54.0,2026-04-30,False,False,,,,,,90.0,0.0,0.0,,60.4,0.0,15.0,20.4,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.7x ratio, 42% up volume)",LOW_FLOAT,14.0,5.0,35.4,80.0,False,up,82.0,5.0,,0,True,1,2.0,5,41.0,90.2,Top 10%,66.2,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,59.239999999999995,0.0,0.0,0.0,5.0,3.0,5.0,0.76,-3.0,🔵 DECENT,🟡 Good,HOLD,50.0,Close to ATH (-8.2% from high) - wait for pullback,-8.2,NEUTRAL,NONE,False
MWA,0.0,50.0,21.78,,,MUELLER WATER PRODUCTS,52.8,Industrials,Specialty Industrial Machinery,55.0,30.0,53.9,80.0,60.0,27.93,4367841792,35.0,46.9,False,up,,,0,-12.7,False,0,3.9,3.2,False,31.0,-9.9,6.0,False,"{'roe_pct': 21.6, 'debt_to_equity': 0.44, 'current_ratio': 4.02, 'operating_margin_pct': 18.9}",{'profit_margin_pct': 13.8},30.33,35.0,25.0,6.0,buy,8.6,31.27,12.0,27.92,-0.0,3.45,0.96,0.95,21.3,1.5,True,-0.47,14.9,15.9,58.0,2026-05-04,False,False,,,,,,90.0,0.0,0.0,,45.8,0.0,15.0,15.8,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",HIGH_FLOAT,154.1,0.0,30.8,35.0,False,up,46.9,2.0,,0,False,0,0.0,14,41.0,68.3,Medio,48.9,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,59.120000000000005,0.0,0.0,3.0,0.0,3.0,5.0,1.08,0.0,🔵 DECENT,🟡 Good,,,,,,,
THFF,0.0,50.0,22.53,,,First Financial Corporation,60.3,Financial Services,Banks - Regional,60.0,60.0,60.3,65.0,55.0,61.78,733993280,60.0,63.3,False,up,,,0,6.4,True,1,2.0,2.4,False,69.21,-10.7,6.0,False,"{'roe_pct': 13.2, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 31.2},71.5,75.0,68.0,2.0,none,15.7,,,196.8,218.5,,,3.32,31.3,2.95,True,-0.11,,15.8,45.0,2026-04-21,False,False,,,,,,70.0,0.0,0.0,,50.1,0.0,15.0,18.1,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,11.3,5.0,33.1,60.0,False,up,63.3,2.0,,0,True,1,2.0,5,41.0,90.2,Top 10%,66.2,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,2/3,59.12,0.0,0.0,0.0,5.0,3.0,5.0,1.96,0.0,🔵 DECENT,🟡 Good,,,,,,,
BWFG,0.0,50.0,25.93,,,"Bankwell Financial Group, Inc.",64.3,Financial Services,Banks - Regional,60.0,80.0,57.6,65.0,50.0,46.32,365925344,60.0,70.9,False,flat,,,0,34.6,False,0,2.8,5.7,False,51.54,-10.1,7.0,True,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,12.3,,,131.7,184.3,,,1.7,18.0,2.49,True,-0.36,,106.0,46.0,2026-04-22,False,False,,,,,,100.0,0.0,0.0,,49.3,0.0,15.0,19.3,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MICRO_FLOAT,6.0,5.0,34.3,60.0,False,flat,70.9,0.0,,0,False,0,0.0,5,41.0,90.2,Top 10%,66.2,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,58.72,0.0,0.0,0.0,3.0,3.0,5.0,1.54,0.0,🔵 DECENT,🟡 Good,,,,,,,
CBK,0.0,50.0,15.21,,,"Commercial Bancgroup, Inc.",62.1,Financial Services,Banks - Regional,60.0,70.0,56.7,65.0,55.0,25.565,350189056,60.0,69.6,False,up,,,0,1.8,True,2,2.4,4.3,False,27.825,-8.1,,,"{'roe_pct': 14.6, 'operating_margin_pct': 55.5}",{'profit_margin_pct': 41.0},33.0,33.0,33.0,1.0,none,29.1,,,86.1,236.8,,,0.38,,,True,-0.79,,28.2,51.0,2026-04-27,False,False,,,,,,100.0,0.0,0.0,,30.6,0.0,15.0,18.6,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,False,0,Insufficient data,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",MICRO_FLOAT,8.7,20.0,33.6,60.0,False,up,69.6,2.0,,0,True,2,2.0,5,41.0,90.2,Top 10%,66.2,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,False,2/3,57.84,0.0,0.0,0.0,0.0,3.0,5.0,3.64,3.0,🔵 DECENT,🟡 Good,,,,,,,
ITW,0.0,50.0,22.4,,,Illinois Tool Works Inc.,59.0,Industrials,Specialty Industrial Machinery,55.0,60.0,63.9,65.0,50.0,277.16,79877513216,60.0,50.9,False,up,,,0,6.6,True,1,3.1,5.5,False,303.16,-8.6,6.0,False,"{'roe_pct': 93.7, 'debt_to_equity': 2.86, 'current_ratio': 1.21, 'operating_margin_pct': 26.8}",{'profit_margin_pct': 19.1},280.88,327.0,219.0,16.0,hold,1.3,132.61,-52.2,102.8,-62.9,2.71,7.52,2.28,59.3,2.23,True,-1.88,14.6,2.9,53.0,2026-04-29,False,False,,,,,,70.0,0.0,0.0,,46.7,0.0,15.0,17.7,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 62% up volume)",MEGA_FLOAT,261.2,3.0,32.7,60.0,False,up,50.9,2.0,,0,True,1,2.0,14,41.0,68.3,Medio,48.9,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,57.599999999999994,0.0,0.0,0.0,3.0,3.0,1.0,0.16,-3.0,🔵 DECENT,🟡 Good,,,,,,,
FCCO,0.0,50.0,22.4,,,First Community Corporation,59.0,Financial Services,Banks - Regional,60.0,60.0,54.0,65.0,55.0,28.325,264676080,60.0,57.6,False,down,,,0,16.9,False,0,0.9,1.0,False,31.5,-10.1,6.0,False,"{'roe_pct': 13.1, 'operating_margin_pct': 35.4}",{'profit_margin_pct': 24.6},35.33,36.0,34.0,3.0,none,24.7,,,31.72,12.0,,,2.24,25.1,2.61,True,-0.17,,6.5,46.0,2026-04-22,False,False,,,,,,90.0,0.0,0.0,,50.7,0.0,15.0,17.7,2026-03-07 10:46:01,2026-03-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 61% up volume)",MICRO_FLOAT,6.4,0.0,32.7,60.0,False,down,57.6,0.0,,0,False,0,0.0,5,41.0,90.2,Top 10%,66.2,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,57.599999999999994,0.0,0.0,0.0,3.0,3.0,3.0,3.09,3.0,🔵 DECENT,🟡 Good,,,,,,,
