ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
VRNS,"Varonis Systems,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,21.08,$30.5 - $31.74,47.79,29.56,0.0,2026-02-24,26.7,-41.0,31.12,47.79,-32.3,0.78,,,,,,
SVCO,"Silvaco Group,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,3.33,$3.93 - $4.09,4.83,3.81,0.0,2026-02-24,20.9,-32.9,4.01,4.83,-17.0,0.91,,,,,,
MYSZ,"My Size,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,0.51,$0.74 - $0.77,1.18,0.72,0.0,2026-02-24,12.1,-53.1,0.76,1.18,-32.6,0.54,,,,,,
INTZ,Intrusion,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,0.78,$1.19 - $1.24,1.95,1.15,0.0,2026-02-24,28.3,-49.4,1.21,1.95,-35.8,1.12,,,,,,
SPT,"Sprout Social,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,6.49,$11.27 - $11.73,11.37,10.92,0.0,2026-02-24,22.8,-44.4,11.5,11.37,-43.6,0.97,,,,,,
BLND,"Blend Labs,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.59,$2.93 - $3.05,3.34,2.84,0.0,2026-02-24,15.0,-52.4,2.99,3.34,-46.8,0.82,,,,,,
IT,"Gartner,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,144.97,$221.19 - $230.22,256.38,214.42,0.0,2026-02-24,20.2,-43.1,225.71,256.38,-35.8,0.86,,,,,,
MSFT,Microsoft,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,384.47,$462.94 - $481.84,490.9,448.77,0.0,2026-02-24,28.7,-21.7,472.39,490.9,-18.6,0.94,,,,,,
LYFT,"Lyft,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,13.29,$18.95 - $19.72,22.97,18.37,0.0,2026-02-24,24.5,-42.1,19.34,22.97,-31.3,0.81,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,47.46,$60.76 - $63.24,67.39,58.9,0.0,2026-02-24,24.3,-29.7,62.0,67.39,-23.5,0.99,,,,,,
FWDI,"Forward Industries,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,4.13,$6.41 - $6.67,23.89,6.21,0.0,2026-02-24,26.0,-53.6,6.54,23.89,-36.9,0.77,,,,,,
LAW,"CS Disco,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,3.13,$5.81 - $6.04,7.14,5.63,0.0,2026-02-24,14.6,-64.9,5.92,7.14,-47.2,1.16,,,,,,
KFS,Kingsway Financial Services,Oversold Bounce,⭐⭐ MUY BUENA,75,11.95,$12.09 - $12.58,13.9,11.72,8.41,2026-02-24,20.4,-14.0,12.34,13.9,-3.1,1.33,,,,,,
NWTG,"Newton Golf,",Bull Flag Pullback,⭐⭐ MUY BUENA,75,1.61,$1.58 - $1.64,1.86,1.53,3.02,2026-02-24,,,,,,,35.8,-13.4,1.57,1.57,Bearish,True
PODD,Insulet,Oversold Bounce,⭐⭐ MUY BUENA,70,249.38,$302.79 - $315.14,329.22,293.52,0.0,2026-02-24,45.3,-24.2,308.97,329.22,-19.3,1.33,,,,,,
TENB,"Tenable,",Oversold Bounce,⭐⭐ MUY BUENA,70,17.55,$25.14 - $26.16,26.81,24.37,0.0,2026-02-24,30.9,-34.5,25.65,26.81,-31.6,1.57,,,,,,
CE,Celanese,Bull Flag Pullback,⭐ BUENA,60,52.34,$51.29 - $53.39,60.56,45.92,1.28,2026-02-24,,,,,,,53.5,-13.6,47.34,47.34,Bearish,False
LUCK,Lucky Strike Entertainment,Bull Flag Pullback,⭐ BUENA,60,8.25,$8.08 - $8.42,9.26,8.19,15.98,2026-02-24,,,,,,,47.0,-10.9,8.44,8.44,Bearish,False
AMR,"Alpha Metallurgical Resources,",Oversold Bounce,MODERADA,55,176.79,$150.12 - $156.25,181.77,145.53,0.16,2026-02-24,27.1,-29.2,153.19,181.77,15.4,0.65,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,55,4.16,$2.56 - $2.66,5.75,2.48,0.95,2026-02-24,20.2,-35.6,2.61,5.75,59.4,0.42,,,,,,
YYAI,AiRWA,Oversold Bounce,MODERADA,55,0.94,$0.83 - $0.86,1.65,0.8,5.34,2026-02-24,25.9,-43.2,0.85,1.65,10.7,0.26,,,,,,
VIRC,Virco Mfg.,Oversold Bounce,MODERADA,55,6.05,$6.25 - $6.5,7.41,6.05,0.0,2026-02-24,19.6,-18.4,6.37,7.41,-5.1,1.14,,,,,,
NNUP,"Nocopi Technologies,",Oversold Bounce,MODERADA,55,1.51,$1.47 - $1.53,1.65,1.42,1.65,2026-02-24,25.9,-15.7,1.5,1.65,0.7,0.0,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,335.7,$456.65 - $475.29,454.27,442.67,0.0,2026-02-24,35.3,-25.6,465.97,454.27,-28.0,0.9,,,,,,
SNES,"SenesTech,",Oversold Bounce,MODERADA,50,2.15,$2.38 - $2.48,4.06,2.31,0.0,2026-02-24,54.4,-27.6,2.43,4.06,-11.5,0.8,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.92,$0.96 - $1.0,1.39,0.93,0.0,2026-02-24,33.1,-35.2,0.98,1.39,-6.1,1.15,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,9.16,$12.64 - $13.16,18.06,12.25,0.0,2026-02-24,37.3,-49.3,12.9,18.06,-29.0,0.89,,,,,,
RAL,Ralliant,Oversold Bounce,MODERADA,50,42.11,$40.5 - $42.16,48.38,39.26,2.2,2026-02-24,31.1,-25.2,41.33,48.38,1.9,0.52,,,,,,
SAIC,Science Applications International,Oversold Bounce,MODERADA,50,86.44,$88.81 - $92.44,102.11,86.09,45.14,2026-02-24,31.6,-24.1,90.62,102.11,-4.6,0.95,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,123.71,$158.0 - $164.45,269.06,153.16,0.0,2026-02-24,42.9,-34.5,161.22,269.06,-23.3,0.73,,,,,,
SONO,"Sonos,",Oversold Bounce,MODERADA,50,14.91,$14.81 - $15.41,18.04,14.35,5.63,2026-02-24,50.6,-22.2,15.11,18.04,-1.3,0.92,,,,,,
LAKE,"Lakeland Industries,",Oversold Bounce,MODERADA,50,9.43,$10.59 - $11.02,16.31,10.26,0.0,2026-02-24,47.3,-40.2,10.81,16.31,-12.7,0.59,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.17,$8.52 - $8.86,12.16,8.26,0.0,2026-02-24,50.0,-52.5,8.69,12.16,-40.5,0.5,,,,,,
LBRA,"1847, LLC",Oversold Bounce,MODERADA,50,0.01,$0.01 - $0.01,0.01,0.01,20.0,2026-02-24,44.6,-54.2,0.01,0.01,0.0,0.58,,,,,,
EMPD,Empery Digital,Oversold Bounce,MODERADA,50,3.6,$4.07 - $4.24,7.94,3.95,0.0,2026-02-24,33.0,-33.3,4.15,7.94,-13.4,0.94,,,,,,
GLGI,"Greystone Logistics,",Oversold Bounce,MODERADA,50,0.32,$0.52 - $0.54,0.91,0.5,0.0,2026-02-24,52.6,-50.8,0.53,0.91,-39.6,0.0,,,,,,
