ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,analyzed_at
AEBI,Aebi Schmidt Holding AG,69.9,⭐⭐ GOOD,🟡 Good,50.0,100.0,79.4,60.0,50.0,80.0,87.4,False,up,,,0,58.0,True,2,{'profit_margin_pct': 0.8},"{'revenue_growth_yoy': np.float64(58.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(36.0), 'rs_6m': np.float64(15.4), 'rs_line_percentile': 87.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'debt_to_equity': 1.0, 'current_ratio': 2.1, 'operating_margin_pct': 3.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 6.3}",14.81,1145431808,Industrials,Farm & Heavy Construction Machinery,,7.2,False,33.0,-55.1,,,15.75,16.5,15.0,2.0,none,6.3,,,1.4,-90.5,2026-02-24T08:38:51.731246
NIC,Nicolet Bankshares Inc.,69.9,⭐⭐ GOOD,🟡 Good,60.0,80.0,80.6,65.0,60.0,95.0,92.0,False,up,,,0,12.8,True,2,{'profit_margin_pct': 38.9},"{'revenue_growth_yoy': np.float64(12.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(25.3), 'rs_6m': np.float64(8.8), 'rs_line_percentile': 92.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.4, 'operating_margin_pct': 52.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.1}",156.07,2311622400,Financial Services,Banks - Regional,5.8,4.5,False,162.56,-4.0,8.0,True,175.0,190.0,157.0,5.0,buy,12.1,,,199.72,28.0,2026-02-24T08:43:29.207093
AMRZ,Amrize Ltd,69.5,⭐⭐ GOOD,🟡 Good,55.0,70.0,87.4,80.0,60.0,100.0,94.9,True,up,,,0,29.0,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(29.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(30.1), 'rs_6m': np.float64(17.8), 'rs_line_percentile': 94.9, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.9}",63.63,35931996160,Basic Materials,Building Materials,,3.5,False,65.72,-3.2,,,66.12,75.0,57.0,20.0,buy,3.9,43.18,-32.1,21.4,-66.4,2026-02-24T08:40:59.909162
RBKB,"Rhinebeck Bancorp, Inc.",69.1,⭐⭐ GOOD,🟡 Good,55.0,90.0,80.6,60.0,50.0,95.0,91.4,False,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(46.9), 'rs_6m': np.float64(3.6), 'rs_line_percentile': 91.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.12,168522704,Financial Services,Banks - Regional,1.7,12.3,False,16.14,-6.3,8.0,True,,,,,none,,,,9.2,-39.2,2026-02-24T08:45:08.166237
TPC,Tutor Perini Corporation,69.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,65.0,60.0,100.0,98.3,True,up,,,0,32.6,False,0,{'profit_margin_pct': -0.5},"{'revenue_growth_yoy': np.float64(32.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(37.5), 'rs_6m': np.float64(39.2), 'rs_line_percentile': 98.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 2.6, 'debt_to_equity': 0.38, 'current_ratio': 1.3, 'operating_margin_pct': 2.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 7.7}",84.99,4482648576,Industrials,Engineering & Construction,6.3,4.5,False,89.4,-4.9,8.0,True,91.5,95.0,86.0,4.0,strong_buy,7.7,605.81,612.8,,,2026-02-24T08:37:46.179310
FMFG,Farmers and Merchants Bancshare,68.2,⭐⭐ GOOD,🟡 Good,60.0,90.0,68.7,60.0,50.0,60.0,60.8,False,up,,,0,20.1,True,2,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(20.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(10.2), 'rs_6m': np.float64(14.3), 'rs_line_percentile': 60.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.5, 'operating_margin_pct': 35.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",19.03,61463000,Financial Services,Banks - Regional,,,False,21.0,-9.4,6.0,False,,,,,none,,,,54.3,185.3,2026-02-24T08:44:38.414610
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,60.9,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(76.1), 'rs_6m': np.float64(55.4), 'rs_line_percentile': 60.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 52.4}",36.31,680191168,Communication Services,Telecom Services,12.5,4.7,True,39.62,-8.4,5.0,False,55.33,72.0,44.0,3.0,strong_buy,52.4,,,43.5,19.8,2026-02-24T08:42:47.760648
OVLY,Oak Valley Bancorp (CA),67.2,⭐⭐ GOOD,🟡 Good,60.0,70.0,84.7,65.0,50.0,100.0,91.7,True,up,,,0,9.8,True,2,{'profit_margin_pct': 29.5},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(16.5), 'rs_6m': np.float64(11.0), 'rs_line_percentile': 91.7, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.5, 'operating_margin_pct': 39.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",33.03,277062944,Financial Services,Banks - Regional,0.5,2.4,False,34.16,-3.3,8.0,True,,,,,none,,,,28.8,-12.8,2026-02-24T08:44:37.018233
AROW,Arrow Financial Corporation,67.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,71.9,65.0,50.0,80.0,78.0,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(10.8), 'rs_6m': np.float64(9.9), 'rs_line_percentile': 78.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 2.8}",33.56,551905728,Financial Services,Banks - Regional,0.7,1.4,False,36.44,-7.9,8.0,True,34.5,34.5,34.5,1.0,none,2.8,,,79.5,136.9,2026-02-24T08:41:59.648436
RRBI,"Red River Bancshares, Inc.",66.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,65.0,50.0,80.0,87.1,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(28.3), 'rs_6m': np.float64(26.7), 'rs_line_percentile': 87.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 6.5}",87.77,577229056,Financial Services,Banks - Regional,2.0,2.2,False,93.9,-6.5,8.0,True,93.5,97.0,90.0,2.0,none,6.5,,,168.43,91.9,2026-02-24T08:44:25.511647
HQI,"HireQuest, Inc.",66.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,61.4,90.0,55.0,35.0,40.1,False,up,,,0,5.1,True,2,{'profit_margin_pct': 21.9},"{'revenue_growth_yoy': np.float64(5.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(27.9), 'rs_6m': np.float64(12.5), 'rs_line_percentile': 40.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 21.8}",11.49,162008992,Industrials,Staffing & Employment Services,3.2,7.9,False,15.75,-27.0,5.0,False,14.0,15.0,13.0,2.0,none,21.8,11.79,2.6,5.2,-54.7,2026-02-24T08:40:44.373943
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,88.5,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(51.7), 'rs_6m': np.float64(24.4), 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 54.9}",13.56,225896576,Industrials,Engineering & Construction,8.2,7.7,True,14.92,-9.1,6.0,False,21.0,21.0,21.0,1.0,strong_buy,54.9,18.48,36.3,3.9,-71.2,2026-02-24T08:42:11.562173
MIRM,"Mirum Pharmaceuticals, Inc.",66.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,45.0,60.0,100.0,100.0,True,up,,,0,33.8,False,0,{'profit_margin_pct': -8.8},"{'revenue_growth_yoy': np.float64(33.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(48.2), 'rs_6m': np.float64(41.7), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -15.8, 'debt_to_equity': 1.09, 'current_ratio': 3.31, 'operating_margin_pct': 2.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 9.6}",105.89,6340688896,Healthcare,Biotechnology,13.0,9.4,True,107.41,-1.4,8.0,True,116.09,140.0,95.0,11.0,strong_buy,9.6,34.49,-67.4,,,2026-02-24T08:41:20.129781
UBSI,"United Bankshares, Inc.",65.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.9,60.0,60.0,60.0,74.6,False,up,,,0,23.6,True,1,{'profit_margin_pct': 38.6},"{'revenue_growth_yoy': np.float64(23.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(15.2), 'rs_6m': np.float64(5.6), 'rs_line_percentile': 74.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.9, 'operating_margin_pct': 53.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.7}",42.54,5929448448,Financial Services,Banks - Regional,3.3,4.0,False,45.93,-7.4,8.0,True,45.8,47.0,43.0,5.0,buy,7.7,,,98.1,130.6,2026-02-24T08:41:21.538112
ACNB,ACNB Corporation,65.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,65.0,60.0,60.0,59.6,False,down,,,0,50.7,False,0,{'profit_margin_pct': 25.3},"{'revenue_growth_yoy': np.float64(50.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.3), 'rs_6m': np.float64(2.0), 'rs_line_percentile': 59.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 10.2, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.0}",49.71,516228992,Financial Services,Banks - Regional,1.1,4.0,False,53.89,-7.8,6.0,False,56.67,57.0,56.0,3.0,buy,14.0,,,108.0,117.3,2026-02-24T08:43:50.961632
HSY,The Hershey Company,65.7,⭐⭐ GOOD,🟡 Good,50.0,70.0,88.3,70.0,50.0,100.0,98.2,True,up,,,0,10.2,True,1,{'profit_margin_pct': 7.6},"{'revenue_growth_yoy': np.float64(10.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(19.7), 'rs_6m': np.float64(20.0), 'rs_line_percentile': 98.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 18.9, 'debt_to_equity': 1.24, 'current_ratio': 1.19, 'operating_margin_pct': 14.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 1.6}",226.07,45843632128,Consumer Defensive,Confectioners,7.3,5.2,False,234.87,-3.7,8.0,True,229.65,267.0,165.0,23.0,hold,1.6,144.01,-36.3,43.4,-80.8,2026-02-24T08:37:47.677529
CWBC,Community West Bancshares,65.6,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,60.0,65.0,60.0,66.8,False,flat,,,0,11.8,True,2,{'profit_margin_pct': 26.7},"{'revenue_growth_yoy': np.float64(11.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(5.8), 'rs_6m': np.float64(4.7), 'rs_line_percentile': 66.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 9.9, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.7}",23.48,449957856,Financial Services,Banks - Regional,2.4,3.6,False,25.72,-8.7,7.0,True,28.33,30.0,26.0,3.0,buy,20.7,,,60.0,155.5,2026-02-24T08:37:08.777816
OHI,"Omega Healthcare Investors, Inc",65.5,⭐⭐ GOOD,🟡 Good,60.0,60.0,76.3,75.0,60.0,100.0,91.4,True,up,,,0,15.3,False,0,{'profit_margin_pct': 49.6},"{'revenue_growth_yoy': np.float64(15.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(2.2), 'rs_6m': np.float64(8.4), 'rs_line_percentile': 91.4, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.0, 'debt_to_equity': 0.79, 'current_ratio': 1.1, 'operating_margin_pct': 63.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.9}",47.03,14286773248,Real Estate,REIT - Healthcare Facilities,4.8,6.7,False,47.94,-1.9,8.0,True,48.88,59.0,43.0,16.0,buy,3.9,109.03,131.8,58.2,23.8,2026-02-24T08:37:39.028573
NGS,"Natural Gas Services Group, Inc",65.4,⭐⭐ GOOD,🟡 Good,55.0,60.0,88.3,75.0,50.0,100.0,100.0,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(19.4), 'rs_6m': np.float64(36.3), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 9.8}",37.8,475105056,Energy,Oil & Gas Equipment & Services,1.7,1.2,False,38.37,-1.5,8.0,True,41.5,45.0,39.0,4.0,none,9.8,,,22.05,-41.7,2026-02-24T08:42:59.898449
FMBM,F & M Bank Corp.,65.4,⭐⭐ GOOD,🟡 Good,60.0,60.0,88.3,65.0,50.0,100.0,98.2,True,up,,,0,11.7,False,0,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(11.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(14.6), 'rs_6m': np.float64(28.5), 'rs_line_percentile': 98.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.8, 'operating_margin_pct': 26.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",31.59,112367528,Financial Services,Banks - Regional,,,False,32.25,-2.0,8.0,True,,,,,none,,,,79.27,150.9,2026-02-24T08:38:40.155793
