ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
RDOR3.SA,Rede D'Or São Luiz S.A.,37.86,BRL,64.0,B,64.0,ROE 20.0% | Potencial +36% analistas | FCF yield 5.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,51.46,35.9,12,5.2,4.49,1.68,,20.0,13.2,17.9,8.4,11.9,-21.8,Deuda elevada (D/E >2x) | Deuda elevada | Regulatory risks in healthcare sector | Geopolitical risks in Brazil,RDORY,SUSPECT,High debt-to-equity ratio and relatively low profit margin raise concerns,2026-04-24,0,
1299.HK,AIA Group Limited,81.5,HKD,62.0,B,62.0,Potencial +27% | Margen 24% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,103.84,27.4,18,,3.43,2.36,,14.8,12.2,17.6,23.8,6.0,-11.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are concerns,2026-04-24,0,
8766.T,"Tokio Marine Holdings, Inc.",7176.0,JPY,62.0,B,62.0,ROE 20.7% | P/E 14.6x | Crecimiento ingresos +22% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,7885.64,9.9,11,,1.24,2.98,,20.7,14.6,13.0,12.6,21.8,-8.8,FCF no comparable (sector financiero) | Regulatory risk in Japanese market | Cyclical risk in insurance sector,TKOMY,SUSPECT,Missing FCF yield is a red flag for a financial services company,2026-04-24,0,
7974.T,"Nintendo Co., Ltd.",7953.0,JPY,58.0,B,58.0,Potencial +48% analistas | Crecimiento ingresos +86% | Dividendo 2.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,11771.96,48.0,26,,6.0,2.2,,14.1,23.4,25.1,18.9,86.3,-46.2,Cyclical Risk | Geopolitical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high revenue growth,2026-04-24,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,44.18,BRL,57.0,B,57.0,ROE 21.0% | P/E 8.5x | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.85,8.3,13,,1.04,1.24,,21.0,8.5,11.0,32.3,11.0,-11.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,ITUB,SUSPECT,Low forward P/E and high ROE may indicate undervaluation or accounting discrepancies,2026-04-24,0,
035420.KS,NAVER Corporation,214000.0,KRW,55.0,B,55.0,Potencial +43% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,306807.7,43.4,26,4.6,5.42,1.21,,6.5,13.8,,16.2,10.7,-27.5,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Low ROE and high analyst upside may indicate overestimation of growth potential,2026-04-24,0,
7203.T,Toyota Motor Corporation,3067.0,JPY,54.0,B,54.0,P/E 9.5x (vs 16x mercado) | Potencial +30% | FCF negativo | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3974.67,29.6,17,-0.1,3.7,3.04,,10.0,9.5,10.8,7.3,8.6,-23.3,Cyclical Risk | Geopolitical Risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established company like Toyota,2026-04-24,0,
012330.KS,"Hyundai Mobis Co.,Ltd",422500.0,KRW,52.0,B,52.0,P/E 7.9x | Potencial +31% analistas | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,554133.3,31.2,30,2.9,3.89,1.47,,7.7,7.9,,6.0,4.7,-20.4,Cyclical Risk | Geopolitical Risk,,SUSPECT,Low forward P/E and high analyst upside may indicate undervaluation or overly optimistic expectations,2026-04-24,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",19.03,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,4.9,14,,0.61,3.18,,25.6,14.9,22.7,45.5,10.5,-6.4,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-04-24,0,
105560.KS,KB Financial Group Inc.,157400.0,KRW,50.0,B,50.0,P/E 8.2x | Potencial +18% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.1%,1,0,Financial Services,Korea,🇰🇷,21.2,185450.0,17.8,20,,2.23,4.06,,9.7,8.2,,36.7,31.8,-8.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,,SUSPECT,Anomalous Forward P/E of 8.2x seems low for a financial services company with high profit margin and revenue growth,2026-04-24,0,
RENT3.SA,Localiza Rent a Car S.A.,49.39,BRL,47.0,C,47.0,P/E 9.9x | Potencial +19% | FCF yield 11.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.79,19.0,15,11.9,2.38,4.23,,7.2,9.9,28.1,4.5,11.7,-7.4,cyclical risk | regulatory risk,,SUSPECT,Anomalous trailing P/E of 28.1x seems high compared to forward P/E of 9.9x,2026-04-24,0,
9983.T,"Fast Retailing Co., Ltd.",70090.0,JPY,46.0,C,46.0,ROE 20.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,71264.29,1.7,14,2.2,0.21,0.83,,20.6,51.2,45.0,13.1,14.8,-7.4,cyclical risk | valuation risk,,SUSPECT,High forward P/E ratio of 51.2x may indicate overvaluation,2026-04-24,0,
WEGE3.SA,WEG S.A.,48.28,BRL,45.0,C,45.0,ROE 32.5% | Potencial +12% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.89,11.6,13,1.9,1.45,4.45,,32.5,24.8,31.8,15.6,-5.3,-11.5,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-04-24,0,
7733.T,Olympus Corporation,1528.5,JPY,44.0,C,44.0,P/E 12.2x | Potencial +14% | Dividendo 1.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1750.0,14.5,13,0.7,1.81,1.95,,11.2,12.2,17.7,8.6,3.9,-29.5,cyclical risk | governance risk,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and sustain profitability,2026-04-24,0,
9988.HK,Alibaba Group Holding Limited,132.0,HKD,44.0,C,44.0,Potencial +39% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,184.01,39.4,27,-1.0,4.93,,,8.2,17.2,23.7,8.9,1.7,-29.1,Regulatory Risk | Geopolitical Risk | Cyclical Risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns about the company's financial health,2026-04-24,0,
9432.T,"NTT, Inc.",151.5,JPY,42.0,C,42.0,P/E 10.4x (vs 16x mercado) | Potencial +15% | FCF negativo | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,173.69,14.6,13,-3.5,1.83,3.5,,10.7,10.4,12.1,7.6,5.5,-9.4,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio indicate potential financial distress,2026-04-24,0,
4661.T,"Oriental Land Co., Ltd.",2400.0,JPY,39.0,C,39.0,Potencial +48% analistas | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,3553.7,48.1,13,,6.01,0.58,,,27.4,31.1,,2.9,-35.4,Incomplete Data | Cyclical Risk,,SUSPECT,Missing key metrics such as ROE and Profit Margin raise concerns about data quality,2026-04-24,0,
6758.T,Sony Group Corporation,3208.0,JPY,39.0,C,39.0,Potencial +49% analistas | FCF negativo | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4764.78,48.5,23,-0.4,6.07,0.7,,14.9,17.5,15.5,-1.6,0.5,-32.8,Negative Profit Margin | Low Revenue Growth | Unsustainable FCF Yield,SONY,RISKY,Negative profit margin and low revenue growth raise concerns about the company's financial health,2026-04-24,0,
ABEV3.SA,Ambev S.A.,14.74,BRL,39.0,C,39.0,ROE 17.0% | FCF yield 5.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,15.37,4.3,18,5.5,0.54,7.56,,17.0,13.1,14.9,17.6,-8.2,-12.1,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,ABEV,SUSPECT,Negative revenue growth and low analyst upside raise concerns,2026-04-24,0,
8035.T,Tokyo Electron Limited,45850.0,JPY,38.0,C,38.0,ROE 26.5% | Margen 21% | Dividendo 1.3% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,47877.27,4.4,22,1.4,0.55,1.32,,26.5,35.8,38.9,21.1,-15.7,-1.6,Ingresos en declive YoY | Cyclical Risk | Valuation Risk,,RISKY,Negative revenue growth and high P/E ratios raise concerns about the stock's valuation and potential for future growth.,2026-04-24,0,
