ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,pct_from_52w_low,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0388.HK,Hong Kong Exchanges and Clearing Limited,417.8,HKD,70.0,A,70.0,ROE 33.6% | Potencial +23% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,513.12,22.8,17,,2.85,3.53,,33.6,26.1,26.7,62.9,18.9,-10.3,16.1,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-08-24,0,
RENT3.SA,Localiza Rent a Car S.A.,33.92,BRL,69.0,A,69.0,P/E 7.4x | Potencial +62% analistas | FCF yield 26.4% | Crecimiento ingresos +24% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.09,62.4,15,26.4,7.8,6.31,,13.0,7.4,10.8,7.4,24.5,-36.4,,,,,,2026-08-24,0,
1299.HK,AIA Group Limited,74.7,HKD,65.0,A,65.0,ROE 19.6% | Potencial +37% analistas | Margen 31% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,102.51,37.2,17,,4.65,2.63,,19.6,11.0,12.5,30.9,-2.5,-18.9,8.3,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-08-24,0,
105560.KS,KB Financial Group Inc.,162200.0,KRW,65.0,A,65.0,P/E 8.1x | Potencial +32% analistas | Crecimiento ingresos +18% | Margen 37% | Dividendo 2.8%,1,0,Financial Services,Korea,🇰🇷,21.2,213395.0,31.6,20,,3.95,2.81,,10.2,8.1,,36.5,18.5,-16.6,53.3,FCF no comparable (sector financiero),,,,2026-08-24,0,
4568.T,"Daiichi Sankyo Company, Limited",2866.5,JPY,63.0,B,63.0,Potencial +43% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Healthcare,Japan,🇯🇵,29.4,4090.59,42.7,17,-4.0,5.34,3.53,,14.8,20.0,20.4,10.9,21.1,-31.4,19.9,,DSNKY,,,2026-08-24,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,34.25,BRL,60.0,B,60.0,ROE 19.8% | Potencial +39% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,47.76,39.5,14,4.0,4.93,2.14,,19.8,12.7,15.6,8.3,5.0,-29.3,,Deuda elevada (D/E >2x),RDORY,,,2026-08-24,0,
4063.T,"Shin-Etsu Chemical Co., Ltd.",6044.0,JPY,60.0,B,60.0,Potencial +30% | Dividendo 1.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Basic Materials,Japan,🇯🇵,29.4,7839.41,29.7,17,2.2,3.71,1.92,,11.2,18.3,24.0,18.4,5.4,-23.8,38.4,,,,,2026-08-24,0,
035420.KS,NAVER Corporation,223500.0,KRW,54.0,B,54.0,Potencial +36% analistas | Crecimiento ingresos +16% | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,304346.16,36.2,26,2.7,4.52,1.18,,6.4,15.1,,15.6,16.2,-26.5,23.4,,,,,2026-08-24,0,
9983.T,"Fast Retailing Co., Ltd.",73000.0,JPY,53.0,B,53.0,ROE 22.5% | Potencial +18% | Crecimiento ingresos +22% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,86176.47,18.0,17,1.6,2.26,0.79,,22.5,53.3,46.8,13.5,22.2,-17.7,64.5,,,,,2026-08-24,0,
012330.KS,"Hyundai Mobis Co.,Ltd",496000.0,KRW,52.0,B,52.0,P/E 9.4x | Potencial +39% analistas | Dividendo 1.3%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,690500.0,39.2,30,2.8,4.9,1.31,,7.4,9.4,,5.8,2.4,-39.7,75.3,,,,,2026-08-24,0,
ABEV3.SA,Ambev S.A.,15.0,BRL,49.0,C,49.0,ROE 18.4% | FCF yield 8.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.34,8.9,17,8.6,1.12,4.87,,18.4,13.5,14.6,18.4,0.3,-12.0,,,ABEV,,,2026-08-24,0,
WEGE3.SA,WEG S.A.,49.27,BRL,48.0,C,48.0,ROE 30.8% | Potencial +12% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.3,12.2,16,2.4,1.53,4.12,,30.8,26.7,33.1,15.6,-0.6,-9.6,,,WEGZY,,,2026-08-24,0,
9988.HK,Alibaba Group Holding Limited,111.0,HKD,48.0,C,48.0,Potencial +62% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,179.68,61.9,24,-4.5,7.73,6.52,,6.4,11.8,25.7,7.0,8.6,-40.4,25.2,,BABA,,,2026-08-24,0,
9432.T,"NTT, Inc.",166.5,JPY,46.0,C,46.0,P/E 11.4x | FCF yield 83.3% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,169.36,1.7,14,83.3,0.21,3.25,,10.7,11.4,13.2,7.1,10.9,-0.5,16.8,,,,,2026-08-24,0,
6758.T,Sony Group Corporation,3855.0,JPY,46.0,C,46.0,Potencial +25% | FCF yield 14.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,4818.18,25.0,22,14.9,3.12,0.65,,13.2,21.0,20.7,-1.7,8.2,-19.3,26.7,,SONY,,,2026-08-24,0,
7203.T,Toyota Motor Corporation,3126.0,JPY,46.0,C,46.0,P/E 9.6x (vs 16x mercado) | Potencial +18% | FCF negativo | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3702.32,18.4,19,-9.7,2.3,3.19,,12.4,9.6,8.9,8.6,10.4,-21.9,16.4,,TM,,,2026-08-24,0,
6098.T,"Recruit Holdings Co., Ltd.",16235.0,JPY,46.0,C,46.0,ROE 36.2% | Crecimiento ingresos +19% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,15531.25,-4.3,16,2.2,-0.54,0.15,,36.2,53.6,46.6,15.0,18.9,-4.4,168.8,,RCRUY,,,2026-08-24,0,
6861.T,Keyence Corporation,80800.0,JPY,45.0,C,45.0,Potencial +21% | Crecimiento ingresos +33% | Margen 39% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,97366.66,20.5,15,,2.56,0.68,,,43.3,44.0,39.2,32.8,-8.1,56.9,,,,,2026-08-24,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1317000.0,KRW,42.0,C,42.0,Potencial +75% analistas | FCF negativo | Crecimiento ingresos +24%,1,1,Technology,Korea,🇰🇷,21.2,2304814.8,75.0,27,-0.4,9.38,,,10.6,31.7,,8.1,24.2,-45.5,749.7,,,,,2026-08-24,0,
8766.T,"Tokio Marine Holdings, Inc.",7282.0,JPY,38.0,C,38.0,P/E 14.8x | Potencial +18% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Financial Services,Japan,🇯🇵,29.4,8601.0,18.1,12,,2.26,3.33,,,14.8,26.1,,0.1,-14.0,37.4,FCF no comparable (sector financiero),TKOMY,,,2026-08-24,0,
7733.T,Olympus Corporation,2156.5,JPY,37.0,C,37.0,Crecimiento ingresos +16% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,2080.77,-3.5,13,0.8,-0.44,1.38,,10.6,17.2,35.3,7.5,16.4,-2.4,65.6,,,,,2026-08-24,0,
1211.HK,BYD Company Limited,91.9,HKD,37.0,C,37.0,Potencial +37% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,125.53,36.6,27,-16.3,4.57,0.39,,11.1,14.6,26.4,3.5,-11.8,-23.9,28.7,Ingresos en declive YoY,BYDDF,,,2026-08-24,0,
