ticker,company,purchase_count,unique_insiders,days_span,first_purchase,last_purchase,total_qty,confidence_score
HKHC,Horizon Kinetics Holding Corp,21,2,14,2025-12-01,2025-12-15,746.0,440
TCBI,Texas Capital Bancshares Inc/Tx,21,1,29,2026-01-28,2026-02-26,174770.0,430
JYNT,Joint Corp,21,1,77,2025-12-04,2026-02-19,174626.0,430
GTE,Gran Tierra Energy Inc.,20,2,79,2025-12-02,2026-02-19,3172200.0,420
SRZN,"Surrozen, Inc./De",20,2,77,2025-12-03,2026-02-18,1337639.0,420
ANDG,Andersen Group Inc.,20,2,4,2025-12-22,2025-12-26,1593644.0,420
GAIA,"Gaia, Inc",20,2,17,2025-12-09,2025-12-26,50825.0,420
EML,Eastern Co,20,2,18,2025-12-04,2025-12-22,23939.0,420
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",20,1,25,2026-01-30,2026-02-24,1282195.0,410
NAVN,"Navan, Inc.",19,3,27,2025-12-19,2026-01-15,11388964.0,410
ALT,"Altimmune, Inc.",20,1,23,2025-12-23,2026-01-15,124108.0,410
DMLP,"Dorchester Minerals, L.P.",18,4,79,2025-12-01,2026-02-18,189189.0,400
RNXT,"Renovorx, Inc.",19,2,50,2025-12-09,2026-01-28,134000.0,400
FMBM,F&M Bank Corp,19,1,51,2025-12-22,2026-02-11,3288.0,390
DLHC,Dlh Holdings Corp.,18,1,73,2025-12-13,2026-02-24,287619.0,370
CHUC,"Charlie'S Holdings, Inc.",16,4,62,2025-12-18,2026-02-18,3250000.0,360
CCFN,Muncy Columbia Financial Corp,17,2,55,2025-12-16,2026-02-09,5475.0,360
HYPD,"Hyperion Defi, Inc.",17,2,17,2025-12-22,2026-01-08,668866.0,360
BMNM,"Bimini Capital Management, Inc.",16,4,5,2025-12-24,2025-12-29,2137980.0,360
EMBY,"Embassy Bancorp, Inc.",15,6,7,2025-12-05,2025-12-12,14934.0,360
COCP,"Cocrystal Pharma, Inc.",17,1,87,2025-12-01,2026-02-26,668000.0,350
QDEL,Quidelortho Corp,16,3,84,2025-12-02,2026-02-24,71670.0,350
CNVS,Cineverse Corp.,15,5,2,2026-02-18,2026-02-20,607500.0,350
CBC,"Central Bancompany, Inc.",14,7,73,2025-12-01,2026-02-12,241149.0,350
TOFB,Tofutti Brands Inc,17,1,45,2025-12-19,2026-02-02,253900.0,350
GLSI,"Greenwich Lifesciences, Inc.",17,1,51,2025-12-01,2026-01-21,54900.0,350
AKTS,"Aktis Oncology, Inc.",16,3,7,2026-01-13,2026-01-20,17611476.0,350
WERN,Werner Enterprises Inc,14,7,1,2025-12-02,2025-12-03,12618.0,350
CR,Crane Co,16,2,3,2026-02-03,2026-02-06,21856.0,340
NWFL,Norwood Financial Corp,16,2,6,2026-01-29,2026-02-04,38800.0,340
GME,Gamestop Corp.,16,2,9,2026-01-21,2026-01-30,4116000.0,340
ALMS,Alumis Inc.,16,2,48,2025-12-02,2026-01-19,5603948.0,340
WBI,Waterbridge Infrastructure LLC,16,2,5,2026-01-08,2026-01-13,52572.0,340
CJMB,Callan Jmb Inc.,16,2,32,2025-12-11,2026-01-12,194279.0,340
WYY,Widepoint Corp,16,2,9,2025-12-31,2026-01-09,18000.0,340
CWBC,Community West Bancshares,15,3,84,2025-12-03,2026-02-25,4396.0,330
GABC,"German American Bancorp, Inc.",16,1,65,2025-12-17,2026-02-20,540.0,330
ZIVO,"Zivo Bioscience, Inc.",15,3,77,2025-12-03,2026-02-18,106756.0,330
CZNC,Citizens & Northern Corp,16,1,66,2025-12-09,2026-02-13,1948.0,330
YYAI,Airwa Inc.,16,1,20,2026-01-08,2026-01-28,22615748.0,330
PRPO,"Precipio, Inc.",16,1,19,2026-01-07,2026-01-26,384.0,330
FGBI,"First Guaranty Bancshares, Inc.",16,1,30,2025-12-08,2026-01-07,1084869.0,330
COO,"Cooper Companies, Inc.",15,3,12,2025-12-17,2025-12-29,48826.0,330
AVBC,"Avidia Bancorp, Inc.",14,4,86,2025-12-02,2026-02-26,42206.0,320
VANI,"Vivani Medical, Inc.",15,2,63,2025-12-17,2026-02-18,18293627.0,320
SGP,"Spyglass Pharma, Inc.",15,2,6,2026-02-11,2026-02-17,19900000.0,320
RAL,Ralliant Corp,15,2,7,2026-02-10,2026-02-17,30890.0,320
BOBS,"Bob'S Discount Furniture, Inc.",15,2,2,2026-02-09,2026-02-11,93885.0,320
MDBH,"Mdb Capital Holdings, LLC",15,2,36,2025-12-04,2026-01-09,74196.0,320
IMNM,Immunome Inc.,15,2,17,2025-12-19,2026-01-05,227561.0,320
AMR,"Alpha Metallurgical Resources, Inc.",15,2,11,2025-12-11,2025-12-22,404152.0,320
SMRT,"Smartrent, Inc.",15,2,15,2025-12-03,2025-12-18,1068172.0,320
PW,Power Reit,15,1,25,2026-01-19,2026-02-13,119692.0,310
APRE,"Aprea Therapeutics, Inc.",14,3,56,2025-12-12,2026-02-06,214577.0,310
NRIM,Northrim Bancorp Inc,14,3,56,2025-12-11,2026-02-05,17432.0,310
UA,"Under Armour, Inc.",15,1,36,2025-12-30,2026-02-04,147268751.0,310
LFT,"Lument Finance Trust, Inc.",14,3,44,2025-12-01,2026-01-14,224400.0,310
SAIC,Science Applications International Corp,13,5,26,2025-12-17,2026-01-12,7100.0,310
MPB,Mid Penn Bancorp Inc,15,1,2,2026-01-05,2026-01-07,2220.0,310
MRUS,Merus N.V.,15,1,17,2025-12-19,2026-01-05,312882113.0,310
GLP,Global Partners LP,15,1,27,2025-12-02,2025-12-29,86058.0,310
VENU,Venu Holding Corp,14,2,56,2025-12-31,2026-02-25,28984.0,300
MMS,"Maximus, Inc.",13,3,76,2025-12-03,2026-02-17,15868.0,290
LUCK,Lucky Strike Entertainment Corp,13,3,76,2025-12-03,2026-02-17,165602.0,290
EIKN,"Eikon Therapeutics, Inc.",13,3,4,2026-02-09,2026-02-13,9804366.0,290
IVFH,Innovative Food Holdings Inc,13,3,11,2026-01-09,2026-01-20,4349999.0,290
PROP,Prairie Operating Co.,14,1,36,2025-12-01,2026-01-06,4985714.0,290
MLP,Maui Land & Pineapple Co Inc,14,1,17,2025-12-01,2025-12-18,62778.0,290
KKR,Kkr & Co. Inc.,13,2,11,2026-02-12,2026-02-23,1081616.0,280
CHRW,"C. H. Robinson Worldwide, Inc.",12,4,2,2026-02-16,2026-02-18,9126.0,280
ENTX,Entera Bio Ltd.,13,2,49,2025-12-31,2026-02-18,160000.0,280
CING,Cingulate Inc.,12,4,2,2026-02-11,2026-02-13,99222.0,280
VRNS,Varonis Systems Inc,12,3,2,2026-02-11,2026-02-13,157515.0,270
MANE,"Veradermics, Inc",12,3,6,2026-02-06,2026-02-12,5308311.0,270
ACRV,"Acrivon Therapeutics, Inc.",12,3,6,2026-01-16,2026-01-22,271328.0,270
ADC,Agree Realty Corp,12,3,20,2025-12-30,2026-01-19,158000.0,270
NEXT,Nextdecade Corp,13,1,16,2025-12-01,2025-12-17,12001390.0,270
HYNE,"Hoyne Bancorp, Inc.",12,3,1,2025-12-08,2025-12-09,282852.0,270
ONMD,Onemednet Corp,12,3,1,2025-12-01,2025-12-02,7886854.0,270
CNDT,Conduent Inc,12,2,6,2026-02-20,2026-02-26,1341297.0,260
COCH,"Envoy Medical, Inc.",11,4,1,2026-02-18,2026-02-19,22117300.0,260
MSTR,Strategy Inc,12,2,15,2026-01-12,2026-01-27,24048.0,260
NKE,"Nike, Inc.",12,2,12,2025-12-24,2026-01-05,300316.0,260
AGIG,"Abundia Global Impact Group, Inc.",12,2,9,2025-12-24,2026-01-02,241844.0,260
MDLN,Medline Inc.,12,2,3,2025-12-23,2025-12-26,71006888.0,260
MDRR,"Medalist Diversified Reit, Inc.",12,2,12,2025-12-04,2025-12-16,230194.0,260
CDNL,Cardinal Infrastructure Group Inc.,12,2,3,2025-12-12,2025-12-15,123000.0,260
FNRN,First Northern Community Bancorp,12,1,11,2026-02-13,2026-02-24,13581.0,250
BWFG,"Bankwell Financial Group, Inc.",12,1,70,2025-12-09,2026-02-17,7616.0,250
THM,International Tower Hill Mines Ltd,12,1,8,2026-01-28,2026-02-05,129947212.0,250
OTH,Off the Hook Ys Inc.,12,1,56,2025-12-02,2026-01-27,74000.0,250
PETV,"Petvivo Holdings, Inc.",12,1,3,2026-01-19,2026-01-22,3937240.0,250
LB,Landbridge Co LLC,12,1,5,2026-01-08,2026-01-13,14168.0,250
EP,Empire Petroleum Corp,12,1,38,2025-12-02,2026-01-09,65404.0,250
BOC,Boston Omaha Corp,12,1,5,2025-12-31,2026-01-05,418500.0,250
PPTIN,"Presidio Property Trust, Inc.",12,1,5,2025-12-31,2026-01-05,84000.0,250
VSTS,Vestis Corp,11,3,18,2025-12-08,2025-12-26,3471684.0,250
BH,Biglari Holdings Inc.,12,1,14,2025-12-08,2025-12-22,32503.0,250
RZLT,"Rezolute, Inc.",10,5,3,2025-12-16,2025-12-19,245500.0,250
CFBK,Cf Bankshares Inc.,11,3,10,2025-12-09,2025-12-19,5471.0,250
SRBK,"Sr Bancorp, Inc.",11,2,87,2025-12-01,2026-02-26,7500.0,240
NWPP,New Peoples Bankshares Inc,11,2,80,2025-12-01,2026-02-19,510320.0,240
GEF,"Greif, Inc",11,2,8,2026-02-09,2026-02-17,49953.0,240
LSAK,Lesaka Technologies Inc,11,2,65,2025-12-10,2026-02-13,5752533.0,240
AZO,Autozone Inc,11,2,13,2025-12-13,2025-12-26,1333.0,240
AXR,Amrep Corp.,11,1,11,2026-02-13,2026-02-24,75572.0,230
RMBI,"Richmond Mutual Bancorporation, Inc.",11,1,22,2026-02-02,2026-02-24,3167.0,230
ASST,"Strive, Inc.",10,3,68,2025-12-17,2026-02-23,3084232.0,230
GALT,Galectin Therapeutics Inc,11,1,50,2025-12-24,2026-02-12,25700.0,230
ASTS,"Ast Spacemobile, Inc.",11,1,22,2025-12-11,2026-01-02,7345.0,230
XZO,"Exzeo Group, Inc.",10,3,16,2025-12-10,2025-12-26,92120.0,230
BRR,"Procap Financial, Inc.",10,3,7,2025-12-19,2025-12-26,749000.0,230
HLNE,Hamilton Lane Inc,9,4,1,2026-02-25,2026-02-26,70000.0,220
BOTJ,Bank of the James Financial Group Inc,10,2,84,2025-12-02,2026-02-24,6992.0,220
ZBIO,"Zenas Biopharma, Inc.",10,2,37,2026-01-12,2026-02-18,537535.0,220
FRD,Friedman Industries Inc,9,3,85,2025-12-03,2026-02-26,6300.0,210
EMPD,Empery Digital Inc.,10,1,23,2026-02-02,2026-02-25,5336336.0,210
TLPH,"Talphera, Inc.",9,3,2,2026-02-23,2026-02-25,556092.0,210
ACVA,Acv Auctions Inc.,10,1,57,2025-12-18,2026-02-13,201336.0,210
QNTO,"Quaint Oak Bancorp, Inc.",9,3,63,2025-12-09,2026-02-10,8756.0,210
NWBI,"Northwest Bancshares, Inc.",10,1,63,2025-12-03,2026-02-04,22000.0,210
STRR,"Star Equity Holdings, Inc.",10,1,26,2025-12-11,2026-01-06,643170.0,210
ROLR,"High Roller Technologies, Inc.",9,3,17,2025-12-09,2025-12-26,61040.0,210
DGICA,Donegal Group Inc,10,1,15,2025-12-01,2025-12-16,265505.0,210
GRND,Grindr Inc.,10,1,9,2025-12-03,2025-12-12,1760000.0,210
PRU,Prudential Financial Inc,9,2,10,2026-02-10,2026-02-20,4950.0,200
KVHI,Kvh Industries Inc De,9,2,76,2025-12-03,2026-02-17,385980.0,200
TBBK,"Bancorp, Inc.",9,2,11,2026-02-06,2026-02-17,27240.0,200
FRST,Primis Financial Corp.,9,2,62,2025-12-13,2026-02-13,15094.0,200
LIFE,Ethos Technologies Inc.,9,2,4,2026-02-02,2026-02-06,1323677.0,200
ELAN,Elanco Animal Health Inc,8,4,2,2025-12-16,2025-12-18,86900.0,200
SVCO,"Silvaco Group, Inc.",8,4,8,2025-12-09,2025-12-17,98200.0,200
PARK,"Park Dental Partners, Inc.",9,2,4,2025-12-04,2025-12-08,31629.0,200
WY,Weyerhaeuser Co,9,1,68,2025-12-19,2026-02-25,85500.0,190
NSPR,"Inspiremd, Inc.",9,1,79,2025-12-08,2026-02-25,51045.0,190
SNES,"Senestech, Inc.",9,1,15,2026-02-09,2026-02-24,377448.0,190
FUSB,"First Us Bancshares, Inc.",9,1,84,2025-12-01,2026-02-23,16005.0,190
NEOG,Neogen Corp,9,1,30,2026-01-19,2026-02-18,767.0,190
BMI,Badger Meter Inc,8,3,3,2026-02-10,2026-02-13,21660.0,190
IOR,Income Opportunity Realty Investors Inc /Tx/,9,1,33,2025-12-10,2026-01-12,7780.0,190
ADMQ,"Adm Endeavors, Inc.",9,1,24,2025-12-13,2026-01-06,1872200.0,190
GRNT,"Granite Ridge Resources, Inc.",9,1,16,2025-12-03,2025-12-19,30736.0,190
AFCG,Advanced Flower Capital Inc.,9,1,13,2025-12-04,2025-12-17,392000.0,190
MSBI,"Midland States Bancorp, Inc.",8,3,3,2025-12-05,2025-12-08,32196.0,190
LEE,"Lee Enterprises, Inc",8,2,14,2026-02-12,2026-02-26,5093789.0,180
ALIT,"Alight, Inc. / Delaware",8,2,86,2025-12-02,2026-02-26,364134.0,180
TLSI,"Trisalus Life Sciences, Inc.",8,2,1,2026-02-24,2026-02-25,809996.0,180
IP,International Paper Co /New/,8,2,4,2026-02-02,2026-02-06,300000.0,180
CCNE,Cnb Financial Corp/Pa,8,2,3,2026-02-03,2026-02-06,7500.0,180
ATLO,Ames National Corp,8,2,64,2025-12-04,2026-02-06,1560.0,180
CBK,"Commercial Bancgroup, Inc.",8,2,4,2026-02-02,2026-02-06,2864.0,180
AIG,"American International Group, Inc.",8,2,36,2026-01-01,2026-02-06,164.0,180
AMTB,Amerant Bancorp Inc.,8,2,7,2026-01-29,2026-02-05,23264.0,180
ALLY,Ally Financial Inc.,8,2,8,2026-01-26,2026-02-03,141464.0,180
RLI,Rli Corp,8,2,3,2026-01-26,2026-01-29,28000.0,180
VIRC,Virco Mfg Corporation,8,2,11,2026-01-08,2026-01-19,18000.0,180
INTZ,Intrusion Inc,8,2,3,2026-01-13,2026-01-16,18700.0,180
PMCB,"Pharmacyte Biotech, Inc.",8,2,5,2026-01-08,2026-01-13,640000.0,180
UTZ,"Utz Brands, Inc.",8,2,5,2026-01-07,2026-01-12,5524.0,180
DOMH,Dominari Holdings Inc.,8,2,4,2025-12-11,2025-12-15,192000.0,180
IMMX,"Immix Biopharma, Inc.",8,2,4,2025-12-11,2025-12-15,6064.0,180
VERX,"Vertex, Inc.",7,3,7,2026-02-19,2026-02-26,1373220.0,170
AVTR,"Avantor, Inc.",8,1,78,2025-12-10,2026-02-26,1150000.0,170
SSTI,"Soundthinking, Inc.",8,1,7,2026-02-19,2026-02-26,2124917.0,170
CEVA,Ceva Inc,7,3,2,2026-02-24,2026-02-26,19130.0,170
EKSO,"Ekso Bionics Holdings, Inc.",8,1,7,2026-02-18,2026-02-25,153449.0,170
BCDA,"Biocardia, Inc.",8,1,53,2025-12-18,2026-02-09,11900.0,170
USAR,"USA Rare Earth, Inc.",8,1,5,2026-01-30,2026-02-04,405200.0,170
BDSX,Biodesix Inc,8,1,6,2026-01-27,2026-02-02,729860.0,170
PEBO,Peoples Bancorp Inc,8,1,3,2026-01-26,2026-01-29,2628.0,170
TCI,Transcontinental Realty Investors Inc,8,1,12,2026-01-15,2026-01-27,560184.0,170
PALI,"Palisade Bio, Inc.",8,1,13,2026-01-14,2026-01-27,40000.0,170
MYNZ,Mainz Biomed N.V.,8,1,7,2026-01-19,2026-01-26,5315400.0,170
STAA,Staar Surgical Co,8,1,10,2026-01-09,2026-01-19,1736552.0,170
LMNR,Limoneira Co,8,1,8,2026-01-07,2026-01-15,100000.0,170
INDV,Indivior Plc,8,1,5,2026-01-08,2026-01-13,10184.0,170
QNBC,Qnb Corp.,8,1,12,2025-12-31,2026-01-12,2240.0,170
FKYS,First Keystone Corp,8,1,9,2025-12-31,2026-01-09,11200.0,170
BNTC,Benitec Biopharma Inc.,8,1,10,2025-12-23,2026-01-02,761456.0,170
PODC,"Podcastone, Inc.",8,1,21,2025-12-02,2025-12-23,51819.0,170
SELF,"Global Self Storage, Inc.",7,3,8,2025-12-01,2025-12-09,55920.0,170
LXRX,"Lexicon Pharmaceuticals, Inc.",7,2,17,2026-02-09,2026-02-26,2743953.0,160
SINT,"Sintx Technologies, Inc.",7,2,79,2025-12-09,2026-02-26,91400.0,160
NDAQ,"Nasdaq, Inc.",7,2,8,2026-02-16,2026-02-24,648000.0,160
SPGI,S&P Global Inc.,7,2,32,2026-01-16,2026-02-17,7592.0,160
TECX,"Tectonic Therapeutic, Inc.",7,2,5,2026-02-12,2026-02-17,31500.0,160
SPT,"Sprout Social, Inc.",7,2,31,2025-12-19,2026-01-19,647919.0,160
IPSC,"Century Therapeutics, Inc.",7,2,16,2025-12-17,2026-01-02,388240.0,160
NWTG,"Newton Golf Company, Inc.",7,2,16,2025-12-17,2026-01-02,60550.0,160
ICU,Seastar Medical Holding Corp,7,2,14,2025-12-12,2025-12-26,60300.0,160
SONO,Sonos Inc,7,1,17,2026-02-09,2026-02-26,4752128.0,150
BLCO,Bausch & Lomb Corp,7,1,2,2026-02-24,2026-02-26,50800.0,150
AASP,Agassi Sports Entertainment Corp.,6,3,28,2026-01-29,2026-02-26,6000.0,150
FLYW,Flywire Corp,7,1,46,2026-01-08,2026-02-23,979448.0,150
NMCO,Nuveen Municipal Credit Opportunities Fund,7,1,54,2025-12-31,2026-02-23,10200.0,150
BFST,"Business First Bancshares, Inc.",7,1,20,2026-01-28,2026-02-17,6360.0,150
FAST,Fastenal Co,7,1,16,2026-01-28,2026-02-13,280.0,150
MHH,"Mastech Digital, Inc.",7,1,56,2025-12-12,2026-02-06,31739.0,150
HQI,"Hirequest, Inc.",7,1,8,2025-12-30,2026-01-07,106216.0,150
ANNX,"Annexon, Inc.",7,1,34,2025-12-04,2026-01-07,86575.0,150
PHIO,Phio Pharmaceuticals Corp.,7,1,8,2025-12-30,2026-01-07,35000.0,150
SLSN,"Solesence, Inc.",7,1,24,2025-12-12,2026-01-05,115168.0,150
MYSZ,"My Size, Inc.",7,1,35,2025-12-01,2026-01-05,34435.0,150
UPXI,"Upexi, Inc.",7,1,11,2025-12-18,2025-12-29,650000.0,150
ELWT,"Elauwit Connection, Inc.",6,3,2,2025-12-16,2025-12-18,17000.0,150
MMLP,Martin Midstream Partners L.P.,7,1,12,2025-12-04,2025-12-16,71069.0,150
OWL,Blue Owl Capital Inc.,6,3,1,2025-12-04,2025-12-05,633340.0,150
ENR,"Energizer Holdings, Inc.",6,3,2,2025-12-03,2025-12-05,52000.0,150
INV,"Innventure, Inc.",6,3,4,2025-12-01,2025-12-05,53800.0,150
BLIN,"Bridgeline Digital, Inc.",6,2,6,2026-02-20,2026-02-26,166962.0,140
MSCI,Msci Inc.,6,2,76,2025-12-10,2026-02-24,45962.0,140
MSFT,Microsoft Corp,6,2,72,2025-12-13,2026-02-23,26526.0,140
ARE,"Alexandria Real Estate Equities, Inc.",6,2,67,2025-12-13,2026-02-18,84300.0,140
SMBK,Smartfinancial Inc.,6,2,15,2026-01-29,2026-02-13,3270.0,140
IT,Gartner Inc,6,2,61,2025-12-13,2026-02-12,130050.0,140
SOFI,"Sofi Technologies, Inc.",6,2,5,2026-02-06,2026-02-11,30000.0,140
ABT,Abbott Laboratories,6,2,14,2026-01-27,2026-02-10,95200.0,140
NBBK,"Nb Bancorp, Inc.",6,2,45,2025-12-22,2026-02-05,49736.0,140
FWDI,"Forward Industries, Inc.",6,2,10,2025-12-16,2025-12-26,42000.0,140
SCWO,374Water Inc.,6,2,5,2025-12-18,2025-12-23,1410000.0,140
BFLY,"Butterfly Network, Inc.",6,2,11,2025-12-08,2025-12-19,3530344.0,140
OPTT,"Ocean Power Technologies, Inc.",6,2,2,2025-12-16,2025-12-18,57542.0,140
BMEA,"Biomea Fusion, Inc.",6,2,14,2025-12-03,2025-12-17,360000.0,140
CE,Celanese Corp,6,2,4,2025-12-12,2025-12-16,26400.0,140
AARD,"Aardvark Therapeutics, Inc.",6,2,3,2025-12-13,2025-12-16,30000.0,140
BLNK,Blink Charging Co.,6,2,3,2025-12-13,2025-12-16,295998.0,140
ICCC,Immucell Corp /De/,6,2,7,2025-12-01,2025-12-08,38162.0,140
FFIN,First Financial Bankshares Inc,6,1,17,2026-02-09,2026-02-26,32100.0,130
GSHD,"Goosehead Insurance, Inc.",5,3,87,2025-12-01,2026-02-26,19775.0,130
VRSK,"Verisk Analytics, Inc.",6,1,1,2026-02-25,2026-02-26,5000.0,130
IBM,International Business Machines Corp,6,1,24,2026-02-02,2026-02-26,4484.0,130
KELYA,Kelly Services Inc,6,1,6,2026-02-20,2026-02-26,33000.0,130
MPLT,"Maplight Therapeutics, Inc.",6,1,12,2026-02-13,2026-02-25,117372.0,130
CSBB,"Csb Bancorp, Inc.",6,1,14,2026-02-10,2026-02-24,5310.0,130
LYFT,"Lyft, Inc.",6,1,73,2025-12-12,2026-02-23,37560.0,130
APCX,Apptech Payments Corp.,6,1,80,2025-12-01,2026-02-19,363400.0,130
TENB,"Tenable Holdings, Inc.",6,1,8,2026-02-10,2026-02-18,49500.0,130
PBHC,"Pathfinder Bancorp, Inc.",6,1,9,2026-02-09,2026-02-18,7143.0,130
OVBC,Ohio Valley Banc Corp,6,1,2,2026-02-16,2026-02-18,312.0,130
LFVN,Lifevantage Corp,6,1,61,2025-12-18,2026-02-17,17430.0,130
NG,Novagold Resources Inc,6,1,4,2026-02-09,2026-02-13,79410.0,130
KMB,Kimberly Clark Corp,6,1,3,2026-02-09,2026-02-12,30798.0,130
NZF,Nuveen Municipal Credit Income Fund,6,1,27,2026-01-06,2026-02-02,19254.0,130
EHSI,Elite Health Systems Inc.,6,1,41,2025-12-04,2026-01-14,2919768.0,130
CLYM,"Climb Bio, Inc.",6,1,28,2025-12-16,2026-01-13,657566.0,130
ABTC,American Bitcoin Corp.,6,1,10,2025-12-19,2025-12-29,754000.0,130
NTST,Netstreit Corp.,6,1,17,2025-12-09,2025-12-26,6000.0,130
SCND,Scientific Industries Inc,6,1,6,2025-12-16,2025-12-22,76400.0,130
LCGMF,Lion Copper & Gold Corp.,6,1,6,2025-12-16,2025-12-22,3309519.0,130
DTIL,Precision Biosciences Inc,6,1,1,2025-12-18,2025-12-19,14162.0,130
DFDV,Defi Development Corp.,5,3,14,2025-12-01,2025-12-15,67524.0,130
CNTM,"Connectm Technology Solutions, Inc.",6,1,3,2025-12-12,2025-12-15,1087203.0,130
TENX,"Tenax Therapeutics, Inc.",6,1,7,2025-12-08,2025-12-15,30000.0,130
TBTC,Table Trac Inc,6,1,4,2025-12-08,2025-12-12,88704.0,130
UFI,Unifi Inc,6,1,7,2025-12-02,2025-12-09,200000.0,130
PMN,Promis Neurosciences Inc.,5,2,19,2026-02-06,2026-02-25,2105481.0,120
WTW,Willis Towers Watson Plc,5,2,3,2026-02-16,2026-02-19,7723.0,120
BY,"Byline Bancorp, Inc.",5,2,19,2026-01-30,2026-02-18,1426.0,120
FRAF,Franklin Financial Services Corp /Pa/,5,2,73,2025-12-01,2026-02-12,1178.0,120
UWHR,Uwharrie Capital Corp,5,2,21,2025-12-17,2026-01-07,2987.0,120
CRM,"Salesforce, Inc.",5,2,14,2025-12-09,2025-12-23,197808.0,120
ARX,Accelerant Holdings,5,2,12,2025-12-10,2025-12-22,45184.0,120
ADGM,"Adagio Medical Holdings, Inc.",5,2,6,2025-12-16,2025-12-22,651945.0,120
ULBI,Ultralife Corp,5,2,17,2025-12-01,2025-12-18,111228.0,120
WMG,Warner Music Group Corp.,5,2,11,2025-12-05,2025-12-16,178954.0,120
ADVM,"Adverum Biotechnologies, Inc.",5,2,2,2025-12-09,2025-12-11,486097.0,120
EONR,Eon Resources Inc.,5,2,2,2025-12-01,2025-12-03,316474.0,120
AAT,"American Assets Trust, Inc.",5,1,6,2026-02-20,2026-02-26,644370.0,110
AMH,American Homes 4 Rent,5,1,76,2025-12-12,2026-02-26,22000.0,110
GPN,Global Payments Inc,5,1,75,2025-12-13,2026-02-26,30423.0,110
ARES,Ares Management Corp,5,1,15,2026-02-11,2026-02-26,30960.0,110
FPI,Farmland Partners Inc.,5,1,71,2025-12-17,2026-02-26,12200.0,110
NAII,Natural Alternatives International Inc,5,1,3,2026-02-23,2026-02-26,17500.0,110
CVRX,"Cvrx, Inc.",5,1,6,2026-02-19,2026-02-25,95400.0,110
