ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
1299.HK,AIA Group Limited,82.0,HKD,62.0,B,62.0,Potencial +27% | Margen 24% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.54,27.5,18,,3.44,2.35,,14.8,12.3,17.7,23.8,6.0,-11.0,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are concerns,2026-06-01
7974.T,"Nintendo Co., Ltd.",7163.0,JPY,61.0,B,61.0,Potencial +49% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10641.07,48.6,26,3.4,6.07,3.06,,14.9,21.0,19.6,18.3,95.1,-51.6,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Revenue growth YoY of 95.1% seems unusually high and warrants further investigation,2026-06-01
RDOR3.SA,Rede D'Or São Luiz S.A.,34.02,BRL,60.0,B,60.0,ROE 19.2% | Potencial +43% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,48.75,43.3,13,3.6,5.41,1.87,,19.2,12.3,16.3,8.1,10.6,-29.7,Deuda elevada (D/E >2x) | Deuda elevada | Regulatory risks | Geopolitical risks in Brazil,RDORY,RISKY,High debt-to-equity ratio and potential regulatory risks in the healthcare sector,2026-06-01
105560.KS,KB Financial Group Inc.,152100.0,KRW,58.0,B,58.0,P/E 8.0x | Potencial +29% | Crecimiento ingresos +15% | Margen 37% | Dividendo 3.0%,1,0,Financial Services,Korea,🇰🇷,21.2,195750.0,28.7,20,,3.59,3.05,,10.0,8.0,,36.6,15.2,-11.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Governance Risk,,SUSPECT,Low Forward P/E of 8.0x and high Profit Margin of 36.6% may indicate potential anomalies or undervaluation,2026-06-01
9988.HK,Alibaba Group Holding Limited,122.8,HKD,58.0,B,58.0,Potencial +50% analistas | FCF negativo | Dividendo 5.9% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,184.15,50.0,26,-1.9,6.25,5.9,,9.2,12.6,19.3,10.1,2.9,-34.0,Regulatory Risk | Geopolitical Risk | Cyclical Risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns about the company's financial health,2026-06-01
9432.T,"NTT, Inc.",148.0,JPY,57.0,B,57.0,P/E 10.2x (vs 16x mercado) | Potencial +17% | FCF yield 86.3% | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,172.77,16.7,13,86.3,2.09,3.61,,10.0,10.2,11.7,7.2,9.1,-11.5,anomalous_fcf_yield,,SUSPECT,FCF yield of 86.3% appears anomalous and likely incorrect for a communication services company,2026-06-01
7203.T,Toyota Motor Corporation,2905.5,JPY,57.0,B,57.0,P/E 9.0x (vs 16x mercado) | Potencial +32% analistas | FCF negativo | Dividendo 3.3% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3827.44,31.7,18,-2.5,3.97,3.29,,10.2,9.0,9.8,7.6,1.9,-27.4,Cyclical Risk | Geopolitical Risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established company like Toyota,2026-06-01
6758.T,Sony Group Corporation,3542.0,JPY,52.0,B,52.0,Potencial +32% analistas | FCF negativo | Crecimiento ingresos +15% | Dividendo 1.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4676.3,32.0,23,-1.4,4.0,1.02,,12.4,19.3,20.7,-2.6,15.4,-25.8,Negative Profit Margin | Negative FCF Yield,SONY,RISKY,Negative profit margin and FCF yield indicate potential financial distress,2026-06-01
8766.T,"Tokio Marine Holdings, Inc.",7108.0,JPY,50.0,B,50.0,ROE 18.7% | P/E 14.4x | Potencial +15% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,8154.33,14.7,12,,1.84,3.45,,18.7,14.4,13.8,11.7,-4.5,-11.6,FCF no comparable (sector financiero) | cyclical risk | regulatory risk,TKOMY,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-06-01
WEGE3.SA,WEG S.A.,44.1,BRL,48.0,C,48.0,ROE 32.5% | Potencial +19% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,52.59,19.3,15,2.9,2.41,4.9,,32.5,23.8,29.4,15.6,-6.1,-19.1,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-06-01
8035.T,Tokyo Electron Limited,53060.0,JPY,47.0,C,47.0,ROE 29.3% | Margen 24% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,53381.82,0.6,22,0.9,0.08,1.38,,29.3,41.4,42.4,23.5,8.6,-3.1,Overvaluation Risk | Cyclical Industry Risk,,SUSPECT,High P/E ratios and low FCF yield raise concerns about overvaluation,2026-06-01
7733.T,Olympus Corporation,1806.5,JPY,44.0,C,44.0,P/E 14.4x | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1890.0,4.6,13,0.1,0.58,1.68,,8.7,14.4,29.5,6.7,8.5,-16.7,cyclical | governance,,SUSPECT,Low FCF yield and high trailing P/E raise concerns about the stock's valuation and potential investment risks,2026-06-01
4661.T,"Oriental Land Co., Ltd.",2248.0,JPY,43.0,C,43.0,Potencial +40% analistas | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,3144.84,39.9,14,,4.99,0.67,,,25.7,30.2,17.3,,-39.5,Missing Key Metrics | Cyclical Sector Risk,,SUSPECT,Missing key metrics such as ROE and Revenue Growth YoY raise concerns about data quality,2026-06-01
6098.T,"Recruit Holdings Co., Ltd.",10900.0,JPY,42.0,C,42.0,ROE 30.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,10475.0,-3.9,16,2.6,-0.49,0.23,,30.8,36.0,31.3,13.4,11.5,-4.3,Overvaluation Risk | Regulatory Risk in Japanese Market,RCRUY,SUSPECT,High forward P/E and low dividend yield may indicate overvaluation,2026-06-01
2382.HK,Sunny Optical Technology (Group) Company Limited,82.85,HKD,41.0,C,41.0,ROE 17.5% | FCF negativo | Crecimiento ingresos +21% | Dividendo 1.4% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,81.12,-2.1,23,-0.8,-0.26,1.44,,17.5,16.3,16.9,10.7,21.3,-9.4,cyclical | governance,,RISKY,Negative FCF yield indicates potential cash flow issues,2026-06-01
9983.T,"Fast Retailing Co., Ltd.",80510.0,JPY,39.0,C,39.0,ROE 20.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,74073.34,-8.0,15,1.9,-1.0,0.72,,20.6,58.8,51.7,13.1,14.8,-2.9,Overvaluation Risk | Cyclical Sector Risk,,SUSPECT,High P/E ratios and negative analyst upside raise concerns about overvaluation and potential downturn,2026-06-01
ABEV3.SA,Ambev S.A.,16.32,BRL,37.0,C,37.0,ROE 17.3% | FCF yield 7.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.03,-1.8,18,7.2,-0.22,1.1,,17.3,14.6,16.5,17.7,-0.1,-4.2,cyclical risk | geopolitical risk,ABEV,SUSPECT,Negative revenue growth and low analyst upside raise concerns,2026-06-01
1211.HK,BYD Company Limited,90.75,HKD,37.0,C,37.0,Potencial +37% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,124.55,37.2,28,-14.2,4.66,0.39,,11.1,14.7,40.2,3.5,-11.8,-36.8,Ingresos en declive YoY | Negative FCF Yield | Declining Revenue | High Trailing P/E,BYDDF,RISKY,Negative FCF yield and declining revenue raise concerns about the company's financial health,2026-06-01
6367.T,"Daikin Industries,Ltd.",23630.0,JPY,36.0,C,36.0,Crecimiento ingresos +16% | Dividendo 1.6% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,23906.0,1.2,16,1.8,0.15,1.55,,9.3,23.9,25.2,5.5,16.4,-8.8,Overvaluation Risk | Cyclical Industry Risk,,SUSPECT,"Forward and trailing P/E ratios seem high compared to the sector average, potentially indicating overvaluation",2026-06-01
