ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
IP,International Paper,Bull Flag Pullback,⭐ BUENA,60,42.89,$42.03 - $43.75,48.7,41.23,3.49,2026-03-03,,,,,,,30.9,-11.9,42.5,42.5,Bearish,False
WS,"Worthington Steel,",Bull Flag Pullback,⭐ BUENA,60,42.13,$41.29 - $42.97,48.69,39.17,2.22,2026-03-03,,,,,,,40.6,-13.5,40.38,40.38,Bearish,False
APTV,Aptiv PLC,Oversold Bounce,MODERADA,55,72.47,$74.4 - $77.44,86.64,72.12,40.95,2026-03-03,27.1,-18.3,75.92,86.64,-4.5,0.93,,,,,,
POOL,POOL,Oversold Bounce,MODERADA,55,222.0,$236.75 - $246.41,269.74,229.5,0.0,2026-03-03,27.4,-18.2,241.58,269.74,-8.1,0.87,,,,,,
CRM,"Salesforce,",Oversold Bounce,MODERADA,50,192.95,$225.56 - $234.76,264.61,218.65,0.0,2026-03-03,49.1,-27.5,230.16,264.61,-16.2,0.64,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,245.45,$299.86 - $312.1,329.22,290.68,0.0,2026-03-03,49.9,-22.3,305.98,329.22,-19.8,1.01,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,353.93,$429.97 - $447.52,454.27,416.8,0.0,2026-03-03,51.3,-21.6,438.74,454.27,-19.3,0.65,,,,,,
HUM,HUM,Oversold Bounce,MODERADA,50,187.28,$241.01 - $250.85,283.95,233.63,0.0,2026-03-03,48.3,-34.0,245.93,283.95,-23.8,0.53,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.94,$0.96 - $1.0,1.27,0.93,36.67,2026-03-03,41.8,-33.8,0.98,1.27,-4.1,1.17,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,MODERADA,50,3.16,$5.27 - $5.49,6.75,5.11,0.0,2026-03-03,40.8,-53.2,5.38,6.75,-41.3,0.79,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,9.97,$12.64 - $13.16,18.06,12.25,0.0,2026-03-03,42.5,-44.8,12.9,18.06,-22.7,0.93,,,,,,
WYY,WidePoint,Oversold Bounce,MODERADA,50,4.81,$5.2 - $5.42,7.34,5.04,0.0,2026-03-03,36.2,-34.8,5.31,7.34,-9.4,0.26,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,23.08,$30.5 - $31.74,47.79,29.56,0.0,2026-03-03,36.1,-35.4,31.12,47.79,-25.8,0.39,,,,,,
CNDT,CNDT,Oversold Bounce,MODERADA,50,1.47,$1.79 - $1.86,2.09,1.73,0.0,2026-03-03,49.4,-29.7,1.82,2.09,-19.5,0.53,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,137.65,$158.0 - $164.45,269.06,153.16,0.0,2026-03-03,49.5,-27.2,161.22,269.06,-14.6,0.99,,,,,,
VERX,VERX,Oversold Bounce,MODERADA,50,14.4,$18.73 - $19.49,23.28,18.15,0.0,2026-03-03,45.0,-30.2,19.11,23.28,-24.6,0.36,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,1.07,$1.19 - $1.24,1.95,1.15,0.0,2026-03-03,52.2,-30.5,1.21,1.95,-11.9,0.7,,,,,,
BLIN,BLIN,Oversold Bounce,MODERADA,50,0.87,$0.84 - $0.87,1.12,0.81,4.33,2026-03-03,65.0,-22.3,0.86,1.12,1.8,0.28,,,,,,
SPT,"Sprout Social,",Oversold Bounce,MODERADA,50,6.51,$9.16 - $9.54,11.37,8.88,0.0,2026-03-03,35.1,-44.2,9.35,11.37,-30.4,1.04,,,,,,
IT,"Gartner,",Oversold Bounce,MODERADA,50,159.27,$221.19 - $230.22,256.38,214.42,0.0,2026-03-03,49.5,-37.4,225.71,256.38,-29.4,0.59,,,,,,
TENB,"Tenable,",Oversold Bounce,MODERADA,50,19.64,$25.14 - $26.16,26.81,24.37,0.0,2026-03-03,38.4,-26.7,25.65,26.81,-23.4,0.61,,,,,,
TYL,TYL,Oversold Bounce,MODERADA,50,354.62,$441.02 - $459.02,472.77,427.52,0.0,2026-03-03,49.8,-24.4,450.02,472.77,-21.2,0.57,,,,,,
CSPI,CSPI,Oversold Bounce,MODERADA,50,8.71,$10.82 - $11.26,13.47,10.49,0.0,2026-03-03,32.6,-41.4,11.04,13.47,-21.1,0.51,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,50.0,$60.33 - $62.8,67.39,58.49,0.0,2026-03-03,47.6,-26.0,61.56,67.39,-18.8,0.91,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.17,$8.36 - $8.71,12.16,8.11,0.0,2026-03-03,42.4,-52.5,8.53,12.16,-39.4,0.7,,,,,,
GLGI,"Greystone Logistics,",Oversold Bounce,MODERADA,50,0.34,$0.52 - $0.54,0.63,0.5,0.0,2026-03-03,75.0,-47.7,0.53,0.63,-35.8,0.31,,,,,,
