ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
CMPR,0.0,50.0,25.66,,,Cimpress PLC,61.6,Industrials,Specialty Business Services,50.0,90.0,60.3,40.0,60.0,71.15,1755397504,60.0,71.6,False,down,,,0,32.0,True,1,14.2,14.8,True,82.43,-13.7,7.0,True,"{'current_ratio': 0.68, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 0.7},97.5,100.0,95.0,2.0,none,37.0,111.84,57.2,9.8,-86.2,10.52,7.6,,,,True,-3.02,2.0,-8.7,57.0,2026-04-29,False,False,,,,,,70.0,0.0,0.0,,38.5,0.0,15.0,18.5,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",LOW_FLOAT,13.7,15.0,33.5,60.0,False,down,71.6,0.0,,0,True,1,2.0,20,41.0,53.7,Medio,38.3,0.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,61.64,8.0,0.0,8.0,0.0,3.0,0.0,4.62,3.0,⭐ GOOD,🟡 Good,,,,,,,
MCY,0.0,50.0,30.11,,,Mercury General Corporation,61.1,Financial Services,Insurance - Property & Casualty,50.0,60.0,70.4,70.0,65.0,91.58,5072490496,80.0,84.8,False,down,,,0,10.2,False,0,7.2,7.8,False,100.06,-8.5,8.0,True,"{'roe_pct': 24.8, 'debt_to_equity': 0.24, 'current_ratio': 0.56, 'operating_margin_pct': 16.7}",{'profit_margin_pct': 9.0},110.0,110.0,110.0,1.0,strong_buy,20.1,1931.42,2009.0,293.1,220.0,49.73,45.54,1.39,13.0,3.68,False,,24.2,50.4,69.0,2026-05-11,False,False,,,,,,70.0,0.0,0.0,,55.3,0.0,15.0,18.3,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,26.6,0.0,33.3,80.0,False,down,84.8,3.0,,0,False,0,0.0,23,41.0,46.3,Bajo 50%,35.7,0.0,1.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,61.44,0.0,0.0,8.0,0.0,0.0,5.0,2.51,1.0,⭐ GOOD,🟡 Good,,,,,,,
ACNB,0.0,50.0,25.98,,,ACNB Corporation,64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,50.52,524640704,60.0,68.2,False,down,,,0,50.7,False,0,1.3,3.7,False,53.89,-6.3,7.0,True,"{'roe_pct': 10.2, 'operating_margin_pct': 41.9}",{'profit_margin_pct': 25.3},56.67,57.0,56.0,3.0,none,12.2,,,108.0,113.8,,,3.01,38.3,3.15,True,-1.65,,17.5,51.0,2026-04-23,False,False,,,,,,70.0,0.0,0.0,,49.4,0.0,15.0,19.4,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MICRO_FLOAT,10.0,5.0,34.4,60.0,False,down,68.2,0.0,,0,False,0,0.0,2,41.0,97.6,Top 10%,69.2,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,60.92,0.0,0.0,0.0,5.0,3.0,5.0,1.52,0.0,⭐ GOOD,🟡 Good,,,,,,,
FULT,0.0,50.0,25.9,,,Fulton Financial Corporation,64.0,Financial Services,Banks - Regional,60.0,70.0,63.9,65.0,60.0,20.89,3758009344,60.0,67.4,False,flat,,,0,3.3,True,2,8.0,5.2,True,22.99,-9.1,7.0,True,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},23.0,24.0,22.0,5.0,buy,10.1,,,62.4,198.7,,,3.64,35.1,3.79,True,-1.23,,32.5,42.0,2026-04-14,False,False,,,,,,90.0,0.0,0.0,,59.2,0.0,15.0,19.2,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",HIGH_FLOAT,177.5,0.0,34.2,60.0,False,flat,67.4,0.0,,0,True,2,2.0,2,41.0,97.6,Top 10%,69.2,5.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,60.6,0.0,0.0,0.0,5.0,3.0,5.0,1.26,0.0,⭐ GOOD,🟡 Good,,,,,,,
THFF,0.0,50.0,30.15,,,First Financial Corporation,61.5,Financial Services,Banks - Regional,60.0,60.0,63.9,65.0,60.0,64.8,769873216,60.0,74.1,False,flat,,,0,6.4,True,1,2.0,2.4,False,69.21,-6.4,8.0,True,"{'roe_pct': 13.2, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 31.2},71.5,75.0,68.0,2.0,buy,10.3,,,200.4,209.3,,,3.23,31.3,2.95,True,-0.1,,15.7,49.0,2026-04-21,False,False,,,,,,70.0,0.0,0.0,,53.4,0.0,15.0,18.4,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,11.3,5.0,33.4,60.0,False,flat,74.1,0.0,,0,True,1,2.0,2,41.0,97.6,Top 10%,69.2,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,59.6,0.0,0.0,0.0,5.0,3.0,5.0,1.29,0.0,🔵 DECENT,🟡 Good,,,,,,,
BWFG,0.0,50.0,26.14,,,"Bankwell Financial Group, Inc.",66.4,Financial Services,Banks - Regional,60.0,80.0,68.3,65.0,50.0,47.88,378249280,80.0,75.0,False,down,,,0,34.6,False,0,2.8,5.7,False,51.54,-7.1,7.0,True,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,8.6,,,133.5,178.8,,,1.67,18.0,2.49,True,-0.35,,104.9,50.0,2026-04-22,False,False,,,,,,100.0,0.0,0.0,,57.9,0.0,15.0,19.9,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 47% up volume)",MICRO_FLOAT,6.0,0.0,34.9,80.0,False,down,75.0,3.0,,0,False,0,0.0,2,41.0,97.6,Top 10%,69.2,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,59.56,0.0,0.0,0.0,3.0,3.0,5.0,1.08,0.0,🔵 DECENT,🟡 Good,,,,,,,
SGU,0.0,50.0,21.509999999999998,,,Star Group L.P.,50.1,Energy,Oil & Gas Refining & Marketing,50.0,50.0,50.3,50.0,50.0,13.0,427427712,35.0,29.9,False,up,,,0,-27.4,True,2,0.2,1.7,False,13.75,-5.5,6.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 1.11, 'current_ratio': 0.73, 'operating_margin_pct': 9.9}",{'profit_margin_pct': 4.1},,,,,none,,27.83,114.1,25.92,99.4,9.43,1.23,5.69,37.9,5.6,True,-4.67,8.1,6.8,64.0,2026-05-06,False,False,,,,,,90.0,0.0,0.0,,47.0,0.0,15.0,15.0,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 57% up volume)",MEDIUM_FLOAT,26.6,0.0,30.0,35.0,False,up,29.9,2.0,,0,True,2,2.0,,41.0,,Sin datos suficientes,29.9,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,59.53399999999999,8.0,0.0,8.0,5.0,3.0,3.0,,0.0,🔵 DECENT,🟡 Good,,,,,,,
AROW,0.0,50.0,30.71,,,Arrow Financial Corporation,67.1,Financial Services,Banks - Regional,60.0,80.0,71.9,65.0,50.0,33.52,551247872,80.0,75.7,False,flat,,,0,26.3,True,1,0.6,1.2,False,36.44,-8.0,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},34.5,34.5,34.5,1.0,none,2.9,,,79.5,137.2,,,3.57,43.0,3.8,True,-1.88,,108.9,58.0,2026-04-30,False,False,,,,,,90.0,0.0,0.0,,48.1,0.0,15.0,20.1,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 39% up volume)",LOW_FLOAT,14.0,15.0,35.1,80.0,False,flat,75.7,3.0,,0,True,1,2.0,2,41.0,97.6,Top 10%,69.2,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,58.839999999999996,0.0,0.0,0.0,5.0,3.0,5.0,0.36,-3.0,🔵 DECENT,🟡 Good,,,,,,,
LYFT,0.0,50.0,0.0,,,"Lyft, Inc.",49.2,Technology,Software - Application,60.0,50.0,15.0,65.0,60.0,13.73,5483122176,15.0,5.0,False,down,,,0,9.8,False,0,17.1,3.6,True,25.54,-46.2,3.0,False,"{'roe_pct': 140.8, 'debt_to_equity': 0.4, 'current_ratio': 0.65, 'operating_margin_pct': -11.2}",{'profit_margin_pct': 45.0},19.76,31.0,13.0,37.0,hold,43.9,126.77,823.3,204.3,1388.0,21.7,2.99,,,,True,-9.12,-1.6,1804.6,65.0,2026-05-07,False,False,,,,,,70.0,0.0,0.0,,0.0,0.0,15.0,14.8,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,321.2,38.0,29.8,15.0,False,down,5.0,0.0,,0,False,0,0.0,40,41.0,4.9,Bottom 25%,3.8,-3.0,3.0,-5.0,0.0,0.0,0.0,5.0,15.0,False,1/3,58.68000000000001,5.0,0.0,8.0,0.0,3.0,5.0,5.49,3.0,🔵 DECENT,🟡 Good,,,,,,,
DLX,0.0,50.0,35.3,,,Deluxe Corporation,53.0,Industrials,Conglomerates,50.0,30.0,91.0,45.0,55.0,27.84,1255068928,100.0,96.0,True,up,,,0,-0.2,False,0,9.6,4.8,True,28.6,-2.7,8.0,True,"{'roe_pct': 12.6, 'debt_to_equity': 2.22, 'current_ratio': 1.03, 'operating_margin_pct': 10.0}",{'profit_margin_pct': 3.8},32.67,35.0,31.0,3.0,none,17.3,61.51,120.9,18.0,-35.3,15.02,4.18,4.31,66.7,5.59,False,,2.0,-3.5,57.0,2026-04-29,False,False,,,,,,70.0,0.0,0.0,,58.9,0.0,15.0,15.9,2026-03-03 07:49:18,2026-03-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,43.7,5.0,30.9,100.0,True,up,96.0,10.0,,0,False,0,0.0,,41.0,,Sin datos suficientes,96.0,0.0,3.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,58.2,8.0,0.0,8.0,5.0,0.0,0.0,2.16,1.0,🔵 DECENT,🟡 Good,,,,,,,
