ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (5,232,000,000) se aparta del derivado de flujo operativo menos capex (7,764,000,000)",100.0,100.0,15.0,85.0,70.0,15.0,9.2,False,up,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -20.4, 'rs_6m': -38.6, 'rs_line_percentile': 9.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 38.6}",327.94,89703718912,Technology,Software - Application,6.6,2.9,False,786.28,-58.3,1.0,False,454.65,921.0,250.0,33.0,buy,38.6,387.99,18.3,177.51,-45.9,5.83,19.13,1.48,28.3,4.8,0.67,True,-4.56,24.8,10.7,19.0,2026-08-25,False,True,9.0,STRONG,5.66,97.0,1.12,48.9,0.8,0.02,-48.1,2026-08-06T06:33:32.012302
TT,Trane Technologies plc,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,90.0,80.0,54.0,80.0,60.0,60.0,57.2,False,up,9.1,True,2,10.6,True,2,"{'eps_growth_yoy': 9.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}","{'revenue_growth_yoy': 10.6, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -5.9, 'rs_6m': -2.7, 'rs_line_percentile': 57.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.6}",483.58,106398810112,Industrials,Building Products & Equipment,1.9,3.3,False,505.87,-4.4,7.0,True,525.28,575.0,422.0,21.0,buy,8.6,248.18,-48.7,137.3,-71.6,2.93,14.19,0.89,29.7,4.2,1.19,True,-1.28,18.0,5.0,84.0,2026-10-29,False,False,9.0,STRONG,3.56,102.0,3.91,29.2,,,,2026-08-06T06:37:05.378598
POOL,Pool Corporation,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (212,930,256) se aparta del derivado de flujo operativo menos capex (310,312,016)",100.0,90.0,26.7,80.0,60.0,15.0,12.2,False,up,48.1,True,2,25.6,True,2,"{'eps_growth_yoy': 48.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.4}","{'revenue_growth_yoy': 25.6, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 5.5, 'rs_6m': -32.4, 'rs_line_percentile': 12.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 31.3, 'debt_to_equity': 1.35, 'current_ratio': 2.67, 'operating_margin_pct': 15.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.6}",206.63,7509088768,Industrials,Industrial Distribution,11.3,3.1,True,336.15,-38.5,1.0,False,220.36,260.0,185.0,11.0,buy,6.6,86.21,-58.3,108.9,-47.3,2.84,5.86,2.56,46.4,5.2,1.26,True,-3.66,16.2,,77.0,2026-10-22,False,False,5.0,NEUTRAL,6.33,34.5,2.34,45.5,1.6,0.03,-43.9,2026-08-06T06:39:43.174531
EQIX,"Equinix, Inc.",74.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (3,776,000,000) se aparta del derivado de flujo operativo menos capex (-368,999,872)",90.0,70.0,66.0,70.0,65.0,60.0,61.2,False,down,28.1,False,0,13.3,True,1,"{'eps_growth_yoy': 28.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}","{'revenue_growth_yoy': 13.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -7.6, 'rs_6m': 20.3, 'rs_line_percentile': 61.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 10.7, 'debt_to_equity': 1.62, 'current_ratio': 1.13, 'operating_margin_pct': 27.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.7}",1056.2,104217034752,Real Estate,REIT - Specialty,2.2,2.8,False,1128.68,-6.4,7.0,True,1222.31,1350.0,1060.0,29.0,buy,15.7,1554.22,47.2,450.14,-57.4,3.62,38.27,1.96,126.8,20.64,1.86,False,,4.0,28.8,83.0,2026-10-28,False,False,6.0,NEUTRAL,1.61,7.8,1.94,32.9,0.4,0.01,-32.5,2026-08-06T06:37:27.612930
CBOE,"Cboe Global Markets, Inc.",74.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (678,249,984) se aparta del derivado de flujo operativo menos capex (1,891,800,000)",100.0,70.0,35.0,100.0,50.0,35.0,31.3,False,down,64.1,True,1,8.5,True,2,"{'eps_growth_yoy': 64.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.7}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -22.7, 'rs_6m': -7.3, 'rs_line_percentile': 31.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 26.3, 'debt_to_equity': 0.28, 'current_ratio': 1.56, 'operating_margin_pct': 34.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.0}",284.76,29737777152,Financial Services,Financial Data & Stock Exchanges,3.0,2.9,False,371.18,-23.3,4.0,False,316.0,380.0,258.0,14.0,hold,11.0,275.43,-3.3,385.2,35.3,2.28,6.49,1.0,22.4,2.88,1.29,True,-0.26,36.0,20.1,85.0,2026-10-30,False,False,8.0,STRONG,5.59,70.3,0.37,38.2,0.2,0.01,-38.0,2026-08-06T06:38:22.469457
JNJ,Johnson & Johnson,74.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,60.0,60.3,85.0,60.0,60.0,61.3,False,up,7.4,True,2,5.5,True,1,"{'eps_growth_yoy': 7.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.5}","{'revenue_growth_yoy': 5.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.2, 'rs_6m': -1.7, 'rs_line_percentile': 61.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 25.7, 'debt_to_equity': 0.58, 'current_ratio': 1.09, 'operating_margin_pct': 29.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.5}",257.59,620765773824,Healthcare,Drug Manufacturers - General,1.3,3.0,False,274.9,-6.3,7.0,True,271.73,305.0,190.0,22.0,buy,5.5,103.1,-60.0,86.2,-66.5,2.72,7.01,2.1,60.8,5.36,2.77,True,-1.3,25.9,-0.9,68.0,2026-10-13,False,False,4.0,NEUTRAL,5.17,136.0,,24.0,,,,2026-08-06T06:38:17.951066
BAC,Bank of America Corporation,73.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,60.0,71.9,65.0,60.0,80.0,86.9,False,up,20.6,True,1,14.4,False,0,"{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}","{'revenue_growth_yoy': 14.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 13.4, 'rs_6m': 2.7, 'rs_line_percentile': 86.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.7}",63.25,442291355648,Financial Services,Banks - Diversified,0.0,0.0,False,63.565,-0.5,8.0,True,68.77,75.0,62.0,22.0,buy,8.7,76.49,20.9,129.9,105.4,2.85,1.8,2.03,25.9,1.28,2.35,True,-5.69,,34.1,69.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.35,19.5,,,,2026-08-06T06:39:01.460750
BRK-B,Berkshire Hathaway Inc. New,73.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.6483,"acciones × precio no cuadra con la capitalización (ratio 0.6483): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (61,228,249,088) se aparta del derivado de flujo operativo menos capex (24,577",100.0,60.0,46.7,85.0,60.0,35.0,30.9,False,up,119.6,False,0,10.5,False,0,"{'eps_growth_yoy': 119.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}","{'revenue_growth_yoy': 10.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 5.3, 'rs_6m': -9.8, 'rs_line_percentile': 30.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 10.5, 'debt_to_equity': 0.18, 'current_ratio': 2.88, 'operating_margin_pct': 14.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.2}",518.85,1119083560960,Financial Services,Insurance - Diversified,1.0,2.3,False,520.67,-0.3,5.0,False,525.33,585.0,481.0,3.0,buy,1.2,,,,,5.47,43.79,,,,,True,-0.02,14.4,83.7,2.0,2026-08-08,True,False,4.0,NEUTRAL,,,0.2,15.1,0.4,0.03,-14.7,2026-08-06T06:36:01.872181
KO,Coca-Cola Company (The),73.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (5,218,749,952) se aparta del derivado de flujo operativo menos capex (14,229,999,616)",85.0,70.0,60.3,80.0,60.0,60.0,62.8,False,up,19.7,False,0,7.4,True,2,"{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}","{'revenue_growth_yoy': 7.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 5.1, 'rs_6m': 1.0, 'rs_line_percentile': 62.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.1}",86.83,373590327296,Consumer Defensive,Beverages - Non-Alcoholic,1.1,2.4,False,90.92,-4.5,7.0,True,94.7,104.0,75.0,23.0,buy,9.1,31.5,-63.7,56.45,-35.0,1.4,1.21,2.45,62.5,2.12,2.87,True,-0.25,12.0,16.9,75.0,2026-10-20,False,False,7.0,NEUTRAL,4.37,91.1,1.46,29.0,0.4,0.01,-28.6,2026-08-06T06:33:18.464580
NDAQ,"Nasdaq, Inc.",72.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,85.0,80.0,46.7,75.0,65.0,35.0,39.3,False,flat,19.9,False,0,29.3,True,1,"{'eps_growth_yoy': 19.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.0}","{'revenue_growth_yoy': 29.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 1.2, 'rs_6m': -5.2, 'rs_line_percentile': 39.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 16.5, 'debt_to_equity': 0.78, 'current_ratio': 1.01, 'operating_margin_pct': 49.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.4}",94.56,52856897536,Financial Services,Financial Data & Stock Exchanges,2.4,1.7,False,101.79,-7.1,4.0,False,110.07,135.0,84.0,15.0,buy,16.4,70.38,-25.6,48.36,-48.9,3.2,3.03,1.24,32.7,1.16,1.28,True,-2.47,8.3,14.1,77.0,2026-10-22,False,False,9.0,STRONG,4.06,205.3,1.44,29.7,0.8,0.03,-28.9,2026-08-06T06:36:56.400205
CP,Canadian Pacific Kansas City Li,72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,CAD,True,True,True,1.0,"FCF declarado (1,556,390,812) se aparta del derivado de flujo operativo menos capex (784,199,168)",95.0,70.0,60.3,55.0,60.0,60.0,59.3,False,flat,11.3,True,1,13.7,True,1,"{'eps_growth_yoy': 11.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.0}","{'revenue_growth_yoy': 13.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 1.4, 'rs_6m': 2.7, 'rs_line_percentile': 59.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 8.2, 'debt_to_equity': 0.53, 'current_ratio': 0.59, 'operating_margin_pct': 39.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.4}",91.45,80391790592,Industrials,Railroads,2.2,7.3,False,93.95,-2.7,7.0,True,100.05,109.61,75.09,13.0,buy,9.4,26.05,-71.5,31.0,-66.1,1.94,1.77,0.79,22.1,0.71,0.76,True,-5.18,6.6,-13.5,83.0,2026-10-28,False,False,7.0,NEUTRAL,5.99,11.8,,21.6,1.6,0.07,-20.0,2026-08-06T06:38:13.592772
G24.DE,Scout24 SE                    N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,50.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 37.8}",76.4,5402662912,Communication Services,Internet Content & Information,,,False,120.4,-36.5,0.0,False,105.28,140.0,80.0,18.0,buy,37.8,158.18,107.0,108.3,41.8,4.88,3.73,1.97,36.6,1.5,1.51,,,44.1,40.6,0.0,2026-08-06,True,False,6.0,NEUTRAL,4.96,635.9,0.39,40.4,,,,2026-08-06T06:38:47.073300
UNH,UnitedHealth Group Incorporated,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,50.0,76.7,50.0,65.0,80.0,75.3,False,up,84.4,True,1,0.1,False,0,"{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}","{'revenue_growth_yoy': 0.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 7.9, 'rs_6m': 38.8, 'rs_line_percentile': 75.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",412.75,374836592640,Healthcare,Healthcare Plans,2.1,2.9,False,461.62,-10.6,8.0,True,475.23,529.0,313.0,26.0,buy,15.1,1062.83,157.5,398.7,-3.4,6.07,25.06,2.28,66.6,9.28,1.65,True,-0.68,4.7,61.5,82.0,2026-10-27,False,False,6.0,NEUTRAL,4.48,173.8,0.3,24.7,,,,2026-08-06T06:39:27.274063
DSGX,The Descartes Systems Group Inc,71.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,50.0,42.3,90.0,70.0,15.0,13.2,False,up,27.5,True,1,7.7,False,0,"{'eps_growth_yoy': 27.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.3}","{'revenue_growth_yoy': 7.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.5, 'rs_6m': 1.7, 'rs_line_percentile': 13.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 11.4, 'debt_to_equity': 0.0, 'current_ratio': 2.05, 'operating_margin_pct': 32.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.2}",76.62,6565630976,Technology,Software - Application,,4.7,False,109.0,-29.7,1.0,False,99.79,126.0,82.0,14.0,buy,30.2,132.77,73.3,59.4,-22.5,4.09,3.13,,,,,True,-0.32,243.4,34.1,35.0,2026-09-10,False,False,6.0,NEUTRAL,3.51,77.7,0.69,50.1,,,,2026-08-06T06:35:31.850749
FICO,Fair Isaac Corporation,71.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,80.0,24.0,65.0,70.0,15.0,4.1,False,down,53.0,False,0,30.7,False,0,"{'eps_growth_yoy': 53.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 34.1}","{'revenue_growth_yoy': 30.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -2.9, 'rs_6m': -34.1, 'rs_line_percentile': 4.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'current_ratio': 1.18, 'operating_margin_pct': 53.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.5}",1091.55,23574900736,Technology,Software - Application,12.5,7.5,True,1998.01,-45.4,0.0,False,1489.48,1950.0,707.0,19.0,buy,36.5,1520.61,39.3,1035.0,-5.2,3.28,35.86,,,,0.09,True,-15.24,6.7,41.2,90.0,2026-11-04,False,False,7.0,NEUTRAL,3.24,996.8,0.5,76.0,,,,2026-08-06T06:34:28.771753
SYK,Stryker Corporation,71.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,60.0,42.3,80.0,60.0,15.0,23.9,False,up,48.5,True,1,8.8,True,1,"{'eps_growth_yoy': 48.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.4}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.4, 'rs_6m': -18.8, 'rs_line_percentile': 23.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 16.5, 'debt_to_equity': 0.64, 'current_ratio': 2.16, 'operating_margin_pct': 27.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.2}",337.03,129275625472,Healthcare,Medical Devices,1.9,2.5,False,396.86,-15.1,2.0,False,381.5,465.0,315.0,26.0,buy,13.2,454.14,34.7,290.1,-13.9,3.18,10.71,1.05,36.1,3.52,0.99,False,,20.0,44.1,84.0,2026-10-29,False,False,5.0,NEUTRAL,3.63,47.3,0.46,48.4,0.8,0.02,-47.6,2026-08-06T06:33:54.068448
TECK,Teck Resources Ltd,71.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,CAD,True,True,True,0.9845,,100.0,50.0,68.3,75.0,40.0,80.0,83.5,False,flat,203.9,False,0,6.5,False,0,"{'eps_growth_yoy': 203.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.9}","{'revenue_growth_yoy': 6.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 1.5, 'rs_6m': 5.8, 'rs_line_percentile': 83.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': 8.7, 'debt_to_equity': 0.34, 'current_ratio': 3.12, 'operating_margin_pct': 44.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -18.8}",66.05,32404131840,Basic Materials,Copper,,3.5,False,71.25,-7.3,8.0,True,53.63,68.37,36.2,4.0,hold,-18.8,108.82,64.8,108.6,64.4,3.82,2.57,0.55,9.8,0.35,0.99,True,-0.44,6.5,129.8,77.0,2026-10-22,False,False,5.0,NEUTRAL,6.42,6.5,0.06,59.1,,,,2026-08-06T06:40:49.253608
CNI,Canadian National Railway Compa,71.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,CAD,True,True,True,1.0,"FCF declarado (2,159,379,746) se aparta del derivado de flujo operativo menos capex (1,347,850,924)",85.0,70.0,65.1,60.0,60.0,60.0,71.3,False,up,9.7,True,1,14.1,True,1,"{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}","{'revenue_growth_yoy': 14.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 9.1, 'rs_6m': 17.6, 'rs_line_percentile': 71.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.9}",127.54,77148946432,Industrials,Railroads,,2.0,False,131.55,-3.0,8.0,True,138.9,151.73,113.54,13.0,buy,8.9,70.95,-44.4,56.81,-55.5,2.8,3.57,2.04,46.3,2.6,2.04,True,-3.9,7.8,7.1,85.0,2026-10-30,False,False,7.0,NEUTRAL,7.21,14.5,1.96,19.6,3.1,0.16,-16.5,2026-08-06T06:34:58.517566
CTAS,Cintas Corporation,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,90.0,60.0,50.3,85.0,60.0,35.0,30.5,False,up,4.0,True,2,6.9,True,1,"{'eps_growth_yoy': 4.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.8}","{'revenue_growth_yoy': 6.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 14.1, 'rs_6m': -7.7, 'rs_line_percentile': 30.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 40.7, 'debt_to_equity': 0.53, 'current_ratio': 1.43, 'operating_margin_pct': 23.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.9}",201.4,80594149376,Industrials,Specialty Business Services,4.1,5.4,False,226.75,-11.2,5.0,False,215.38,250.0,160.0,16.0,buy,6.9,90.31,-55.2,76.75,-61.9,1.82,3.66,1.02,36.7,2.08,0.89,True,-1.18,24.6,10.9,48.0,2026-09-23,False,False,8.0,STRONG,3.15,82.2,2.12,37.8,0.8,0.02,-37.0,2026-08-06T06:31:55.336974
CSU.TO,CONSTELLATION SOFTWARE INC.,70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,CAD,USD,True,True,True,1.0,,100.0,60.0,53.4,55.0,65.0,15.0,18.8,False,up,555.4,True,1,11.9,False,0,"{'eps_growth_yoy': 555.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.1}","{'revenue_growth_yoy': 11.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 25.9, 'rs_6m': 14.0, 'rs_line_percentile': 18.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 19.7, 'debt_to_equity': 1.21, 'current_ratio': 0.91, 'operating_margin_pct': 13.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.9}",3145.19,66651385856,Technology,Software - Application,,5.7,False,4922.93,-36.1,3.0,False,3928.29,5681.49,3181.98,12.0,buy,24.9,7717.14,145.4,1470.6,-53.2,5.79,181.97,0.18,11.4,5.68,0.19,False,,5.5,169.9,5.0,2026-08-11,True,False,6.0,NEUTRAL,1.71,191.5,0.1,59.6,,,,2026-08-06T06:33:05.741769
GWW,"W.W. Grainger, Inc.",70.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,50.0,56.7,85.0,50.0,60.0,56.1,False,flat,93.9,False,0,7.8,False,0,"{'eps_growth_yoy': 93.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.9}","{'revenue_growth_yoy': 7.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 4.9, 'rs_6m': -4.8, 'rs_line_percentile': 56.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 46.1, 'debt_to_equity': 0.62, 'current_ratio': 2.81, 'operating_margin_pct': 16.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.6}",1285.07,60528009216,Industrials,Industrial Distribution,2.9,3.2,False,1419.91,-9.5,6.0,False,1292.29,1460.0,930.0,14.0,hold,0.6,787.94,-38.7,795.61,-38.1,2.05,26.41,0.77,23.6,9.96,1.0,True,-1.65,34.1,8.2,90.0,2026-11-04,False,False,6.0,NEUTRAL,3.99,40.8,1.23,27.0,0.4,0.01,-26.6,2026-08-06T06:38:30.959318
