ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,pct_from_52w_low,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
4063.T,"Shin-Etsu Chemical Co., Ltd.",5702.0,JPY,67.0,A,67.0,Potencial +36% analistas | Dividendo 2.0% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Basic Materials,Japan,🇯🇵,29.4,7774.71,36.4,17,2.4,4.54,1.99,,11.2,17.3,22.6,18.4,5.4,-28.1,30.6,,,,,2026-09-08,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,67.3,HKD,65.0,A,65.0,ROE 17.9% | Potencial +24% | Dividendo 1.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,83.75,24.4,23,,3.05,1.73,,17.9,13.6,13.6,10.6,11.5,-26.4,30.7,,,,,2026-09-08,0,
1299.HK,AIA Group Limited,76.9,HKD,65.0,A,65.0,ROE 19.6% | Potencial +33% analistas | Margen 31% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,102.49,33.3,17,,4.16,2.57,,19.6,11.4,12.9,30.9,-2.5,-16.5,11.5,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-09-08,0,
4568.T,"Daiichi Sankyo Company, Limited",2751.0,JPY,63.0,B,63.0,Potencial +49% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 3.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Healthcare,Japan,🇯🇵,29.4,4096.25,48.9,16,-3.9,6.11,3.66,,14.8,19.2,19.6,10.9,21.1,-34.2,15.1,,DSNKY,,,2026-09-08,0,
9983.T,"Fast Retailing Co., Ltd.",68730.0,JPY,61.0,B,61.0,ROE 22.5% | Potencial +25% | Crecimiento ingresos +22% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,86011.77,25.1,17,1.7,3.14,0.84,,22.5,50.2,44.2,13.5,22.2,-22.5,54.9,,,,,2026-09-08,0,
6758.T,Sony Group Corporation,3654.0,JPY,58.0,B,58.0,Potencial +33% analistas | FCF yield 15.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,4847.73,32.7,22,15.7,4.08,0.68,,13.2,19.9,19.6,-1.7,8.2,-23.5,20.1,,SONY,,,2026-09-08,0,
105560.KS,KB Financial Group Inc.,173700.0,KRW,58.0,B,58.0,P/E 8.7x | Potencial +23% | Crecimiento ingresos +18% | Margen 37% | Dividendo 2.6%,1,0,Financial Services,Korea,🇰🇷,21.2,213395.0,22.9,20,,2.86,2.63,,10.2,8.7,,36.5,18.5,-10.7,62.5,FCF no comparable (sector financiero),,,,2026-09-08,0,
7203.T,Toyota Motor Corporation,2968.5,JPY,54.0,B,54.0,P/E 9.2x (vs 16x mercado) | Potencial +25% | FCF negativo | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3698.56,24.6,18,-10.2,3.07,3.23,,12.4,9.2,8.4,8.6,10.4,-25.8,10.5,,TM,,,2026-09-08,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.37,BRL,54.0,B,54.0,ROE 27.7% | Potencial +13% | Margen 49% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.71,13.5,14,,1.69,5.09,,27.7,13.7,17.4,49.5,8.8,-14.6,,FCF no comparable (sector financiero),,,,2026-09-08,0,
035420.KS,NAVER Corporation,214500.0,KRW,54.0,B,54.0,Potencial +41% analistas | Crecimiento ingresos +16% | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,302703.72,41.1,27,2.8,5.14,1.21,,6.4,14.5,,15.6,16.2,-29.4,18.4,,,,,2026-09-08,0,
012330.KS,"Hyundai Mobis Co.,Ltd",415000.0,KRW,52.0,B,52.0,P/E 7.8x | Potencial +67% analistas | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,692166.7,66.8,30,3.4,8.35,1.5,,7.4,7.8,,5.8,2.4,-49.5,46.6,,,,,2026-09-08,0,
6098.T,"Recruit Holdings Co., Ltd.",15690.0,JPY,50.0,B,50.0,ROE 36.2% | Crecimiento ingresos +19% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,17193.75,9.6,16,2.3,1.2,0.16,,36.2,51.8,45.2,15.0,18.9,-13.9,159.8,,RCRUY,,,2026-09-08,0,
ABEV3.SA,Ambev S.A.,15.74,BRL,49.0,C,49.0,ROE 18.4% | FCF yield 8.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.27,3.3,18,8.2,0.42,4.64,,18.4,14.2,15.3,18.4,0.3,-7.6,,,ABEV,,,2026-09-08,0,
9988.HK,Alibaba Group Holding Limited,109.5,HKD,48.0,C,48.0,Potencial +61% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,176.54,61.2,23,-4.4,7.65,6.61,,6.4,11.7,25.3,7.0,8.6,-41.2,23.5,,BABA,,,2026-09-08,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,37.13,BRL,48.0,C,48.0,ROE 19.8% | Potencial +29% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,47.76,28.6,14,3.7,3.58,1.98,,19.8,13.8,16.9,8.3,5.0,-23.3,,Deuda elevada (D/E >2x),RDORY,,,2026-09-08,0,
7733.T,Olympus Corporation,1965.0,JPY,46.0,C,46.0,P/E 15.6x | Crecimiento ingresos +16% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,2157.69,9.8,13,0.8,1.23,1.49,,10.6,15.6,32.1,7.5,16.4,-11.1,50.9,,,,,2026-09-08,0,
9432.T,"NTT, Inc.",172.0,JPY,46.0,C,46.0,P/E 11.8x | FCF yield 80.8% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,174.0,1.2,14,80.8,0.15,3.2,,10.7,11.8,13.6,7.1,10.9,-2.3,20.6,,,,,2026-09-08,0,
6861.T,Keyence Corporation,76760.0,JPY,45.0,C,45.0,Potencial +27% | Crecimiento ingresos +33% | Margen 39% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,97366.66,26.8,15,,3.36,0.72,,,41.1,41.8,39.2,32.8,-12.7,49.0,,,,,2026-09-08,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1370000.0,KRW,42.0,C,42.0,Potencial +73% analistas | FCF negativo | Crecimiento ingresos +24%,1,1,Technology,Korea,🇰🇷,21.2,2364074.0,72.6,27,-0.4,9.07,,,10.6,32.4,,8.1,24.2,-43.3,669.2,,,,,2026-09-08,0,
WEGE3.SA,WEG S.A.,51.74,BRL,42.0,C,42.0,ROE 30.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.42,7.1,16,2.3,0.89,3.93,,30.8,27.9,34.7,15.6,-0.6,-5.1,,,WEGZY,,,2026-09-08,0,
1211.HK,BYD Company Limited,83.85,HKD,42.0,C,42.0,Potencial +51% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,126.63,51.0,27,-14.7,6.38,0.43,,11.6,12.8,22.3,3.8,-3.2,-27.3,17.4,,BYDDF,,,2026-09-08,0,
6367.T,"Daikin Industries,Ltd.",20460.0,JPY,37.0,C,37.0,Potencial +18% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,24138.15,18.0,13,,2.25,1.74,,9.6,20.7,21.8,5.2,,-22.6,21.0,,,,,2026-09-08,0,
