ticker,company_name,super_score_5d,tier,description,vcp_score,insiders_score,sector_score,institutional_score,sector_name,sector_momentum,tier_boost,dj_ticker,timing_convergence,timing_bonus,timing_reason,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,num_whales,top_whales,vcp_repeater,repeat_count,consistency_score,repeater_bonus,thesis_short,investment_thesis,entry_price,entry_date,snapshot_id,return_7d,exit_price_7d
ECL,Ecolab,71.3,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,79.42857142857143,50,79.96,0.0,Basic Materials,improving,3,DJUSBS,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",297.8800048828125,2026-03-05,20260305_084117,,
OXY,Occidental Petroleum,71.0,⭐⭐⭐ EXCELENTE,Señales positivas,88.97619047619048,70,54.08,0.0,Energy,stable,0,DJUSEN,True,10,🔥 TIMING PERFECTO: 3 compras de insiders durante VCP base (4 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",53.61000061035156,2026-03-05,20260305_084117,,
CVS,CVS Health,70.1,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,74.78571428571429,90,45.67,0.0,Healthcare,stable,0,DJUSHC,True,10,🔥 TIMING PERFECTO: 4 compras de insiders durante VCP base (5 días),80.57,93.54,16.1,96.38462,19.628422489760467,26,25.0,57.964027,,5.784762636946525,0.022869999,0.084,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)
• 📊 FUNDAMENTALS: FCF yield 5.8% (Score: 25/100)",80.56999969482422,2026-03-05,20260305_084117,,
POOL,POOL,64.1,⭐⭐ BUENA,Señales positivas,71.0,100,58.81,0.0,Industrials,stable,0,DJUSIG,False,0,,220.31,185.96,-15.59,266.0909,20.78021878262448,11,40.0,20.323801,,2.470438826266017,0.33058998,-0.005,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐ BUENA)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",220.30999755859372,2026-03-05,20260305_084117,,
BIIB,BIIB,63.3,⭐⭐ BUENA,Seguimiento recomendado,82.625,50,50.0,0.0,,stable,0,,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐ BUENA)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",189.94000244140625,2026-03-05,20260305_084117,,
ROP,"Roper Technologies,",62.9,⭐⭐ BUENA,Seguimiento recomendado,68.85294117647058,70,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,,,,,,0,50.0,,,,,,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐ BUENA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",361.2699890136719,2026-03-05,20260305_084117,,
ALLY,Ally Financial,62.1,⭐ BUENA,Señales positivas,0.0,100,60.75,100.0,Financial Services,improving,0,DJUSFI,False,0,,40.41,48.61,20.29,52.76471,30.57339767384313,17,37.5,17.050634,,,0.05796,0.12,12,"Berkshire Hathaway (Warren Buffett), Berkshire Hathaway (Warren Buffett), Berkshire Hathaway (Warren Buffett)",False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - ⭐ BUENA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 20% hasta precio objetivo $48.61",40.40999984741211,2026-03-05,20260305_084117,,
ENPH,"Enphase Energy,",60.7,⭐⭐ BUENA,Seguimiento recomendado,61.36,70,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,,,,,,0,50.0,,,,,,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐ BUENA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",42.65999984741211,2026-03-05,20260305_084117,,
EXE,EXE,59.3,⭐ BUENA,Seguimiento recomendado,66.625,90,54.08,0.0,Energy,stable,0,DJUSEN,False,0,,105.88,115.89,9.46,130.39285,23.15153947865509,28,50.0,13.98679,,4.620213845673804,0.100659996,0.383,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐ BUENA)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",105.87999725341795,2026-03-05,20260305_084117,,
GL,Globe Life,57.8,⭐ BUENA,Seguimiento recomendado,73.85714285714286,70,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,,,,,,0,50.0,,,,,,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐ BUENA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",144.75,2026-03-05,20260305_084117,,
ALIT,"Alight,",50.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,40.078831446,Technology,improving,3,DJUSTC,False,0,,0.9628,1.88,95.26,2.7,180.4320731200665,5,20.0,,,64.29145941343623,-1.14872,-0.04,4,"Appaloosa Management (David Tepper), Appaloosa Management (David Tepper), Appaloosa Management (David Tepper)",False,0,0,0,95% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 95% hasta precio objetivo $1.88
• 📊 FUNDAMENTALS: FCF yield 64.3% (Score: 20/100)",0.9629999995231628,2026-03-05,20260305_084117,,
HUM,HUM,47.7,🔵 MODERADA,Seguimiento recomendado,63.9375,50,50.0,0.0,,stable,0,,False,0,,,,,,,0,50.0,,,,,,0,,True,2,20,6,Repeater 2x,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",183.1100006103516,2026-03-05,20260305_084117,,
ABT,Abbott Laboratories,46.7,🔵 MODERADA,Seguimiento recomendado,0.0,100,45.67,50.101384629,Healthcare,stable,0,DJUSHC,False,0,,113.1,99.95,-11.63,133.3892,17.9391688770999,25,35.0,30.403225,,3.199988643523603,0.12961,0.044,5,"Millennium Management, Bridgewater Associates (Ray Dalio), Bridgewater Associates (Ray Dalio)",False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

",113.0999984741211,2026-03-05,20260305_084117,,
HYMC,Hycroft Mining Holding,44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,47.665,52.43,10.0,,,0,12.5,,,-0.8479641737586677,-3.7460501,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",47.665000915527344,2026-03-05,20260305_084117,,
AMR,"Alpha Metallurgical Resources,",44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,182.69,143.2,-21.61,194.0,6.19081504187422,2,30.0,,,2.202592988617584,-0.03861,-0.157,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",182.69000244140625,2026-03-05,20260305_084117,,
THM,International Tower Hill Mines,44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,3.31,3.64,9.97,,,0,16.67,,,-0.1884023725060359,-0.07466,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",3.309999942779541,2026-03-05,20260305_084117,,
SNES,"SenesTech,",44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,2.15,6.19,187.67,10.0,365.1162790697675,1,40.0,,,-30.274100775610066,-0.77792,0.432,0,,False,0,0,0,188% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 188% hasta precio objetivo $6.19",2.150000095367432,2026-03-05,20260305_084117,,
FRD,"Friedman Industries,orporated",44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,19.31,21.24,9.99,,,0,50.0,8.698198,,-37.429891783273895,0.11617,1.802,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",19.309999465942383,2026-03-05,20260305_084117,,
USAR,"USA Rare Earth,",44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,18.91,29.7,57.06,38.6,104.12480169222636,5,16.67,,,-0.5432868524259966,-36.46635,,0,,False,0,0,0,57% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 57% hasta precio objetivo $29.70",18.90999984741211,2026-03-05,20260305_084117,,
CE,Celanese,44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,51.15,56.2,9.87,62.17647,21.557126099706743,17,20.0,,,6.577178868271741,-0.22521,-0.065,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 6.6% (Score: 20/100)",51.150001525878906,2026-03-05,20260305_084117,,
SXC,"SunCoke Energy,",44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,6.39,7.13,11.66,9.5,48.66979655712051,2,25.0,,,5.547467758829014,-0.05804,-0.012,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 5.5% (Score: 25/100)",6.389999866485596,2026-03-05,20260305_084117,,
NG,NovaGold Resources,44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,12.69,13.76,8.46,13.566582,6.907659574468084,3,12.5,,,-0.3363003103972754,-1.62675,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",12.6899995803833,2026-03-05,20260305_084117,,
LCGMF,Lionpper and Gold,44.0,🔵 MODERADA,Seguimiento recomendado,0.0,100,79.96,0.0,Basic Materials,improving,3,DJUSBS,False,0,,0.24,,,,,0,6.25,,,0.4295934918275482,-1.39623,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Basic Materials saliendo de debilidad (0/100)",0.2399999946355819,2026-03-05,20260305_084117,,
SPRU,Spruce Power Holding,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,3.74,4.11,9.89,,,0,20.0,,,-19.21773618945451,-0.17415,0.437,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)",3.740000009536743,2026-03-05,20260305_084117,,
SQNS,Sequansmmunications S.A.,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,3.17,8.0,152.21,12.5,294.3217665615142,4,5.0,0.26841658,,-519.5390079901401,-0.18169,-0.37,0,,False,0,0,0,152% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 152% hasta precio objetivo $8.00",3.1700000762939453,2026-03-05,20260305_084117,,
NRDY,Nerdy,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,0.9302,1.55,66.81,2.08333,123.96581380348314,3,15.0,,,-1.9981133964666489,-1.35371,0.023,0,,False,0,0,0,67% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 67% hasta precio objetivo $1.55",0.9300000071525574,2026-03-05,20260305_084117,,
NAVN,"Navan,",43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,10.36,17.78,71.65,24.16667,133.26901544401545,12,66.67,,,,,0.29,0,,False,0,0,0,72% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 72% hasta precio objetivo $17.78",10.359999656677246,2026-03-05,20260305_084117,,
WYY,WidePoint,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,4.74,7.27,53.41,9.33333,96.90569620253164,3,30.0,,,18.08401140635264,-0.17366,0.043,0,,False,0,0,0,53% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 53% hasta precio objetivo $7.27
• 📊 FUNDAMENTALS: FCF yield 18.1% (Score: 30/100)",4.739999771118164,2026-03-05,20260305_084117,,
YYAI,AiRWA,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,1.11,1.22,9.91,,,0,33.33,0.2327044,,,,-0.083,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)",1.1100000143051147,2026-03-05,20260305_084117,,
RAL,Ralliant,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,47.0,45.55,-3.08,47.54545,1.1605319148936255,11,20.0,,,6.163858679224839,-0.45301998,0.012,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 6.2% (Score: 20/100)",47.0,2026-03-05,20260305_084117,,
SAIC,Science Applications International,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,93.3,97.27,4.25,116.22222,24.56829581993569,9,35.0,11.930946,,5.516607720256686,0.23752001,-0.056,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 5.5% (Score: 35/100)",93.3000030517578,2026-03-05,20260305_084117,,
VRNS,"Varonis Systems,",43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,23.49,32.0,36.24,33.90476,44.33699446573012,21,35.0,,,7.79036169258289,-0.24531999,0.094,0,,False,0,0,0,36% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 36% hasta precio objetivo $32.00
• 📊 FUNDAMENTALS: FCF yield 7.8% (Score: 35/100)",23.489999771118164,2026-03-05,20260305_084117,,
CNDT,CNDT,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,,,,,,0,50.0,,,,,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)",1.4199999570846558,2026-03-05,20260305_084117,,
MSTR,Strategy,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,146.44,277.73,89.66,394.3846,169.3148046981699,13,20.0,,,-6.881508012152884,-0.111099996,0.019,0,,False,0,0,0,90% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 90% hasta precio objetivo $277.73",146.44000244140625,2026-03-05,20260305_084117,,
LSAK,"Lesaka Technologies,",43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,4.62,6.54,41.56,8.0,73.16017316017316,1,5.0,,,0.1088217940170217,-0.26565,0.014,0,,False,0,0,0,42% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 42% hasta precio objetivo $6.54",4.619999885559082,2026-03-05,20260305_084117,,
ASTS,"AST SpaceMobile,",43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,104.89,102.23,-2.54,89.075,-15.077700448088471,8,35.0,,,-3.112720473477636,-0.30117,27.313,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: Revenue growth 2731% (Score: 35/100)",104.88999938964844,2026-03-05,20260305_084117,,
SMRT,"SmartRent,",43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,1.79,1.85,3.21,1.725,-3.631284916201116,2,12.5,,,-4.650407028355215,-0.25479,0.031,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)",1.7899999618530271,2026-03-05,20260305_084117,,
VERX,VERX,43.8,🔵 MODERADA,Seguimiento recomendado,0.0,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,15.15,13.95,-7.9,19.14286,26.355511551155097,14,20.0,378.75,,2.789638692362161,0.03291,0.091,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)",15.149999618530272,2026-03-05,20260305_084117,,
