ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
ROP,0.0,,,,40.0,"Roper Technologies, Inc.",65.7,Technology,Software - Application,100.0,50.0,38.7,60.0,65.0,375.02,37089476608.0,15.0,18.3,False,up,34.5,True,2.0,7.8,False,0.0,6.9,4.8,False,564.68,-33.6,1.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 34.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",439.12,550.0,335.0,15.0,buy,17.1,971.52,159.1,719.7,91.9,6.11,22.91,0.99,14.5,0.59,True,-4.04,6.9,163.1,86.0,2026-10-22,False,False,6.0,NEUTRAL,4.71,1441.1,0.07,,,,,,11.7,0.0,12.0,19.7,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 61% up volume)",HIGH_FLOAT,98.3,20.0,31.7,15.0,False,up,18.3,2.0,True,2.0,False,0.0,5.0,25.0,29.0,17.2,Bottom 25%,21.1,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,55.28,5.0,6.0,0.0,3.0,5.0,-1.53,-2.79,0.0,2.0,-1.5,2.14,2.0,2.0,12.0,0,,-5,MIXED/AVOID (-5),BEST,9.0,25,0.3996,MEDIA,0.0,91.9,-108.4,,⭐ GOOD,🟡 Good,,,,,,,,False,1,1.398,False,-33.0,22.88,-15.03,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ASAZY,0.0,,,,11.3,Assa Abloy AB,64.5,Industrials,Security & Protection Services,90.0,60.0,36.0,65.0,55.0,17.94,39854657536.0,15.0,19.7,False,flat,15.9,True,1.0,3.3,True,1.0,,,False,21.98,-18.4,4.0,False,"{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01}","{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",21.74,21.74,21.74,1.0,hold,21.2,218.06,1115.5,12.24,-31.8,46.16,8.73,1.85,41.9,1.7,False,,,8.0,91.0,2026-10-27,False,False,8.0,STRONG,,118.2,1.26,,,,,,5.0,0.0,3.4,19.3,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,1999.6,23.0,22.7,15.0,False,flat,19.7,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,66.36500000000001,5.0,8.0,3.0,0.0,3.0,0.0,-0.62,0.0,1.0,0.0,2.65,2.0,10.0,,0,,8,RELIABLE/BUY (+8),CAUTION,-4.0,46,0.1128,BAJA,6.45,21.2,-520.6,,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.039,False,-17.65,10.77,-17.34,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AXP,0.0,,,,27.6,American Express Company,64.1,Financial Services,Credit Services,70.0,60.0,46.7,85.0,60.0,335.39,226492170240.0,35.0,33.8,False,up,7.2,False,0.0,6.6,True,1.0,2.2,3.4,False,387.49,-13.4,3.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 1.72, 'current_ratio': 1.55, 'operating_margin_pct': 20.3}","{'eps_growth_yoy': 7.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.1}",374.18,450.0,315.0,25.0,buy,11.6,,,181.17,-46.0,,,1.17,21.5,1.1,True,-3.3,,7.7,87.0,2026-10-23,False,False,4.0,NEUTRAL,,,1.52,,,,,,11.5,0.0,8.3,19.2,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,522.2,23.0,27.5,35.0,False,up,33.8,2.0,False,0.0,True,1.0,2.0,9.0,29.0,72.4,Medio,39.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,50.02000000000001,0.0,0.0,0.0,3.0,3.0,-0.2,2.87,1.0,0.0,0.0,1.45,2.0,0.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,12.0,46,0.2757,BAJA,15.41,-17.2,57.6,ALTA,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.194,False,-12.74,17.56,-14.38,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
UNH,0.0,,,,3.2,UnitedHealth Group Incorporated,71.3,Healthcare,Healthcare Plans,100.0,50.0,76.7,50.0,60.0,417.64,379277443072.0,80.0,89.6,False,up,84.4,True,1.0,0.1,False,0.0,2.1,2.9,False,461.62,-9.5,8.0,True,"{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}",475.23,529.0,313.0,26.0,buy,13.8,1062.83,154.5,396.0,-5.2,6.0,25.06,2.21,66.6,1.65,True,-0.67,4.7,61.5,91.0,2026-10-27,False,False,6.0,NEUTRAL,4.43,173.8,0.3,,,,,,37.3,0.0,1.0,21.4,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEGA_FLOAT,903.3,5.0,22.3,80.0,False,up,89.6,5.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,89.6,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,65.68,0.0,6.0,3.0,3.0,5.0,0.76,15.54,5.0,0.0,0.0,1.72,2.0,2.0,22.0,0,,8,RELIABLE/BUY (+8),,0.0,39,0.0317,BAJA,31.13,13.8,-60.9,,🔵 DECENT,🟡 Good,,,,,,,,True,3,1.403,False,-9.53,82.79,13.12,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
ADP,0.0,,,,50.0,"Automatic Data Processing, Inc.",78.3,Technology,Software - Application,100.0,80.0,53.0,85.0,50.0,254.98,101924241408.0,35.0,34.1,False,up,49.3,True,1.0,15.8,True,2.0,4.0,5.0,False,315.98,-19.3,4.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",257.53,305.0,190.0,15.0,hold,1.0,239.06,-6.2,114.87,-54.9,4.66,11.88,2.72,60.5,2.04,True,-1.75,13.5,4.2,1.0,2026-07-29,True,False,8.0,STRONG,5.59,192.0,1.99,BULLISH,0.0,60.0,1.0,0.0,17.6,0.0,,23.5,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,398.8,25.0,33.6,35.0,False,up,34.1,2.0,True,1.0,True,2.0,5.0,25.0,29.0,17.2,Bottom 25%,21.1,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,48.81999999999999,5.0,3.0,3.0,3.0,1.0,1.6,4.35,2.0,0.0,1.5,0.12,-3.0,10.0,10.0,0,,-8,RELIABLE/AVOID (-8),,0.0,46,,,7.829999999999999,-6.2,31.6,MEDIA,🔵 DECENT,🟡 Good,,,,,,,,False,2,1.164,False,-17.06,36.54,-6.92,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CDNS,72.16666666666667,Excellent,Stage 1-2 Transition,11.061528726529277,27.6,"Cadence Design Systems, Inc.",73.0,Technology,Software - Application,100.0,60.0,44.0,85.0,65.0,338.61,93394051072.0,35.0,33.4,False,down,109.7,False,0.0,15.6,False,0.0,2.2,2.8,False,416.69,-18.7,5.0,False,"{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'eps_growth_yoy': 109.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}",395.94,470.0,275.0,26.0,strong_buy,16.9,178.28,-47.3,102.12,-69.8,1.61,5.44,,,,True,-1.07,14.4,23.0,,,False,False,7.0,NEUTRAL,1.73,44.0,1.57,,,,,,49.0,28.9,8.3,21.9,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,274.5,10.0,59.0,35.0,False,down,33.4,0.0,False,0.0,False,0.0,0.0,25.0,29.0,17.2,Bottom 25%,21.1,-3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,50.58000000000001,5.0,0.0,0.0,3.0,5.0,0.0,1.84,2.0,0.0,0.0,2.11,2.0,5.0,113.0,0,,-5,MIXED/AVOID (-5),WATCH,0.0,25,0.2763,BAJA,47.88333333333333,-47.3,75.4,ALTA,🔵 DECENT,🟡 Good,BUY,80.0,Good pullback (-18.7% from high) - valid VCP setup | High P/E (76.3) - valuation risk | Strong upside (+16.9%) - analyst support,-18.7,NEUTRAL,STRONG_BUY,True,False,2,1.132,False,-18.74,28.87,-2.11,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
V,0.0,,,,7.5,Visa Inc.,74.5,Financial Services,Credit Services,85.0,70.0,63.9,85.0,60.0,362.53,0.0,60.0,52.0,False,up,14.2,False,0.0,10.4,True,1.0,1.4,2.4,False,365.14,-0.7,5.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': 14.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",403.26,450.0,330.0,38.0,strong_buy,11.2,,,350.1,-3.4,,,0.75,22.0,0.7,False,,43.6,35.5,0.0,2026-07-28,True,False,6.0,NEUTRAL,3.83,381.9,0.69,BULLISH,0.09,80.0,6.0,1.0,18.6,0.0,2.2,22.3,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1688.2,23.0,24.6,60.0,False,up,52.0,2.0,False,0.0,True,1.0,2.0,9.0,29.0,72.4,Medio,39.3,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,46.175,0.0,0.0,0.0,0.0,5.0,0.45,1.11,0.0,0.0,0.0,1.4,2.0,2.0,35.0,0,,-8,RELIABLE/AVOID (-8),,0.0,46,0.0748,BAJA,26.95,3.9,14.6,,🔵 DECENT,🟡 Average,,,,,,,,False,2,0.987,False,-0.71,23.61,3.56,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
WST,0.0,,,,36.0,"West Pharmaceutical Services, I",77.0,Healthcare,Medical Instruments & Supplies,100.0,50.0,68.7,95.0,65.0,331.25,23311970304.0,60.0,72.4,False,up,10.0,True,2.0,8.4,False,0.0,3.9,2.9,False,386.0,-14.2,7.0,True,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.82, 'operating_margin_pct': 22.5}","{'eps_growth_yoy': 10.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.0}",402.93,459.0,340.0,15.0,strong_buy,21.6,107.46,-67.6,141.36,-57.3,1.19,3.95,0.27,11.1,0.25,True,-1.96,155.1,18.1,86.0,2026-10-22,False,False,7.0,NEUTRAL,2.62,19.0,1.84,,,,,,50.9,0.0,10.8,23.1,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,69.9,0.0,33.9,60.0,False,up,72.4,2.0,True,2.0,False,0.0,5.0,22.0,29.0,27.6,Bajo 50%,26.4,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,46.35,0.0,0.0,0.0,3.0,5.0,5.48,12.3,5.0,0.0,3.0,2.7,2.0,5.0,121.0,0,,-5,MIXED/AVOID (-5),WATCH,0.0,42,0.3596,MEDIA,27.2,-57.3,84.0,ALTA,🔵 DECENT,🟡 Average,HOLD,55.0,Close to ATH (-14.2% from high) - wait for pullback | Elevated P/E (42.4) - watch valuation | Strong upside (+21.6%) - analyst support,-14.2,NEUTRAL,STRONG_BUY,True,False,2,1.408,False,-14.18,48.1,30.19,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
OTIS,0.0,,,,50.0,Otis Worldwide Corporation,60.0,Industrials,Specialty Industrial Machinery,90.0,60.0,24.0,45.0,65.0,73.19,27861190656.0,15.0,15.6,False,flat,14.4,True,1.0,4.6,True,1.0,4.3,3.8,False,94.565,-22.6,2.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",92.42,107.0,78.0,12.0,buy,26.3,83.98,14.7,51.48,-29.7,5.16,3.77,2.45,43.7,1.5,True,-3.79,,9.1,92.0,2026-10-28,False,False,6.0,NEUTRAL,6.13,171.1,1.21,,,,,,3.6999999999999993,0.0,,18.0,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,379.9,25.0,25.7,15.0,False,flat,15.6,0.0,True,1.0,True,1.0,5.0,5.0,29.0,86.2,Top 25%,51.1,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,53.2,5.0,6.0,3.0,3.0,3.0,-3.73,-4.35,1.0,2.0,-3.0,3.29,0.0,2.0,7.0,0,,2,RELIABLE/WATCH (+2),WATCH,-4.0,0,,,0.0,14.7,33.8,MEDIA,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.183,False,-22.13,5.83,-25.59,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
THC,0.0,,,,39.0,Tenet Healthcare Corporation,81.3,Healthcare,Medical Care Facilities,100.0,70.0,83.0,75.0,60.0,243.36,20962299904.0,80.0,79.4,False,up,143.8,True,1.0,9.7,True,2.0,4.0,2.2,False,248.82,-2.2,6.0,False,"{'roe_pct': 37.3, 'debt_to_equity': 1.52, 'current_ratio': 1.41, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': 143.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.3}",252.76,290.0,210.0,21.0,strong_buy,3.9,1098.71,351.5,809.7,232.7,10.65,25.91,,,2.75,True,-6.47,5.1,213.4,91.0,2026-10-27,False,False,6.0,NEUTRAL,10.22,33.4,0.06,,,,,,41.1,0.0,11.7,24.4,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.3x ratio, 55% up volume)",HIGH_FLOAT,82.5,20.0,36.1,80.0,False,up,79.4,5.0,True,1.0,True,2.0,5.0,1.0,29.0,100.0,Top 10%,89.7,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,42.47,0.0,8.0,0.0,3.0,5.0,3.63,3.94,1.0,0.0,3.0,0.49,-3.0,2.0,39.0,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,27,0.39,MEDIA,30.63,232.7,-288.2,,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.542,False,-2.19,61.17,20.88,sideways,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
CNI,0.0,,,,3.1,Canadian National Railway Compa,74.9,Industrials,Railroads,85.0,70.0,84.7,60.0,60.0,128.88,77959512064.0,100.0,94.0,True,up,9.7,True,1.0,14.1,True,1.0,,2.0,False,131.55,-2.0,8.0,True,"{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}",136.84,150.67,112.76,13.0,buy,6.2,99.45,-22.8,56.1,-56.5,3.88,5.0,2.01,46.3,2.04,True,-3.86,7.8,7.1,94.0,2026-10-30,False,False,7.0,NEUTRAL,7.16,14.5,1.98,,,,,,55.4,0.0,0.9,22.5,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.9x ratio, 65% up volume)",MEGA_FLOAT,603.2,3.0,23.4,100.0,True,up,94.0,10.0,True,1.0,True,1.0,5.0,2.0,29.0,96.6,Top 10%,87.6,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,43.415000000000006,5.0,3.0,3.0,3.0,3.0,5.5,14.97,6.0,0.0,3.0,0.78,-3.0,5.0,61.0,0,,-5,MIXED/AVOID (-5),,0.0,39,0.0307,BAJA,37.49,-22.8,45.8,ALTA,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-2.0% from high) - poor entry point,-2.0,NEUTRAL,BUY,False,True,3,1.118,False,-2.03,43.7,23.28,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
KO,0.0,,,,15.3,Coca-Cola Company (The),66.5,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,65.1,80.0,60.0,84.07,0.0,60.0,72.1,False,up,3.0,True,1.0,-0.5,True,1.0,1.1,2.4,False,85.68,-1.9,7.0,True,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",88.3,98.0,75.0,23.0,buy,5.0,,,57.88,-31.2,,,2.58,64.8,2.88,False,,11.1,18.2,0.0,2026-07-28,True,False,7.0,NEUTRAL,4.56,91.1,1.33,BULLISH,0.31,80.0,6.0,3.0,48.5,0.0,4.6,19.9,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,3873.9,3.0,24.5,60.0,False,up,72.1,2.0,True,1.0,True,1.0,5.0,8.0,29.0,75.9,Top 25%,43.3,3.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,False,3/3,40.365,0.0,0.0,3.0,0.0,5.0,0.9,2.71,2.0,0.0,0.0,0.62,-3.0,5.0,45.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,46,0.1533,BAJA,32.15,-13.1,36.2,MEDIA,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-1.9% from high) - poor entry point,-1.9,NEUTRAL,BUY,False,True,3,1.145,False,-1.88,31.28,10.15,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
TMO,0.0,,,,50.0,Thermo Fisher Scientific Inc,60.8,Healthcare,Diagnostics & Research,70.0,50.0,50.3,75.0,60.0,559.53,0.0,35.0,48.3,False,up,2.1,False,0.0,1.4,False,0.0,1.4,2.5,False,643.99,-13.1,4.0,False,"{'roe_pct': 13.5, 'debt_to_equity': 0.81, 'current_ratio': 1.55, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': 2.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.0}",618.0,750.0,510.0,26.0,buy,10.4,,,183.0,-67.3,,,0.33,9.7,0.26,False,,6.4,9.4,85.0,2026-10-21,False,False,5.0,NEUTRAL,3.54,36.2,2.17,BULLISH,0.05,80.0,2.0,2.0,13.1,0.0,,18.2,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEGA_FLOAT,370.0,23.0,26.1,35.0,False,up,48.3,2.0,False,0.0,False,0.0,0.0,12.0,29.0,62.1,Medio,35.3,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,49.32,0.0,0.0,0.0,0.0,3.0,4.52,3.65,1.0,0.0,3.0,1.3,2.0,0.0,103.0,0,,2,RELIABLE/WATCH (+2),WATCH,4.0,35,,,15.08,-28.4,77.7,ALTA,⚪ WEAK,🟡 Average,,,,,,,,False,1,1.255,False,-12.94,28.68,-17.79,sideways,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
SPGI,0.0,,,,11.2,S&P Global Inc.,73.1,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,46.7,65.0,65.0,439.83,130189672448.0,35.0,25.2,False,up,30.1,True,1.0,11.1,True,1.0,1.7,2.0,False,547.82404,-19.7,3.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.38, 'current_ratio': 0.68, 'operating_margin_pct': 44.3}","{'eps_growth_yoy': 30.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.4}",518.72,555.0,444.0,18.0,strong_buy,17.9,759.17,72.6,474.6,7.9,4.07,17.9,0.91,24.4,0.82,True,-4.11,22.7,32.5,0.0,2026-07-28,True,False,7.0,NEUTRAL,4.42,942.7,0.67,,,,,,9.3,0.0,3.4,21.9,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,295.3,23.0,25.3,35.0,False,up,25.2,2.0,True,1.0,True,1.0,5.0,13.0,29.0,58.6,Medio,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,42.3,0.0,3.0,0.0,3.0,5.0,0.23,-2.64,2.0,0.0,0.0,2.24,2.0,5.0,14.0,0,,-5,MIXED/AVOID (-5),CAUTION,-5.0,46,0.1122,BAJA,7.31,17.9,-22.4,,⚪ WEAK,🟡 Average,,,,,,,,False,1,1.039,False,-19.04,22.39,-19.99,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VLTO,0.0,,,,11.1,Veralto Corp,67.1,Industrials,Pollution & Treatment Controls,80.0,60.0,46.7,85.0,60.0,94.28,23155097600.0,35.0,30.0,False,up,14.4,False,0.0,3.7,True,1.0,3.2,2.9,False,110.11,-14.4,3.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.96, 'current_ratio': 1.48, 'operating_margin_pct': 23.8}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.3}",108.12,132.0,98.0,17.0,buy,14.7,70.46,-25.3,52.93,-43.9,3.32,3.13,0.57,12.4,,True,-1.3,14.0,13.3,0.0,2026-07-28,True,False,6.0,NEUTRAL,5.16,76.0,1.52,BULLISH,0.0,60.0,1.0,0.0,12.5,0.0,3.3,20.1,2026-07-28 06:37:34,2026-07-28,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,245.0,23.0,23.5,35.0,False,up,30.0,2.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,30.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,42.095,5.0,3.0,0.0,3.0,3.0,0.0,0.05,0.0,0.0,0.0,1.84,2.0,2.0,39.0,0,,-5,MIXED/AVOID (-5),CAUTION,-8.0,25,0.1112,BAJA,15.71,-25.3,49.3,ALTA,⚪ WEAK,🟡 Average,,,,,,,,False,1,1.049,False,-13.92,17.98,-14.45,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
