ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,334.09,$456.65 - $475.29,454.27,442.67,0.0,2026-02-20,35.1,-26.0,465.97,454.27,-28.3,0.41,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,239.82,$302.79 - $315.14,337.79,293.52,0.0,2026-02-20,39.1,-29.0,308.97,337.79,-22.4,0.53,,,,,,
SNES,"SenesTech,",Oversold Bounce,MODERADA,50,2.34,$2.38 - $2.48,4.06,2.31,54.6,2026-02-20,68.3,-21.2,2.43,4.06,-3.7,0.68,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.97,$0.96 - $1.0,1.39,0.93,10.56,2026-02-20,48.9,-31.6,0.98,1.39,-0.9,0.64,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,10.06,$12.64 - $13.16,18.06,12.25,0.0,2026-02-20,38.6,-44.3,12.9,18.06,-22.0,0.32,,,,,,
RAL,Ralliant,Oversold Bounce,MODERADA,50,43.26,$40.5 - $42.16,48.38,39.26,1.28,2026-02-20,33.5,-23.1,41.33,48.38,4.7,0.23,,,,,,
SAIC,Science Applications International,Oversold Bounce,MODERADA,50,89.01,$88.81 - $92.44,102.11,86.09,4.49,2026-02-20,33.0,-21.9,90.62,102.11,-1.8,0.31,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,130.43,$158.0 - $164.45,269.06,153.16,0.0,2026-02-20,41.6,-31.0,161.22,269.06,-19.1,0.41,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,24.95,$30.5 - $31.74,47.79,29.56,0.0,2026-02-20,32.8,-30.2,31.12,47.79,-19.8,0.12,,,,,,
GRND,Grindr,Oversold Bounce,MODERADA,50,11.01,$11.82 - $12.3,15.06,11.46,0.0,2026-02-20,46.3,-20.8,12.06,15.06,-8.7,0.3,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,0.88,$1.25 - $1.31,1.95,1.22,0.0,2026-02-20,34.3,-42.6,1.28,1.95,-30.9,0.11,,,,,,
FLYW,Flywire,Oversold Bounce,MODERADA,50,11.18,$12.79 - $13.31,13.86,12.4,0.0,2026-02-20,30.1,-24.5,13.05,13.86,-14.3,0.3,,,,,,
GLOO,"Gloo,",Oversold Bounce,MODERADA,50,5.53,$5.35 - $5.57,6.63,5.19,3.21,2026-02-20,44.2,-40.4,5.46,6.63,1.3,0.59,,,,,,
AUID,authID,Oversold Bounce,MODERADA,50,1.47,$1.73 - $1.81,2.79,1.68,0.0,2026-02-20,32.7,-20.4,1.77,2.79,-16.8,0.07,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,48.98,$60.76 - $63.24,67.39,58.9,0.0,2026-02-20,30.2,-27.5,62.0,67.39,-21.0,0.16,,,,,,
LAKE,"Lakeland Industries,",Oversold Bounce,MODERADA,50,9.35,$13.4 - $13.94,16.31,12.99,0.0,2026-02-20,48.1,-40.7,13.67,16.31,-31.6,0.24,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.2,$8.52 - $8.86,12.16,8.26,0.0,2026-02-20,46.1,-52.3,8.69,12.16,-40.2,0.14,,,,,,
EMPD,Empery Digital,Oversold Bounce,MODERADA,50,3.76,$4.07 - $4.24,7.94,3.95,0.0,2026-02-20,32.2,-30.5,4.15,7.94,-9.6,0.4,,,,,,
