ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
MTD,"Mettler-Toledo International, I",73.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,65.0,65.0,15.0,3.2,False,down,74.7,True,1,27.8,True,1,"{'eps_growth_yoy': np.float64(74.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.6}","{'revenue_growth_yoy': np.float64(27.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-12.5), 'rs_6m': np.float64(-15.5), 'rs_line_percentile': 3.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'current_ratio': 1.14, 'operating_margin_pct': 30.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.9}",1262.48,25563330560,Healthcare,Diagnostics & Research,3.7,4.2,False,1525.17,-17.2,3.0,False,1488.31,1700.0,1200.0,13.0,buy,17.9,884.64,-29.9,714.68,-43.4,2.69,33.93,,,,,True,-3.13,16.3,11.9,8.0,2026-05-07,False,True,6.0,NEUTRAL,4.01,110.6,1.45,2026-04-29T07:41:20.709387
MSFT,Microsoft Corporation,72.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,24.0,90.0,70.0,15.0,18.8,False,up,48.9,True,1,16.0,True,1,"{'eps_growth_yoy': np.float64(48.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 39.0}","{'revenue_growth_yoy': np.float64(16.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.3), 'rs_6m': np.float64(-23.4), 'rs_line_percentile': 18.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 33.4}",429.25,3190348316672,Technology,Software - Infrastructure,1.1,2.5,False,555.45,-22.7,2.0,False,572.67,730.0,392.0,54.0,strong_buy,33.4,306.34,-28.6,479.1,11.6,1.68,7.22,0.85,21.3,3.64,0.79,True,-0.7,56.4,59.8,0.0,2026-04-29,True,False,6.0,NEUTRAL,3.91,45.1,0.38,2026-04-29T07:39:19.774997
CB,Chubb Limited,72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,65.1,55.0,60.0,60.0,53.1,False,down,141.2,True,1,14.3,False,0,"{'eps_growth_yoy': np.float64(141.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.5}","{'revenue_growth_yoy': np.float64(14.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(6.5), 'rs_6m': np.float64(13.2), 'rs_line_percentile': 53.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 15.4, 'current_ratio': 0.34, 'operating_margin_pct': 20.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.5}",330.34,128335626240,Financial Services,Insurance - Property & Casualty,1.0,2.4,False,345.67,-4.4,6.0,False,345.26,385.0,291.0,23.0,buy,4.5,,,848.4,156.8,,,1.17,13.7,3.88,1.49,True,-2.88,20.5,55.1,90.0,2026-07-28,False,False,6.0,NEUTRAL,10.32,,0.14,2026-04-29T07:42:54.360304
TW,Tradeweb Markets Inc.,72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,38.7,85.0,65.0,15.0,11.3,False,down,119.0,True,2,2.3,True,1,"{'eps_growth_yoy': np.float64(119.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 39.6}","{'revenue_growth_yoy': np.float64(2.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(5.8), 'rs_6m': np.float64(-1.9), 'rs_line_percentile': 11.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.6, 'debt_to_equity': 0.02, 'current_ratio': 4.84, 'operating_margin_pct': 42.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.3}",112.36,24497403904,Financial Services,Capital Markets,1.8,1.6,False,149.25,-24.7,2.0,False,135.21,197.0,112.0,14.0,buy,20.3,,,113.4,0.9,,,0.5,12.7,0.56,0.39,True,-0.43,606.3,90.2,0.0,2026-04-29,True,False,8.0,STRONG,5.17,57.1,0.19,2026-04-29T07:39:58.491157
CNI,Canadian National Railway Compa,71.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,68.7,60.0,60.0,60.0,56.1,False,flat,7.5,True,1,1.4,True,2,"{'eps_growth_yoy': np.float64(7.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(1.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(14.7), 'rs_6m': np.float64(17.5), 'rs_line_percentile': 56.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 22.1, 'debt_to_equity': 1.0, 'current_ratio': 0.67, 'operating_margin_pct': 42.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.2}",114.89,70243745792,Industrials,Railroads,,1.4,False,115.8,-0.8,6.0,False,116.28,132.26,99.19,12.0,buy,1.2,81.31,-29.2,63.16,-45.0,3.39,3.9,2.29,46.9,2.63,2.02,True,-3.01,7.9,8.0,0.0,2026-04-29,True,False,7.0,NEUTRAL,7.84,14.5,1.57,2026-04-29T07:40:53.758054
V,Visa Inc.,71.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,36.0,85.0,65.0,15.0,0.8,False,down,27.9,True,1,13.6,False,0,"{'eps_growth_yoy': np.float64(27.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 50.2}","{'revenue_growth_yoy': np.float64(13.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-7.8), 'rs_6m': np.float64(-15.2), 'rs_line_percentile': 0.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 54.0, 'debt_to_equity': 0.55, 'current_ratio': 1.11, 'operating_margin_pct': 68.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 26.8}",309.3,596342603776,Financial Services,Credit Services,1.4,3.3,False,375.51,-17.6,1.0,False,392.33,450.0,323.0,36.0,strong_buy,26.8,347.05,12.2,199.75,-35.4,3.69,13.11,0.87,22.0,2.68,0.69,True,-3.02,42.1,17.4,,,False,False,6.0,NEUTRAL,4.46,381.9,1.21,2026-04-29T07:38:01.025171
CME,CME Group Inc.,71.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,80.0,39.6,85.0,50.0,15.0,23.7,False,down,12.6,False,0,11.1,True,2,"{'eps_growth_yoy': np.float64(12.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 63.3}","{'revenue_growth_yoy': np.float64(11.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-0.8), 'rs_6m': np.float64(3.5), 'rs_line_percentile': 23.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 15.9, 'debt_to_equity': 0.14, 'current_ratio': 1.02, 'operating_margin_pct': 69.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 7.8}",284.53,103102111744,Financial Services,Financial Data & Stock Exchanges,1.5,2.2,False,329.16,-13.6,5.0,False,306.6,353.0,230.0,15.0,hold,7.8,257.25,-9.6,249.64,-12.3,2.94,8.36,1.83,43.1,5.2,3.41,True,-0.78,32.9,8.5,84.0,2026-07-22,False,False,6.0,NEUTRAL,5.28,101.4,1.04,2026-04-29T07:38:51.536126
CLPBY,Coloplast AS,69.5,⭐⭐ GOOD,🟡 Good,100.0,70.0,15.0,80.0,70.0,15.0,0.8,False,down,33.8,True,2,0.2,True,2,"{'eps_growth_yoy': np.float64(33.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.3}","{'revenue_growth_yoy': np.float64(0.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-28.2), 'rs_6m': np.float64(-37.4), 'rs_line_percentile': 0.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 27.3, 'debt_to_equity': 1.82, 'current_ratio': 1.3, 'operating_margin_pct': 26.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 61.1}",6.31,14220644352,Healthcare,Medical Instruments & Supplies,,,False,11.44,-44.8,0.0,False,10.16,12.2,8.45,4.0,buy,61.1,70.96,1024.6,8.4,33.1,24.4,1.67,5.66,129.2,0.36,2.58,False,,6.4,23.7,,,False,False,7.0,NEUTRAL,28.32,105.6,0.43,2026-04-29T07:40:37.615723
PAYX,"Paychex, Inc.",69.5,⭐⭐ GOOD,🟡 Good,100.0,80.0,24.0,65.0,50.0,15.0,1.5,False,down,88.5,True,1,26.7,True,1,"{'eps_growth_yoy': np.float64(88.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.6}","{'revenue_growth_yoy': np.float64(26.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.8), 'rs_6m': np.float64(-30.2), 'rs_line_percentile': 1.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'debt_to_equity': 1.25, 'current_ratio': 1.15, 'operating_margin_pct': 44.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 10.9}",90.99,32600887296,Technology,Software - Application,6.4,4.6,False,161.24,-43.6,0.0,False,100.93,125.0,90.0,15.0,hold,10.9,,,45.3,-50.2,,,4.75,95.4,4.32,2.76,True,-1.11,9.0,3.6,57.0,2026-06-25,False,False,5.0,NEUTRAL,6.37,90.0,1.69,2026-04-29T07:39:39.174478
TMO,Thermo Fisher Scientific Inc,68.8,⭐⭐ GOOD,🟡 Good,100.0,70.0,15.0,75.0,70.0,15.0,4.6,False,down,30.3,True,1,17.9,True,1,"{'eps_growth_yoy': np.float64(30.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.2}","{'revenue_growth_yoy': np.float64(17.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-25.2), 'rs_6m': np.float64(-20.9), 'rs_line_percentile': 4.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.5, 'debt_to_equity': 0.83, 'current_ratio': 1.53, 'operating_margin_pct': 17.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 32.0}",470.22,174743797760,Healthcare,Diagnostics & Research,1.2,2.4,False,643.99,-27.0,2.0,False,620.54,750.0,520.0,24.0,strong_buy,32.0,308.23,-34.4,205.66,-56.3,3.15,14.83,0.37,9.7,1.76,0.25,True,-1.72,6.1,11.3,84.0,2026-07-22,False,False,5.0,NEUTRAL,4.06,36.2,1.52,2026-04-29T07:40:02.093870
DSGX,The Descartes Systems Group Inc,68.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,24.0,90.0,70.0,15.0,6.8,False,up,25.8,False,0,14.2,False,0,"{'eps_growth_yoy': np.float64(25.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(14.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-13.7), 'rs_6m': np.float64(-30.2), 'rs_line_percentile': 6.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 10.9, 'debt_to_equity': 0.01, 'current_ratio': 2.16, 'operating_margin_pct': 31.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 42.2}",70.91,6099983360,Technology,Software - Application,,3.6,False,117.35,-39.6,1.0,False,100.85,126.0,82.0,13.0,buy,42.2,83.52,17.8,39.27,-44.6,3.87,2.75,,,,,False,,225.5,21.0,35.0,2026-06-03,False,False,6.0,NEUTRAL,3.79,77.7,1.04,2026-04-29T07:41:24.472596
