ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
NDSN,0.0,,,,48.8,Nordson Corporation,57.4,Industrials,Specialty Industrial Machinery,50.0,40.0,68.3,85.0,60.0,316.63,17641973760.0,80.0,75.7,False,up,-6.7,False,0.0,-0.1,True,1.0,3.0,4.6,False,339.12,-6.6,8.0,True,"{'roe_pct': 17.8, 'debt_to_equity': 0.56, 'current_ratio': 1.82, 'operating_margin_pct': 27.4}","{'eps_growth_yoy': -6.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.6}",349.71,375.0,282.0,7.0,buy,10.4,361.33,14.1,227.01,-28.3,3.48,11.02,1.2,33.2,1.08,True,-1.64,7.7,16.1,97.0,2026-12-09,False,False,7.0,NEUTRAL,3.63,65.0,1.06,,,,,,54.9,0.0,14.6,17.2,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEDIUM_FLOAT,49.6,0.0,31.9,80.0,False,up,75.7,5.0,False,0.0,True,1.0,2.0,7.0,29.0,79.3,Top 25%,40.4,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,57.1,0.0,3.0,0.0,3.0,5.0,0.0,10.37,2.0,0.0,0.0,10.4,17.5,,1.3,2.0,5.0,81.0,0,,0,MIXED/INSUFFICIENT (0),BEST,8.0,45,0.4879,MEDIA,29.74,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-6.6% from high) - wait for pullback,-6.6,NEUTRAL,BUY,False,,,,310.3,296.86,389.85,4.33,25.64,BUY ON PULLBACK - Wait for 2-5% dip,True,3,1.309,False,-6.63,45.58,0.43,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
V,0.0,,,,46.0,Visa Inc.,72.3,Financial Services,Credit Services,85.0,70.0,63.9,70.0,60.0,378.4,706490662912.0,60.0,60.5,False,up,10.6,False,0.0,8.5,True,2.0,1.3,3.2,False,385.57,-1.9,5.0,False,"{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}",419.36,466.0,330.0,37.0,strong_buy,10.8,,,,,2.89,11.97,0.72,22.1,0.71,True,-3.02,35.7,10.2,54.0,2026-10-27,False,False,6.0,NEUTRAL,3.76,381.9,2.47,BULLISH,0.43,90.0,5.0,6.0,29.5,0.0,13.8,21.7,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,1703.4,23.0,35.5,60.0,False,up,60.5,2.0,False,0.0,True,2.0,2.0,13.0,29.0,58.6,Medio,36.3,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,56.22,0.0,0.0,0.0,3.0,3.0,0.35,1.43,0.0,0.0,0.0,,,,1.35,2.0,2.0,33.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,45,0.4596,MEDIA,26.73,🔵 DECENT,🟡 Good,,,,,,,,,,,382.18,351.61,457.23,8.0,19.64,BUY NOW - At target entry price,False,2,0.837,False,-1.86,29.26,5.89,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
OXY,0.0,,,,37.9,Occidental Petroleum Corporation,75.6,Energy,Oil & Gas E&P,100.0,70.0,50.3,80.0,60.0,60.91,60887912448.0,35.0,47.2,False,up,259.2,True,2.0,21.8,False,0.0,0.0,0.0,False,67.45,-9.7,7.0,True,"{'roe_pct': 10.6, 'debt_to_equity': 0.35, 'current_ratio': 1.41, 'operating_margin_pct': 45.4}","{'eps_growth_yoy': 259.2, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.3}",66.83,79.0,55.0,23.0,buy,9.7,160.71,163.8,101.7,67.0,6.22,3.79,1.84,29.5,1.14,True,-0.19,6.2,675.4,67.0,2026-11-09,False,False,4.0,NEUTRAL,5.15,6.4,0.02,,,,,,48.0,0.0,11.4,22.7,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,995.6,3.0,34.0,35.0,False,up,47.2,2.0,True,2.0,False,0.0,5.0,,29.0,,Sin datos suficientes,47.2,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,55.13499999999999,8.0,6.0,3.0,3.0,5.0,0.0,3.57,0.0,0.0,0.0,67.0,-105.7,,1.21,0.0,0.0,92.0,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,42,0.3791,BAJA,27.06,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-9.7% from high) - wait for pullback,-9.7,NEUTRAL,BUY,False,,,,59.69,54.92,75.83,8.0,27.04,BUY ON PULLBACK - Wait for 2-5% dip,True,3,0.866,False,-9.28,58.46,2.58,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
TW,0.0,,,,48.8,Tradeweb Markets Inc.,56.6,Financial Services,Capital Markets,65.0,50.0,26.7,85.0,65.0,103.47,22559152128.0,15.0,15.0,False,up,-2.3,True,1.0,9.9,False,0.0,3.2,2.3,False,127.69,-19.0,3.0,False,"{'roe_pct': 14.5, 'debt_to_equity': 0.02, 'current_ratio': 6.79, 'operating_margin_pct': 43.8}","{'eps_growth_yoy': -2.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",123.71,178.0,98.0,14.0,buy,19.6,,,,,4.72,9.17,0.52,12.4,0.4,True,-1.52,633.6,13.8,56.0,2026-10-29,False,False,8.0,STRONG,5.71,57.1,1.14,,,,,,15.6,0.0,14.6,17.0,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,113.8,20.0,31.6,15.0,False,up,15.0,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,53.47999999999999,0.0,3.0,0.0,3.0,3.0,0.0,-1.81,0.0,0.0,0.0,,,,2.45,2.0,10.0,35.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,45,0.4879,MEDIA,5.66,🔵 DECENT,🟡 Average,,,,,,,,SENTIMIENTO,"La caída responde a una rebaja de valoración por parte de analistas tras la fuerte subida previa y a preocupación por compresión de comisiones (mix de producto), no a deterioro del negocio, que mantiene márgenes en expansión y balance sólido (rebaja TD Cowen ~abril 2026).",https://finance.yahoo.com/markets/stocks/articles/why-tradeweb-markets-tw-shares-010902308.html | https://simplywall.st/stocks/us/diversified-financials/nasdaq-tw/tradeweb-markets/future | https://simplywall.st/stocks/us/diversified-financials/nasdaq-tw/tradeweb-markets | https://finance.yahoo.com/markets/stocks/articles/look-tradeweb-markets-tw-valuation-221618134.html,103.38,99.33,134.67,3.92,30.27,BUY NOW - At target entry price,False,2,0.783,False,-18.75,13.33,-29.56,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
FHN,0.0,,,,45.6,First Horizon Corporation,59.6,Financial Services,Banks - Regional,85.0,40.0,46.7,65.0,50.0,24.57,11640704000.0,35.0,29.2,False,down,3.1,True,1.0,-0.5,True,1.0,0.0,0.0,False,26.56,-7.5,5.0,False,"{'roe_pct': 11.5, 'operating_margin_pct': 41.3}","{'eps_growth_yoy': 3.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.2}",28.11,31.0,25.0,19.0,none,14.4,36.77,49.7,41.6,69.3,5.11,1.26,2.83,30.8,3.28,True,-8.06,,10.0,41.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.53,,,,,,39.6,0.0,13.7,17.9,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,468.3,3.0,31.6,35.0,False,down,29.2,0.0,True,1.0,True,1.0,5.0,9.0,29.0,72.4,Medio,39.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,53.120000000000005,0.0,6.0,3.0,3.0,3.0,0.0,0.56,0.0,0.0,0.0,49.7,-45.1,,1.8,2.0,0.0,,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,44,0.4555,MEDIA,19.46,🔵 DECENT,🟡 Average,,,,,,,,,,,24.33,23.37,30.3,3.92,24.56,BUY NOW - At target entry price,False,2,0.839,False,-7.04,26.7,-6.46,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SYK,0.0,,,,51.8,Stryker Corporation,68.8,Healthcare,Medical Devices,100.0,60.0,26.7,80.0,65.0,312.19,119747674112.0,15.0,11.4,False,down,48.5,True,1.0,8.8,True,1.0,1.9,2.9,False,396.86,-21.3,1.0,False,"{'roe_pct': 16.5, 'debt_to_equity': 0.64, 'current_ratio': 2.16, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': 48.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.4}",382.72,465.0,315.0,25.0,buy,22.6,454.14,45.5,284.7,-8.8,3.43,10.71,1.11,36.1,0.99,False,,20.0,44.1,56.0,2026-10-29,False,False,5.0,NEUTRAL,3.89,47.3,0.42,,,,,,8.200000000000003,0.0,15.5,20.6,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,348.1,25.0,36.2,15.0,False,down,11.4,0.0,True,1.0,True,1.0,5.0,23.0,29.0,24.1,Bottom 25%,23.8,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,52.11,8.0,3.0,0.0,0.0,5.0,0.0,-0.26,0.0,0.0,0.0,22.6,4.2,,2.82,2.0,0.0,83.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.5176,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,EVENTO,"La acción cayó tras un ciberataque disruptivo (wiper) atribuido a un grupo iraní que afectó producción, envíos y procesamiento de pedidos, sumado a una corrección de valoración pese a resultados sólidos (crecimiento orgánico de doble dígito, guidance elevado varias veces en 2025). Los fundamentales ",https://www.bamsec.com/companies/310764/stryker-corporation/transcripts | https://quartr.com/companies/stryker-corporation_4857 | https://www.tipranks.com/stocks/syk/earnings-calendar | https://it.tradingview.com/news/tradingview%3A681cbbb6a1dbf%3A0-stryker-corporation-reports-strong-q2-2025-results,312.19,305.15,410.12,2.25,31.37,BUY NOW - At target entry price,False,0,0.938,False,-20.53,11.4,-28.19,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
WM,0.0,,,,15.3,"Waste Management, Inc.",65.5,Industrials,Waste Management,100.0,70.0,24.0,45.0,65.0,219.04,87553613824.0,15.0,9.0,False,down,30.2,True,1.0,3.7,True,2.0,1.5,3.2,False,248.13,-11.7,4.0,False,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}",259.92,277.0,220.0,25.0,buy,18.7,108.01,-50.7,70.5,-67.8,2.68,5.88,1.72,50.1,1.49,True,-1.15,5.0,8.3,53.0,2026-10-26,False,False,8.0,STRONG,3.93,21.3,2.89,BULLISH,0.22,60.0,1.0,1.0,10.0,0.0,4.6,19.6,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,398.5,30.0,24.2,15.0,False,down,9.0,0.0,True,1.0,True,2.0,5.0,25.0,29.0,17.2,Bottom 25%,19.1,-3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,1/3,51.965,0.0,0.0,3.0,3.0,3.0,0.0,-0.28,0.0,0.0,0.0,-50.7,78.0,ALTA,2.34,2.0,10.0,101.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,45,0.1527,BAJA,15.55,🔵 DECENT,🟡 Average,,,,,,,,,,,220.6,211.94,275.22,3.92,24.76,BUY NOW - At target entry price,False,2,0.692,False,-11.37,14.22,-23.15,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SAP,0.0,,,,23.9,SAP SE,67.6,Technology,Software - Application,75.0,60.0,50.3,90.0,65.0,209.69,242025103360.0,35.0,34.4,False,up,8.8,False,0.0,8.8,True,1.0,0.7,2.3,False,281.37,-25.5,3.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}",247.25,319.0,177.0,12.0,buy,17.9,387.66,84.9,229.5,9.4,4.36,9.14,1.38,37.5,1.48,True,-1.2,20.7,30.6,48.0,2026-10-21,False,False,8.0,STRONG,0.32,146.7,0.71,,,,,,8.399999999999999,0.0,7.2,20.3,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,14500.7,23.0,27.4,35.0,False,up,34.4,2.0,False,0.0,True,1.0,2.0,19.0,29.0,37.9,Bajo 50%,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,51.435,5.0,3.0,0.0,3.0,5.0,0.78,1.78,2.0,0.0,0.0,17.9,-29.3,,2.24,2.0,10.0,81.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-11.0,30,0.2391,BAJA,6.76,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,,,205.5,191.03,281.05,7.04,36.77,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.89,False,-24.18,44.64,-5.96,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
IDXX,0.0,,,,19.6,"IDEXX Laboratories, Inc.",74.0,Healthcare,Diagnostics & Research,100.0,80.0,24.0,85.0,65.0,538.99,42517147648.0,15.0,0.0,False,down,23.2,True,2.0,10.1,True,2.0,2.8,3.1,False,769.98,-30.0,0.0,False,"{'roe_pct': 74.2, 'debt_to_equity': 0.68, 'current_ratio': 1.17, 'operating_margin_pct': 35.0}","{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 25.0}",698.92,805.0,470.0,13.0,buy,29.7,307.65,-42.9,247.63,-54.1,2.14,11.53,,,,True,-2.77,38.7,12.3,60.0,2026-11-02,False,False,8.0,STRONG,3.14,120.0,1.83,,,,,,11.1,0.0,5.9,22.2,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",HIGH_FLOAT,78.5,20.0,28.1,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,12.0,29.0,62.1,Medio,36.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,50.88,8.0,0.0,0.0,3.0,3.0,0.0,-1.14,0.0,0.0,0.0,-42.9,78.2,ALTA,3.71,0.0,10.0,72.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.1961,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,CICLICO,"IDXX ha crecido con fuerza en ingresos y EPS (doble dígito) durante 2025-2026, pero la acción cae por temores del mercado a una desaceleración cíclica en visitas veterinarias discrecionales en EE.UU. señalada en la guía reciente. No hay evidencia de deterioro estructural: márgenes y crecimiento se m",https://www.marketscreener.com/news/idexx-laboratories-q3-earnings-revenue-rise-raises-2025-guidance-ce7d5cd9dd88f020 | https://finance.yahoo.com/news/why-idexx-laboratories-idxx-13-002641434.html | https://www.theglobeandmail.com/investing/markets/stocks/IDXX/pressreleases/35937962/idexx-laboratories-reports-strong-q3-earnings-and-raises-guidance/ | https://www.idexx.com/files/2025-q3-transcript.,538.99,526.56,748.42,2.31,38.86,BUY NOW - At target entry price,False,0,0.768,False,-30.0,3.94,-25.82,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
QSR,0.0,,,,19.6,Restaurant Brands International Inc.,70.1,Consumer Cyclical,Restaurants,100.0,60.0,46.7,65.0,60.0,78.87,36131213312.0,35.0,44.0,False,up,58.9,True,2.0,2.9,True,1.0,6.0,7.6,False,81.96,-3.8,6.0,False,"{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 58.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1}",85.92,104.0,79.0,24.0,buy,8.9,,,,,4.74,4.91,3.32,63.8,3.41,True,-0.47,5.2,151.2,56.0,2026-10-29,False,False,6.0,NEUTRAL,5.06,51.7,0.12,,,,,,40.9,0.0,5.9,21.0,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,317.7,3.0,26.9,35.0,False,up,44.0,2.0,True,2.0,True,1.0,8.0,24.0,29.0,20.7,Bottom 25%,22.7,-3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,50.02,0.0,3.0,5.0,3.0,5.0,0.05,1.03,0.0,0.0,0.0,,,,1.11,0.0,2.0,51.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),,0.0,45,0.1961,BAJA,29.51,🔵 DECENT,🟡 Average,,,,,,,,,,,79.66,73.29,95.97,8.0,20.47,BUY NOW - At target entry price,True,3,0.937,False,-3.68,33.36,-3.41,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
CVX,0.0,,,,0.4,Chevron Corporation,86.5,Energy,Oil & Gas Integrated,100.0,100.0,63.9,85.0,60.0,211.78,415428345856.0,60.0,55.6,False,up,241.1,True,2.0,39.5,True,2.0,0.8,2.0,False,214.71,-1.4,7.0,True,"{'roe_pct': 12.2, 'debt_to_equity': 0.19, 'current_ratio': 1.25, 'operating_margin_pct': 21.9}","{'eps_growth_yoy': 241.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 9.8}",218.29,241.0,175.0,24.0,buy,3.1,474.19,123.9,312.6,47.6,5.28,11.18,3.37,67.2,3.95,True,-2.68,22.5,321.9,57.0,2026-10-30,False,False,5.0,NEUTRAL,4.66,9.3,0.05,,,,,,45.1,0.0,0.1,25.9,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,1868.5,3.0,26.1,60.0,False,up,55.6,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,55.6,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,49.620000000000005,8.0,6.0,5.0,3.0,5.0,0.0,1.53,0.0,0.0,0.0,47.6,-82.6,,0.39,-3.0,0.0,98.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,27,0.0038,BAJA,34.15,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-1.4% from high) - poor entry point,-1.4,NEUTRAL,BUY,False,,,,213.9,196.79,254.58,8.0,19.02,BUY NOW - At target entry price,True,3,0.924,False,-0.47,48.61,0.62,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
TYL,0.0,,,,25.2,"Tyler Technologies, Inc.",62.8,Technology,Software - Application,80.0,50.0,45.0,75.0,60.0,374.88,15352187904.0,15.0,23.4,False,up,10.8,False,0.0,8.3,False,0.0,10.6,4.5,True,566.58,-33.8,3.0,False,"{'roe_pct': 9.7, 'debt_to_equity': 0.48, 'current_ratio': 1.55, 'operating_margin_pct': 14.7}","{'eps_growth_yoy': 10.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.4}",426.64,525.0,335.0,22.0,buy,13.8,356.81,-4.8,117.34,-68.7,3.87,14.52,,,,True,-6.05,65.3,15.5,55.0,2026-10-28,False,False,8.0,STRONG,2.5,139.0,1.58,,,,,,3.3999999999999986,0.0,7.6,18.8,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,38.0,20.0,26.4,15.0,False,up,23.4,2.0,False,0.0,False,0.0,0.0,19.0,29.0,37.9,Bajo 50%,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,2/3,49.38,5.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-4.8,50.6,ALTA,1.72,2.0,10.0,77.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,9.0,20,0.2518,BAJA,6.28,⚪ WEAK,🟡 Average,,,,,,,,,,,367.38,337.99,534.2,8.0,45.41,BUY NOW - At target entry price,False,1,0.873,False,-33.83,38.48,-10.44,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CLPBY,0.0,,,,34.0,Coloplast A/S,52.5,Healthcare,Medical Instruments & Supplies,38.0,50.0,53.0,80.0,60.0,7.4,16677242880.0,35.0,26.5,False,up,-206.5,False,0.0,2.2,False,0.0,,,False,10.03,-26.2,3.0,False,"{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'eps_growth_yoy': -206.5, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.7}",8.32,12.2,6.7,4.0,buy,12.4,,,,,4.35,0.35,4.94,187.0,2.72,False,,3.9,32.7,,,False,False,7.0,NEUTRAL,18.13,105.6,0.22,,,,,,4.899999999999999,0.0,10.2,15.8,2026-09-03 08:46:35,2026-09-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,1445.7,23.0,25.9,35.0,False,up,26.5,2.0,False,0.0,False,0.0,0.0,20.0,29.0,34.5,Bajo 50%,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.1,8.0,3.0,-2.0,0.0,5.0,0.0,0.24,1.0,0.0,0.0,,,,1.55,2.0,5.0,7.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,2.0,44,0.3401,BAJA,5.25,⚪ WEAK,🟡 Average,,,,,,,,,,,7.25,6.67,9.98,8.0,37.68,BUY ON PULLBACK - Wait for 2-5% dip,False,1,1.067,True,-25.33,31.21,-7.86,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
