ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,dist_ma50_pct,health_details,earnings_details,sin_score_motivo,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,pe_ancla,pe_ancla_n,pe_ancla_dispersion,pe_ancla_fragil,pe_ancla_excluidos,pe_sin_ancla_motivo,pe_eps_usado,pe_eps_motivo,dcf_no_aplicable,ai_descartados,per_share_no_fiable,acciones_efectivas,shares_change_es_gasto,dividend_rate,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,interest_coverage_base,interest_coverage_ebit,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_fecha_conocida,earnings_catalyst,piotroski_score,piotroski_label,piotroski_evaluables,piotroski_motivo,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,upside_requiere_verificacion,risk_reward_ratio,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
GGG,0.0,,,,37.6,Graco Inc.,68.0,Industrials,Specialty Industrial Machinery,95.0,60.0,24.0,95.0,55.0,77.15,12494737408.0,15.0,8.0,False,up,13.6,True,1.0,3.3,True,1.0,4.3,2.2,False,95.69,-19.4,1.0,False,-2.2,"{'roe_pct': 21.2, 'debt_to_equity': 0.02, 'current_ratio': 2.99, 'operating_margin_pct': 29.7}","{'eps_growth_yoy': 13.6, 'op_growth_yoy': 11.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.5, 'score_bruto_sin_capar': 95.0, 'satura': False}",,91.29,100.0,84.0,7.0,hold,18.3,78.1,1.2,85.69,11.1,múltiplo propio,4.0,0.19,False,,,reportado,,,,,,,1.18,5.02,3.87,1.51,35.8,1.19,True,-1.68,194.7,Operating Income,205.3,5.8,26.0,2026-10-21,False,True,False,6.0,NEUTRAL,9.0,,5.07,34.2,1.52,,,,,,9.7,0.0,11.3,20.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",HIGH_FLOAT,160.3,27.0,31.7,15.0,False,up,8.0,2.0,True,1.0,True,1.0,5.0,7.0,32.0,81.2,Top 25%,44.0,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,50.08000000000001,0.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.9,COHERENTES,11.1,12.2,,False,2.29,2.0,82.0,0,,-8,RELIABLE/AVOID (-8),,0.0,7,0.3756,BAJA,0.0,🔵 DECENT,🟡 Good,,,,,,,,SIN_DATOS,,,False,0,0.816,False,-18.78,6.82,-29.2,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 13 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 10% de mediana (peor caso -22%); al año el 77% estaba en positivo (mediana +17%).",13,-9.8,-21.8,77,False,"soporte vivo más cercano en 75.31 (-2.4%), puesto a prueba hace 15 días; aguantó 3 y se rompió 2",75.31,-2.4,15.0,3.0,2.0,False
KO,0.0,,,,3.0,The Coca-Cola Company,72.3,Consumer Defensive,Beverages - Non-Alcoholic,85.0,70.0,56.7,80.0,60.0,88.1,379054555136.0,60.0,72.5,False,up,16.1,False,0.0,6.7,True,2.0,0.9,2.8,False,92.49,-4.7,8.0,True,1.4,"{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': 16.1, 'op_growth_yoy': 7.9, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6, 'score_bruto_sin_capar': 85.0, 'satura': False}",,94.7,104.0,75.0,23.0,buy,7.5,85.95,-2.4,77.71,-11.8,múltiplo propio,4.0,0.17,False,,,reportado,,,,,,,2.12,3.75,3.3,2.41,62.5,2.86,False,-0.05,10.2,Operating Income,12.0,16.9,25.0,2026-10-20,False,True,False,7.0,NEUTRAL,9.0,,3.64,77.0,1.48,NEUTRAL,0.91,70.0,2.0,3.0,41.6,0.0,0.9,21.7,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,3874.0,3.0,22.6,60.0,False,up,72.5,2.0,False,0.0,True,2.0,2.0,8.0,32.0,78.1,Top 25%,36.2,3.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,52.06999999999999,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.4,COHERENTES,-2.4,14.6,,False,0.94,5.0,87.0,1,Berkshire Hathaway (Buffett),-5,MIXED/AVOID (-5),CONFIRM,11.0,43,0.0297,BAJA,37.23,🔵 DECENT,🟡 Good,,,,,,,,,,,True,3,0.797,False,-4.18,38.4,-0.99,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback,"las 42 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -30%); al año el 79% estaba en positivo (mediana +5%).",42,-6.2,-30.3,79,False,"soporte vivo más cercano en 84.90 (-3.6%), puesto a prueba hace 52 días; aguantó 1 de 1 veces",84.9,-3.6,52.0,1.0,0.0,False
WTKWY,0.0,,,,22.7,Wolters Kluwer N.V.,66.0,Industrials,Specialty Business Services,100.0,50.0,45.0,50.0,70.0,78.39,17437044736.0,15.0,14.9,False,up,21.2,True,2.0,3.5,False,0.0,,,False,137.56,-43.0,1.0,False,0.6,"{'roe_pct': 146.1, 'debt_to_equity': 5.9, 'current_ratio': 0.69, 'operating_margin_pct': 26.9}","{'eps_growth_yoy': 21.2, 'op_growth_yoy': 5.4, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9, 'score_bruto_sin_capar': 105.0, 'satura': True}",,108.6,108.6,108.6,1.0,strong_buy,38.5,190.36,142.8,193.14,146.4,múltiplo propio,4.0,0.59,False,,,reportado,,,,,,,3.01,9.29,7.28,3.91,43.1,1.89,,,,,,4.5,,,False,False,False,7.0,NEUTRAL,9.0,,7.83,639.0,1.23,,,,,,2.0,0.0,6.8,19.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,222.6,30.0,26.6,15.0,False,up,14.9,2.0,True,2.0,False,0.0,5.0,16.0,32.0,53.1,Medio,18.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,45.785,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6,COHERENTES,142.8,-106.1,,True,4.81,5.0,1.0,0,,-8,RELIABLE/AVOID (-8),BEST,8.0,1,0.2267,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.926,False,-40.66,25.79,-6.64,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 7 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -60% — sin término medio; al año el 71% estaba en positivo (mediana +25%).",7,-4.5,-59.8,71,True,"soporte vivo más cercano en 77.55 (-1.1%), puesto a prueba hace 6 días; aguantó 7 y se rompió 2",77.55,-1.1,6.0,7.0,2.0,False
4684.T,0.0,,,,32.6,"OBIC Co.,Ltd.",78.3,Technology,Software - Application,95.0,70.0,79.0,70.0,60.0,5055.0,2170586005504.0,,,,,16.4,True,1.0,11.5,True,1.0,,,False,5352.0,-5.5,6.0,False,7.9,"{'roe_pct': 16.6, 'current_ratio': 7.21, 'operating_margin_pct': 67.7}","{'eps_growth_yoy': 16.4, 'op_growth_yoy': 13.3, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 56.2, 'score_bruto_sin_capar': 95.0, 'satura': False}",,5513.33,6200.0,4500.0,12.0,buy,9.1,5105.29,1.0,5322.33,5.3,múltiplo propio,4.0,0.41,False,,,reportado,,,,,,,94.0,3.33,168.33,1.86,49.0,1.31,,,,,,19.5,32.0,2026-10-27,False,True,False,4.0,NEUTRAL,9.0,,4.47,35.7,1.62,,,,,,23.3,0.0,9.8,23.5,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,317.8,23.0,33.3,,,,,0.0,True,1.0,True,1.0,5.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,53.15,5.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.3,COHERENTES,5.3,5.9,,False,1.14,0.0,95.0,0,,0,,WATCH,-3.0,7,0.3263,BAJA,24.33,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.987,False,-7.25,38.51,11.16,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 46 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 9% de mediana (peor caso -32%); al año el 78% estaba en positivo (mediana +19%).",46,-9.2,-31.5,78,False,"soporte vivo más cercano en 4842.40 (-4.0%), puesto a prueba hace 18 días; aguantó 6 y se rompió 4",4842.4,-4.0,18.0,6.0,4.0,False
APH,81.23076923076923,Excellent,Stage 2 (Uptrend),24.443252513653537,50.0,Amphenol Corporation,81.2,Technology,Electronic Components,90.0,90.0,62.4,85.0,65.0,83.08,204872531968.0,60.0,70.0,False,up,26.5,False,0.0,58.4,True,1.0,1.5,2.8,False,89.26,-6.9,3.0,False,,"{'roe_pct': 38.1, 'debt_to_equity': 1.2, 'current_ratio': 1.89, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': 26.5, 'op_growth_yoy': 82.3, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.7, 'score_bruto_sin_capar': 90.0, 'satura': False}",,99.39,115.0,85.0,18.0,strong_buy,19.6,41.22,-50.4,33.83,-59.3,múltiplo propio,4.0,0.48,False,,,reportado,,,,,,,0.5,2.38,1.98,0.61,22.9,0.82,False,1.34,13.7,Operating Income,13.6,59.3,33.0,2026-10-28,False,True,False,6.0,NEUTRAL,9.0,,2.73,37.9,0.43,,,,,,63.2,32.5,,24.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MEGA_FLOAT,2449.9,25.0,81.2,60.0,False,up,70.0,2.0,False,0.0,True,1.0,2.0,,32.0,,Sin datos suficientes,70.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,52.98,5.0,0.0,0.0,0.0,5.0,0.13,0.13,0.0,0.0,0.0,8.9,COHERENTES,-50.4,74.4,ALTA,False,2.45,2.0,136.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,6,,,57.73538461538462,🔵 DECENT,🟡 Average,,,,,,,,,,,True,3,0.94,False,-6.78,41.23,9.94,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 50 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -34%); al año el 90% estaba en positivo (mediana +23%).",50,-5.8,-34.2,90,False,"soporte vivo más cercano en 77.16 (-7.1%), puesto a prueba hace 10 días; aguantó 7 y se rompió 1",77.16,-7.1,10.0,7.0,1.0,False
6383.T,0.0,,,,38.3,"Daifuku Co., Ltd.",71.0,Industrials,Specialty Industrial Machinery,100.0,60.0,35.0,80.0,70.0,5569.0,2070772318208.0,,,,,71.8,True,1.0,8.1,True,1.0,,,False,7857.0,-29.1,2.0,False,-6.2,"{'debt_to_equity': 0.09, 'current_ratio': 2.63, 'operating_margin_pct': 16.6}","{'eps_growth_yoy': 71.8, 'op_growth_yoy': 63.4, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.1, 'score_bruto_sin_capar': 110.0, 'satura': True}",,7540.71,9300.0,5400.0,14.0,buy,35.4,6688.85,20.1,5750.62,3.3,múltiplo propio,4.0,0.3,False,,,reportado,,,,,,,90.0,5.61,312.42,1.63,38.8,1.38,,,,,,13.8,47.0,2026-11-11,False,True,False,8.0,STRONG,9.0,,5.54,21.8,2.81,,,,,,5.799999999999997,0.0,11.5,21.3,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,346.3,30.0,32.8,,,,,0.0,True,1.0,True,1.0,5.0,7.0,32.0,81.2,Top 25%,44.0,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,52.715,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.8,COHERENTES,20.1,23.7,MEDIA,True,4.42,10.0,85.0,0,,0,,BEST,8.0,1,0.3832,BAJA,0.0,🔵 DECENT,🟡 Average,,,,,,,,,,,False,1,0.624,False,-28.62,26.85,-17.61,downtrend,stage4_ma_alcista,ESPERAR,"Ha perdido la MA200, aunque la media sigue subiendo — corrección dentro de tendencia, espera a que la recupere","las 16 veces anteriores (RSI normal, bajo su MA200 que sube) o paró casi donde estaba o se desplomó hasta -33% — sin término medio; al año el 88% estaba en positivo (mediana +49%).",16,-9.8,-32.9,88,True,"soporte vivo más cercano en 5358.82 (-3.9%), puesto a prueba hace 15 días; aguantó 4 de 4 veces",5358.82,-3.9,15.0,4.0,0.0,False
GOOG,68.39285714285714,Excellent,Stage Unknown,15.88352965668033,39.3,Alphabet Inc.,76.5,Communication Services,Internet Content & Information,85.0,80.0,47.6,100.0,65.0,339.01,4146070290432.0,35.0,43.7,False,down,297.9,False,0.0,24.2,True,1.0,,3.3,False,404.47,-16.2,5.0,False,-0.9,"{'roe_pct': 48.7, 'debt_to_equity': 0.19, 'current_ratio': 2.72, 'operating_margin_pct': 34.0}","{'eps_growth_yoy': 297.9, 'op_growth_yoy': 30.4, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 55.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 54.8, 'score_bruto_sin_capar': 105.0, 'satura': True}",,422.34,475.0,340.0,15.0,strong_buy,24.6,154.22,-54.5,480.11,41.6,múltiplo propio,4.0,0.41,False,,,reportado,,,,,12229935077.0,,0.88,2.27,7.7,0.26,4.3,,False,0.91,65.6,Operating Income,133.9,294.0,33.0,2026-10-28,False,True,False,6.0,NEUTRAL,9.0,,3.19,35.3,0.08,,,,,,47.1,27.4,11.8,22.9,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,10879.4,25.0,62.1,35.0,False,down,43.7,0.0,False,0.0,True,1.0,2.0,2.0,32.0,96.9,Top 10%,56.6,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,1/3,47.315,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,96.1,CONTRADICEN,,79.1,ALTA,False,3.08,2.0,136.0,2,Berkshire Hathaway (Buffett) | Pershing Square (Ackman),-5,MIXED/AVOID (-5),CAUTION,-3.0,7,0.3931,BAJA,46.34642857142857,🔵 DECENT,🟡 Average,,,,,,,,SIN_DATOS,,,False,2,1.01,False,-16.08,43.61,1.38,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 48 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -42%); al año el 83% estaba en positivo (mediana +24%).",48,-6.5,-42.5,83,False,"soporte vivo más cercano en 334.71 (-1.3%), puesto a prueba hace 1 días; aguantó 4 de 4 veces",334.71,-1.3,1.0,4.0,0.0,False
BLK,0.0,,,,55.3,"BlackRock, Inc.",75.7,Financial Services,Asset Management,85.0,90.0,38.7,90.0,65.0,1073.45,174410055680.0,15.0,23.6,False,down,20.2,False,0.0,30.6,True,1.0,1.3,3.3,False,1219.94,-12.0,4.0,False,-2.8,"{'roe_pct': 12.3, 'debt_to_equity': 0.23, 'current_ratio': 2.45, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': 20.2, 'op_growth_yoy': 33.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.1, 'score_bruto_sin_capar': 85.0, 'satura': False}",,1323.31,1488.0,1190.0,16.0,strong_buy,23.3,,,937.9,-12.6,múltiplo propio,4.0,0.51,False,,,reportado,,"Asset Management: el flujo operativo son depósitos, préstamos o primas, no caja libre para el accionista",,,,,22.92,2.04,21.9,2.16,52.4,2.35,False,5.31,16.6,Operating Income,17.9,19.6,19.0,2026-10-14,False,True,True,4.0,NEUTRAL,9.0,,4.54,27.4,0.85,,,,,,17.299999999999997,0.0,16.6,22.7,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",HIGH_FLOAT,143.8,27.0,39.3,15.0,False,down,23.6,0.0,False,0.0,True,1.0,2.0,22.0,32.0,34.4,Bajo 50%,11.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,52.045,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,5.4,35.9,MEDIA,False,2.91,0.0,104.0,0,,0,UNRELIABLE/INSUFFICIENT (0),WATCH,-3.0,6,0.5532,ALTA,16.57,🔵 DECENT,🟡 Average,,,,,,,,SENTIMIENTO,"BlackRock reportó resultados excepcionales en Q1-Q2 2026 (ganancias y márgenes en máximos), con ETF y AUM en expansión sostenida. La caída parece reflejar presión macro (preocupaciones por deuda/tasas) y rotación sectorial, no deterioro operativo.",https://es.tradingview.com/symbols/NYSE-BLK/forecast/ | https://www.estrategiasdeinversion.com/cotizaciones/indices/nyse/blackrock | https://www.bloomberglinea.com/quote/BLK:UN/ | https://www.tikr.com/es/blog/blackrock-has-fallen-14-from-its-peak-the-q1-earnings-just-proved-the-bears-wrong,False,1,1.04,False,-10.13,18.27,-8.96,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 9% de mediana (peor caso -40%); al año el 84% estaba en positivo (mediana +17%).",45,-8.8,-40.5,84,False,"soporte vivo más cercano en 1053.10 (-1.9%), puesto a prueba hace 1 días; aguantó 6 y se rompió 3",1053.1,-1.9,1.0,6.0,3.0,False
HD,0.0,,,,45.6,"The Home Depot, Inc.",61.5,Consumer Cyclical,Home Improvement Retail,85.0,70.0,15.0,60.0,65.0,292.18,291504947200.0,15.0,0.0,False,down,4.7,True,2.0,5.7,True,2.0,1.2,2.6,False,411.41,-29.0,0.0,False,-10.7,"{'roe_pct': 104.3, 'debt_to_equity': 3.8, 'current_ratio': 1.08, 'operating_margin_pct': 12.9}","{'eps_growth_yoy': 4.7, 'op_growth_yoy': 4.3, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 8.4, 'score_bruto_sin_capar': 85.0, 'satura': False}",,377.19,425.0,310.0,32.0,buy,29.1,250.03,-14.4,339.91,16.3,múltiplo propio,4.0,0.37,False,,,reportado,,,,,,,9.32,5.18,15.13,3.14,64.8,2.41,False,0.2,8.7,Operating Income,8.8,4.6,53.0,2026-11-17,False,True,False,5.0,NEUTRAL,9.0,,5.92,53.3,3.96,,,,,,3.0,0.0,13.7,18.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,15,"Strong selling pressure (0.5x ratio, 33% up volume)",MEGA_FLOAT,996.0,33.0,32.1,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,,32.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,50.88,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.7,CONTRADICEN,,43.5,ALTA,False,3.64,0.0,47.0,0,,0,UNRELIABLE/INSUFFICIENT (0),BEST,5.0,7,0.4563,MEDIA,0.0,🔵 DECENT,🟡 Average,,,,,,,,CICLICO,"Mercado inmobiliario congelado reduce demanda de proyectos mayores (menos transacciones), pero negocio aguanta con crecimiento de ventas 4.8-5.7% YoY en Q1-Q2 2026 impulsado por M&A (SRS, GMS). Guidance reafirmado sin recortes — presión es coyuntural, no deterioro estructural.",https://www.prnewswire.com/news-releases/the-home-depot-anuncia-resultados-del-primer-trimestre-del-ano-fiscal-2026-reafirma-guia-para-el-ano-fiscal-2026-883664380.html | https://www.cnbc.com/2026/08/18/home-depot-hd-q2-2026-earnings.html | https://www.sec.gov/Archives/edgar/data/0000354950/000035495026000101/hd_exhibit991x05032026.htm | https://www.sec.gov/Archives/edgar/data/0000354950/000162828,False,0,0.823,False,-27.38,2.57,-30.35,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 5 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) cayó otro 2% de mediana (peor caso -5%); al año el 100% estaba en positivo (mediana +40%).",5,-1.8,-5.4,100,False,"el soporte más cercano está en 284.85 (-2.5%), sin visitar desde hace 4 meses; aguantó 1 de 1 veces",284.85,-2.5,128.0,1.0,0.0,True
IT,0.0,,,,50.0,"Gartner, Inc.",53.9,Technology,Information Technology Services,70.0,30.0,53.0,65.0,50.0,179.32,11323875328.0,35.0,27.5,False,up,5.4,False,0.0,-1.5,False,0.0,17.9,5.3,True,265.85,-32.5,4.0,False,2.3,"{'roe_pct': 113.6, 'current_ratio': 0.88, 'operating_margin_pct': 22.6}","{'eps_growth_yoy': 5.4, 'op_growth_yoy': 11.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.0, 'score_bruto_sin_capar': 70.0, 'satura': False}",,185.15,229.0,150.0,13.0,none,3.3,366.72,104.5,357.47,99.3,múltiplo propio,4.0,0.46,False,,,reportado,,,,,,,,11.19,20.07,,,,True,-13.93,9.1,Operating Income,8.5,16.6,39.0,2026-11-03,False,True,False,6.0,NEUTRAL,9.0,,8.93,274.6,0.33,,,,,,5.100000000000001,0.0,,16.2,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,57.2,20.0,23.1,35.0,False,up,27.5,2.0,False,0.0,False,0.0,0.0,17.0,32.0,50.0,Medio,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,42.56,5.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.2,COHERENTES,99.3,-98.6,,False,0.41,2.0,2.0,0,,-8,RELIABLE/AVOID (-8),,0.0,0,,,5.390000000000001,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,0.943,False,-32.55,44.32,-0.16,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 9 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 4% de mediana (peor caso -46%); al año el 100% estaba en positivo (mediana +26%).",9,-3.7,-45.5,100,False,"soporte vivo más cercano en 172.65 (-3.7%), puesto a prueba hace 16 días; aguantó 3 y se rompió 1",172.65,-3.7,16.0,3.0,1.0,False
