ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
UA,"Under Armour,",Bull Flag Pullback,⭐ BUENA,60,6.97,$6.83 - $7.11,7.88,5.9,0.85,2026-03-04,,,,,,,91.3,-11.5,6.08,6.08,Bearish,False
IP,International Paper,Bull Flag Pullback,⭐ BUENA,60,42.05,$41.21 - $42.89,48.7,41.3,8.86,2026-03-04,,,,,,,30.9,-13.7,42.58,42.58,Bearish,False
APTV,Aptiv PLC,Oversold Bounce,MODERADA,55,71.4,$74.4 - $77.44,86.64,72.12,0.0,2026-03-04,20.2,-19.5,75.92,86.64,-6.0,1.0,,,,,,
POOL,POOL,Oversold Bounce,MODERADA,55,221.22,$236.75 - $246.41,269.74,229.5,0.0,2026-03-04,23.1,-18.5,241.58,269.74,-8.4,0.6,,,,,,
FRD,"Friedman Industries,orporated",Oversold Bounce,MODERADA,55,18.52,$18.25 - $18.99,22.02,17.69,4.21,2026-03-04,18.4,-13.7,18.62,22.02,-0.5,0.9,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,55,3.71,$3.24 - $3.38,5.75,3.14,3.61,2026-03-04,27.4,-42.6,3.31,5.75,12.1,0.56,,,,,,
CRM,"Salesforce,",Oversold Bounce,MODERADA,50,196.05,$225.56 - $234.76,264.61,218.65,0.0,2026-03-04,52.1,-26.4,230.16,264.61,-14.8,0.84,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,241.84,$299.86 - $312.1,314.2,290.68,0.0,2026-03-04,42.7,-23.4,305.98,314.2,-21.0,0.81,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,356.0,$429.97 - $447.52,454.27,416.8,0.0,2026-03-04,54.4,-21.1,438.74,454.27,-18.9,0.63,,,,,,
HUM,HUM,Oversold Bounce,MODERADA,50,181.58,$241.01 - $250.85,283.95,233.63,0.0,2026-03-04,50.2,-36.1,245.93,283.95,-26.2,0.72,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,MODERADA,50,3.02,$5.27 - $5.49,6.27,5.11,0.0,2026-03-04,38.9,-55.3,5.38,6.27,-43.9,0.53,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,9.84,$12.64 - $13.16,18.06,12.25,0.0,2026-03-04,38.7,-45.5,12.9,18.06,-23.7,0.78,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,23.55,$30.5 - $31.74,47.79,29.56,0.0,2026-03-04,34.8,-34.1,31.12,47.79,-24.3,0.56,,,,,,
CNDT,CNDT,Oversold Bounce,MODERADA,50,1.42,$1.79 - $1.86,2.08,1.73,0.0,2026-03-04,49.4,-32.1,1.82,2.08,-22.2,1.07,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,132.68,$158.0 - $164.45,188.99,153.16,0.0,2026-03-04,49.8,-29.8,161.22,188.99,-17.7,0.77,,,,,,
VERX,VERX,Oversold Bounce,MODERADA,50,14.64,$18.73 - $19.49,23.28,18.15,0.0,2026-03-04,48.6,-29.0,19.11,23.28,-23.4,0.64,,,,,,
BLIN,BLIN,Oversold Bounce,MODERADA,50,0.85,$0.84 - $0.87,1.12,0.81,7.15,2026-03-04,61.9,-24.1,0.86,1.12,-0.6,0.5,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,1.02,$1.19 - $1.24,1.95,1.15,0.0,2026-03-04,51.5,-33.8,1.21,1.95,-16.0,0.91,,,,,,
APCX,AppTech Payments,Oversold Bounce,MODERADA,50,0.29,$0.27 - $0.28,0.44,0.26,6.36,2026-03-04,30.8,-34.5,0.28,0.44,3.6,0.53,,,,,,
TYL,TYL,Oversold Bounce,MODERADA,50,367.22,$441.02 - $459.02,472.77,427.52,0.0,2026-03-04,52.1,-21.8,450.02,472.77,-18.4,0.82,,,,,,
IT,"Gartner,",Oversold Bounce,MODERADA,50,164.78,$221.19 - $230.22,256.38,214.42,0.0,2026-03-04,54.2,-35.3,225.71,256.38,-27.0,0.58,,,,,,
CSPI,CSPI,Oversold Bounce,MODERADA,50,8.62,$10.82 - $11.26,13.47,10.49,0.0,2026-03-04,33.4,-42.1,11.04,13.47,-21.9,1.04,,,,,,
TENB,"Tenable,",Oversold Bounce,MODERADA,50,19.96,$25.14 - $26.16,26.81,24.37,0.0,2026-03-04,33.5,-25.6,25.65,26.81,-22.2,0.56,,,,,,
MERC,Mercer International,Oversold Bounce,MODERADA,50,1.71,$1.65 - $1.71,2.65,1.6,8.25,2026-03-04,45.7,-38.7,1.68,2.65,1.8,0.34,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,50.27,$60.33 - $62.8,67.39,58.49,0.0,2026-03-04,48.9,-25.6,61.56,67.39,-18.3,0.92,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.25,$8.36 - $8.71,12.16,8.11,0.0,2026-03-04,37.5,-51.8,8.53,12.16,-38.5,0.43,,,,,,
EMPD,Empery Digital,Oversold Bounce,MODERADA,50,3.93,$4.07 - $4.24,7.94,3.95,0.0,2026-03-04,52.3,-22.8,4.15,7.94,-5.4,1.13,,,,,,
ACVA,ACV Auctions,Oversold Bounce,MODERADA,50,5.54,$7.57 - $7.87,8.98,7.33,0.0,2026-03-04,31.2,-38.3,7.72,8.98,-28.2,1.16,,,,,,
FWDI,"Forward Industries,",Oversold Bounce,MODERADA,50,4.37,$6.41 - $6.67,8.78,6.21,0.0,2026-03-04,34.1,-50.2,6.54,8.78,-33.2,0.79,,,,,,
