ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
NVT,nVent Electric plc,69.1,⭐⭐ GOOD,🟡 Good,55.0,80.0,73.1,80.0,60.0,80.0,85.6,False,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(5.6), 'rs_6m': np.float64(18.4), 'rs_line_percentile': 85.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.1}",111.65,18057095168,Industrials,Electrical Equipment & Parts,3.0,1.7,False,122.92,-9.2,8.0,True,127.39,148.0,68.04,13.0,strong_buy,14.1,150.58,34.9,78.0,-30.1,3.18,3.55,0.75,30.8,0.84,1.49,True,-1.4,8.3,1112.4,58.0,2026-05-01,False,False,2026-03-04T07:39:27.845898
RRBI,"Red River Bancshares, Inc.",69.0,⭐⭐ GOOD,🟡 Good,60.0,70.0,89.0,65.0,60.0,95.0,93.1,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(29.1), 'rs_6m': np.float64(32.4), 'rs_line_percentile': 93.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 9.0}",89.32,587422784,Financial Services,Banks - Regional,2.2,2.3,False,93.9,-4.9,8.0,True,97.33,105.0,90.0,3.0,strong_buy,9.0,,,168.43,88.6,,,0.75,8.5,0.67,0.61,True,-2.31,,26.4,57.0,2026-04-30,False,False,2026-03-04T07:42:49.887407
PRPO,"Precipio, Inc.",68.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,86.3,60.0,50.0,95.0,91.1,False,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(11.2), 'rs_6m': np.float64(56.4), 'rs_line_percentile': 91.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",25.16,44080496,Healthcare,Diagnostics & Research,0.2,0.3,False,28.5,-11.7,8.0,True,,,,,none,,18.46,-26.6,,,1.74,0.44,,,,,False,,-13.6,,,,False,False,2026-03-04T07:36:25.063895
BUKS,Butler National Corp.,68.2,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,90.0,50.0,100.0,100.0,True,up,,,0,9.8,True,1,{'profit_margin_pct': 19.0},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(43.8), 'rs_6m': np.float64(106.2), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.43,221064384,Industrials,Aerospace & Defense,,,False,3.45,-0.6,8.0,True,,,,,none,,10.45,204.7,7.5,118.7,7.17,0.25,,,,,True,-2.58,11.4,40.0,,,False,False,2026-03-04T07:38:28.165291
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,62.1,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(83.6), 'rs_6m': np.float64(54.4), 'rs_line_percentile': 62.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 51.4}",36.55,684687040,Communication Services,Telecom Services,13.0,3.5,True,39.62,-7.7,6.0,False,55.33,72.0,44.0,3.0,strong_buy,51.4,,,43.5,19.0,-5.31,-1.94,,,,,True,-0.43,-179.7,,111.0,2026-06-23,False,False,2026-03-04T07:40:56.531635
AROW,Arrow Financial Corporation,67.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,71.9,65.0,50.0,80.0,77.3,False,flat,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(11.3), 'rs_6m': np.float64(8.2), 'rs_line_percentile': 77.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.3}",33.39,549109952,Financial Services,Banks - Regional,0.6,1.2,False,36.44,-8.4,8.0,True,34.5,34.5,34.5,1.0,none,3.3,,,79.5,138.1,,,3.59,43.0,1.2,3.8,True,-1.89,,108.9,57.0,2026-04-30,False,False,2026-03-04T07:39:19.519201
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,88.3,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(71.3), 'rs_6m': np.float64(41.5), 'rs_line_percentile': 88.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.8}",14.6,272436576,Industrials,Engineering & Construction,7.1,3.5,False,15.84,-7.8,7.0,True,21.0,21.0,21.0,1.0,strong_buy,43.8,16.5,13.0,3.9,-73.3,2.66,0.39,0.82,92.3,0.12,,True,-0.31,1.9,110.0,63.0,2026-05-06,False,False,2026-03-04T07:39:48.522044
NGS,"Natural Gas Services Group, Inc",66.0,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,75.0,50.0,100.0,100.0,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(22.4), 'rs_6m': np.float64(39.3), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.9}",38.45,483274880,Energy,Oil & Gas Equipment & Services,2.1,1.5,False,39.67,-3.1,8.0,True,41.5,45.0,39.0,4.0,none,7.9,,,22.05,-42.7,-9.23,-3.55,0.55,6.8,0.21,,False,,2.9,7.5,12.0,2026-03-16,False,True,2026-03-04T07:40:50.353394
STRW,"Strawberry Fields REIT, Inc.",65.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,60.3,65.0,65.0,60.0,50.9,False,down,,,0,30.3,True,1,{'profit_margin_pct': 4.9},"{'revenue_growth_yoy': np.float64(30.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(0.9), 'rs_6m': np.float64(1.7), 'rs_line_percentile': 50.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.6}",12.8,713423104,Real Estate,REIT - Healthcare Facilities,0.5,2.2,False,14.0,-8.6,6.0,False,14.79,16.0,13.75,6.0,strong_buy,15.6,,,6.0,-53.1,,,4.84,100.0,0.62,,True,-0.32,1.7,-10.1,64.0,2026-05-07,False,False,2026-03-04T07:40:19.598969
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,88.9,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(25.8), 'rs_6m': np.float64(29.1), 'rs_line_percentile': 88.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",14.07,41346396,Financial Services,Banks - Regional,0.2,2.6,False,14.64,-3.9,8.0,True,,,,,none,,,,8.7,-38.2,,,,,,,True,-0.09,,459.8,,,False,False,2026-03-04T07:44:35.012634
LTC,"LTC Properties, Inc.",65.5,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.9,65.0,50.0,60.0,53.7,False,up,,,0,31.8,False,0,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(11.0), 'rs_6m': np.float64(5.3), 'rs_line_percentile': 53.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -0.5}",39.48,1879808256,Real Estate,REIT - Healthcare Facilities,8.5,6.3,True,40.8,-3.2,6.0,False,39.29,45.0,36.0,7.0,hold,-0.5,118.92,201.2,75.6,91.5,7.1,2.8,5.78,90.5,2.28,6.44,False,,2.2,176.0,61.0,2026-05-04,False,False,2026-03-04T07:36:21.076157
CSBB,"CSB Bancorp, Inc.",65.4,⭐⭐ GOOD,🟡 Good,60.0,60.0,88.3,65.0,50.0,100.0,100.0,True,up,,,0,12.9,False,0,{'profit_margin_pct': 30.2},"{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(18.3), 'rs_6m': np.float64(22.2), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.1, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",58.233,153107728,Financial Services,Banks - Regional,,,False,58.992,-1.3,8.0,True,,,,,none,,,,50.7,-12.9,,,2.87,32.3,1.67,3.51,True,-0.71,,-9.2,,,False,False,2026-03-04T07:42:37.533637
APG,APi Group Corporation,65.3,⭐⭐ GOOD,🟡 Good,50.0,70.0,82.7,65.0,65.0,95.0,92.0,False,up,,,0,23.2,False,0,{'profit_margin_pct': 3.8},"{'revenue_growth_yoy': np.float64(23.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(10.8), 'rs_6m': np.float64(17.4), 'rs_line_percentile': 92.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 9.5, 'debt_to_equity': 0.9, 'current_ratio': 1.5, 'operating_margin_pct': 9.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 20.1}",43.29,18677735424,Industrials,Engineering & Construction,2.1,3.8,False,46.89,-7.7,8.0,True,52.0,54.0,50.0,11.0,strong_buy,20.1,36.98,-14.6,,,3.72,1.61,,,,,True,-0.4,3.9,,57.0,2026-04-30,False,False,2026-03-04T07:39:02.846145
ACNB,ACNB Corporation,64.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,65.0,50.0,60.0,68.2,False,down,,,0,50.7,False,0,{'profit_margin_pct': 25.3},"{'revenue_growth_yoy': np.float64(50.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(5.0), 'rs_6m': np.float64(6.6), 'rs_line_percentile': 68.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 10.2, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 13.2}",50.07,519967520,Financial Services,Banks - Regional,1.3,3.7,False,53.89,-7.1,7.0,True,56.67,57.0,56.0,3.0,none,13.2,,,108.0,115.7,,,3.04,38.3,1.52,3.15,True,-1.67,,17.5,50.0,2026-04-23,False,False,2026-03-04T07:43:37.421156
BWFG,"Bankwell Financial Group, Inc.",64.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,65.0,50.0,60.0,74.7,False,down,,,0,34.6,False,0,{'profit_margin_pct': 32.8},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(2.6), 'rs_6m': np.float64(7.2), 'rs_line_percentile': 74.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 12.3, 'operating_margin_pct': 50.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 9.7}",47.41,374536288,Financial Services,Banks - Regional,2.8,5.7,False,51.54,-8.0,7.0,True,52.0,55.0,49.0,2.0,none,9.7,,,133.5,181.6,,,1.69,18.0,0.8,2.49,True,-0.36,,104.9,49.0,2026-04-22,False,False,2026-03-04T07:37:48.844734
UBSI,"United Bankshares, Inc.",64.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.9,60.0,50.0,60.0,64.2,False,up,,,0,23.6,True,1,{'profit_margin_pct': 38.6},"{'revenue_growth_yoy': np.float64(23.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(10.6), 'rs_6m': np.float64(4.2), 'rs_line_percentile': 64.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.9, 'operating_margin_pct': 56.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 10.7}",41.39,5769155584,Financial Services,Banks - Regional,3.5,4.5,False,45.93,-9.9,6.0,False,45.8,47.0,43.0,5.0,none,10.7,,,98.1,137.0,,,3.62,45.6,1.5,4.02,True,-1.38,,16.0,50.0,2026-04-23,False,False,2026-03-04T07:41:09.944506
OVLY,Oak Valley Bancorp (CA),64.6,⭐⭐ GOOD,🟡 Good,60.0,70.0,71.9,65.0,50.0,80.0,85.9,False,up,,,0,9.8,True,2,{'profit_margin_pct': 29.5},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(17.2), 'rs_6m': np.float64(9.5), 'rs_line_percentile': 85.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.5, 'operating_margin_pct': 39.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",32.49,272533312,Financial Services,Banks - Regional,0.4,1.9,False,34.16,-4.9,8.0,True,,,,,none,,,,28.8,-11.4,,,2.31,20.8,0.75,1.63,False,,,2.8,44.0,2026-04-17,False,False,2026-03-04T07:44:22.795274
