ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
BBT,Beacon Financial Corporation,68.8,⭐⭐ GOOD,🟡 Good,55.0,100.0,63.9,60.0,55.0,60.0,70.6,False,up,,,0,142.6,True,2,{'profit_margin_pct': 17.6},"{'revenue_growth_yoy': np.float64(142.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(12.9), 'rs_6m': np.float64(7.5), 'rs_line_percentile': 70.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 4.9, 'operating_margin_pct': 58.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 21.0}",28.57,2397276160,Financial Services,Banks - Regional,5.1,4.0,False,32.0,-10.7,6.0,False,34.57,42.0,31.0,7.0,none,21.0,,,30.9,8.2,,,4.51,124.9,1.29,4.53,False,,,250.4,42.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.01,2026-03-12T07:51:15.149133
BFLY,"Butterfly Network, Inc.",68.5,⭐⭐ GOOD,🟡 Good,50.0,90.0,75.0,60.0,70.0,60.0,70.0,False,up,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.9), 'rs_6m': np.float64(150.4), 'rs_line_percentile': 70.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 45.6}",3.82,972697536,Healthcare,Medical Devices,15.3,4.0,True,5.03,-24.1,8.0,True,5.56,6.0,5.25,4.0,strong_buy,45.6,2.36,-38.2,,,1.31,0.06,,,,,False,,-50.6,,50.0,2026-05-01,False,False,3.0,NEUTRAL,-8.96,-39.8,,2026-03-12T07:47:04.554273
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,86.0,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-8.1), 'rs_6m': np.float64(30.3), 'rs_line_percentile': 86.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 42.7}",32.83,4105892096,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-13.6,7.0,True,46.86,54.0,39.0,7.0,strong_buy,42.7,75.19,129.0,49.2,49.9,5.4,1.77,,,,,True,-0.27,6.3,376.2,49.0,2026-04-30,False,False,4.0,NEUTRAL,6.66,167.1,0.03,2026-03-12T07:45:48.212288
MIRM,"Mirum Pharmaceuticals, Inc.",67.9,⭐⭐ GOOD,🟡 Good,50.0,90.0,79.4,50.0,70.0,80.0,75.0,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(41.0), 'rs_6m': np.float64(18.2), 'rs_line_percentile': 75.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 35.8}",91.75,5536343040,Healthcare,Biotechnology,12.6,10.3,True,109.28,-16.0,7.0,True,124.64,140.0,95.0,11.0,strong_buy,35.8,69.27,-24.5,,,1.78,1.63,,,,,False,,-0.5,,55.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-12T07:50:53.854401
BUKS,Butler National Corp.,67.8,⭐⭐ GOOD,🟡 Good,55.0,60.0,89.0,90.0,50.0,95.0,93.1,False,up,,,0,9.8,True,1,{'profit_margin_pct': 19.0},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(38.2), 'rs_6m': np.float64(110.0), 'rs_line_percentile': 93.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.3,212685840,Industrials,Aerospace & Defense,,,False,3.49,-5.4,8.0,True,,,,,none,,10.45,216.7,7.5,127.3,7.45,0.25,,,,,True,-2.68,11.4,40.0,,,False,False,7.0,NEUTRAL,8.63,21.8,0.16,2026-03-12T07:47:34.520360
RRBI,"Red River Bancshares, Inc.",67.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,65.0,60.0,80.0,88.5,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(22.5), 'rs_6m': np.float64(31.5), 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.7}",87.14,573085760,Financial Services,Banks - Regional,2.6,2.6,False,93.9,-7.2,8.0,True,97.33,105.0,90.0,3.0,strong_buy,11.7,,,168.43,93.3,,,0.77,8.5,0.67,0.61,True,-2.37,,26.4,49.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.44,2026-03-12T07:53:00.015533
AMRZ,Amrize Ltd,67.1,⭐⭐ GOOD,🟡 Good,55.0,80.0,60.3,80.0,65.0,60.0,61.3,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(9.5), 'rs_6m': np.float64(3.7), 'rs_line_percentile': 61.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.2}",58.21,32871311360,Basic Materials,Building Materials,,1.9,False,65.94,-11.7,,,67.07,76.0,57.0,20.0,buy,15.2,43.18,-25.8,21.4,-63.2,4.81,2.86,,,,,False,,5.2,3.6,46.0,2026-04-27,False,False,5.0,NEUTRAL,5.22,18.4,5.08,2026-03-12T07:47:53.769183
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,77.0,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(59.5), 'rs_6m': np.float64(30.4), 'rs_line_percentile': 77.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 53.8}",13.65,254709536,Industrials,Engineering & Construction,5.1,1.9,False,15.84,-13.8,7.0,True,21.0,21.0,21.0,1.0,strong_buy,53.8,16.5,20.9,3.9,-71.4,2.85,0.39,0.88,92.3,0.12,,True,-0.33,1.9,110.0,55.0,2026-05-06,False,False,4.0,NEUTRAL,1.49,4.0,0.07,2026-03-12T07:49:15.465610
INR,"Infinity Natural Resources, Inc",66.8,⭐⭐ GOOD,🟡 Good,50.0,70.0,75.0,85.0,65.0,60.0,62.2,False,up,,,0,15.4,True,1,{'profit_margin_pct': 6.7},"{'revenue_growth_yoy': np.float64(15.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.9), 'rs_6m': np.float64(26.9), 'rs_line_percentile': 62.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.6, 'debt_to_equity': 0.16, 'current_ratio': 1.57, 'operating_margin_pct': 70.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 16.4}",18.43,334793856,Energy,Oil & Gas E&P,4.5,5.8,False,19.899,-7.4,5.0,False,21.44,27.0,18.0,9.0,strong_buy,16.4,,,,,-53.68,-9.89,,,,,False,,-0.5,,60.0,2026-05-11,False,False,6.0,NEUTRAL,6.13,8.6,1.78,2026-03-12T07:53:10.372476
ATEX,Anterix Inc.,66.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,60.0,60.0,70.3,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(80.3), 'rs_6m': np.float64(78.7), 'rs_line_percentile': 70.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 42.7}",38.77,726274048,Communication Services,Telecom Services,14.3,2.8,True,40.335,-3.9,7.0,True,55.33,72.0,44.0,3.0,none,42.7,,,43.5,12.2,-5.01,-1.94,,,,,True,-0.41,-179.7,,103.0,2026-06-23,False,False,2.0,WEAK,-6.99,-123.6,,2026-03-12T07:50:40.159348
NTLA,"Intellia Therapeutics, Inc.",66.7,⭐⭐ GOOD,🟡 Good,50.0,100.0,53.4,60.0,70.0,15.0,24.9,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(40.6), 'rs_6m': np.float64(10.9), 'rs_line_percentile': 24.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 94.4}",13.01,1536917376,Healthcare,Biotechnology,42.0,10.8,True,28.25,-53.9,4.0,False,25.29,106.0,5.0,21.0,buy,94.4,,,,,-15.18,-1.97,,,,,False,,-94.5,,56.0,2026-05-07,False,False,2.0,WEAK,-37.36,-80.6,,2026-03-12T07:48:06.355528
NBBK,"NB Bancorp, Inc.",66.6,⭐⭐ GOOD,🟡 Good,60.0,90.0,60.3,60.0,50.0,60.0,65.0,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(2.6), 'rs_6m': np.float64(9.0), 'rs_line_percentile': 65.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 14.7}",20.92,954051904,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-7.8,6.0,False,24.0,24.0,24.0,2.0,none,14.7,,,13.4,-35.9,,,1.34,10.4,0.28,,True,-8.08,,-26.2,41.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-12T07:46:10.635810
LTC,"LTC Properties, Inc.",66.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,53.9,65.0,50.0,35.0,49.3,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(12.8), 'rs_6m': np.float64(5.1), 'rs_line_percentile': 49.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.7}",38.75,1879753216,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-5.0,6.0,False,40.57,45.0,37.0,7.0,hold,4.7,116.73,201.2,75.6,95.1,7.1,2.75,5.88,90.5,2.28,6.44,False,,4.5,176.0,53.0,2026-05-04,False,False,6.0,NEUTRAL,5.7,30.7,0.05,2026-03-12T07:44:56.681651
STRW,"Strawberry Fields REIT, Inc.",65.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,60.3,65.0,65.0,60.0,54.1,False,flat,,,0,30.3,True,1,{'profit_margin_pct': 4.9},"{'revenue_growth_yoy': np.float64(30.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(0.8), 'rs_6m': np.float64(9.5), 'rs_line_percentile': 54.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.0}",12.86,716767232,Real Estate,REIT - Healthcare Facilities,0.5,1.7,False,14.0,-8.1,6.0,False,14.79,16.0,13.75,6.0,strong_buy,15.0,,,6.0,-53.3,,,4.82,100.0,0.62,,True,-0.31,1.7,-10.1,56.0,2026-05-07,False,False,7.0,NEUTRAL,6.21,49.9,,2026-03-12T07:49:53.595002
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,84.4,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(21.9), 'rs_6m': np.float64(28.4), 'rs_line_percentile': 84.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.81,40582356,Financial Services,Banks - Regional,0.2,4.1,False,14.64,-5.7,8.0,True,,,,,none,,,,8.7,-37.0,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-12T07:55:13.782438
CSBB,"CSB Bancorp, Inc.",65.4,⭐⭐ GOOD,🟡 Good,60.0,60.0,88.3,65.0,50.0,100.0,98.9,True,up,,,0,12.9,False,0,{'profit_margin_pct': 30.2},"{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.8), 'rs_6m': np.float64(25.2), 'rs_line_percentile': 98.9, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.1, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",58.0,152495104,Financial Services,Banks - Regional,,,False,58.992,-1.7,8.0,True,,,,,none,,,,50.7,-12.6,,,2.88,32.3,1.67,3.51,True,-0.72,,-9.2,,,False,False,6.0,NEUTRAL,,,,2026-03-12T07:52:45.101109
