ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
3988.HK,Bank of China Limited,4.55,HKD,65.0,A,65.0,P/E 5.5x (vs 11x mercado) | Potencial +21% | Margen 44% | Dividendo 5.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.49,20.6,18,,2.57,5.57,,8.3,5.5,5.4,43.5,2.8,-5.2,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | Geopolitical risk | Real estate exposure | State-owned enterprise governance risks,,RISKY,Low P/E ratio and high dividend yield may indicate undervaluation or underlying risks,2026-03-12
1810.HK,Xiaomi Corporation,33.3,HKD,65.0,A,65.0,ROE 19.9% | Potencial +48% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,49.2,47.7,30,3.8,5.97,,,19.9,18.3,20.4,9.8,22.3,-45.8,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-12
005930.KS,"Samsung Electronics Co., Ltd.",187900.0,KRW,64.0,B,64.0,P/E 6.6x (vs 11x mercado) | Potencial +24% | Crecimiento ingresos +24% | Dividendo 1.2%,0,0,Technology,Korea,🇰🇷,21.2,232603.22,23.8,37,1.9,2.97,1.19,,10.8,6.6,,13.3,23.8,-15.7,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-12
7733.T,Olympus Corporation,1340.5,JPY,64.0,B,64.0,P/E 10.7x (vs 16x mercado) | Potencial +41% analistas | Dividendo 2.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1888.46,40.9,13,0.8,5.11,2.22,,11.2,10.7,15.5,8.6,3.9,-38.2,cyclical | governance,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and maintain profitability,2026-03-12
055550.KS,"Shinhan Financial Group Co., Ltd.",91900.0,KRW,63.0,B,63.0,P/E 7.4x (vs 11x mercado) | Potencial +21% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.9%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,20.6,21,,2.57,3.86,,8.5,7.4,,31.6,21.6,-14.3,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-12
1299.HK,AIA Group Limited,84.35,HKD,63.0,B,63.0,ROE 15.1% | Potencial +19% | Crecimiento ingresos +29% | Margen 24% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,100.49,19.1,18,,2.39,2.08,,15.1,14.1,19.3,23.8,29.4,-8.4,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Geopolitical risk | Real estate sector risk,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector,2026-03-12
SUZB3.SA,Suzano S.A.,54.9,BRL,62.0,B,62.0,ROE 35.2% | P/E 6.6x (vs 10x mercado) | Potencial +29% | FCF negativo | Margen 27% | Dividendo 2.0% | Mercado Brazil CAPE 9 (34% descuento histórico),4,1,Basic Materials,Brazil,🇧🇷,9.0,71.09,29.5,17,-0.8,3.69,2.03,,35.2,6.6,5.1,26.8,-7.5,-8.0,Ingresos en declive YoY | Deuda elevada (D/E >2x) | High Debt | Negative FCF Yield | Cyclical Industry Risks,,RISKY,Negative FCF yield and high debt-to-equity ratio indicate potential liquidity and solvency issues,2026-03-12
RDOR3.SA,Rede D'Or São Luiz S.A.,38.43,BRL,62.0,B,62.0,ROE 20.0% | Potencial +33% analistas | FCF yield 5.1% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,51.02,32.7,13,5.1,4.09,8.69,,20.0,13.3,18.0,8.4,11.9,-20.6,Deuda elevada (D/E >2x) | Deuda elevada | Potential dividend trap,RDORY,RISKY,High debt-to-equity ratio and unusually high dividend yield raise concerns,2026-03-12
1398.HK,Industrial and Commercial Bank of China Limited,6.31,HKD,61.0,B,61.0,P/E 5.5x (vs 11x mercado) | Potencial +18% | Margen 54% | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.44,18.0,17,,2.24,5.4,,9.1,5.5,5.6,54.3,5.8,-5.3,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | Exposure to Chinese real estate market | Government corporate governance risks,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-12
0005.HK,HSBC Holdings plc,128.9,HKD,60.0,B,60.0,P/E 9.4x | Potencial +18% | Crecimiento ingresos +58% | Margen 35% | Dividendo 4.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,152.7,18.5,9,,2.31,4.4,,11.6,9.4,13.7,35.2,58.4,-12.9,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,HSBC,SUSPECT,Anomalous FCF Yield and high revenue growth raise concerns,2026-03-12
012330.KS,"Hyundai Mobis Co.,Ltd",414500.0,KRW,59.0,B,59.0,P/E 7.7x (vs 11x mercado) | Potencial +30% | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,536966.7,29.5,30,3.2,3.69,1.54,,9.2,7.7,,6.9,7.4,-21.9,incomplete_data | cyclical_sector_risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Hyundai Mobis Co.,Ltd",2026-03-12
000270.KS,Kia Corporation,167000.0,KRW,59.0,B,59.0,P/E 7.0x (vs 11x mercado) | Potencial +23% | Dividendo 4.2%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,204903.22,22.7,31,4.7,2.84,4.2,,14.1,7.0,,6.9,8.2,-21.4,cyclical industry risks | geopolitical risks,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-12
0883.HK,CNOOC Limited,29.1,HKD,59.0,B,59.0,ROE 16.4% | P/E 9.3x | Margen 30% | Dividendo 5.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.25,-9.8,14,3.9,-1.22,5.2,,16.4,9.3,9.9,30.3,5.7,-1.3,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-12
ITUB4.SA,Itaú Unibanco Holding S.A.,43.89,BRL,57.0,B,57.0,ROE 21.0% | P/E 8.4x | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.92,9.2,13,,1.15,1.25,,21.0,8.4,10.9,32.3,11.0,-11.6,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-12
9618.HK,"JD.com, Inc.",109.5,HKD,57.0,B,57.0,P/E 7.0x (vs 11x mercado) | Potencial +36% analistas | FCF negativo | Dividendo 3.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.77,35.9,23,-5.4,4.48,3.59,,7.6,7.0,9.1,1.5,1.5,-38.5,cyclical risk | governance risk,JD,SUSPECT,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-12
2382.HK,Sunny Optical Technology (Group) Company Limited,57.25,HKD,57.0,B,57.0,Potencial +58% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.48,58.0,25,3.6,7.26,0.86,,13.5,13.6,16.9,8.4,4.2,-37.4,cyclical | governance,,SUSPECT,Low dividend yield and moderate profit margin raise concerns about the company's ability to generate stable cash flows,2026-03-12
086790.KS,Hana Financial Group Inc.,112500.0,KRW,55.0,B,55.0,P/E 6.7x (vs 11x mercado) | Potencial +14% | Crecimiento ingresos +83% | Margen 32% | Dividendo 4.8%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,14.0,23,,1.76,4.82,,9.0,6.7,,32.3,82.9,-15.9,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,,SUSPECT,Anomalous forward P/E of 6.7x is unusually low for a financial services company with high profit margin and revenue growth,2026-03-12
035420.KS,NAVER Corporation,222000.0,KRW,55.0,B,55.0,Potencial +47% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,47.0,26,4.4,5.87,1.18,,6.5,14.2,,16.2,10.7,-24.7,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like NAVER Corporation",2026-03-12
BBDC4.SA,Banco Bradesco S.A.,19.94,BRL,55.0,B,55.0,P/E 6.6x (vs 10x mercado) | Margen 27% | Dividendo 1.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,9.6,13,,1.19,1.14,,13.8,6.6,9.4,26.5,6.0,-9.9,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,BBD,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-12
RENT3.SA,Localiza Rent a Car S.A.,46.85,BRL,55.0,B,55.0,P/E 9.4x | Potencial +25% | FCF yield 12.6% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.43,24.7,15,12.6,3.09,4.4,,7.2,9.4,26.6,4.5,11.7,-11.6,cyclical | governance,,SUSPECT,Anomalous trailing P/E of 26.6x seems high compared to forward P/E of 9.4x,2026-03-12
9988.HK,Alibaba Group Holding Limited,131.6,HKD,53.0,B,53.0,Potencial +48% analistas | FCF negativo | Dividendo 5.8% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,195.02,48.2,29,-2.0,6.02,5.79,,11.2,15.1,17.8,12.2,4.8,-29.3,regulatory risk | geopolitical risk | cyclical risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-12
7974.T,"Nintendo Co., Ltd.",10150.0,JPY,51.0,B,51.0,Potencial +22% | Crecimiento ingresos +86% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12364.27,21.8,26,,2.73,1.82,,14.1,29.8,32.0,18.9,86.3,-31.4,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high revenue growth,2026-03-12
316140.KS,Woori Financial Group Inc.,32500.0,KRW,51.0,B,51.0,P/E 6.6x (vs 11x mercado) | Potencial +15% | Margen 31% | Dividendo 4.1%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,14.7,20,,1.83,4.08,,8.8,6.6,,31.4,5.7,-21.7,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-12
6902.T,DENSO Corporation,2003.0,JPY,50.0,B,50.0,P/E 10.4x (vs 16x mercado) | Potencial +17% | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,16.7,16,1.0,2.09,3.16,,7.9,10.4,15.8,5.2,5.0,-15.6,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-12
105560.KS,KB Financial Group Inc.,149200.0,KRW,50.0,B,50.0,P/E 7.9x | Potencial +19% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.2%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,19.3,20,,2.41,4.24,,9.7,7.9,,36.7,31.8,-13.5,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise data quality concerns,2026-03-12
0001.HK,CK Hutchison Holdings Limited,59.2,HKD,49.0,C,49.0,P/E 9.6x | Potencial +17% | FCF yield 14.0% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,17.1,8,14.0,2.14,3.7,,2.2,9.6,29.3,2.7,2.0,-11.0,Potential earnings volatility | Governance risks due to complex conglomerate structure,,SUSPECT,Anomalous trailing P/E of 29.3x seems inconsistent with the forward P/E of 9.6x,2026-03-12
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5154.0,JPY,47.0,C,47.0,Potencial +14% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,14.1,13,,1.76,2.96,,4.9,16.2,13.8,20.7,21.8,-18.0,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,SMFG,SUSPECT,Anomalous FCF Yield and high Profit Margin for a financial services company,2026-03-12
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.99,BRL,47.0,C,47.0,ROE 25.6% | Margen 46% | Dividendo 3.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,17.96,-0.1,14,,-0.02,3.3,,25.6,15.0,21.7,45.5,10.5,-3.4,FCF no comparable (sector financiero) | Regulatory risk in Brazilian market | Potential governance issues,,SUSPECT,Anomalous profit margin of 45.5% for a financial services company,2026-03-12
9983.T,"Fast Retailing Co., Ltd.",65170.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,0.6,14,2.5,0.07,0.77,,20.0,47.6,46.2,12.7,14.8,-6.8,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low dividend yield raise concerns about valuation and potential overpricing,2026-03-12
7203.T,Toyota Motor Corporation,3467.0,JPY,46.0,C,46.0,P/E 10.7x (vs 16x mercado) | Potencial +16% | FCF negativo | Dividendo 2.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,16.3,17,-0.1,2.04,2.71,,10.0,10.7,12.2,7.3,8.6,-13.3,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-12
WEGE3.SA,WEG S.A.,46.88,BRL,45.0,C,45.0,ROE 32.5% | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,13.4,14,2.0,1.68,3.48,,32.5,23.8,30.8,15.6,-5.3,-14.0,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-12
6367.T,"Daikin Industries,Ltd.",19420.0,JPY,45.0,C,45.0,Potencial +13% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,12.5,16,,1.57,1.7,,9.3,19.6,20.8,5.7,7.9,-7.1,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-12
8035.T,Tokyo Electron Limited,39750.0,JPY,44.0,C,44.0,ROE 26.5% | Potencial +17% | Margen 21% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,46528.57,17.1,21,1.6,2.13,1.48,,26.5,31.0,33.7,21.1,-15.7,-14.7,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk,,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-12
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2654.0,JPY,43.0,C,43.0,Potencial +15% | Margen 23% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,15.3,12,,1.91,2.91,,6.1,17.5,15.8,22.8,11.7,-14.0,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,MUFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-12
9432.T,"NTT, Inc.",155.7,JPY,42.0,C,42.0,P/E 10.7x (vs 16x mercado) | Potencial +13% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,13.2,14,-3.4,1.65,3.41,,10.7,10.7,12.4,7.6,5.5,-6.9,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are significant concerns,2026-03-12
BBAS3.SA,Banco do Brasil S.A.,25.34,BRL,42.0,C,42.0,P/E 4.7x (vs 10x mercado) | Dividendo 1.1% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Financial Services,Brazil,🇧🇷,9.0,26.94,6.3,13,,0.79,1.12,,8.7,4.7,10.6,15.5,-8.0,-15.6,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-12
9433.T,KDDI Corporation,2626.5,JPY,40.0,C,40.0,FCF yield 9.3% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,2812.38,7.1,13,9.3,0.88,3.01,,14.2,1127.3,14.5,11.8,4.1,-7.1,anomalous valuation metric,,SUSPECT,Forward P/E of 1127.3x appears anomalous and likely incorrect for a stable company like KDDI Corporation,2026-03-12
0857.HK,PetroChina Company Limited,10.62,HKD,39.0,C,39.0,P/E 10.0x | Dividendo 4.9% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Energy,HongKong,🇭🇰,10.7,10.14,-4.5,17,1.4,-0.56,4.89,,10.2,10.0,10.9,5.6,2.3,-5.9,cyclical | geopolitical,,SUSPECT,Low profit margin and revenue growth raise concerns about the company's competitiveness and long-term sustainability,2026-03-12
