ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
NKE,"NIKE,",Oversold Bounce,⭐⭐ MUY BUENA,75,55.7,$59.07 - $61.48,66.6,57.26,0.0,2026-03-12,12.3,-17.3,60.27,66.6,-7.6,1.23,,,,,,
WS,"Worthington Steel,",Oversold Bounce,⭐⭐ MUY BUENA,75,34.2,$29.95 - $31.18,42.59,29.04,1.63,2026-03-12,12.0,-29.8,30.57,42.59,11.9,1.2,,,,,,
INTC,Intel,Bull Flag Pullback,⭐ BUENA,60,47.98,$47.02 - $48.94,54.32,44.29,1.72,2026-03-12,,,,,,,50.7,-11.7,45.66,45.66,Bearish,False
CE,Celanese,Bull Flag Pullback,⭐ BUENA,60,51.94,$50.9 - $52.98,60.53,47.86,2.1,2026-03-12,,,,,,,47.9,-14.2,49.34,49.34,Bearish,False
FLYW,Flywire,Bull Flag Pullback,⭐ BUENA,60,12.99,$12.73 - $13.25,14.81,12.43,3.23,2026-03-12,,,,,,,39.2,-12.3,12.81,12.81,Bearish,False
SMRT,"SmartRent,",Bull Flag Pullback,⭐ BUENA,60,1.87,$1.83 - $1.91,2.12,1.69,1.37,2026-03-12,,,,,,,39.5,-11.8,1.74,1.74,Bearish,False
EMPD,Empery Digital,Bull Flag Pullback,⭐ BUENA,60,4.43,$4.34 - $4.52,5.09,4.19,2.78,2026-03-12,,,,,,,56.1,-13.0,4.32,4.32,Bearish,False
GPN,Global Payments,Oversold Bounce,MODERADA,55,72.85,$69.6 - $72.44,82.2,67.47,1.74,2026-03-12,27.5,-11.4,71.02,82.2,2.6,0.82,,,,,,
PRU,"Prudential Financial,",Oversold Bounce,MODERADA,55,94.94,$97.65 - $101.63,116.03,94.66,74.38,2026-03-12,27.1,-18.9,99.64,116.03,-4.7,1.05,,,,,,
UA,"Under Armour,",Oversold Bounce,MODERADA,55,6.3,$3.96 - $4.12,4.92,3.84,-0.56,2026-03-12,27.2,-20.1,4.04,4.92,55.9,0.8,,,,,,
PATK,"Patrick Industries,",Oversold Bounce,MODERADA,55,115.05,$94.29 - $98.14,123.82,91.41,0.37,2026-03-12,6.2,-20.8,96.22,123.82,19.6,0.5,,,,,,
KKR,KKR &,Oversold Bounce,MODERADA,50,87.13,$114.78 - $119.47,135.57,111.27,0.0,2026-03-12,31.6,-36.1,117.13,135.57,-25.6,0.85,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,238.82,$299.86 - $312.1,314.2,290.68,0.0,2026-03-12,39.2,-20.2,305.98,314.2,-21.9,0.87,,,,,,
CRM,"Salesforce,",Oversold Bounce,MODERADA,50,194.13,$220.51 - $229.51,264.61,213.76,0.0,2026-03-12,57.6,-27.1,225.01,264.61,-13.7,0.67,,,,,,
POOL,POOL,Oversold Bounce,MODERADA,50,210.88,$236.75 - $246.41,269.74,229.5,0.0,2026-03-12,41.6,-22.3,241.58,269.74,-12.7,0.59,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,352.25,$369.59 - $384.68,454.27,358.28,0.0,2026-03-12,68.2,-22.0,377.14,454.27,-6.6,0.68,,,,,,
CSGP,CSGP,Oversold Bounce,MODERADA,50,45.34,$62.35 - $64.89,68.53,60.44,0.0,2026-03-12,39.0,-33.5,63.62,68.53,-28.7,0.79,,,,,,
HUM,HUM,Oversold Bounce,MODERADA,50,170.95,$229.54 - $238.91,283.95,222.52,0.0,2026-03-12,32.0,-39.8,234.23,283.95,-27.0,0.67,,,,,,
SXC,"SunCoke Energy,",Oversold Bounce,MODERADA,50,6.04,$5.81 - $6.05,8.22,5.64,5.39,2026-03-12,42.2,-27.6,5.93,8.22,1.8,1.05,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,50,4.15,$3.93 - $4.09,5.75,3.81,4.7,2026-03-12,47.9,-35.8,4.01,5.75,3.5,0.8,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,MODERADA,50,3.2,$4.4 - $4.58,6.27,4.27,0.0,2026-03-12,58.6,-46.2,4.49,6.27,-28.7,0.25,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,9.62,$12.64 - $13.16,18.06,12.25,0.0,2026-03-12,45.7,-46.7,12.9,18.06,-25.4,0.84,,,,,,
WYY,WidePoint,Oversold Bounce,MODERADA,50,4.4,$5.03 - $5.23,7.34,4.87,0.0,2026-03-12,44.4,-40.4,5.13,7.34,-14.2,0.25,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,24.08,$29.6 - $30.8,35.75,28.69,0.0,2026-03-12,40.9,-32.6,30.2,35.75,-20.2,0.71,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.93,$0.96 - $1.0,1.15,0.93,0.0,2026-03-12,47.1,-31.0,0.98,1.15,-5.0,0.43,,,,,,
LAW,"CS Disco,",Oversold Bounce,MODERADA,50,4.32,$5.74 - $5.98,8.02,5.57,0.0,2026-03-12,64.3,-50.2,5.86,8.02,-26.3,0.6,,,,,,
CNDT,CNDT,Oversold Bounce,MODERADA,50,1.31,$1.79 - $1.86,2.07,1.73,0.0,2026-03-12,40.0,-36.7,1.82,2.07,-28.2,1.08,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,138.33,$148.91 - $154.99,188.99,144.35,0.0,2026-03-12,56.1,-22.9,151.95,188.99,-9.0,0.76,,,,,,
VERX,VERX,Oversold Bounce,MODERADA,50,14.13,$18.72 - $19.48,23.28,18.15,0.0,2026-03-12,59.9,-31.5,19.1,23.28,-26.0,0.62,,,,,,
SONO,"Sonos,",Oversold Bounce,MODERADA,50,14.15,$14.81 - $15.41,17.83,14.35,0.0,2026-03-12,34.0,-23.3,15.11,17.83,-6.4,0.86,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,1.16,$1.13 - $1.17,1.54,1.09,5.63,2026-03-12,67.1,-22.7,1.15,1.54,0.9,0.96,,,,,,
SPT,"Sprout Social,",Oversold Bounce,MODERADA,50,6.01,$9.16 - $9.54,11.37,8.88,0.0,2026-03-12,34.5,-48.5,9.35,11.37,-35.7,0.76,,,,,,
TYL,TYL,Oversold Bounce,MODERADA,50,348.32,$441.02 - $459.02,472.77,427.52,0.0,2026-03-12,65.8,-25.1,450.02,472.77,-22.6,0.4,,,,,,
IT,"Gartner,",Oversold Bounce,MODERADA,50,160.39,$219.65 - $228.61,254.59,212.92,0.0,2026-03-12,53.4,-37.0,224.13,254.59,-28.4,0.79,,,,,,
PAR,PAR Technology,Oversold Bounce,MODERADA,50,16.79,$32.51 - $33.83,37.73,31.51,0.0,2026-03-12,36.1,-57.7,33.17,37.73,-49.4,0.75,,,,,,
THRY,"Thryv,",Oversold Bounce,MODERADA,50,3.21,$5.28 - $5.5,6.17,5.12,0.0,2026-03-12,42.1,-47.6,5.39,6.17,-40.4,0.31,,,,,,
CSPI,CSPI,Oversold Bounce,MODERADA,50,8.62,$10.82 - $11.26,14.17,10.49,0.0,2026-03-12,32.2,-42.1,11.04,14.17,-21.9,0.42,,,,,,
LYFT,"Lyft,",Oversold Bounce,MODERADA,50,13.31,$18.86 - $19.64,22.95,18.29,0.0,2026-03-12,44.2,-34.7,19.25,22.95,-30.9,0.62,,,,,,
TENB,"Tenable,",Oversold Bounce,MODERADA,50,20.51,$22.23 - $23.14,26.81,21.55,0.0,2026-03-12,42.6,-22.0,22.68,26.81,-9.6,0.65,,,,,,
ALIT,"Alight,",Oversold Bounce,MODERADA,50,0.94,$1.46 - $1.52,2.36,1.42,0.0,2026-03-12,62.6,-55.8,1.49,2.36,-37.1,0.68,,,,,,
IBM,International Business Machines,Oversold Bounce,MODERADA,50,248.87,$281.16 - $292.63,310.65,272.55,0.0,2026-03-12,45.7,-20.5,286.89,310.65,-13.3,0.53,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,50.16,$59.39 - $61.82,66.82,57.58,0.0,2026-03-12,58.4,-25.1,60.61,66.82,-17.2,0.85,,,,,,
