ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
HQI,0.0,50.0,11.129999999999999,,,"HireQuest, Inc.",66.3,Industrials,Staffing & Employment Services,60.0,70.0,56.6,90.0,60.0,10.74,151434000.0,35.0,36.2,False,up,,,0.0,5.1,True,2.0,3.2,10.0,False,14.2,-24.4,5.0,False,"{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}",{'profit_margin_pct': 21.9},14.0,15.0,13.0,2.0,none,30.4,11.79,9.8,5.2,-51.6,7.44,0.8,2.25,46.2,1.62,False,,18.5,,20.0,2026-03-26,False,True,,,,,,100.0,0.0,0.0,,26.9,0.0,15.0,19.9,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 48% up volume)",MICRO_FLOAT,5.6,20.0,34.9,35.0,False,up,36.2,2.0,,0.0,True,2.0,2.0,32,45.0,31.1,Bajo 50%,24.1,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,False,2/3,60.519999999999996,0.0,0.0,6.0,3.0,0.0,0.0,3.8,3.0,⭐ GOOD,🟡 Good,,,,,,,
SGU,0.0,50.0,21.509999999999998,,,Star Group L.P.,50.1,Energy,Oil & Gas Refining & Marketing,50.0,50.0,50.3,50.0,50.0,13.04,428742880.0,35.0,32.3,False,up,,,0.0,-27.4,True,2.0,0.2,1.7,False,13.75,-5.2,6.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 1.11, 'current_ratio': 0.73, 'operating_margin_pct': 9.9}",{'profit_margin_pct': 4.1},,,,,none,,27.83,113.4,25.92,98.8,9.4,1.23,5.67,37.9,5.6,True,-4.65,8.1,6.8,61.0,2026-05-06,False,False,,,,,,90.0,0.0,0.0,,47.0,0.0,15.0,15.0,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 59% up volume)",MEDIUM_FLOAT,26.6,0.0,30.0,35.0,False,up,32.3,2.0,,0.0,True,2.0,2.0,,45.0,,Sin datos suficientes,32.3,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,59.53399999999999,8.0,0.0,8.0,5.0,3.0,3.0,,0.0,🔵 DECENT,🟡 Good,,,,,,,
LB,0.0,50.0,15.879999999999999,,,LandBridge Company LLC,68.8,Energy,Oil & Gas Equipment & Services,55.0,80.0,75.0,75.0,60.0,74.54,5932572672.0,60.0,57.8,False,up,,,0.0,39.3,False,0.0,9.8,5.0,True,87.597,-14.9,4.0,False,"{'roe_pct': 10.1, 'debt_to_equity': 0.71, 'current_ratio': 4.87, 'operating_margin_pct': 60.0}",{'profit_margin_pct': 15.1},76.0,90.0,65.0,7.0,buy,2.0,141.95,90.4,26.4,-64.6,1.57,3.35,0.56,45.3,,False,,3.3,391.5,59.0,2026-05-04,False,False,,,,,,100.0,0.0,0.0,,31.6,0.0,15.0,20.6,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 55% up volume)",MEDIUM_FLOAT,27.7,20.0,35.6,60.0,False,up,57.8,2.0,,0.0,False,0.0,0.0,9,45.0,82.2,Top 25%,53.1,3.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,False,2/3,59.519999999999996,8.0,0.0,0.0,0.0,0.0,5.0,0.25,-3.0,🔵 DECENT,🟡 Good,,,,,,,
THFF,0.0,50.0,22.58,,,First Financial Corporation,60.8,Financial Services,Banks - Regional,60.0,60.0,60.3,65.0,60.0,62.88,747062144.0,60.0,65.0,False,flat,,,0.0,6.4,True,1.0,2.0,2.4,False,69.21,-9.1,6.0,False,"{'roe_pct': 13.2, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 31.2},71.5,75.0,68.0,2.0,buy,13.7,,,200.4,218.7,,,3.32,31.3,2.95,True,-0.11,,15.7,46.0,2026-04-21,False,False,,,,,,70.0,0.0,0.0,,48.2,0.0,15.0,18.2,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,11.3,5.0,33.2,60.0,False,flat,65.0,0.0,,0.0,True,1.0,2.0,1,45.0,100.0,Top 10%,64.9,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,2/3,59.32,0.0,0.0,0.0,5.0,3.0,5.0,1.71,0.0,🔵 DECENT,🟡 Good,,,,,,,
EXP,0.0,50.0,0.07000000000000028,,,Eagle Materials Inc,55.7,Basic Materials,Building Materials,55.0,60.0,36.0,80.0,50.0,205.58,6591691776.0,15.0,5.2,False,down,,,0.0,18.2,False,0.0,6.2,2.8,False,243.64,-15.6,2.0,False,"{'roe_pct': 28.8, 'debt_to_equity': 1.21, 'current_ratio': 4.27, 'operating_margin_pct': 24.6}",{'profit_margin_pct': 18.7},222.55,244.0,205.0,11.0,hold,8.3,73.14,-64.4,132.4,-35.6,2.37,4.97,0.49,7.6,0.42,True,-6.33,12.4,-3.8,74.0,2026-05-19,False,False,,,,,,70.0,10.000218978,1.0,Tiger Global Management,9.7,0.0,15.0,16.7,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEDIUM_FLOAT,31.0,25.0,31.7,15.0,False,down,5.2,0.0,,0.0,False,0.0,0.0,20,45.0,57.8,Medio,41.6,0.0,1.0,0.0,-5.0,0.0,2.0,5.0,0.0,False,1/3,58.28,0.0,0.0,0.0,0.0,3.0,0.0,1.04,0.0,🔵 DECENT,🟡 Good,,,,,,,
AROW,0.0,50.0,25.98,,,Arrow Financial Corporation,64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,32.99,542531840.0,60.0,72.8,False,up,,,0.0,26.3,True,1.0,0.6,1.2,False,36.44,-9.5,7.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},34.5,34.5,34.5,1.0,none,4.6,,,79.5,141.0,,,3.64,43.0,3.8,True,-1.91,,108.9,55.0,2026-04-30,False,False,,,,,,90.0,0.0,0.0,,53.4,0.0,15.0,19.4,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.7x ratio, 41% up volume)",LOW_FLOAT,14.0,5.0,34.4,60.0,False,up,72.8,2.0,,0.0,True,1.0,2.0,1,45.0,100.0,Top 10%,64.9,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,57.92,0.0,0.0,0.0,5.0,3.0,5.0,0.57,-3.0,🔵 DECENT,🟡 Good,,,,,,,
CBK,0.0,50.0,15.21,,,"Commercial Bancgroup, Inc.",62.1,Financial Services,Banks - Regional,60.0,70.0,56.7,65.0,55.0,26.0,356147648.0,60.0,72.6,False,up,,,0.0,1.8,True,2.0,2.4,4.3,False,27.825,-6.6,,,"{'roe_pct': 14.6, 'operating_margin_pct': 55.5}",{'profit_margin_pct': 41.0},33.0,33.0,33.0,1.0,none,26.9,,,87.6,236.9,,,0.38,,,True,-0.78,,28.2,52.0,2026-04-27,False,False,,,,,,100.0,0.0,0.0,,30.6,0.0,15.0,18.6,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,False,0,Insufficient data,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",MICRO_FLOAT,8.7,20.0,33.6,60.0,False,up,72.6,2.0,,0.0,True,2.0,2.0,1,45.0,100.0,Top 10%,64.9,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,False,2/3,57.84,0.0,0.0,0.0,0.0,3.0,5.0,3.36,3.0,🔵 DECENT,🟡 Good,,,,,,,
MTDR,0.0,50.0,30.88,,,Matador Resources Company,53.8,Energy,Oil & Gas E&P,60.0,30.0,66.6,60.0,60.0,55.01,6836129280.0,60.0,72.2,False,up,,,0.0,-19.5,False,0.0,9.3,5.5,True,55.6,-1.1,7.0,True,"{'roe_pct': 15.0, 'debt_to_equity': 0.59, 'current_ratio': 0.79, 'operating_margin_pct': 24.1}",{'profit_margin_pct': 20.8},59.53,85.0,47.0,19.0,strong_buy,8.2,,,60.9,10.7,-2.49,-1.37,2.73,21.6,1.12,True,-0.17,6.0,-9.6,54.0,2026-04-29,False,False,,,,,,100.0,0.0,0.0,,33.1,0.0,15.0,16.1,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,116.1,20.0,31.1,60.0,False,up,72.2,2.0,,0.0,False,0.0,0.0,16,45.0,66.7,Medio,43.5,0.0,3.0,5.0,7.0,0.0,0.0,5.0,0.0,False,2/3,57.519999999999996,8.0,0.0,-5.0,3.0,3.0,0.0,1.02,0.0,🔵 DECENT,🟡 Good,,,,,,,
CCNE,0.0,50.0,31.06,,,CNB Financial Corporation,70.6,Financial Services,Banks - Regional,60.0,100.0,60.3,60.0,65.0,27.86,821208064.0,60.0,73.1,False,up,,,0.0,31.6,True,2.0,1.0,1.8,False,30.84,-9.7,8.0,True,"{'roe_pct': 8.9, 'operating_margin_pct': 50.9}",{'profit_margin_pct': 24.2},32.67,35.0,29.0,3.0,buy,17.3,,,63.0,126.1,,,2.62,34.3,3.04,True,-0.04,,65.7,39.0,2026-04-14,False,False,,,,,,100.0,0.0,0.0,,58.2,0.0,15.0,21.2,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEDIUM_FLOAT,28.3,0.0,36.2,60.0,False,up,73.1,2.0,,0.0,True,2.0,2.0,1,45.0,100.0,Top 10%,64.9,5.0,0.0,3.0,10.0,0.0,0.0,5.0,5.0,False,3/3,57.239999999999995,0.0,0.0,0.0,3.0,3.0,5.0,2.16,1.0,🔵 DECENT,🟡 Good,,,,,,,
RRBI,0.0,50.0,30.78,,,"Red River Bancshares, Inc.",67.8,Financial Services,Banks - Regional,60.0,70.0,83.0,65.0,60.0,87.65,576439872.0,80.0,87.2,False,up,,,0.0,11.3,True,1.0,2.2,2.3,False,93.9,-6.7,8.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 44.9}",{'profit_margin_pct': 34.1},97.33,105.0,90.0,3.0,strong_buy,11.0,,,168.43,92.2,,,0.76,8.5,0.61,True,-2.36,,26.4,55.0,2026-04-30,False,False,,,,,,70.0,0.0,0.0,,65.3,0.0,15.0,20.3,2026-03-06 07:47:17,2026-03-06,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MICRO_FLOAT,5.1,0.0,35.3,80.0,False,up,87.2,5.0,,0.0,True,1.0,2.0,1,45.0,100.0,Top 10%,64.9,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,57.12,0.0,0.0,0.0,0.0,3.0,5.0,1.38,0.0,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-6.7% from high) - wait for pullback,-6.7,NEUTRAL,STRONG_BUY,False
