ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
FTAI,FTAI Aviation Ltd.,69.3,⭐⭐ GOOD,🟡 Good,55.0,80.0,83.0,65.0,65.0,80.0,83.5,False,up,,,0,33.7,False,0,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(60.0), 'rs_6m': np.float64(70.6), 'rs_line_percentile': 83.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 22.2}",273.47,28050618368,Industrials,Rental & Leasing Services,3.8,1.8,False,323.51,-15.5,8.0,True,334.2,375.0,266.0,10.0,strong_buy,22.2,,,130.52,-52.3,-2.75,-7.53,0.49,27.5,1.35,3.38,True,-0.44,3.3,29.8,55.0,2026-04-30,False,False,2026-03-06T07:41:19.906473
LB,LandBridge Company LLC,68.8,⭐⭐ GOOD,🟡 Good,55.0,80.0,75.0,75.0,60.0,60.0,57.8,False,up,,,0,39.3,False,0,{'profit_margin_pct': 15.1},"{'revenue_growth_yoy': np.float64(39.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(23.7), 'rs_6m': np.float64(32.5), 'rs_line_percentile': 57.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.1, 'debt_to_equity': 0.71, 'current_ratio': 4.87, 'operating_margin_pct': 60.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.0}",74.54,5932572672,Energy,Oil & Gas Equipment & Services,9.8,5.0,True,87.597,-14.9,4.0,False,76.0,90.0,65.0,7.0,buy,2.0,141.95,90.4,26.4,-64.6,1.57,3.35,0.56,45.3,0.42,,False,,3.3,391.5,59.0,2026-05-04,False,False,2026-03-06T07:37:48.578696
AEBI,Aebi Schmidt Holding AG,68.7,⭐⭐ GOOD,🟡 Good,50.0,100.0,68.7,60.0,60.0,60.0,69.4,False,up,,,0,58.0,True,2,{'profit_margin_pct': 0.8},"{'revenue_growth_yoy': np.float64(58.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(15.2), 'rs_6m': np.float64(16.6), 'rs_line_percentile': 69.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'debt_to_equity': 1.0, 'current_ratio': 2.1, 'operating_margin_pct': 3.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.0}",13.81,1068090048,Industrials,Farm & Heavy Construction Machinery,,7.2,False,33.0,-58.2,,,15.75,16.5,15.0,2.0,buy,14.0,,,1.4,-89.9,,,0.72,18.4,0.1,,False,,1.3,-42.6,13.0,2026-03-19,False,True,2026-03-06T07:37:16.673606
NIC,Nicolet Bankshares Inc.,68.6,⭐⭐ GOOD,🟡 Good,60.0,80.0,71.9,65.0,65.0,80.0,80.7,False,up,,,0,12.8,True,2,{'profit_margin_pct': 38.9},"{'revenue_growth_yoy': np.float64(12.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(17.3), 'rs_6m': np.float64(4.3), 'rs_line_percentile': 80.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.4, 'operating_margin_pct': 52.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.4}",150.39,3212755200,Financial Services,Banks - Regional,6.7,4.8,False,163.11,-7.8,8.0,True,175.0,190.0,157.0,5.0,buy,16.4,,,196.58,30.7,,,0.85,12.7,1.28,,True,-3.05,,14.1,39.0,2026-04-14,False,False,2026-03-06T07:44:34.259414
RRBI,"Red River Bancshares, Inc.",67.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,65.0,60.0,80.0,87.2,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.4), 'rs_6m': np.float64(28.8), 'rs_line_percentile': 87.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.0}",87.65,576439872,Financial Services,Banks - Regional,2.2,2.3,False,93.9,-6.7,8.0,True,97.33,105.0,90.0,3.0,strong_buy,11.0,,,168.43,92.2,,,0.76,8.5,0.67,0.61,True,-2.36,,26.4,55.0,2026-04-30,False,False,2026-03-06T07:45:54.725581
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,70.1,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(94.1), 'rs_6m': np.float64(69.6), 'rs_line_percentile': 70.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 41.9}",39.0,730582656,Communication Services,Telecom Services,13.0,3.5,True,39.62,-1.6,7.0,True,55.33,72.0,44.0,3.0,strong_buy,41.9,,,43.5,11.5,-4.98,-1.94,,,,,True,-0.4,-179.7,,109.0,2026-06-23,False,False,2026-03-06T07:43:36.470459
NTLA,"Intellia Therapeutics, Inc.",67.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,56.6,60.0,70.0,35.0,25.1,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(45.2), 'rs_6m': np.float64(7.6), 'rs_line_percentile': 25.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 92.3}",13.15,1553456000,Healthcare,Biotechnology,43.8,7.5,True,28.25,-53.5,5.0,False,25.29,106.0,5.0,21.0,buy,92.3,,,,,-15.02,-1.97,,,,,False,,-94.5,,62.0,2026-05-07,False,False,2026-03-06T07:41:39.724653
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,89.4,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(66.1), 'rs_6m': np.float64(44.2), 'rs_line_percentile': 89.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 42.9}",14.7,274302592,Industrials,Engineering & Construction,7.1,3.5,False,15.84,-7.2,7.0,True,21.0,21.0,21.0,1.0,strong_buy,42.9,16.5,12.2,3.9,-73.5,2.65,0.39,0.82,92.3,0.12,,True,-0.31,1.9,110.0,61.0,2026-05-06,False,False,2026-03-06T07:42:42.679310
HQI,"HireQuest, Inc.",66.3,⭐⭐ GOOD,🟡 Good,60.0,70.0,56.6,90.0,60.0,35.0,36.2,False,up,,,0,5.1,True,2,{'profit_margin_pct': 21.9},"{'revenue_growth_yoy': np.float64(5.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(27.2), 'rs_6m': np.float64(4.1), 'rs_line_percentile': 36.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 30.4}",10.74,151434000,Industrials,Staffing & Employment Services,3.2,10.0,False,14.2,-24.4,5.0,False,14.0,15.0,13.0,2.0,none,30.4,11.79,9.8,5.2,-51.6,7.44,0.8,2.25,46.2,0.24,1.62,False,,18.5,,20.0,2026-03-26,False,True,2026-03-06T07:39:21.549399
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,88.4,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(26.0), 'rs_6m': np.float64(30.1), 'rs_line_percentile': 88.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",14.07,41346396,Financial Services,Banks - Regional,0.2,2.6,False,14.64,-3.9,8.0,True,,,,,none,,,,8.7,-38.2,,,,,,,True,-0.09,,459.8,,,False,False,2026-03-06T07:45:48.566475
FMBM,F & M Bank Corp.,65.4,⭐⭐ GOOD,🟡 Good,60.0,60.0,88.3,65.0,50.0,100.0,99.5,True,up,,,0,11.7,False,0,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(11.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(18.2), 'rs_6m': np.float64(30.1), 'rs_line_percentile': 99.5, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.8, 'operating_margin_pct': 26.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",31.98,113754776,Financial Services,Banks - Regional,,,False,32.25,-0.8,8.0,True,,,,,none,,,,79.27,147.9,,,3.25,34.9,1.04,4.58,False,,,13.3,,,False,False,2026-03-06T07:38:03.890270
CSBB,"CSB Bancorp, Inc.",65.4,⭐⭐ GOOD,🟡 Good,60.0,60.0,88.3,65.0,50.0,100.0,99.3,True,up,,,0,12.9,False,0,{'profit_margin_pct': 30.2},"{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(18.9), 'rs_6m': np.float64(25.4), 'rs_line_percentile': 99.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.1, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",58.233,153107728,Financial Services,Banks - Regional,,,False,58.992,-1.3,8.0,True,,,,,none,,,,50.7,-12.9,,,2.87,32.3,1.67,3.51,True,-0.71,,-9.2,,,False,False,2026-03-06T07:45:58.641961
LTC,"LTC Properties, Inc.",65.3,⭐⭐ GOOD,🟡 Good,60.0,90.0,50.3,65.0,50.0,35.0,41.7,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(8.8), 'rs_6m': np.float64(2.7), 'rs_line_percentile': 41.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.4}",38.16,1851132416,Real Estate,REIT - Healthcare Facilities,8.5,6.3,True,40.8,-6.5,6.0,False,39.86,45.0,37.0,7.0,hold,4.4,116.73,205.9,75.6,98.1,7.21,2.75,5.97,90.5,2.28,6.44,False,,4.5,176.0,59.0,2026-05-04,False,False,2026-03-06T07:40:29.247079
NGS,"Natural Gas Services Group, Inc",65.0,⭐⭐ GOOD,🟡 Good,55.0,60.0,86.3,75.0,50.0,95.0,92.3,False,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(18.6), 'rs_6m': np.float64(33.7), 'rs_line_percentile': 92.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 10.7}",37.5,471334400,Energy,Oil & Gas Equipment & Services,2.1,1.5,False,39.67,-5.5,8.0,True,41.5,45.0,39.0,4.0,none,10.7,,,22.05,-41.2,-9.46,-3.55,0.56,6.8,0.21,,False,,2.9,7.5,10.0,2026-03-16,False,True,2026-03-06T07:43:28.377897
AROW,Arrow Financial Corporation,64.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,60.3,65.0,50.0,60.0,72.8,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(6.8), 'rs_6m': np.float64(7.3), 'rs_line_percentile': 72.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 4.6}",32.99,542531840,Financial Services,Banks - Regional,0.6,1.2,False,36.44,-9.5,7.0,True,34.5,34.5,34.5,1.0,none,4.6,,,79.5,141.0,,,3.64,43.0,1.2,3.8,True,-1.91,,108.9,55.0,2026-04-30,False,False,2026-03-06T07:42:29.068162
STRW,"Strawberry Fields REIT, Inc.",64.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,57.6,65.0,60.0,60.0,54.9,False,flat,,,0,30.3,True,1,{'profit_margin_pct': 4.9},"{'revenue_growth_yoy': np.float64(30.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-1.1), 'rs_6m': np.float64(4.1), 'rs_line_percentile': 54.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 13.9}",12.99,724012992,Real Estate,REIT - Healthcare Facilities,0.5,2.2,False,14.0,-7.2,6.0,False,14.79,16.0,13.75,6.0,strong_buy,13.9,,,6.0,-53.8,,,4.77,100.0,0.62,,True,-0.31,1.7,-10.1,62.0,2026-05-07,False,False,2026-03-06T07:43:05.470376
ATLO,Ames National Corporation,64.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,89.0,60.0,50.0,95.0,91.3,False,up,,,0,12.4,False,0,{'profit_margin_pct': 28.9},"{'revenue_growth_yoy': np.float64(12.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(23.7), 'rs_6m': np.float64(30.7), 'rs_line_percentile': 91.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 9.9, 'operating_margin_pct': 44.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.9,239199296,Financial Services,Banks - Regional,2.5,6.0,False,28.35,-5.1,8.0,True,,,,,none,,,,64.2,138.7,,,3.57,37.4,0.96,4.86,True,-0.4,,44.1,41.0,2026-04-16,False,False,2026-03-06T07:37:42.324367
