ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,ai_verdict,ai_confidence,ai_reasoning,ai_verified,data_warning,verified_by,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,rr_operativo,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
HLMA.L,Halma plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600",55.0,50.0,50.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.1}",3528.0,13324489728,Industrials,Conglomerates,,,False,4902.0,-28.0,0.0,False,4378.12,5010.0,3650.0,16.0,buy,24.1,,,,,3.07,108.31,0.72,24.2,25.0,0.79,,,,11.2,62.0,2026-11-19,False,False,7.0,NEUTRAL,3.73,57.9,1.54,31.0,,,,2026-09-18T05:12:54.202328,FTSE100,43.6,3.0,0.0,0.0,3.0,3.01,0.0,UPTREND_PRESSURE,,,,,,BUY,85,"Strong ROE, healthy net margin, low debt, ample analyst coverage and a realistic 24% upside target support a buy recommendation.",True,"Groq dudaba de current_price, pero la fuente lo confirma (3528.00 publicado vs 3460.00 real (2.0% de desvío))",groq,3441.48,3306.52,4378.12,3.92,27.22,BUY NOW - At target entry price,6.94,False,1,0.994,False,-28.8,6.79,-16.74,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 16 veces anteriores (RSI normal, bajo su MA200 que sube) o paró casi donde estaba o se desplomó hasta -34% — sin término medio; al año el 94% estaba en positivo (mediana +26%).",16,-2.1,-33.5,94,True,"soporte vivo más cercano en 3459.05 (-0.9%), puesto a prueba hace 4 días; aguantó 11 y se rompió 1",3459.05,-0.9,4.0,11.0,1.0,False
GEBN.SW,Geberit AG,56.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (482,224,992) se aparta del derivado de flujo operativo menos capex (686,900,000)",55.0,50.0,50.0,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 54.1, 'debt_to_equity': 1.34, 'current_ratio': 1.64, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.8}",545.0,17635328000,Industrials,Building Products & Equipment,,,False,659.8,-17.4,0.0,False,582.12,712.0,465.0,17.0,hold,6.8,299.51,-45.0,188.5,-65.4,3.9,21.25,2.37,68.4,12.9,2.35,,,,5.0,46.0,2026-11-03,False,False,7.0,NEUTRAL,4.02,49.8,2.09,30.4,,,,2026-09-18T05:13:27.334224,SMI20,43.7,3.0,5.0,0.0,1.0,0.85,0.0,UPTREND_PRESSURE,20.4,DISPERSOS,-45.0,62.0,ALTA,BUY,85,"Strong ROE (54%), solid net margin (19%), manageable debt/equity (1.34), ample analyst coverage (17) and modest 6.8% upside make the target realistic; no red flags detected.",True,,groq,539.0,526.65,,2.29,,BUY NOW - At target entry price,,False,1,0.86,False,-16.32,9.91,-8.47,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 4 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) cayó otro 9% de mediana (peor caso -15%); al año el 100% estaba en positivo (mediana +17%). ⚠ solo 4 casos, no decide nada",4,-8.8,-15.3,100,False,"soporte vivo más cercano en 530.21 (-1.6%), puesto a prueba hace 3 días; aguantó 2 y se rompió 3",530.21,-1.6,3.0,2.0,3.0,False
OR.PA,L'Oréal S.A.,55.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 19.4, 'debt_to_equity': 0.49, 'current_ratio': 0.97, 'operating_margin_pct': 21.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.1}",380.1,202364944384,Consumer Defensive,Household & Personal Products,,,False,405.8,-6.3,0.0,False,418.42,460.0,340.0,24.0,buy,10.1,262.04,-31.1,117.6,-69.1,3.7,14.06,1.89,61.1,7.2,1.56,,,,3.8,144.0,2027-02-09,False,False,6.0,NEUTRAL,4.13,69.9,4.72,19.1,,,,2026-09-18T05:12:26.803416,CAC40,45.2,3.0,5.0,0.0,1.0,1.26,0.0,UPTREND_PRESSURE,38.0,DISPERSOS,-31.1,60.2,ALTA,BUY,85,"Upside is modest and realistic, fundamentals are strong with high ROE, solid net margin and low leverage, and the target is supported by many analysts, with no red flags.",True,,groq,380.41,365.49,,3.92,,BUY NOW - At target entry price,,False,2,1.036,False,-6.22,13.16,-2.03,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 7% de mediana (peor caso -29%); al año el 76% estaba en positivo (mediana +14%).",45,-7.2,-29.4,76,False,"soporte vivo más cercano en 372.26 (-1.0%), puesto a prueba hace 3 días; aguantó 9 y se rompió 5",372.26,-1.0,3.0,9.0,5.0,False
SU.PA,Schneider Electric S.E.,56.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.8}",287.1,161723777024,Industrials,Specialty Industrial Machinery,,,False,312.3,-8.1,0.0,False,329.51,370.0,262.0,24.0,strong_buy,14.8,159.24,-44.5,84.9,-70.4,3.52,10.11,1.5,49.5,4.2,1.76,,,,29.3,160.0,2027-02-25,False,False,6.0,NEUTRAL,3.78,74.6,0.81,34.5,,,,2026-09-18T05:13:10.887935,CAC40,49.5,3.0,5.0,0.0,5.0,1.85,0.0,UPTREND_PRESSURE,25.9,DISPERSOS,-44.5,72.2,ALTA,BUY,85,"Strong ROE (18.6%), acceptable net margin (11.3%), low debt/equity (0.84) and a realistic 14.8% upside supported by 24 analysts; no red flags detected.",True,,groq,280.03,263.13,,6.04,,BUY ON PULLBACK - Wait for 2-5% dip,,False,2,1.165,False,-8.5,31.68,6.08,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 9% de mediana (peor caso -34%); al año el 73% estaba en positivo (mediana +16%).",45,-9.2,-34.4,73,False,"soporte vivo más cercano en 283.25 (-0.9%), puesto a prueba hace 8 días; aguantó 1 y se rompió 2",283.25,-0.9,8.0,1.0,2.0,False
AZN.L,AstraZeneca PLC,62.2,⭐⭐ GOOD,🟡 Good,GBp,USD,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (6,044,000,000) se aparta del derivado de flujo operativo menos capex (4,342",70.0,60.0,50.0,65.0,65.0,,,,,2.3,False,0,6.4,True,1,"{'eps_growth_yoy': 2.3, 'op_growth_yoy': -9.8, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.0}","{'revenue_growth_yoy': 6.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 22.0, 'debt_to_equity': 0.64, 'current_ratio': 0.89, 'operating_margin_pct': 23.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.7}",12428.0,192744095744,Healthcare,Drug Manufacturers - General,,,False,15732.0,-21.0,0.0,False,15749.09,20434.65,11366.25,23.0,buy,26.7,,,,,2.25,279.63,1.97,47.4,239.0,2.06,False,,8.2,2.5,42.0,2026-10-30,False,False,8.0,STRONG,6.36,95.3,5.83,24.2,,,,2026-09-18T05:14:54.821608,FTSE100,65.9,0.0,5.0,0.0,1.0,3.34,15.0,UPTREND_PRESSURE,,,,,,BUY,85,"Upside of 26.7% is realistic, strong ROE (22%), healthy net margin (17%), moderate debt (0.64), solid growth (6.4%) and robust analyst coverage (23). No red flags detected.",True,"Groq dudaba de current_price, pero la fuente lo confirma (12428.00 publicado vs 12136.00 real (2.4% de desvío))",groq,12250.0,11320.96,15749.09,7.58,28.56,BUY ON PULLBACK - Wait for 2-5% dip,3.77,False,1,0.673,False,-20.53,26.37,-23.24,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 17 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 6% de mediana (peor caso -17%); al año el 82% estaba en positivo (mediana +18%).",17,-6.1,-16.6,82,False,"soporte vivo más cercano en 12316.34 (-1.5%), puesto a prueba hace 57 días; aguantó 6 de 6 veces",12316.34,-1.5,57.0,6.0,0.0,False
LIFCO-B.ST,Lifco AB (publ),69.5,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9331,"acciones × precio no cuadra con la capitalización (ratio 0.9331): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,70.0,50.0,60.0,60.0,,,,,22.8,True,1,11.0,True,1,"{'eps_growth_yoy': 22.8, 'op_growth_yoy': 19.9, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 11.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 20.2, 'debt_to_equity': 0.58, 'current_ratio': 0.94, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.9}",306.8,139353554944,Industrials,Conglomerates,,,False,388.2,-21.0,0.0,False,352.43,385.0,330.0,7.0,buy,14.9,,,,,3.36,10.31,0.88,31.8,2.7,0.72,False,,,12.5,35.0,2026-10-23,False,False,7.0,NEUTRAL,3.44,163.9,2.16,12.7,,,,2026-09-18T05:13:44.174685,OMXSTO,50.8,3.0,0.0,0.0,3.0,1.86,0.0,UPTREND_PRESSURE,,,,,,BUY,85,"Upside is modest and realistic; strong ROE, healthy net margin, low leverage; supported by 7 analysts; no red flags detected.",True,,groq,302.94,291.06,352.43,3.92,16.34,BUY NOW - At target entry price,4.17,False,1,0.935,False,-20.31,15.34,-2.96,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 4 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -23% — sin término medio; al año el 100% estaba en positivo (mediana +32%). ⚠ solo 4 casos, no decide nada",4,-12.9,-23.0,100,True,"soporte vivo más cercano en 304.52 (-0.7%), puesto a prueba hace 9 días; aguantó 10 y se rompió 2",304.52,-0.7,9.0,10.0,2.0,False
HEXA-B.ST,Hexagon AB (publ),69.8,⭐⭐ GOOD,🟡 Good,SEK,EUR,True,True,True,0.9589,"FCF declarado (842,100,000) se aparta del derivado de flujo operativo menos capex (15,608,570,234)",85.0,60.0,50.0,95.0,50.0,,,,,84.9,False,0,9.2,True,1,"{'eps_growth_yoy': 84.9, 'op_growth_yoy': 26.6, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 51.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.0}","{'revenue_growth_yoy': 9.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.3, 'debt_to_equity': 0.47, 'current_ratio': 1.53, 'operating_margin_pct': 24.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.2}",95.3,255821217792,Technology,Scientific & Technical Instruments,,,False,122.1,-21.9,0.0,False,101.21,132.3,79.96,16.0,hold,6.2,105.04,10.2,88.9,-6.7,6.1,5.81,1.62,17.8,1.52,1.24,True,-0.01,20.6,,35.0,2026-10-23,False,False,6.0,NEUTRAL,0.36,117.8,0.01,22.0,,,,2026-09-18T05:13:39.980069,OMXSTO,50.9,6.0,5.0,3.0,0.0,0.78,0.0,UPTREND_PRESSURE,16.9,CONTRADICEN,,12.9,,BUY,85,"Upside is modest and realistic; strong ROE (27.3%), acceptable net margin (10%), low leverage (0.47); ample analyst coverage (16); no red flags detected.",True,,groq,94.08,90.4,101.21,3.92,7.57,BUY NOW - At target entry price,1.94,False,2,0.782,False,-21.63,33.51,-13.5,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 11 veces anteriores (RSI normal, sobre su MA200 que baja) o paró casi donde estaba o se desplomó hasta -30% — sin término medio; al año el 45% estaba en positivo (mediana -5%).",11,-25.8,-30.4,45,True,"soporte vivo más cercano en 94.05 (-1.6%), puesto a prueba hace 10 días; aguantó 8 y se rompió 5",94.05,-1.6,10.0,8.0,5.0,False
AUTO.L,Autotrader Group plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,50.0,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 12.8}",496.8,3847662080,Communication Services,Internet Content & Information,,,False,828.8,-40.1,0.0,False,560.16,800.0,410.0,19.0,hold,12.8,,,,,7.68,38.15,2.32,32.0,12.0,1.38,,,,2.0,48.0,2026-11-05,False,False,5.0,NEUTRAL,9.33,332.4,2.23,32.5,,,,2026-09-18T05:13:16.941746,FTSE100,55.6,6.0,5.0,0.0,1.0,1.6,0.0,UPTREND_PRESSURE,,,,,,BUY,85,"Strong ROE and net margin, low leverage, modest upside supported by many analysts; no red flags.",True,"Groq dudaba de current_price, pero la fuente lo confirma (496.80 publicado vs 499.60 real (0.6% de desvío))",groq,488.2,471.77,560.16,3.37,14.74,BUY NOW - At target entry price,4.38,False,1,1.044,False,-41.08,16.64,-10.02,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 13 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 17% de mediana (peor caso -47%); al año el 62% estaba en positivo (mediana +5%).",13,-16.8,-47.4,62,False,"soporte vivo más cercano en 482.18 (-1.2%), puesto a prueba hace 0 días; aguantó 6 y se rompió 2",482.18,-1.2,0.0,6.0,2.0,False
AMS.MC,"Amadeus IT Group, S.A.",54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,50.0,50.0,50.0,70.0,65.0,,,,,-7.6,False,0,1.5,False,0,"{'eps_growth_yoy': -7.6, 'op_growth_yoy': 0.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.9}",55.76,23418456064,Technology,Information Technology Services,,,False,69.3,-19.5,0.0,False,69.06,82.0,51.0,22.0,buy,23.9,59.72,7.1,30.3,-45.7,5.9,3.29,2.78,50.8,1.54,1.73,True,-6.17,20.4,-2.6,49.0,2026-11-06,False,False,7.0,NEUTRAL,6.91,473.7,,27.7,,,,2026-09-18T05:13:00.352706,IBEX35,55.8,6.0,5.0,3.0,0.0,2.99,0.0,UPTREND_PRESSURE,52.8,CONTRADICEN,,69.6,ALTA,BUY,85,"Strong ROE (26.5%) and net margin (19.9%) indicate high profitability; low debt/equity (0.79) suggests financial stability. Growth is modest but positive, and the 23.9% upside target is realistic given 22 analyst forecasts. No red flags detected, meeting all quality checks.",True,"Groq dudaba de current_price, pero la fuente lo confirma (55.76 publicado vs 55.48 real (0.5% de desvío))",groq,54.77,52.63,69.06,3.92,26.08,BUY NOW - At target entry price,6.68,False,2,0.967,False,-18.38,21.38,0.04,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 10 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 12% de mediana (peor caso -48%); al año el 60% estaba en positivo (mediana +6%).",10,-11.6,-47.5,60,False,"soporte vivo más cercano en 53.96 (-1.8%), puesto a prueba hace 9 días; aguantó 1 y se rompió 1",53.96,-1.8,9.0,1.0,1.0,False
ITX.MC,"Industria de Diseño Textil, S.A.",78.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,90.0,90.0,50.0,85.0,65.0,,,,,23.0,True,1,33.0,True,1,"{'eps_growth_yoy': 23.0, 'op_growth_yoy': 27.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.5}","{'revenue_growth_yoy': 33.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 36.8, 'debt_to_equity': 0.35, 'current_ratio': 1.16, 'operating_margin_pct': 18.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.6}",52.4,163226484736,Consumer Cyclical,Apparel Retail,,,False,59.42,-11.8,0.0,False,60.55,67.0,41.5,24.0,buy,15.6,47.93,-8.5,20.5,-60.9,4.73,2.48,1.23,56.7,0.65,2.09,,,38.5,8.0,,,False,False,7.0,NEUTRAL,5.28,37.8,2.76,21.7,,,,2026-09-18T05:13:33.550277,IBEX35,57.5,3.0,0.0,0.0,3.0,1.95,0.0,UPTREND_PRESSURE,52.4,DISPERSOS,-8.5,50.3,ALTA,BUY,85,"Upside is modest and realistic, fundamentals are robust with high ROE, solid net margin and low leverage, and the target is supported by many analysts; no red flags detected.",True,"Groq dudaba de current_price, pero la fuente lo confirma (52.40 publicado vs 52.78 real (0.7% de desvío))",groq,52.57,50.51,,3.92,,BUY NOW - At target entry price,,False,1,1.003,False,-12.92,20.75,-8.16,sideways,stage4_ma_alcista,ESPERAR,"Ha perdido la MA200, aunque la media sigue subiendo — corrección dentro de tendencia, espera a que la recupere","las 8 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que sube) o paró casi donde estaba o se desplomó hasta -29% — sin término medio; al año el 50% estaba en positivo (mediana +5%).",8,-11.8,-29.1,50,True,"soporte vivo más cercano en 51.48 (-0.5%), puesto a prueba hace 0 días; aguantó 1 y se rompió 3",51.48,-0.5,0.0,1.0,3.0,False
ASSA-B.ST,ASSA ABLOY AB (publ),72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,False,0.9482,"acciones × precio no cuadra con la capitalización (ratio 0.9482): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",100.0,60.0,50.0,70.0,65.0,,,,,80.4,True,1,3.5,True,1,"{'eps_growth_yoy': 80.4, 'op_growth_yoy': 53.9, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 78.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.0}",346.1,384439681024,Industrials,Security & Protection Services,,,False,396.9,-12.8,0.0,False,408.38,500.0,340.0,21.0,buy,18.0,,,,,5.51,19.07,1.86,41.7,6.4,1.7,False,,,15.9,39.0,2026-10-27,False,False,8.0,STRONG,5.12,118.2,1.42,15.7,,,,2026-09-18T05:13:09.073162,OMXSTO,58.8,6.0,5.0,0.0,5.0,2.25,0.0,UPTREND_PRESSURE,,,,,,BUY,85,"Upside is modest and realistic, fundamentals meet quality thresholds (ROE 15.6%, net margin 10.8%, debt/equity 0.64), growth is positive and there is strong analyst coverage (21 analysts). No red flags detected.",True,,groq,342.41,328.99,408.38,3.92,19.26,BUY NOW - At target entry price,4.92,False,1,1.061,False,-11.59,11.77,-4.19,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 14 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 4% de mediana (peor caso -17%); al año el 100% estaba en positivo (mediana +23%).",14,-3.8,-17.4,100,False,"soporte vivo más cercano en 345.52 (-0.7%), puesto a prueba hace 16 días; aguantó 5 y se rompió 2",345.52,-0.7,16.0,5.0,2.0,False
LR.PA,Legrand SA,77.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,90.0,90.0,50.0,75.0,65.0,,,,,23.9,True,1,25.7,True,2,"{'eps_growth_yoy': 23.9, 'op_growth_yoy': 25.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 25.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.1}",136.3,35726086144,Industrials,Electrical Equipment & Parts,,,False,166.95,-18.4,0.0,False,166.44,200.0,114.0,18.0,buy,22.1,86.04,-36.9,49.7,-63.5,3.69,5.03,1.76,47.9,2.38,1.92,True,-0.31,11.3,5.9,48.0,2026-11-05,False,False,6.0,NEUTRAL,4.48,45.7,2.36,38.1,,,,2026-09-18T05:13:35.824478,CAC40,58.9,3.0,5.0,3.0,3.0,2.76,0.0,UPTREND_PRESSURE,26.6,DISPERSOS,-36.9,72.3,ALTA,BUY,85,"Strong ROE (18.2%), healthy net margin (13%), manageable debt/equity (1.03), robust growth (25.7%) and a realistic 22% upside supported by 18 analysts suggest a solid buy opportunity.",True,"Groq dudaba de current_price, pero la fuente lo confirma (136.30 publicado vs 135.30 real (0.7% de desvío))",groq,134.23,128.97,,3.92,,BUY NOW - At target entry price,,False,1,1.163,False,-17.34,13.17,-10.71,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 15 veces anteriores (RSI normal, bajo su MA200 que sube) cayó otro 9% de mediana (peor caso -28%); al año el 87% estaba en positivo (mediana +21%).",15,-8.6,-28.1,87,False,"soporte vivo más cercano en 134.25 (-1.1%), puesto a prueba hace 4 días; aguantó 4 y se rompió 2",134.25,-1.1,4.0,4.0,2.0,False
ULVR.L,Unilever PLC,53.8,⭐ AVERAGE,🟡 Average,GBp,EUR,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,50.0,65.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 18.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 31.9, 'debt_to_equity': 1.75, 'current_ratio': 0.74, 'operating_margin_pct': 20.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 14.0}",4632.5,99749978112,Consumer Defensive,Household & Personal Products,,,False,5542.11,-16.4,0.0,False,5279.21,6034.19,3922.2,15.0,hold,14.0,,,,,5.84,270.54,3.56,76.1,165.0,3.57,,,,-2.2,144.0,2027-02-09,False,False,7.0,NEUTRAL,7.65,108.9,,18.8,,,,2026-09-18T05:14:52.744342,FTSE100,62.5,6.0,0.0,0.0,0.0,1.75,15.0,UPTREND_PRESSURE,,,,,,BUY,85,"Upside is modest and realistic; ROE, net margin and debt/equity all exceed quality thresholds; strong analyst coverage with 15 estimates supports the target price.",True,"Groq dudaba de current_price, pero la fuente lo confirma (4632.50 publicado vs 4640.00 real (0.2% de desvío))",groq,4620.09,4438.91,5279.21,3.92,14.27,BUY NOW - At target entry price,3.64,False,1,0.699,False,-16.6,26.82,-12.63,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 20 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 7% de mediana (peor caso -22%); al año el 65% estaba en positivo (mediana +10%).",20,-7.1,-21.7,65,False,"soporte vivo más cercano en 4573.48 (-1.0%), puesto a prueba hace 10 días; aguantó 6 y se rompió 1",4573.48,-1.0,10.0,6.0,1.0,False
