ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
CCFN,Muncy Columbia Financial Corpor,70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,88.3,65.0,50.0,100.0,100.0,True,up,,,0,15.1,True,2,{'profit_margin_pct': 34.5},"{'revenue_growth_yoy': np.float64(15.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(18.1), 'rs_6m': np.float64(21.2), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 13.5, 'operating_margin_pct': 50.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",61.85,218748224,Financial Services,Banks - Regional,,,False,62.8,-1.5,8.0,True,,,,,none,,,,205.5,232.3,,,2.97,26.3,1.84,3.97,False,,,21.1,,,False,False,2026-03-05T07:45:04.951527
NVT,nVent Electric plc,69.8,⭐⭐ GOOD,🟡 Good,55.0,80.0,76.7,80.0,60.0,80.0,87.9,False,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(7.4), 'rs_6m': np.float64(20.7), 'rs_line_percentile': 87.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.9}",113.83,18409666560,Industrials,Electrical Equipment & Parts,3.0,1.7,False,122.92,-7.4,8.0,True,127.39,148.0,68.04,13.0,strong_buy,11.9,150.58,32.3,78.0,-31.5,3.12,3.55,0.74,30.8,0.84,1.49,True,-1.37,8.3,1112.4,57.0,2026-05-01,False,False,2026-03-05T07:50:10.059575
RRBI,"Red River Bancshares, Inc.",69.5,⭐⭐ GOOD,🟡 Good,60.0,70.0,91.0,65.0,60.0,100.0,95.7,True,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(32.2), 'rs_6m': np.float64(34.4), 'rs_line_percentile': 95.7, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 7.3}",90.73,596695872,Financial Services,Banks - Regional,2.2,2.3,False,93.9,-3.4,8.0,True,97.33,105.0,90.0,3.0,strong_buy,7.3,,,168.43,85.6,,,0.74,8.5,0.67,0.61,True,-2.28,,26.4,56.0,2026-04-30,False,False,2026-03-05T07:54:19.673006
FTAI,FTAI Aviation Ltd.,69.3,⭐⭐ GOOD,🟡 Good,55.0,80.0,83.0,65.0,65.0,80.0,87.5,False,up,,,0,33.7,False,0,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(67.4), 'rs_6m': np.float64(80.9), 'rs_line_percentile': 87.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 18.1}",282.91,29018906624,Industrials,Rental & Leasing Services,3.8,1.8,False,323.51,-12.5,8.0,True,334.2,375.0,266.0,10.0,strong_buy,18.1,,,130.52,-53.9,-2.66,-7.53,0.48,27.5,1.35,3.38,True,-0.43,3.3,29.8,56.0,2026-04-30,False,False,2026-03-05T07:51:38.648443
LB,LandBridge Company LLC,68.8,⭐⭐ GOOD,🟡 Good,55.0,80.0,75.0,75.0,60.0,60.0,56.8,False,up,,,0,39.3,False,0,{'profit_margin_pct': 15.1},"{'revenue_growth_yoy': np.float64(39.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(34.4), 'rs_6m': np.float64(33.7), 'rs_line_percentile': 56.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.1, 'debt_to_equity': 0.71, 'current_ratio': 4.87, 'operating_margin_pct': 60.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.0}",74.5,5929389056,Energy,Oil & Gas Equipment & Services,9.8,5.0,True,87.597,-15.0,4.0,False,76.0,90.0,65.0,7.0,buy,2.0,141.95,90.5,26.4,-64.6,1.57,3.35,0.56,45.3,0.42,,False,,3.3,391.5,60.0,2026-05-04,False,False,2026-03-05T07:43:43.961513
NIC,Nicolet Bankshares Inc.,68.7,⭐⭐ GOOD,🟡 Good,60.0,80.0,74.6,65.0,60.0,80.0,87.8,False,up,,,0,12.8,True,2,{'profit_margin_pct': 38.9},"{'revenue_growth_yoy': np.float64(12.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(22.5), 'rs_6m': np.float64(7.1), 'rs_line_percentile': 87.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.4, 'operating_margin_pct': 52.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.3}",154.46,3299702016,Financial Services,Banks - Regional,6.7,4.8,False,163.11,-5.3,8.0,True,175.0,190.0,157.0,5.0,buy,13.3,,,196.58,27.3,,,0.83,12.7,1.28,,True,-2.97,,14.1,40.0,2026-04-14,False,False,2026-03-05T07:53:42.290009
SRZN,"Surrozen, Inc.",68.5,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,55.0,70.0,100.0,100.0,True,up,,,0,50.1,False,0,{},"{'revenue_growth_yoy': np.float64(50.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(82.8), 'rs_6m': np.float64(120.6), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'current_ratio': 13.15, 'operating_margin_pct': -1107.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 31.4}",28.54,244628368,Healthcare,Biotechnology,3.7,1.9,False,29.595,-3.6,8.0,True,37.5,42.0,32.0,4.0,strong_buy,31.4,,,,,-3.63,-1.04,,,,,False,,-107.4,,,,False,False,2026-03-05T07:43:10.800969
SPG,"Simon Property Group, Inc.",68.4,⭐⭐ GOOD,🟡 Good,60.0,90.0,71.9,50.0,60.0,80.0,87.8,False,up,,,0,21.6,True,2,{'profit_margin_pct': 72.7},"{'revenue_growth_yoy': np.float64(21.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(12.0), 'rs_6m': np.float64(8.6), 'rs_line_percentile': 87.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 104.1, 'debt_to_equity': 4.35, 'current_ratio': 0.24, 'operating_margin_pct': 49.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.1}",203.1,65998012416,Real Estate,REIT - Retail,2.2,2.9,False,205.12,-1.0,8.0,True,205.3,250.0,184.0,20.0,buy,1.1,305.2,50.3,425.4,109.5,3.54,7.2,4.26,60.3,8.65,5.09,True,-0.38,6.5,250.7,67.0,2026-05-11,False,False,2026-03-05T07:42:26.882035
PRPO,"Precipio, Inc.",68.4,⭐⭐ GOOD,🟡 Good,50.0,90.0,84.7,60.0,50.0,100.0,98.1,True,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(8.4), 'rs_6m': np.float64(62.8), 'rs_line_percentile': 98.1, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",26.83,47006348,Healthcare,Diagnostics & Research,0.2,0.3,False,28.5,-5.9,8.0,True,,,,,none,,18.46,-31.2,,,1.63,0.44,,,,,False,,-13.6,,,,False,False,2026-03-05T07:46:24.231284
BUKS,Butler National Corp.,68.2,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,90.0,50.0,100.0,98.2,True,up,,,0,9.8,True,1,{'profit_margin_pct': 19.0},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(41.1), 'rs_6m': np.float64(101.5), 'rs_line_percentile': 98.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.42,220419888,Industrials,Aerospace & Defense,,,False,3.49,-2.0,8.0,True,,,,,none,,10.45,205.6,7.5,119.3,7.19,0.25,,,,,True,-2.59,11.4,40.0,,,False,False,2026-03-05T07:48:57.694207
AROW,Arrow Financial Corporation,68.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,76.7,65.0,50.0,80.0,80.6,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(12.9), 'rs_6m': np.float64(10.8), 'rs_line_percentile': 80.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 1.6}",33.95,558319360,Financial Services,Banks - Regional,0.6,1.2,False,36.44,-6.8,8.0,True,34.5,34.5,34.5,1.0,none,1.6,,,79.5,134.2,,,3.53,43.0,1.2,3.8,True,-1.85,,108.9,56.0,2026-04-30,False,False,2026-03-05T07:50:00.153474
ESOA,Energy Services of America Corp,68.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,89.0,55.0,70.0,95.0,91.5,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(80.4), 'rs_6m': np.float64(47.8), 'rs_line_percentile': 91.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 40.5}",14.95,278967584,Industrials,Engineering & Construction,7.1,3.5,False,15.84,-5.6,7.0,True,21.0,21.0,21.0,1.0,strong_buy,40.5,16.5,10.4,3.9,-73.9,2.6,0.39,0.8,92.3,0.12,,True,-0.3,1.9,110.0,62.0,2026-05-06,False,False,2026-03-05T07:50:35.719156
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,65.5,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(87.7), 'rs_6m': np.float64(61.3), 'rs_line_percentile': 65.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.3}",37.83,708665216,Communication Services,Telecom Services,13.0,3.5,True,39.62,-4.5,6.0,False,55.33,72.0,44.0,3.0,strong_buy,46.3,,,43.5,15.0,-5.13,-1.94,,,,,True,-0.42,-179.7,,110.0,2026-06-23,False,False,2026-03-05T07:51:59.016392
TPC,Tutor Perini Corporation,67.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,76.7,70.0,70.0,80.0,75.8,False,up,,,0,32.6,False,0,{'profit_margin_pct': 1.5},"{'revenue_growth_yoy': np.float64(32.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(10.2), 'rs_6m': np.float64(17.9), 'rs_line_percentile': 75.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 11.8, 'debt_to_equity': 0.37, 'current_ratio': 1.27, 'operating_margin_pct': 3.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 48.6}",73.71,3887704832,Industrials,Engineering & Construction,5.8,3.5,False,89.51,-17.7,7.0,True,109.5,120.0,98.0,4.0,strong_buy,48.6,399.06,441.4,,,12.77,9.41,0.33,,0.24,3.45,False,,1.8,,62.0,2026-05-06,False,False,2026-03-05T07:44:54.861947
SEI,"Solaris Energy Infrastructure, ",67.3,⭐⭐ GOOD,🟡 Good,50.0,80.0,74.0,70.0,70.0,80.0,80.4,False,up,,,0,73.3,False,0,{'profit_margin_pct': 4.8},"{'revenue_growth_yoy': np.float64(73.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-1.5), 'rs_6m': np.float64(79.5), 'rs_line_percentile': 80.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 7.8, 'debt_to_equity': 1.3, 'current_ratio': 2.96, 'operating_margin_pct': 22.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 33.3}",50.03,3591229696,Energy,Oil & Gas Equipment & Services,27.4,4.3,True,61.36,-18.5,7.0,True,66.7,72.0,62.0,10.0,strong_buy,33.3,,,6.6,-86.8,-10.11,-7.44,0.96,72.7,0.48,3.76,True,-0.29,4.9,,53.0,2026-04-27,False,False,2026-03-05T07:42:29.375107
CR,Crane Company,66.5,⭐⭐ GOOD,🟡 Good,55.0,80.0,63.9,75.0,60.0,60.0,71.3,False,up,,,0,52.1,False,0,{'profit_margin_pct': 15.9},"{'revenue_growth_yoy': np.float64(52.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(11.6), 'rs_6m': np.float64(4.8), 'rs_line_percentile': 71.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.9, 'debt_to_equity': 0.59, 'current_ratio': 5.53, 'operating_margin_pct': 16.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.5}",203.6,11742486528,Industrials,Specialty Industrial Machinery,1.5,1.2,False,214.31,-5.0,8.0,True,218.78,238.0,175.0,9.0,buy,7.5,,,56.6,-72.2,-6.59,-13.43,0.46,16.2,0.95,1.21,False,,34.0,0.2,53.0,2026-04-27,False,False,2026-03-05T07:45:02.413118
BWFG,"Bankwell Financial Group, Inc.",66.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,68.3,65.0,50.0,80.0,77.1,False,flat,,,0,34.6,False,0,{'profit_margin_pct': 32.8},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(3.8), 'rs_6m': np.float64(8.8), 'rs_line_percentile': 77.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': 12.3, 'operating_margin_pct': 50.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 8.0}",48.16,380461248,Financial Services,Banks - Regional,2.8,5.7,False,51.54,-6.6,8.0,True,52.0,55.0,49.0,2.0,none,8.0,,,133.5,177.2,,,1.67,18.0,0.8,2.49,True,-0.35,,104.9,48.0,2026-04-22,False,False,2026-03-05T07:48:08.798037
