ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
ROP,0.0,,,,58.7,"Roper Technologies, Inc.",65.2,Technology,Software - Application,100.0,50.0,36.0,60.0,65.0,367.34,36329926656.0,15.0,12.7,False,up,34.5,True,2.0,7.8,False,0.0,6.9,4.8,False,564.68,-34.9,0.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.61, 'current_ratio': 0.55, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 34.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.2}",439.12,550.0,335.0,15.0,buy,19.5,971.52,164.5,719.7,95.9,6.24,22.91,0.99,14.5,0.59,True,-4.13,6.9,163.1,87.0,2026-10-22,False,False,6.0,NEUTRAL,4.78,1441.1,0.07,BULLISH,0.0,70.0,1.0,0.0,5.0,0.0,17.6,19.6,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",HIGH_FLOAT,98.3,40.0,37.2,15.0,False,up,12.7,2.0,True,2.0,False,0.0,5.0,24.0,29.0,20.7,Bottom 25%,13.9,-3.0,1.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,52.015,0.0,6.0,0.0,3.0,5.0,-1.53,-1.72,0.0,2.0,-1.5,2.44,2.0,2.0,12.0,0,,-5,MIXED/AVOID (-5),,0.0,48,0.587,ALTA,0.0,95.9,-110.7,,🔵 DECENT,🟡 Good,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AON,0.0,,,,47.6,Aon plc,79.3,Financial Services,Insurance Brokers,100.0,90.0,44.0,80.0,60.0,361.7,77250781184.0,35.0,35.7,False,up,109.3,False,0.0,21.2,True,2.0,2.1,2.7,False,378.7,-4.5,0.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",393.11,445.0,327.0,19.0,buy,8.7,597.35,65.2,494.03,36.6,4.33,15.65,0.91,16.4,0.76,True,-1.62,7.4,19.0,2.0,2026-07-29,True,False,8.0,STRONG,6.08,141.9,0.62,,,,,,4.0,0.0,14.3,23.8,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,210.9,43.0,38.1,35.0,False,up,35.7,2.0,False,0.0,True,2.0,2.0,21.0,29.0,31.0,Bajo 50%,22.2,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,52.0,0.0,3.0,0.0,3.0,5.0,0.0,2.81,2.0,0.0,0.0,1.09,0.0,10.0,10.0,0,,-5,MIXED/AVOID (-5),WATCH,3.0,48,0.4757,ALTA,15.43,36.6,-42.2,,🔵 DECENT,🟡 Good,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CME,0.0,,,,29.6,CME Group Inc.,73.0,Financial Services,Financial Data & Stock Exchanges,85.0,80.0,44.0,85.0,60.0,255.31,92249309184.0,35.0,27.9,False,down,12.6,False,0.0,11.1,True,2.0,1.8,1.5,False,329.16,-22.4,0.0,False,"{'roe_pct': 15.8, 'debt_to_equity': 0.15, 'current_ratio': 1.02, 'operating_margin_pct': 65.0}","{'eps_growth_yoy': 12.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 63.4}",283.93,330.0,230.0,15.0,buy,11.2,118.47,-53.6,118.0,-53.8,3.15,8.05,2.04,95.4,3.54,True,-0.87,33.5,1.8,86.0,2026-10-21,False,False,6.0,NEUTRAL,5.89,101.4,7.89,BULLISH,0.22,50.0,1.0,1.0,5.0,0.0,8.9,21.9,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,354.6,50.0,30.8,35.0,False,down,27.9,0.0,False,0.0,True,2.0,2.0,17.0,29.0,44.8,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,48.18000000000001,0.0,3.0,-2.0,3.0,1.0,0.88,-6.17,1.0,5.0,0.0,1.4,2.0,2.0,20.0,0,,-5,MIXED/AVOID (-5),CAUTION,-8.0,46,0.2958,BAJA,0.0,-53.6,64.9,ALTA,🔵 DECENT,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
KO,0.0,,,,23.8,Coca-Cola Company (The),64.3,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,54.0,80.0,60.0,82.25,353879195648.0,60.0,55.7,False,flat,3.0,True,1.0,-0.5,True,1.0,1.1,2.4,False,85.68,-4.0,0.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",88.3,98.0,75.0,23.0,buy,7.4,19.84,-75.9,57.88,-29.6,0.88,0.73,2.61,64.8,2.88,True,-0.24,11.1,18.2,1.0,2026-07-28,True,False,7.0,NEUTRAL,4.56,91.1,1.3,BULLISH,0.14,100.0,10.0,4.0,10.0,0.0,7.1,19.3,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,3873.9,43.0,26.4,60.0,False,flat,55.7,0.0,True,1.0,True,1.0,5.0,14.0,29.0,55.2,Medio,30.4,0.0,0.0,5.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,44.41,0.0,0.0,3.0,3.0,5.0,1.09,2.71,2.0,0.0,1.5,0.92,-3.0,5.0,44.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,47,0.2382,BAJA,13.93,-29.6,60.2,ALTA,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-4.0% from high) - poor entry point,-4.0,NEUTRAL,BUY,False,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
KVUE,0.0,,,,1.2,Kenvue Inc.,67.3,Consumer Defensive,Household & Personal Products,90.0,70.0,44.0,60.0,50.0,19.28,37017767936.0,35.0,37.2,False,up,12.9,True,1.0,1.8,True,2.0,3.7,2.9,False,22.74,-15.2,0.0,False,"{'roe_pct': 15.7, 'debt_to_equity': 0.83, 'current_ratio': 0.98, 'operating_margin_pct': 21.6}","{'eps_growth_yoy': 12.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.6}",19.83,23.0,18.0,12.0,hold,2.9,41.04,112.9,25.2,30.7,5.02,0.97,4.3,98.5,,True,-0.36,6.2,18.8,10.0,2026-08-06,False,True,7.0,NEUTRAL,5.43,109.8,0.33,,,,,,2.0,0.0,0.4,20.2,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 51% up volume)",MEGA_FLOAT,1917.5,43.0,20.5,35.0,False,up,37.2,2.0,True,1.0,True,2.0,5.0,18.0,29.0,41.4,Bajo 50%,26.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,43.98,0.0,6.0,-2.0,3.0,5.0,0.42,1.71,1.0,0.0,0.0,0.36,-3.0,5.0,24.0,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,48,0.0124,BAJA,0.0,30.7,-68.9,,🔵 DECENT,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
IT,0.0,,,,37.1,"Gartner, Inc.",42.2,Technology,Information Technology Services,50.0,30.0,36.0,50.0,50.0,140.5,9406740480.0,15.0,3.1,False,down,-7.7,False,0.0,-10.4,False,0.0,23.7,7.4,True,357.33,-60.7,0.0,False,"{'roe_pct': 94.9, 'debt_to_equity': 52.93, 'current_ratio': 0.94, 'operating_margin_pct': 20.5}","{'eps_growth_yoy': -7.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.4}",160.38,203.0,120.0,13.0,hold,14.2,419.26,198.4,175.08,24.6,11.31,15.89,,,,True,-25.12,8.5,6.9,8.0,2026-08-04,False,True,6.0,NEUTRAL,9.85,255.4,0.53,,,,,,0.0,0.0,11.1,12.7,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,60.9,42.0,23.8,15.0,False,down,3.1,0.0,False,0.0,False,0.0,0.0,26.0,29.0,13.8,Bottom 25%,10.6,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.235,0.0,8.0,0.0,3.0,3.0,-1.28,-2.8,0.0,2.0,-1.5,1.78,2.0,2.0,3.0,0,,-5,MIXED/AVOID (-5),BEST,11.0,41,0.3714,MEDIA,0.0,24.6,-97.3,,🔵 DECENT,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ICE,0.0,,,,27.2,Intercontinental Exchange Inc.,75.0,Financial Services,Financial Data & Stock Exchanges,100.0,80.0,36.0,75.0,65.0,145.79,82446065664.0,15.0,21.9,False,down,66.0,True,2.0,12.4,True,2.0,1.8,1.8,False,189.35,-23.0,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'eps_growth_yoy': 66.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}",181.93,240.0,159.0,15.0,strong_buy,24.8,280.7,92.5,206.1,41.4,4.54,6.62,1.43,28.5,1.23,True,-2.07,7.5,79.7,3.0,2026-07-30,True,False,8.0,STRONG,5.02,118.3,0.21,,,,,,3.0,0.0,8.2,22.5,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,561.6,50.0,30.7,15.0,False,down,21.9,0.0,True,2.0,True,2.0,8.0,17.0,29.0,44.8,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,59.11,0.0,3.0,0.0,3.0,5.0,-0.22,-6.7,0.0,4.0,0.0,3.1,0.0,10.0,28.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,48,0.2723,BAJA,0.0,41.4,-42.2,,🔵 DECENT,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CBOE,0.0,,,,32.8,"Cboe Global Markets, Inc.",75.5,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,44.0,95.0,50.0,285.07,29833654272.0,35.0,40.0,False,down,64.1,True,1.0,8.5,True,2.0,3.0,2.9,False,371.18,-23.2,0.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'eps_growth_yoy': 64.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}",311.64,375.0,258.0,14.0,hold,9.3,406.47,42.6,351.6,23.3,3.36,9.58,1.01,23.8,1.29,True,-0.26,33.8,21.8,4.0,2026-07-31,True,False,8.0,STRONG,5.53,70.3,0.35,,,,,,0.0,0.0,9.8,22.6,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",HIGH_FLOAT,104.3,47.0,32.5,35.0,False,down,40.0,0.0,True,1.0,True,2.0,5.0,17.0,29.0,44.8,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.84,0.0,3.0,0.0,3.0,5.0,0.88,-2.5,1.0,3.0,0.0,1.16,0.0,10.0,35.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,48,0.3283,MEDIA,0.0499999999999998,23.3,-23.7,,🔵 DECENT,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HEI,0.0,,,,16.5,Heico Corporation,77.8,Industrials,Aerospace & Defense,100.0,70.0,54.0,90.0,60.0,349.61,48853700608.0,60.0,54.3,False,up,31.8,True,1.0,19.9,True,1.0,1.5,1.7,False,369.48,-5.4,0.0,False,"{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}",386.53,472.0,290.0,19.0,buy,10.6,543.7,55.5,167.7,-52.0,1.45,12.82,0.07,4.3,0.1,False,,9.0,48.2,29.0,2026-08-25,False,False,8.0,STRONG,1.97,52.3,1.05,,,,,,5.0,0.0,5.0,23.3,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",HIGH_FLOAT,123.9,40.0,28.3,60.0,False,up,54.3,2.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,54.3,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,40.845,0.0,0.0,0.0,0.0,5.0,0.0,0.11,0.0,0.0,0.0,1.32,2.0,10.0,104.0,0,,-8,RELIABLE/AVOID (-8),WATCH,4.0,48,0.1649,BAJA,9.28,10.6,8.8,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
NYT,0.0,,,,43.7,New York Times Company (The),61.3,Communication Services,Publishing,70.0,50.0,44.0,90.0,55.0,71.65,11597462528.0,35.0,27.9,False,down,6.0,False,0.0,3.8,False,0.0,8.7,7.6,True,87.1,-17.7,0.0,False,"{'roe_pct': 19.7, 'debt_to_equity': 0.02, 'current_ratio': 1.6, 'operating_margin_pct': 13.1}","{'eps_growth_yoy': 6.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.3}",83.44,95.0,66.0,9.0,none,16.5,102.9,43.6,69.9,-2.4,3.37,2.43,1.28,40.8,0.92,True,-1.4,525.6,40.0,9.0,2026-08-05,False,True,8.0,STRONG,4.11,52.8,0.28,,,,,,0.0,0.0,13.1,18.4,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 44% up volume)",HIGH_FLOAT,134.7,47.0,31.5,35.0,False,down,27.9,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,27.9,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.705,0.0,3.0,0.0,3.0,5.0,0.0,-0.79,0.0,1.0,0.0,2.06,2.0,10.0,76.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,48,0.4372,MEDIA,0.0,16.5,-4.1,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
FDS,0.0,,,,14.2,FactSet Research Systems Inc.,57.2,Financial Services,Financial Data & Stock Exchanges,65.0,60.0,36.0,70.0,50.0,254.36,9046452224.0,15.0,16.5,False,up,-17.5,True,1.0,4.4,True,1.0,16.2,5.0,True,419.22,-39.3,0.0,False,"{'roe_pct': 27.0, 'debt_to_equity': 0.77, 'current_ratio': 0.68, 'operating_margin_pct': 30.5}","{'eps_growth_yoy': -17.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.2}",255.06,340.0,210.0,16.0,hold,0.3,256.99,1.0,151.9,-40.3,6.87,17.47,1.9,29.4,1.0,True,-6.77,14.1,-3.8,52.0,2026-09-17,False,False,6.0,NEUTRAL,7.54,187.1,,,,,,,5.0,0.0,4.3,17.2,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,35.4,40.0,21.4,15.0,False,up,16.5,2.0,True,1.0,True,1.0,5.0,17.0,29.0,44.8,Bajo 50%,27.7,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.59,0.0,6.0,3.0,3.0,0.0,0.25,2.8,0.0,0.0,0.0,0.04,-3.0,2.0,5.0,0,,-8,RELIABLE/AVOID (-8),BEST,11.0,38,0.1423,BAJA,0.0,0.3,20.0,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ROL,0.0,,,,50.0,"Rollins, Inc.",62.0,Consumer Cyclical,Personal Services,70.0,70.0,36.0,65.0,65.0,38.56,18552967168.0,15.0,0.0,False,down,-12.0,True,2.0,5.1,True,2.0,4.5,2.9,False,66.14,-41.7,0.0,False,"{'roe_pct': 37.0, 'debt_to_equity': 0.78, 'current_ratio': 0.63, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': -12.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.6}",45.59,66.0,32.0,17.0,buy,18.2,15.41,-60.0,11.0,-71.5,2.7,1.04,1.89,64.9,1.15,True,-1.32,21.8,2.2,93.0,2026-10-28,False,False,6.0,NEUTRAL,3.73,132.5,9.48,BULLISH,0.25,50.0,2.0,1.0,8.0,0.0,,18.6,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,10,"Strong selling pressure (0.4x ratio, 29% up volume)",MEGA_FLOAT,308.7,53.0,26.6,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,47.5,0.0,0.0,3.0,3.0,1.0,-22.58,-26.91,0.0,4.0,-3.0,2.28,2.0,2.0,57.0,0,,0,MIXED/WATCH (0),,0.0,0,,,0.0,-60.0,84.0,ALTA,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MKC,0.0,,,,8.3,"McCormick & Company, Incorporat",56.7,Consumer Defensive,Packaged Foods,55.0,70.0,36.0,60.0,65.0,49.96,13431823360.0,15.0,14.7,False,up,-33.4,False,0.0,12.3,True,1.0,,0.0,False,73.84,-32.3,0.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,21.3,41.35,-17.2,60.1,20.3,5.32,2.81,3.83,30.9,2.11,True,-0.21,5.5,-9.9,71.0,2026-10-06,False,False,6.0,NEUTRAL,5.96,66.6,,,,,,,0.0,0.0,2.5,17.0,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 62% up volume)",MEGA_FLOAT,265.4,43.0,19.5,15.0,False,up,14.7,2.0,False,0.0,True,1.0,2.0,19.0,29.0,37.9,Bajo 50%,26.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.395,0.0,6.0,5.0,3.0,0.0,0.0,-1.01,1.0,0.0,0.0,2.66,2.0,2.0,29.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,32,0.0829,BAJA,0.0,20.3,19.8,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SPGI,0.0,,,,28.7,S&P Global Inc.,71.0,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,36.0,65.0,65.0,426.4,126214397952.0,15.0,17.5,False,up,30.1,True,1.0,11.1,True,1.0,1.7,2.0,False,547.82404,-22.2,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.38, 'current_ratio': 0.68, 'operating_margin_pct': 44.3}","{'eps_growth_yoy': 30.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.4}",518.72,555.0,444.0,18.0,strong_buy,21.7,759.17,78.0,474.6,11.3,4.2,17.9,0.92,24.4,0.82,True,-4.24,22.7,32.5,1.0,2026-07-28,True,False,7.0,NEUTRAL,4.54,942.7,0.65,,,,,,2.0,0.0,8.6,21.3,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,295.3,43.0,29.9,15.0,False,up,17.5,2.0,True,1.0,True,1.0,5.0,17.0,29.0,44.8,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.33500000000001,0.0,3.0,0.0,3.0,5.0,0.23,-2.64,3.0,0.0,0.0,2.71,2.0,5.0,15.0,0,,-5,MIXED/AVOID (-5),CAUTION,-5.0,48,0.2874,BAJA,0.0,21.7,-23.0,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PEP,0.0,,,,16.0,"Pepsico, Inc.",61.0,Consumer Defensive,Beverages - Non-Alcoholic,90.0,60.0,36.0,45.0,50.0,136.64,186650247168.0,15.0,5.1,False,down,14.5,True,1.0,1.0,True,1.0,2.7,3.2,False,171.48,-20.3,0.0,False,"{'roe_pct': 51.5, 'debt_to_equity': 2.39, 'current_ratio': 0.93, 'operating_margin_pct': 16.8}","{'eps_growth_yoy': 14.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",155.91,183.0,124.0,22.0,hold,14.1,243.14,77.9,228.6,67.3,4.2,5.73,4.33,75.3,3.03,True,-0.53,12.7,54.8,73.0,2026-10-08,False,False,5.0,NEUTRAL,4.96,33.8,0.11,,,,,,0.0,0.0,4.8,18.3,2026-07-27 07:43:50,2026-07-27,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,1361.0,50.0,23.1,15.0,False,down,5.1,0.0,True,1.0,True,1.0,5.0,14.0,29.0,55.2,Medio,30.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,38.2,0.0,3.0,0.0,3.0,5.0,0.12,-7.12,0.0,2.0,0.0,1.76,2.0,0.0,71.0,0,,-8,RELIABLE/AVOID (-8),,0.0,47,0.1602,BAJA,0.0,67.3,-58.5,,⚪ WEAK,🟡 Average,,,,,,,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
