ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
CHUC,"Charlie's Holdings, Inc.",69.3,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.0,75.0,50.0,60.0,73.8,False,up,,,0,298.9,True,1,{'profit_margin_pct': 23.7},"{'revenue_growth_yoy': np.float64(298.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(78.3), 'rs_6m': np.float64(-7.2), 'rs_line_percentile': 73.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 328.1, 'debt_to_equity': 0.99, 'current_ratio': 1.46, 'operating_margin_pct': -4.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.291,78760096,Consumer Defensive,Tobacco,,0.1,False,0.38,-23.4,8.0,True,,,,,none,,,,0.1,-65.6,-6.88,-0.02,,,,,False,,5.4,,,,False,False,2.0,WEAK,-4.27,-2780.6,,2026-03-10T07:40:52.742738
BFLY,"Butterfly Network, Inc.",68.5,⭐⭐ GOOD,🟡 Good,50.0,90.0,75.0,60.0,70.0,60.0,67.9,False,down,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(23.7), 'rs_6m': np.float64(131.3), 'rs_line_percentile': 67.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 47.9}",3.76,957419584,Healthcare,Medical Devices,13.0,4.3,True,5.03,-25.2,5.0,False,5.56,6.0,5.25,4.0,strong_buy,47.9,2.36,-37.2,,,1.33,0.06,,,,,False,,-50.6,,52.0,2026-05-01,False,False,3.0,NEUTRAL,-9.12,-39.8,,2026-03-10T07:43:04.053161
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,84.7,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-6.4), 'rs_6m': np.float64(26.6), 'rs_line_percentile': 84.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.7}",32.6,4077126656,Healthcare,Drug Manufacturers - Specialty & Generic,8.9,7.0,True,38.0,-14.2,7.0,True,46.86,54.0,39.0,7.0,strong_buy,43.7,75.19,130.6,49.2,50.9,5.44,1.77,,,,,True,-0.27,6.3,376.2,51.0,2026-04-30,False,False,4.0,NEUTRAL,6.71,167.1,0.03,2026-03-10T07:41:43.948274
NTLA,"Intellia Therapeutics, Inc.",68.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,61.4,60.0,70.0,35.0,29.0,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(45.3), 'rs_6m': np.float64(12.2), 'rs_line_percentile': 29.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 82.0}",13.89,1640875008,Healthcare,Biotechnology,43.8,7.5,True,28.25,-50.8,5.0,False,25.29,106.0,5.0,21.0,buy,82.0,,,,,-14.22,-1.97,,,,,False,,-94.5,,58.0,2026-05-07,False,False,2.0,WEAK,-34.34,-80.6,,2026-03-10T07:44:09.288465
RRBI,"Red River Bancshares, Inc.",67.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,65.0,60.0,80.0,87.1,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(24.7), 'rs_6m': np.float64(28.4), 'rs_line_percentile': 87.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.9}",86.99,572099264,Financial Services,Banks - Regional,2.2,2.3,False,93.9,-7.4,8.0,True,97.33,105.0,90.0,3.0,strong_buy,11.9,,,168.43,93.6,,,0.77,8.5,0.67,0.61,True,-2.38,,26.4,51.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.44,2026-03-10T07:49:23.480686
BUKS,Butler National Corp.,67.8,⭐⭐ GOOD,🟡 Good,55.0,60.0,89.0,90.0,50.0,95.0,92.6,False,up,,,0,9.8,True,1,{'profit_margin_pct': 19.0},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(39.4), 'rs_6m': np.float64(117.8), 'rs_line_percentile': 92.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.3,212685840,Industrials,Aerospace & Defense,,,False,3.49,-5.4,8.0,True,,,,,none,,10.45,216.7,7.5,127.3,7.45,0.25,,,,,True,-2.68,11.4,40.0,,,False,False,7.0,NEUTRAL,8.63,21.8,0.16,2026-03-10T07:43:36.983286
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,69.4,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(89.7), 'rs_6m': np.float64(70.0), 'rs_line_percentile': 69.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.3}",38.62,723464128,Communication Services,Telecom Services,13.0,3.5,True,40.335,-4.3,6.0,False,55.33,72.0,44.0,3.0,strong_buy,43.3,,,43.5,12.6,-5.03,-1.94,,,,,True,-0.41,-179.7,,105.0,2026-06-23,False,False,2.0,WEAK,-7.02,-123.6,,2026-03-10T07:46:54.285996
PRPO,"Precipio, Inc.",67.3,⭐⭐ GOOD,🟡 Good,50.0,90.0,79.1,60.0,50.0,95.0,93.8,False,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(7.6), 'rs_6m': np.float64(17.1), 'rs_line_percentile': 93.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",25.65,44938980,Healthcare,Diagnostics & Research,0.2,0.3,False,28.5,-10.0,8.0,True,,,,,none,,18.46,-28.0,,,1.7,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-9.13,-258.5,,2026-03-10T07:40:55.295697
ESOA,Energy Services of America Corp,66.8,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,55.0,70.0,80.0,83.8,False,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(66.5), 'rs_6m': np.float64(39.8), 'rs_line_percentile': 83.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 47.8}",14.21,265159168,Industrials,Engineering & Construction,7.1,3.5,False,15.84,-10.3,7.0,True,21.0,21.0,21.0,1.0,strong_buy,47.8,16.5,16.1,3.9,-72.6,2.74,0.39,0.84,92.3,0.12,,True,-0.32,1.9,110.0,57.0,2026-05-06,False,False,4.0,NEUTRAL,1.44,4.0,0.07,2026-03-10T07:45:24.166310
AMRZ,Amrize Ltd,66.6,⭐⭐ GOOD,🟡 Good,55.0,80.0,60.3,80.0,60.0,60.0,64.4,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(8.4), 'rs_6m': np.float64(1.8), 'rs_line_percentile': 64.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.9}",58.91,33266604032,Basic Materials,Building Materials,,2.9,False,65.94,-10.7,,,67.07,76.0,57.0,20.0,buy,13.9,43.18,-26.7,21.4,-63.7,4.76,2.86,,,,,False,,5.2,3.6,48.0,2026-04-27,False,False,5.0,NEUTRAL,5.16,18.4,5.17,2026-03-10T07:43:55.563909
NBBK,"NB Bancorp, Inc.",66.6,⭐⭐ GOOD,🟡 Good,60.0,90.0,60.3,60.0,50.0,60.0,62.5,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(4.2), 'rs_6m': np.float64(6.5), 'rs_line_percentile': 62.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 14.8}",20.91,953595840,Financial Services,Banks - Regional,3.1,3.8,False,22.7,-7.9,6.0,False,24.0,24.0,24.0,2.0,none,14.8,,,13.4,-35.9,,,1.34,10.4,0.28,,True,-8.09,,-26.2,43.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-10T07:42:08.081924
STRW,"Strawberry Fields REIT, Inc.",66.2,⭐⭐ GOOD,🟡 Good,50.0,90.0,62.4,65.0,65.0,60.0,53.0,False,flat,,,0,30.3,True,1,{'profit_margin_pct': 4.9},"{'revenue_growth_yoy': np.float64(30.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-1.2), 'rs_6m': np.float64(10.2), 'rs_line_percentile': 53.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.1}",12.85,716209920,Real Estate,REIT - Healthcare Facilities,0.5,2.2,False,14.0,-8.2,6.0,False,14.79,16.0,13.75,6.0,strong_buy,15.1,,,6.0,-53.3,,,4.82,100.0,0.62,,True,-0.31,1.7,-10.1,58.0,2026-05-07,False,False,7.0,NEUTRAL,6.21,49.9,,2026-03-10T07:46:05.076513
LTC,"LTC Properties, Inc.",66.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,53.9,65.0,50.0,35.0,48.5,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(12.7), 'rs_6m': np.float64(4.2), 'rs_line_percentile': 48.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.6}",38.77,1880723456,Real Estate,REIT - Healthcare Facilities,8.5,6.3,True,40.8,-5.0,6.0,False,40.57,45.0,37.0,7.0,hold,4.6,116.73,201.1,75.6,95.0,7.1,2.75,5.88,90.5,2.28,6.44,False,,4.5,176.0,55.0,2026-05-04,False,False,6.0,NEUTRAL,5.69,30.7,0.05,2026-03-10T07:40:49.934023
NGS,"Natural Gas Services Group, Inc",66.0,⭐⭐ GOOD,🟡 Good,55.0,60.0,91.0,75.0,50.0,100.0,99.2,True,up,,,0,6.7,True,1,{'profit_margin_pct': 11.2},"{'revenue_growth_yoy': np.float64(6.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(20.7), 'rs_6m': np.float64(43.8), 'rs_line_percentile': 99.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.9}",38.47,483526240,Energy,Oil & Gas Equipment & Services,2.1,1.5,False,40.0,-3.8,8.0,True,41.5,45.0,39.0,4.0,none,7.9,,,22.05,-42.7,-9.22,-3.55,0.55,6.8,0.21,,False,,2.9,7.5,6.0,2026-03-16,True,False,8.0,STRONG,,7.2,1.34,2026-03-10T07:46:45.906409
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,84.9,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(26.2), 'rs_6m': np.float64(29.4), 'rs_line_percentile': 84.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.87,40758672,Financial Services,Banks - Regional,0.2,2.6,False,14.64,-5.3,8.0,True,,,,,none,,,,8.7,-37.3,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-10T07:51:47.916508
TPC,Tutor Perini Corporation,65.5,⭐⭐ GOOD,🟡 Good,50.0,80.0,65.1,70.0,70.0,60.0,74.3,False,up,,,0,20.9,True,1,{'profit_margin_pct': 1.5},"{'revenue_growth_yoy': np.float64(20.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(7.1), 'rs_6m': np.float64(11.5), 'rs_line_percentile': 74.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.8, 'debt_to_equity': 0.37, 'current_ratio': 1.27, 'operating_margin_pct': 3.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 52.0}",72.04,3803096320,Industrials,Engineering & Construction,5.8,3.5,False,89.51,-19.5,7.0,True,109.5,120.0,98.0,4.0,strong_buy,52.0,398.69,453.4,15.1,-79.0,13.05,9.4,0.33,4.0,0.24,3.45,False,,5.1,,57.0,2026-05-06,False,False,8.0,STRONG,7.11,17.9,0.64,2026-03-10T07:39:19.170734
