ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
LREN3.SA,Lojas Renner S.A.,14.77,BRL,59.0,B,59.0,P/E 8.6x | Potencial +28% | FCF yield 7.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,18.97,28.4,15,7.2,3.55,6.17,,13.7,8.6,11.0,9.2,4.8,-25.7,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-07
1299.HK,AIA Group Limited,85.6,HKD,58.0,B,58.0,ROE 15.1% | Potencial +17% | Crecimiento ingresos +29% | Margen 24% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,100.43,17.3,18,,2.17,2.1,,15.1,14.3,19.6,23.8,29.4,-7.1,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-03-07
7974.T,"Nintendo Co., Ltd.",8680.0,JPY,58.0,B,58.0,Potencial +42% analistas | Crecimiento ingresos +86% | Dividendo 2.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12364.27,42.4,26,,5.31,2.09,,14.1,25.5,27.4,18.9,86.3,-41.3,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with significant revenue growth,2026-03-07
9618.HK,"JD.com, Inc.",106.6,HKD,57.0,B,57.0,P/E 6.6x (vs 11x mercado) | Potencial +37% analistas | FCF negativo | Dividendo 3.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,146.3,37.2,23,-0.7,4.66,3.66,,7.6,6.6,8.8,1.5,1.5,-40.1,,JD,,,2026-03-07
2382.HK,Sunny Optical Technology (Group) Company Limited,54.85,HKD,57.0,B,57.0,Potencial +66% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,91.08,66.1,25,3.7,8.26,0.9,,13.5,13.1,16.1,8.4,4.2,-40.1,,,,,2026-03-07
055550.KS,"Shinhan Financial Group Co., Ltd.",91800.0,KRW,55.0,B,55.0,P/E 7.4x (vs 11x mercado) | Potencial +19% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.8%,1,0,Financial Services,Korea,🇰🇷,21.2,109540.91,19.3,22,,2.42,3.83,,8.5,7.4,,31.6,21.6,-14.4,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise data quality concerns,2026-03-07
086790.KS,Hana Financial Group Inc.,110300.0,KRW,55.0,B,55.0,P/E 6.6x (vs 11x mercado) | Potencial +15% | Crecimiento ingresos +83% | Margen 32% | Dividendo 5.0%,1,0,Financial Services,Korea,🇰🇷,21.2,126325.0,14.5,24,,1.82,4.95,,9.0,6.6,,32.3,82.9,-17.5,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Cyclical risk in banking industry,,SUSPECT,Anomalous trailing P/E and lack of FCF yield data raise concerns about data quality,2026-03-07
RENT3.SA,Localiza Rent a Car S.A.,45.83,BRL,55.0,B,55.0,P/E 9.2x | Potencial +28% | FCF yield 12.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.43,27.5,15,12.9,3.44,4.5,,7.2,9.2,26.0,4.5,11.7,-13.5,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 12.9% seems high for a rent-a-car company,2026-03-07
012330.KS,"Hyundai Mobis Co.,Ltd",444000.0,KRW,54.0,B,54.0,P/E 8.2x | Potencial +21% | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,536966.7,20.9,30,3.0,2.62,1.46,,9.2,8.2,,6.9,7.4,-16.4,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company",2026-03-07
9988.HK,Alibaba Group Holding Limited,130.7,HKD,53.0,B,53.0,Potencial +49% analistas | FCF negativo | Dividendo 5.8% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,195.01,49.2,29,-2.0,6.15,5.83,,11.2,15.0,17.6,12.2,4.8,-29.8,,BABA,,,2026-03-07
035420.KS,NAVER Corporation,222500.0,KRW,52.0,B,52.0,Potencial +47% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326037.03,46.5,27,,5.82,1.18,,,14.2,,15.1,10.7,-24.6,incomplete_data | potential_governance_risk,,SUSPECT,"Missing ROE and FCF Yield metrics, as well as trailing P/E, raise concerns about data quality",2026-03-07
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.24,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,17.96,4.2,14,,0.53,3.45,,25.6,14.3,20.8,45.5,10.5,-7.5,FCF no comparable (sector financiero) | Regulatory Risk | Governance Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential accounting or operational anomalies,2026-03-07
316140.KS,Woori Financial Group Inc.,33050.0,KRW,51.0,B,51.0,P/E 6.8x (vs 11x mercado) | Potencial +12% | Margen 31% | Dividendo 4.1%,1,0,Financial Services,Korea,🇰🇷,21.2,36895.24,11.6,21,,1.45,4.11,,8.8,6.8,,31.4,5.7,-20.4,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-07
105560.KS,KB Financial Group Inc.,147400.0,KRW,50.0,B,50.0,P/E 7.9x | Potencial +19% | Crecimiento ingresos +620% | Margen 37% | Dividendo 4.4%,1,0,Financial Services,Korea,🇰🇷,21.2,175980.95,19.4,21,,2.42,4.36,,9.7,7.9,,37.5,619.9,-14.6,FCF no comparable (sector financiero) | cyclical | governance,,SUSPECT,Anomalous revenue growth YoY of 619.9% requires further investigation,2026-03-07
6902.T,DENSO Corporation,2034.0,JPY,50.0,B,50.0,P/E 10.5x (vs 16x mercado) | Potencial +15% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,14.9,16,1.0,1.87,3.15,,7.9,10.5,16.0,5.2,5.0,-14.3,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-07
0001.HK,CK Hutchison Holdings Limited,61.55,HKD,49.0,C,49.0,P/E 10.0x | Potencial +13% | FCF yield 13.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,12.6,8,13.5,1.58,3.61,,2.2,10.0,30.5,2.7,2.0,-7.4,,,,,2026-03-07
7203.T,Toyota Motor Corporation,3515.0,JPY,46.0,C,46.0,P/E 10.8x (vs 16x mercado) | Potencial +15% | FCF negativo | Dividendo 2.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,14.8,17,-0.1,1.84,2.7,,10.0,10.8,12.4,7.3,8.6,-12.1,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-07
9983.T,"Fast Retailing Co., Ltd.",65430.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,0.2,14,2.5,0.02,0.76,,20.0,47.8,46.5,12.7,14.8,-6.5,Overvaluation Risk | Cyclical Sector Risk,,SUSPECT,High P/E ratios and low analyst upside raise concerns about overvaluation,2026-03-07
VALE3.SA,Vale S.A.,78.86,BRL,45.0,C,45.0,P/E 6.8x (vs 10x mercado) | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,88.97,12.8,12,4.6,1.6,8.74,,5.9,6.8,27.3,6.5,0.5,-13.9,cyclical | geopolitical,VALE,SUSPECT,Anomalous Forward P/E and Trailing P/E discrepancy,2026-03-07
WEGE3.SA,WEG S.A.,46.62,BRL,45.0,C,45.0,ROE 32.5% | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,52.89,13.4,14,2.0,1.68,3.5,,32.5,23.7,30.7,15.6,-5.3,-14.5,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-07
030200.KS,KT Corporation,59000.0,KRW,45.0,C,45.0,P/E 8.9x | Potencial +20% | Dividendo 4.9%,0,0,Communication Services,Korea,🇰🇷,21.2,70824.8,20.0,25,,2.51,4.92,,9.8,8.9,,6.5,4.1,-15.0,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like KT Corporation.",2026-03-07
1211.HK,BYD Company Limited,94.7,HKD,44.0,C,44.0,ROE 18.5% | Potencial +32% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Consumer Cyclical,HongKong,🇭🇰,10.7,125.06,32.1,28,-5.4,4.01,1.53,,18.5,16.9,59.9,4.6,-3.1,-40.4,,BYDDF,,,2026-03-07
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2759.5,JPY,43.0,C,43.0,Potencial +11% | Margen 23% | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3051.67,10.6,12,,1.32,2.83,,6.1,18.2,16.4,22.8,11.7,-10.6,FCF no comparable (sector financiero) | cyclical risk | regulatory risk,MUFG,SUSPECT,Missing FCF yield and relatively low ROE for a financial services company,2026-03-07
BBAS3.SA,Banco do Brasil S.A.,24.75,BRL,42.0,C,42.0,P/E 4.6x (vs 10x mercado) | Dividendo 1.1% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Financial Services,Brazil,🇧🇷,9.0,26.86,8.5,13,,1.07,1.13,,8.9,4.6,10.3,15.5,-31.4,-17.6,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-07
9432.T,"NTT, Inc.",151.1,JPY,42.0,C,42.0,P/E 10.4x (vs 16x mercado) | Potencial +17% | FCF negativo | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,16.6,14,-3.5,2.08,3.51,,10.7,10.4,12.0,7.6,5.5,-9.6,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are significant concerns,2026-03-07
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5423.0,JPY,41.0,C,41.0,Crecimiento ingresos +22% | Margen 21% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5816.67,7.3,13,,0.91,2.9,,4.9,17.1,14.5,20.7,21.8,-13.7,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-07
9433.T,KDDI Corporation,2668.5,JPY,40.0,C,40.0,FCF yield 9.1% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,2812.38,5.4,13,9.1,0.67,3.0,,14.2,1145.3,14.8,11.8,4.1,-5.6,anomalous valuation metric,,SUSPECT,Forward P/E of 1145.3x appears anomalous and likely incorrect for a stable company like KDDI Corporation,2026-03-07
0857.HK,PetroChina Company Limited,10.4,HKD,39.0,C,39.0,P/E 10.2x | Dividendo 4.9% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Energy,HongKong,🇭🇰,10.7,9.95,-4.4,17,1.5,-0.55,4.94,,10.2,10.2,10.7,5.6,2.3,-2.0,,,,,2026-03-07
EGIE3.SA,Engie Brasil Energia S.A.,32.13,BRL,39.0,C,39.0,ROE 21.8% | FCF negativo | Margen 20% | Dividendo 4.9% | Mercado Brazil CAPE 9 (34% descuento histórico),4,1,Utilities,Brazil,🇧🇷,9.0,31.1,-3.2,13,-1.8,-0.4,4.86,,21.8,11.4,14.2,20.1,4.5,-8.7,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are concerning for a utility company,2026-03-07
6758.T,Sony Group Corporation,3473.0,JPY,39.0,C,39.0,Potencial +43% analistas | FCF negativo | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4969.13,43.1,23,-0.4,5.38,0.65,,14.9,19.0,16.8,-1.6,0.5,-27.3,cyclical | governance,SONY,RISKY,Negative profit margin and low revenue growth raise concerns about the company's financial health,2026-03-07
6367.T,"Daikin Industries,Ltd.",19970.0,JPY,39.0,C,39.0,Dividendo 1.6% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,9.4,16,,1.18,1.65,,9.3,20.2,21.4,5.7,7.9,-4.5,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-07
6501.T,"Hitachi, Ltd.",4831.0,JPY,38.0,C,38.0,Potencial +22% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,5876.92,21.7,13,,2.71,0.93,,,27.1,28.9,8.0,10.1,-20.0,incomplete_data | industrials_sector_volatility,,SUSPECT,Missing ROE and FCF Yield metrics raise concerns about data quality,2026-03-07
8035.T,Tokyo Electron Limited,41790.0,JPY,38.0,C,38.0,ROE 26.5% | Margen 21% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,45609.09,9.1,22,1.5,1.14,1.44,,26.5,32.6,35.5,21.1,-15.7,-10.3,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios indicate potential overvaluation,2026-03-07
