ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
ALNT,ALNT,Bull Flag Pullback,⭐ BUENA,60,60.95,$59.73 - $62.17,68.87,60.4,14.32,2026-03-10,,,,,,,34.0,-11.5,62.26,62.26,Bearish,False
MU,MU,Bull Flag Pullback,⭐ BUENA,60,389.32,$381.53 - $397.11,437.8,366.63,2.14,2026-03-10,,,,,,,94.2,-11.1,377.97,377.97,Bearish,False
LAKE,LAKE,Oversold Bounce,MODERADA,55,8.53,$10.59 - $11.02,15.78,10.26,0.0,2026-03-10,19.2,-15.6,10.81,15.78,-21.1,1.05,,,,,,
NKE,NKE,Oversold Bounce,MODERADA,55,56.53,$59.07 - $61.48,66.6,57.26,0.0,2026-03-10,18.6,-16.0,60.27,66.6,-6.2,1.13,,,,,,
CMC,CMC,Oversold Bounce,MODERADA,55,65.85,$55.66 - $57.94,71.19,53.96,0.45,2026-03-10,10.2,-20.9,56.8,71.19,15.9,0.93,,,,,,
CRM,CRM,Oversold Bounce,MODERADA,50,198.79,$220.51 - $229.51,264.61,213.76,0.0,2026-03-10,62.2,-25.3,225.01,264.61,-11.7,0.76,,,,,,
DASH,DASH,Oversold Bounce,MODERADA,50,176.59,$170.55 - $177.52,258.31,165.33,7.26,2026-03-10,61.5,-24.8,174.03,258.31,1.5,0.7,,,,,,
FIS,FIS,Oversold Bounce,MODERADA,50,51.62,$59.9 - $62.35,67.39,58.07,0.0,2026-03-10,70.7,-23.6,61.13,67.39,-15.6,1.03,,,,,,
PSQH,PSQH,Oversold Bounce,MODERADA,50,0.63,$1.11 - $1.16,1.33,1.08,0.0,2026-03-10,33.1,-55.9,1.13,1.33,-44.1,0.97,,,,,,
GLGI,GLGI,Oversold Bounce,MODERADA,50,0.3,$0.52 - $0.54,0.63,0.5,0.0,2026-03-10,44.4,-52.4,0.53,0.63,-43.4,0.78,,,,,,
SPT,SPT,Oversold Bounce,MODERADA,50,6.25,$9.16 - $9.54,11.37,8.88,0.0,2026-03-10,40.6,-46.4,9.35,11.37,-33.2,1.12,,,,,,
INTZ,INTZ,Oversold Bounce,MODERADA,50,1.09,$1.13 - $1.17,1.54,1.09,0.0,2026-03-10,64.2,-27.3,1.15,1.54,-5.2,0.53,,,,,,
GLOO,GLOO,Oversold Bounce,MODERADA,50,5.7,$5.35 - $5.57,6.63,5.19,1.81,2026-03-10,54.2,-20.7,5.46,6.63,4.4,0.75,,,,,,
NAVN,NAVN,Oversold Bounce,MODERADA,50,9.89,$12.64 - $13.16,18.06,12.25,0.0,2026-03-10,49.4,-45.2,12.9,18.06,-23.3,0.78,,,,,,
ACVA,ACVA,Oversold Bounce,MODERADA,50,5.15,$7.57 - $7.87,8.98,7.33,0.0,2026-03-10,34.2,-42.7,7.72,8.98,-33.3,0.47,,,,,,
RPD,RPD,Oversold Bounce,MODERADA,50,6.64,$9.59 - $9.99,16.7,9.3,0.0,2026-03-10,42.3,-60.2,9.79,16.7,-32.2,0.89,,,,,,
SQNS,SQNS,Oversold Bounce,MODERADA,50,3.1,$4.84 - $5.03,6.27,4.69,0.0,2026-03-10,51.2,-52.2,4.93,6.27,-37.2,0.65,,,,,,
AISP,AISP,Oversold Bounce,MODERADA,50,2.68,$2.54 - $2.64,4.11,2.46,6.51,2026-03-10,61.1,-38.0,2.59,4.11,3.5,0.63,,,,,,
WYY,WYY,Oversold Bounce,MODERADA,50,4.49,$5.03 - $5.23,7.34,4.87,0.0,2026-03-10,41.8,-39.2,5.13,7.34,-12.5,0.33,,,,,,
MSTR,MSTR,Oversold Bounce,MODERADA,50,138.95,$158.0 - $164.45,188.99,153.16,0.0,2026-03-10,56.4,-24.7,161.22,188.99,-13.8,0.94,,,,,,
FFAI,FFAI,Oversold Bounce,MODERADA,50,0.44,$1.0 - $1.04,1.23,0.97,0.0,2026-03-10,37.5,-65.5,1.02,1.23,-57.4,1.05,,,,,,
PAR,PAR,Oversold Bounce,MODERADA,50,18.28,$32.51 - $33.83,38.44,31.51,0.0,2026-03-10,42.9,-54.0,33.17,38.44,-44.9,1.07,,,,,,
GTLB,GTLB,Oversold Bounce,MODERADA,50,24.58,$36.6 - $38.1,44.6,35.48,0.0,2026-03-10,36.6,-39.6,37.35,44.6,-34.2,0.97,,,,,,
