ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
DFDV,0.0,50.0,0.0,,,DeFi Development Corp.,60.5,Financial Services,Asset Management,60.0,80.0,15.0,90.0,60.0,3.72,111201216.0,15.0,6.2,False,down,,,0.0,635.4,False,0.0,23.4,3.2,True,53.88,-93.1,1.0,False,"{'roe_pct': 56.7, 'debt_to_equity': 0.54, 'current_ratio': 2.04, 'operating_margin_pct': 1601.0}",{'profit_margin_pct': 932.6},14.0,18.0,10.0,2.0,none,276.3,,,35.8,862.4,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 40% up volume)",LOW_FLOAT,23.0,50.0,33.2,15.0,False,down,6.2,0.0,,0.0,False,0.0,0.0,31,53.0,43.4,Bajo 50%,25.6,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,54.2,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MSFT,0.0,50.0,0.0,,,Microsoft Corporation,59.0,Technology,Software - Infrastructure,60.0,70.0,15.0,90.0,70.0,396.47,2946714828800.0,15.0,0.0,False,down,,,0.0,16.0,True,1.0,0.8,1.8,False,555.45,-28.6,2.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},596.0,730.0,392.0,53.0,strong_buy,50.3,306.34,-22.7,479.4,20.9,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,17.7,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 37% up volume)",MEGA_FLOAT,7414.9,53.0,32.7,15.0,False,down,0.0,0.0,,0.0,True,1.0,2.0,52,53.0,3.8,Bottom 25%,2.1,-3.0,0.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,53.599999999999994,0.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
STRW,0.0,50.0,22.73,,,"Strawberry Fields REIT, Inc.",62.3,Real Estate,REIT - Healthcare Facilities,50.0,90.0,50.3,65.0,50.0,12.675,704715392.0,35.0,45.7,False,down,,,0.0,30.3,True,1.0,0.7,3.2,False,14.0,-9.5,6.0,False,"{'roe_pct': 52.8, 'debt_to_equity': 12.39, 'current_ratio': 3.94, 'operating_margin_pct': 56.6}",{'profit_margin_pct': 4.8},13.92,15.0,12.0,6.0,none,9.8,83.64,559.9,8.72,-31.2,,,,,,90.0,0.0,0.0,,36.7,0.0,15.0,18.7,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MICRO_FLOAT,7.9,15.0,33.7,35.0,False,down,45.7,0.0,,0.0,True,1.0,2.0,10,53.0,83.0,Top 25%,58.9,3.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,2/3,52.92,5.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
OHI,0.0,50.0,36.39,,,"Omega Healthcare Investors, Inc",63.9,Real Estate,REIT - Healthcare Facilities,60.0,60.0,68.3,75.0,60.0,46.71,14189563904.0,80.0,85.6,False,up,,,0.0,15.3,False,0.0,4.8,6.7,False,47.94,-2.6,8.0,True,"{'roe_pct': 12.0, 'debt_to_equity': 0.79, 'current_ratio': 1.1, 'operating_margin_pct': 63.2}",{'profit_margin_pct': 49.6},48.38,59.0,43.0,16.0,buy,3.6,109.03,133.4,58.2,24.6,,,,,,100.0,0.0,0.0,,44.2,0.0,15.0,19.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,294.6,18.0,34.2,80.0,False,up,85.6,5.0,,0.0,False,0.0,0.0,10,53.0,83.0,Top 25%,58.9,3.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,52.56,5.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
RSG,0.0,50.0,0.0,,,"Republic Services, Inc.",50.5,Industrials,Waste Management,55.0,50.0,36.0,55.0,60.0,219.5896,68559343616.0,15.0,12.5,False,up,,,0.0,4.1,False,0.0,1.3,1.9,False,258.75,-15.1,2.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 1.15, 'current_ratio': 0.64, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 12.9},244.04,270.0,190.0,24.0,buy,11.1,101.28,-53.9,67.4,-69.3,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,15.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,308.1,38.0,30.2,15.0,False,up,12.5,2.0,,0.0,False,0.0,0.0,44,53.0,18.9,Bottom 25%,12.1,-3.0,0.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,52.2,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
SUNS,0.0,50.0,0.0,,,"Sunrise Realty Trust, Inc.",62.0,Real Estate,REIT - Mortgage,60.0,80.0,36.0,75.0,55.0,9.37,125754640.0,15.0,9.7,False,down,,,0.0,107.2,False,0.0,6.1,5.1,False,12.35,-24.1,2.0,False,"{'debt_to_equity': 0.36, 'current_ratio': 3.49, 'operating_margin_pct': 64.9}",{'profit_margin_pct': 63.8},12.17,15.0,9.5,3.0,none,29.8,,,21.8,132.7,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,18.6,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 39% up volume)",MICRO_FLOAT,9.6,50.0,33.6,15.0,False,down,9.7,0.0,,0.0,False,0.0,0.0,51,53.0,5.7,Bottom 25%,4.8,-3.0,1.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,51.8,5.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
AEBI,0.0,50.0,0.0,,,Aebi Schmidt Holding AG,71.8,Industrials,Farm & Heavy Construction Machinery,50.0,100.0,89.0,60.0,50.0,15.25,1179462144.0,95.0,93.6,False,up,,,0.0,58.0,True,2.0,,7.2,False,33.0,-53.8,,,"{'debt_to_equity': 1.0, 'current_ratio': 2.1, 'operating_margin_pct': 3.9}",{'profit_margin_pct': 0.8},15.75,16.5,15.0,2.0,none,3.3,,,1.4,-90.8,,,,,,100.0,0.0,0.0,,12.0,0.0,15.0,21.5,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,36.7,40.0,36.5,95.0,False,up,93.6,5.0,,0.0,True,2.0,2.0,2,53.0,98.1,Top 10%,74.6,5.0,0.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,0/3,51.72,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
ENR,0.0,50.0,0.0,,,"Energizer Holdings, Inc.",50.1,Industrials,Electrical Equipment & Parts,50.0,60.0,30.3,60.0,50.0,22.025,1510267776.0,15.0,24.1,False,up,,,0.0,17.5,False,0.0,10.6,5.9,True,31.78,-30.7,3.0,False,"{'roe_pct': 151.3, 'debt_to_equity': 24.24, 'current_ratio': 1.99, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 7.1},23.67,28.0,19.0,6.0,hold,7.5,43.79,98.8,29.7,34.8,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,15.0,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,60.5,35.0,30.0,15.0,False,up,24.1,2.0,,0.0,False,0.0,0.0,16,53.0,71.7,Medio,40.2,0.0,3.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,51.04,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MMS,0.0,50.0,4.88,,,"Maximus, Inc.",48.8,Industrials,Specialty Business Services,50.0,40.0,24.0,80.0,70.0,73.18,3991864832.0,15.0,2.2,False,down,,,0.0,-1.2,True,1.0,8.0,4.8,True,100.0,-26.8,3.0,False,"{'roe_pct': 22.1, 'debt_to_equity': 0.97, 'current_ratio': 2.34, 'operating_margin_pct': 10.9}",{'profit_margin_pct': 6.9},110.0,125.0,95.0,2.0,buy,50.3,123.75,69.1,195.6,167.3,,,,,,100.0,0.0,0.0,,10.0,0.0,15.0,14.6,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,53.8,40.0,29.6,15.0,False,down,2.2,0.0,,0.0,True,1.0,2.0,20,53.0,64.2,Medio,34.1,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,0/3,50.519999999999996,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
NIC,0.0,50.0,37.120000000000005,,,Nicolet Bankshares Inc.,71.2,Financial Services,Banks - Regional,60.0,80.0,87.4,65.0,60.0,160.52,2377533184.0,100.0,100.0,True,up,,,0.0,12.8,True,2.0,5.8,4.5,False,162.0,-0.9,8.0,True,"{'roe_pct': 12.4, 'operating_margin_pct': 52.8}",{'profit_margin_pct': 38.9},175.0,190.0,157.0,5.0,buy,9.0,,,199.31,24.2,,,,,,80.0,0.0,0.0,,59.4,0.0,15.0,21.4,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,90,"Strong institutional buying (1.5x ratio, 59% up volume)",LOW_FLOAT,12.8,15.0,36.4,100.0,True,up,100.0,10.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,1.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,50.480000000000004,0.0,0.0,🔵 DECENT,🟡 Average,AVOID,35.0,Near ATH (-0.4% from high) - poor entry point,-0.4,NEUTRAL,BUY,False
INDV,0.0,50.0,25.28,,,"Indivior Pharmaceuticals, Inc.",57.8,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,50.0,76.7,50.0,60.0,33.94,4243329024.0,80.0,89.5,False,down,,,0.0,5.0,False,0.0,9.9,6.5,True,38.0,-10.7,7.0,True,"{'current_ratio': 0.95, 'operating_margin_pct': 36.9}",{'profit_margin_pct': 10.5},45.57,50.0,36.0,7.0,none,34.3,47.7,40.5,29.4,-13.4,,,,,,100.0,0.0,0.0,,26.0,0.0,15.0,17.3,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_DISTRIBUTION,15,"Strong selling pressure (0.5x ratio, 33% up volume)",HIGH_FLOAT,106.8,55.0,32.3,80.0,False,down,89.5,3.0,,0.0,False,0.0,0.0,6,53.0,90.6,Top 10%,66.6,5.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,50.12,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
SEI,0.0,50.0,17.27,,,"Solaris Energy Infrastructure, ",67.7,Energy,Oil & Gas Equipment & Services,50.0,80.0,68.7,80.0,70.0,47.955,3442283264.0,60.0,74.4,False,down,,,0.0,73.3,False,0.0,27.1,5.0,True,61.36,-21.8,7.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.63, 'current_ratio': 2.4, 'operating_margin_pct': 22.8}",{'profit_margin_pct': 7.1},66.1,71.0,61.0,10.0,strong_buy,37.8,,,9.4,-80.4,,,,,,100.0,0.0,0.0,,30.299999999999997,0.0,15.0,20.3,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEDIUM_FLOAT,43.6,20.0,35.3,60.0,False,down,74.4,0.0,,0.0,False,0.0,0.0,14,53.0,75.5,Top 25%,52.0,3.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,False,1/3,50.08,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
PROP,0.0,50.0,0.0,,,Prairie Operating Co.,57.1,Energy,Oil & Gas E&P,55.0,80.0,26.7,55.0,70.0,1.905,113626784.0,15.0,4.1,False,up,,,0.0,879.0,False,0.0,23.1,5.2,True,9.15,-79.2,1.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 1.61, 'current_ratio': 0.83, 'operating_margin_pct': 46.3}",{'profit_margin_pct': 13.5},3.33,5.0,2.0,3.0,buy,75.0,,,,,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,17.1,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 46% up volume)",MEDIUM_FLOAT,37.8,35.0,32.1,15.0,False,up,4.1,2.0,,0.0,False,0.0,0.0,18,53.0,67.9,Medio,35.3,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,49.84,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
