ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,analyzed_at
MSGM,Motorsport Games Inc.,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,63.9,100.0,50.0,60.0,55.9,False,up,,,0,57.1,False,0,{'profit_margin_pct': 36.6},"{'revenue_growth_yoy': np.float64(57.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(16.7), 'rs_6m': np.float64(5.9), 'rs_line_percentile': 55.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 70.3, 'debt_to_equity': 0.0, 'current_ratio': 1.92, 'operating_margin_pct': 25.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.22,16352612,Communication Services,Electronic Gaming & Multimedia,3.3,0.6,False,5.409,-40.5,5.0,False,,,,,none,,,,4.2,30.4,2026-02-23T08:34:35.574258
AMRZ,Amrize Ltd,70.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,70.0,91.0,80.0,60.0,100.0,100.0,True,up,,,0,29.0,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(29.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(32.8), 'rs_6m': np.float64(22.6), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -0.1}",65.13,36022231040,Basic Materials,Building Materials,,3.5,False,65.26,-0.2,,,65.07,75.0,57.0,20.0,buy,-0.1,43.18,-33.7,23.9,-63.3,2026-02-23T08:32:21.405983
AROW,Arrow Financial Corporation,69.3,⭐⭐ GOOD,🟡 Good,60.0,80.0,82.7,65.0,50.0,95.0,90.2,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(15.8), 'rs_6m': np.float64(19.1), 'rs_line_percentile': 90.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': -1.8}",35.12,577560384,Financial Services,Banks - Regional,0.7,1.4,False,36.44,-3.6,8.0,True,34.5,34.5,34.5,1.0,none,-1.8,,,79.5,126.4,2026-02-23T08:33:43.854748
SEI,"Solaris Energy Infrastructure, ",69.3,⭐⭐ GOOD,🟡 Good,50.0,80.0,76.7,80.0,70.0,80.0,77.3,False,down,,,0,73.3,False,0,{'profit_margin_pct': 7.1},"{'revenue_growth_yoy': np.float64(73.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(6.5), 'rs_6m': np.float64(67.3), 'rs_line_percentile': 77.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'roe_pct': 11.2, 'debt_to_equity': 0.63, 'current_ratio': 2.4, 'operating_margin_pct': 22.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 34.2}",49.24,3534522624,Energy,Oil & Gas Equipment & Services,27.1,5.0,True,61.36,-19.8,7.0,True,66.1,71.0,61.0,10.0,strong_buy,34.2,,,9.4,-80.9,2026-02-23T08:29:36.823242
UBSI,"United Bankshares, Inc.",68.9,⭐⭐ GOOD,🟡 Good,60.0,80.0,79.4,60.0,60.0,80.0,87.7,False,up,,,0,23.6,True,1,{'profit_margin_pct': 38.6},"{'revenue_growth_yoy': np.float64(23.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.3), 'rs_6m': np.float64(13.2), 'rs_line_percentile': 87.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 8.9, 'operating_margin_pct': 53.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.4}",44.28,6171978752,Financial Services,Banks - Regional,3.3,4.0,False,45.93,-3.6,8.0,True,45.8,47.0,43.0,5.0,buy,3.4,,,98.1,121.5,2026-02-23T08:32:38.809882
CWBC,Community West Bancshares,68.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,76.7,60.0,65.0,80.0,79.4,False,up,,,0,11.8,True,2,{'profit_margin_pct': 26.7},"{'revenue_growth_yoy': np.float64(11.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(10.5), 'rs_6m': np.float64(13.7), 'rs_line_percentile': 79.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 9.9, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.8}",24.46,468738016,Financial Services,Banks - Regional,2.4,3.6,False,25.72,-4.9,8.0,True,28.33,30.0,26.0,3.0,buy,15.8,,,60.0,145.3,2026-02-23T08:30:46.884187
ESOA,Energy Services of America Corp,68.5,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,55.0,70.0,100.0,96.4,True,up,,,0,48.8,False,0,{'profit_margin_pct': 0.5},"{'revenue_growth_yoy': np.float64(48.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(51.5), 'rs_6m': np.float64(44.2), 'rs_line_percentile': 96.4, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 3.7, 'debt_to_equity': 1.06, 'current_ratio': 1.44, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 47.8}",14.21,236724944,Industrials,Engineering & Construction,8.2,7.7,True,14.92,-4.8,6.0,False,21.0,21.0,21.0,1.0,strong_buy,47.8,18.48,30.0,3.9,-72.6,2026-02-23T08:32:26.030876
FMFG,Farmers and Merchants Bancshare,68.2,⭐⭐ GOOD,🟡 Good,60.0,90.0,68.7,60.0,50.0,60.0,57.1,False,up,,,0,20.1,True,2,{'profit_margin_pct': 22.5},"{'revenue_growth_yoy': np.float64(20.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(14.8), 'rs_6m': np.float64(11.5), 'rs_line_percentile': 57.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.5, 'operating_margin_pct': 35.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",19.03,61463000,Financial Services,Banks - Regional,,,False,21.0,-9.4,6.0,False,,,,,none,,,,54.3,185.3,2026-02-23T08:35:17.004253
TPC,Tutor Perini Corporation,68.0,⭐⭐ GOOD,🟡 Good,50.0,80.0,91.0,65.0,50.0,100.0,100.0,True,up,,,0,32.6,False,0,{'profit_margin_pct': -0.5},"{'revenue_growth_yoy': np.float64(32.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(40.3), 'rs_6m': np.float64(43.4), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 2.6, 'debt_to_equity': 0.38, 'current_ratio': 1.3, 'operating_margin_pct': 2.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 5.3}",86.9,4583388160,Industrials,Engineering & Construction,6.3,4.5,False,89.4,-2.8,8.0,True,91.5,95.0,86.0,4.0,none,5.3,605.81,597.1,,,2026-02-23T08:28:54.420984
RBKB,"Rhinebeck Bancorp, Inc.",67.9,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.6,60.0,50.0,80.0,89.0,False,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(50.7), 'rs_6m': np.float64(7.6), 'rs_line_percentile': 89.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.13,168634176,Financial Services,Banks - Regional,1.7,12.3,False,16.14,-6.3,8.0,True,,,,,none,,,,9.2,-39.2,2026-02-23T08:35:41.190639
ATEX,Anterix Inc.,67.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,70.0,60.0,58.4,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(67.6), 'rs_6m': np.float64(53.9), 'rs_line_percentile': 58.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 54.0}",35.92,672885312,Communication Services,Telecom Services,12.5,4.7,True,39.62,-9.3,5.0,False,55.33,72.0,44.0,3.0,strong_buy,54.0,,,43.5,21.1,2026-02-23T08:33:48.513218
FULT,Fulton Financial Corporation,67.7,⭐⭐ GOOD,🟡 Good,60.0,70.0,87.4,65.0,50.0,100.0,94.0,True,up,,,0,3.3,True,2,{'profit_margin_pct': 30.7},"{'revenue_growth_yoy': np.float64(3.3), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(25.6), 'rs_6m': np.float64(14.4), 'rs_line_percentile': 94.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.7, 'operating_margin_pct': 39.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 1.6}",22.39,4027852032,Financial Services,Banks - Regional,7.2,5.3,False,22.99,-2.6,8.0,True,22.75,24.0,22.0,4.0,none,1.6,,,62.4,178.7,2026-02-23T08:33:52.050681
BWFG,"Bankwell Financial Group, Inc.",67.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,73.1,65.0,50.0,80.0,77.9,False,flat,,,0,34.6,False,0,{'profit_margin_pct': 32.8},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(5.6), 'rs_6m': np.float64(13.2), 'rs_line_percentile': 77.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': 12.3, 'operating_margin_pct': 50.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.2}",48.51,383226208,Financial Services,Banks - Regional,2.6,5.4,False,51.54,-5.9,8.0,True,52.0,55.0,49.0,2.0,none,7.2,,,133.5,175.2,2026-02-23T08:30:11.192316
MPB,Mid Penn Bancorp,67.3,⭐⭐ GOOD,🟡 Good,60.0,80.0,76.7,60.0,50.0,80.0,80.7,False,up,,,0,30.1,False,0,{'profit_margin_pct': 24.0},"{'revenue_growth_yoy': np.float64(30.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(16.4), 'rs_6m': np.float64(11.7), 'rs_line_percentile': 80.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 7.3, 'operating_margin_pct': 46.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.9}",33.84,784052800,Financial Services,Banks - Regional,4.1,8.2,False,35.22,-3.9,8.0,True,36.5,37.0,36.0,2.0,none,7.9,,,37.95,12.1,2026-02-23T08:29:06.917570
OVLY,Oak Valley Bancorp (CA),67.2,⭐⭐ GOOD,🟡 Good,60.0,70.0,84.7,65.0,50.0,100.0,97.4,True,up,,,0,9.8,True,2,{'profit_margin_pct': 29.5},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(19.5), 'rs_6m': np.float64(15.0), 'rs_line_percentile': 97.4, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.5, 'operating_margin_pct': 39.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",33.81,283605760,Financial Services,Banks - Regional,0.5,2.4,False,34.16,-1.0,8.0,True,,,,,none,,,,28.8,-14.8,2026-02-23T08:35:15.810788
FRST,Primis Financial Corp.,67.0,⭐⭐ GOOD,🟡 Good,60.0,60.0,89.0,65.0,65.0,95.0,90.7,False,up,,,0,5.7,True,1,{'profit_margin_pct': 29.1},"{'revenue_growth_yoy': np.float64(5.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(25.7), 'rs_6m': np.float64(22.7), 'rs_line_percentile': 90.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 14.7, 'operating_margin_pct': 47.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.3}",13.88,342771936,Financial Services,Banks - Regional,1.2,3.4,False,14.55,-4.6,8.0,True,16.0,16.0,16.0,1.0,strong_buy,15.3,,,24.9,79.4,2026-02-23T08:33:57.895856
ACNB,ACNB Corporation,66.8,⭐⭐ GOOD,🟡 Good,60.0,80.0,65.1,65.0,60.0,60.0,74.8,False,flat,,,0,50.7,False,0,{'profit_margin_pct': 25.3},"{'revenue_growth_yoy': np.float64(50.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(8.6), 'rs_6m': np.float64(10.2), 'rs_line_percentile': 74.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 10.2, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.4}",51.8,537933248,Financial Services,Banks - Regional,1.1,4.0,False,53.89,-3.9,8.0,True,56.67,57.0,56.0,3.0,buy,9.4,,,108.0,108.5,2026-02-23T08:34:38.993919
RRBI,"Red River Bancshares, Inc.",66.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,83.0,65.0,50.0,80.0,89.6,False,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(30.8), 'rs_6m': np.float64(34.1), 'rs_line_percentile': 89.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 4.6}",89.43,588146240,Financial Services,Banks - Regional,2.0,2.2,False,93.9,-4.8,8.0,True,93.5,97.0,90.0,2.0,none,4.6,,,168.43,88.3,2026-02-23T08:35:06.736834
HQI,"HireQuest, Inc.",66.8,⭐⭐ GOOD,🟡 Good,60.0,70.0,61.4,90.0,55.0,35.0,39.8,False,up,,,0,5.1,True,2,{'profit_margin_pct': 21.9},"{'revenue_growth_yoy': np.float64(5.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(25.8), 'rs_6m': np.float64(15.6), 'rs_line_percentile': 39.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 20.9}",11.58,163278000,Industrials,Staffing & Employment Services,3.2,7.9,False,15.75,-26.5,5.0,False,14.0,15.0,13.0,2.0,none,20.9,11.79,1.8,5.2,-55.1,2026-02-23T08:32:06.414020
GABC,"German American Bancorp, Inc.",66.5,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.9,65.0,60.0,60.0,58.9,False,up,,,0,44.5,False,0,{'profit_margin_pct': 33.0},"{'revenue_growth_yoy': np.float64(44.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(11.4), 'rs_6m': np.float64(1.9), 'rs_line_percentile': 58.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 12.0, 'operating_margin_pct': 46.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.4}",43.67,1637436288,Financial Services,Banks - Regional,3.3,8.7,False,45.0,-3.0,7.0,True,47.33,50.0,46.0,6.0,buy,8.4,,,65.79,50.7,2026-02-23T08:29:59.610891
