ticker,current_price,recent_high,overall_high,contractions,num_contractions,last_contraction,decreasing_contractions,distance_from_recent_high,distance_from_overall_high,volume_trend_decreasing,near_resistance,overall_uptrend,pattern_strength,ready_to_buy,market_cap,sector,industry,source,avg_volume
BA,200.32000732421875,218.8000030517578,218.8000030517578,"[30.108454908539112, 15.077258719858651, 5.542915777587595]",3,5.542915777587595,2,8.446067399353538,8.446067399353538,False,True,True,100.0,False,151042490368,Industrials,Aerospace & Defense,yfinance,8582206
AXP,287.7900085449219,303.7900085449219,303.7900085449219,"[8.198345140735128, 20.250330827487993, 14.544697701689827, 8.195526305559367, 7.298598253898374]",5,7.298598253898374,3,5.266795993928832,5.266795993928832,True,True,True,100.0,True,201622519808,Financial Services,Credit Services,yfinance,2414778
BAC,44.09000015258789,45.40999984741211,45.40999984741211,"[7.136327897158366, 21.205627038762216, 12.628795170401572, 5.832246705574031, 6.180774243109621]",5,6.180774243109621,3,2.906848049459848,2.906848049459848,True,True,True,100.0,True,332080578560,Financial Services,Banks - Diversified,yfinance,37300841
BIDU,86.0,95.1500015258789,105.19000244140625,"[9.46828663303823, 19.41538148824628, 5.672784051548772, 5.279236421437833, 6.874868665542637, 9.458025154300657, 12.611665588608782]",7,12.611665588608782,2,9.616396614970403,18.243180906945614,False,True,True,100.0,False,29444077568,Communication Services,Internet Content & Information,yfinance,3472428
BBY,69.5999984741211,76.4000015258789,76.4000015258789,"[6.126220650275456, 27.919778452545994, 8.321709334368714, 7.935580880626454, 5.992731267755682, 11.570685589961395, 11.807461363895554]",7,11.807461363895554,4,8.90052737689338,8.90052737689338,False,True,True,100.0,False,14709751808,Consumer Cyclical,Specialty Retail,yfinance,4123690
BILL,41.400001525878906,49.15999984741211,51.56999969482422,"[15.861935919299144, 22.563562190111416, 16.707615514306305, 8.720930232558139, 6.020494632018943, 9.326686531131104, 12.058337911022265, 7.9761983445693785]",8,7.9761983445693785,4,15.785187847069748,19.72076445438881,True,False,True,100.0,False,4265317888,Technology,Software - Application,yfinance,1900011
BKNG,5298.3798828125,5631.33984375,5631.33984375,"[7.623341668960363, 13.39161713128286, 11.981152455832826, 7.0310725924316255]",4,7.0310725924316255,2,5.912624174281348,5.912624174281348,False,True,True,100.0,False,172410863616,Consumer Cyclical,Travel Services,yfinance,192264
BIIB,130.64999389648438,136.83999633789062,145.97000122070312,"[23.62046552278534, 8.050101031350032, 5.460232895215771]",3,5.460232895215771,2,4.523533036438891,10.495312184765462,True,True,True,100.0,True,19143882752,Healthcare,Drug Manufacturers - General,yfinance,1565520
BLK,971.8200073242188,1003.3099975585938,1003.3099975585938,"[6.095695630111188, 19.899373796710048, 11.687344804362871, 6.09825458535151]",4,6.09825458535151,2,3.1386102312347357,3.1386102312347357,True,True,True,100.0,True,150560194560,Financial Services,Asset Management,yfinance,567812
BMRN,56.220001220703125,65.4000015258789,73.18000030517578,"[27.67149482857789, 10.18348576762148, 7.544142569015559, 5.307538208942854, 6.715151349342717]",5,6.715151349342717,3,14.036697386839109,23.175729726354117,False,False,True,100.0,False,10781646848,Healthcare,Biotechnology,yfinance,2399483
C,76.36000061035156,78.91999816894531,78.91999816894531,"[8.859567035673308, 22.859923456247248, 14.722433924221715, 7.527536187970937, 6.118970371618093]",5,6.118970371618093,3,3.2437881626828244,3.2437881626828244,True,True,True,100.0,True,142619869184,Financial Services,Banks - Diversified,yfinance,11224299
BX,136.41000366210938,152.0,152.107761988255,"[13.0238958746046, 22.151172817936214, 16.049299978353222, 12.176173126424338, 6.540476249078004, 12.335526315789473]",6,12.335526315789473,3,10.256576538085938,10.320156000558157,True,False,True,100.0,False,165496700928,Financial Services,Asset Management,yfinance,3374707
BMY,49.75,50.7599983215332,60.97903780854863,"[5.301677839566382, 23.039126244467113, 10.167821067581972, 9.128455877927163]",4,9.128455877927163,2,1.9897524722823832,18.4145867368449,True,True,True,100.0,True,101245222912,Healthcare,Drug Manufacturers - General,yfinance,11562241
CDNS,300.0,323.3900146484375,323.3900146484375,"[7.856582200866115, 16.62213961599051, 13.894614153770371, 6.907693382279824, 11.883221272862171, 14.465514449396444]",6,14.465514449396444,2,7.232757224698222,7.232757224698222,False,True,True,100.0,False,81912594432,Technology,Software - Application,yfinance,2118087
CHWY,41.66999816894531,48.619998931884766,48.619998931884766,"[12.367926151907032, 12.901904808693093, 6.757137107193735]",3,6.757137107193735,2,14.294530883631253,14.294530883631253,False,False,True,100.0,False,17301798912,Consumer Cyclical,Internet Retail,yfinance,6928210
CMG,50.2400016784668,53.86000061035156,53.86000061035156,"[15.022937034017447, 12.213594010732706, 6.436864142941527, 5.290393748137255, 5.2692962636438665]",5,5.2692962636438665,4,6.721126793283074,6.721126793283074,False,True,True,100.0,False,67691368448,Consumer Cyclical,Restaurants,yfinance,11388962
COF,192.8300018310547,205.1199951171875,205.1199951171875,"[7.352299093320138, 22.293958116448916, 17.08882133543861, 5.415437145362743, 6.386626393308631, 5.418625430785944, 8.017308663798362]",7,8.017308663798362,3,5.991611534073698,5.991611534073698,False,True,True,100.0,False,123437809664,Financial Services,Credit Services,yfinance,5202993
CAT,357.04998779296875,364.2900085449219,364.2900085449219,"[7.276754860685763, 20.529217818758983, 10.842768852132197, 6.168997748395952, 5.075944589341627]",5,5.075944589341627,3,1.9874332488205841,1.9874332488205841,True,True,True,100.0,True,167925972992,Industrials,Farm & Heavy Construction Machinery,yfinance,2227396
CRM,258.3999938964844,296.04998779296875,296.04998779296875,"[10.762612160560007, 15.944890032932685, 13.064204058794756, 14.034787875764124]",4,14.034787875764124,2,12.717444840029332,12.717444840029332,False,False,True,100.0,False,247030398976,Technology,Software - Application,yfinance,8609730
COIN,242.7100067138672,277.010009765625,277.010009765625,"[20.97810367747669, 22.557166173276226, 18.390425877048507, 7.6155487889303455, 7.593796633692722, 7.492824718712619, 7.994087409922653, 13.33165107131557, 9.625444251052205]",9,9.625444251052205,7,12.38222513358945,12.38222513358945,False,False,True,100.0,False,61819449344,Financial Services,Financial Data & Stock Exchanges,yfinance,11715520
COST,990.2100219726562,1067.0799560546875,1067.0799560546875,"[7.332665524890077, 11.17235898739118, 5.085509493746904, 5.695457290690579]",4,5.695457290690579,1,7.203765157977693,7.203765157977693,True,True,True,100.0,True,439135371264,Consumer Defensive,Discount Stores,yfinance,2112750
CRWD,480.6199951171875,491.20001220703125,491.20001220703125,"[13.955900920724815, 20.80154976453036, 15.199269460289862, 11.089442170362734, 10.311424059189017, 5.783482960292271, 9.352606127795337]",7,9.352606127795337,4,2.153912220463154,2.153912220463154,False,True,True,100.0,False,119793573888,Technology,Software - Infrastructure,yfinance,4169861
COP,96.95999908447266,98.25,105.30379022128378,"[24.78342770700238, 13.615230670578146, 5.646023558525361, 6.0147139937560015, 10.60446424268788]",5,10.60446424268788,3,1.3129780310710877,7.923543036084081,True,True,True,100.0,True,122403274752,Energy,Oil & Gas E&P,yfinance,8119889
DASH,218.9600067138672,220.8800048828125,220.8800048828125,"[13.51042323386138, 19.35233176213236, 13.686726584361294, 9.25643893030142, 15.311487903159001, 5.910131380328667]",6,5.910131380328667,3,0.8692494234432693,0.8692494234432693,False,True,True,100.0,False,92782985216,Consumer Cyclical,Internet Retail,yfinance,4098160
DDOG,120.44999694824219,123.77999877929688,123.77999877929688,"[13.991990595642154, 20.62427055596655, 12.715577353972357, 8.536710255591885, 5.077075676613387]",5,5.077075676613387,3,2.690258413228919,2.690258413228919,False,True,True,100.0,False,41597767680,Technology,Software - Application,yfinance,4236200
DFS,,207.4199981689453,207.4199981689453,"[9.035971516453584, 21.093668573852177, 17.1574478317364, 6.359790620349702]",4,6.359790620349702,2,,,False,False,True,100.0,False,50343182336,Financial Services,Credit Services,yfinance,3652416
CVX,145.91000366210938,147.60000610351562,166.92677666258493,"[20.743547979567122, 10.463149477820025, 5.640332982985046, 5.315131423627]",4,5.315131423627,3,1.1449880565865347,12.5904144443869,True,True,True,100.0,True,252749692928,Energy,Oil & Gas Integrated,yfinance,8506430
DOCN,26.780000686645508,33.459999084472656,38.119998931884766,"[15.451205547442598, 28.026017184261526, 18.909549595212884, 17.498504789121114, 16.115065563704377, 8.943361096974998]",6,8.943361096974998,4,19.964132040060477,29.748159923882177,False,False,True,100.0,False,2437877248,Technology,Software - Infrastructure,yfinance,1482516
DOCU,74.05999755859375,94.66999816894531,94.66999816894531,"[12.133887557912455, 20.16607281682123, 12.218711886182163, 9.334855137072465, 9.261052487148119]",5,9.261052487148119,3,21.770361264369686,21.770361264369686,False,False,False,100.0,False,14964786176,Technology,Software - Application,yfinance,4353260
DHR,200.6699981689453,207.0,215.06195811784875,"[20.488029823342284, 11.334647174722786, 7.149780415937698, 5.782263456223211, 6.656148068479023, 10.673209720904556, 7.625151559906223]",7,7.625151559906223,4,3.0579718990602354,6.692006375677556,True,True,True,100.0,True,143613493248,Healthcare,Diagnostics & Research,yfinance,3574292
DIS,117.94000244140625,120.5,120.5,"[21.67791033211926, 11.989157245088077]",2,11.989157245088077,1,2.124479301737552,2.124479301737552,True,True,True,100.0,True,212026638336,Communication Services,Entertainment,yfinance,8956316
DXCM,81.98999786376953,87.91000366210938,87.91000366210938,"[24.32574813684088, 11.57823419895302, 6.571963941177141]",3,6.571963941177141,2,6.73416625153829,6.73416625153829,True,True,True,100.0,True,32148852736,Healthcare,Medical Devices,yfinance,2660996
EBAY,77.36000061035156,79.83999633789062,79.83999633789062,"[14.876038396152422, 5.523261630909436, 5.116734708544223]",3,5.116734708544223,2,3.106207216046804,3.106207216046804,False,True,True,100.0,False,35650891776,Consumer Cyclical,Internet Retail,yfinance,5186833
EOG,125.27999877929688,125.87999725341797,129.33598858039122,"[21.371062443814385, 11.376215268267122, 6.573554088243087, 6.906004302819045]",4,6.906004302819045,3,0.4766432214906981,3.136010205367754,False,True,True,100.0,False,68376195072,Energy,Oil & Gas E&P,yfinance,3539173
FDX,224.3800048828125,238.41000366210938,250.1999969482422,"[20.92625667975657, 12.16093773399943, 6.139692943397571, 6.480847318461165, 10.091857383926385]",5,10.091857383926385,3,5.884819665193717,10.319741159217903,False,True,True,100.0,False,53761224704,Industrials,Integrated Freight & Logistics,yfinance,1831004
FTNT,100.83000183105469,109.33000183105469,109.33000183105469,"[8.872380815493889, 16.971549104340884, 12.606963352184392, 12.606963352184392, 14.707766909125978, 5.855175586857702]",6,5.855175586857702,3,7.774627145012645,7.774627145012645,True,True,True,100.0,True,77176897536,Technology,Software - Infrastructure,yfinance,4553317
GILD,109.9800033569336,113.5199966430664,114.75,"[15.189542749608522, 7.333458283235328, 13.192632144010286, 11.075856415034513, 8.092873040639462, 5.31266812332825]",6,5.31266812332825,4,3.118387412627737,4.156859819665713,True,True,True,100.0,True,136807424000,Healthcare,Drug Manufacturers - General,yfinance,7838610
GE,236.60000610351562,257.4700012207031,257.4700012207031,"[25.605716065721424, 12.379040551294858, 6.590956276816649]",3,6.590956276816649,2,8.105796798943484,8.105796798943484,False,True,True,100.0,False,252307881984,Industrials,Aerospace & Defense,yfinance,6352968
GOOGL,174.6699981689453,181.11000061035156,181.11000061035156,"[11.703683035925645, 11.287172627872337, 9.802569157316045, 9.658669555904357, 6.44191322013929, 10.611290164863988, 5.023481018443271, 5.699777973931517]",8,5.699777973931517,5,3.5558513719303493,3.5558513719303493,False,True,True,100.0,False,2126467432448,Communication Services,Internet Content & Information,yfinance,40588015
GOOG,175.8800048828125,182.44500732421875,182.44500732421875,"[11.97154326494064, 10.990478471289101, 9.921540769162897, 9.528751864131134, 6.588804586316275, 10.538595371056845, 5.553039876748792]",7,5.553039876748792,5,3.5983459003291536,3.5983459003291536,False,True,True,100.0,False,2125826490368,Communication Services,Internet Content & Information,yfinance,26959380
HLT,243.8800048828125,259.4021521141669,259.4021521141669,"[7.310781449568955, 15.514563208909854, 10.557532695914421, 5.450973774241388]",4,5.450973774241388,2,5.983815903162918,5.983815903162918,True,True,True,100.0,True,57970278400,Consumer Cyclical,Lodging,yfinance,1587390
GS,613.5399780273438,629.8400268554688,629.8400268554688,"[10.807563306118602, 22.55164899276998, 14.346746101233244, 5.00530454071689, 5.141447270702452, 6.167944376477505]",6,6.167944376477505,3,2.5879664888089784,2.5879664888089784,True,True,True,100.0,True,188259221504,Financial Services,Capital Markets,yfinance,1858631
HD,354.6600036621094,387.3428268594194,387.3428268594194,"[12.355294654665999, 8.350188257726968, 5.4338256514422865, 7.33803996309447]",4,7.33803996309447,2,8.437699353387483,8.437699353387483,False,True,True,100.0,False,352861159424,Consumer Cyclical,Home Improvement Retail,yfinance,3285748
HAL,23.190000534057617,23.264999389648438,26.021654463964705,"[5.373479901503773, 27.272727276680353, 16.851438428500302, 13.624337815157201, 6.924938387666764, 12.702716242387604]",6,12.702716242387604,3,0.3223677522389724,10.881913499498724,True,True,True,100.0,True,19936790528,Energy,Oil & Gas Equipment & Services,yfinance,14738197
ILMN,86.93000030517578,90.11000061035156,90.11000061035156,"[13.796549698445945, 16.988889348799482, 11.05644892765222, 8.311451584401576, 5.077493094662836, 17.31857025378917, 7.533836523129864, 8.277066919736372]",8,8.277066919736372,5,3.529020401327655,3.529020401327655,True,True,True,100.0,True,13761018880,Healthcare,Diagnostics & Research,yfinance,2095437
INCY,67.75,70.9800033569336,70.9800033569336,"[6.64982278920945, 15.746418703142142, 6.371976057064052, 8.111974806372407, 8.806537822316919]",5,8.806537822316919,2,4.550582141692834,4.550582141692834,False,True,True,100.0,False,13114368000,Healthcare,Biotechnology,yfinance,1910508
HOOD,72.5999984741211,77.80000305175781,77.80000305175781,"[22.137128268733942, 31.970915590360704, 13.93766922171554, 9.575091871684549, 11.189079822876092, 9.564124476122077, 6.365674180025425, 6.271412567737446]",8,6.271412567737446,5,6.683810248924186,6.683810248924186,False,True,True,100.0,False,64067248128,Financial Services,Capital Markets,yfinance,35835952
HON,224.2899932861328,230.47000122070312,230.47000122070312,"[17.12028141617298, 10.22124251362315, 5.060289906427247]",3,5.060289906427247,2,2.6814804103950176,2.6814804103950176,True,True,True,100.0,True,144276111360,Industrials,Conglomerates,yfinance,3193810
ISRG,512.1799926757812,568.6900024414062,568.6900024414062,"[7.949855535253078, 16.4405638629919, 16.306054185987044, 6.228373967787794, 6.952817502962462]",5,6.952817502962462,2,9.936874135825411,9.936874135825411,False,True,True,100.0,False,183574528000,Healthcare,Medical Instruments & Supplies,yfinance,1633073
INTC,20.139999389648438,22.8799991607666,26.40999984741211,"[16.526607437346954, 26.066944107421875, 17.25724840771935, 13.30165956553043, 10.255216532314382, 7.386357905147582, 10.725842740818647]",7,10.725842740818647,4,11.9755239144264,23.741009064708734,False,False,True,100.0,False,87850672128,Technology,Semiconductors,yfinance,79485965
INTU,753.97998046875,773.4500122070312,773.4500122070312,"[14.775999575373014, 9.928994050257577, 6.903560367190656]",3,6.903560367190656,2,2.5172967135553757,2.5172967135553757,False,True,True,100.0,False,210320457728,Technology,Software - Application,yfinance,1898408
JD,32.7599983215332,38.08000183105469,44.43986200000883,"[22.729367110591724, 15.762665023053806, 8.673177726111746, 13.261561998244117, 8.430060523727175]",5,8.430060523727175,3,13.970596779706455,26.282403123739012,True,False,True,100.0,False,47326076928,Consumer Cyclical,Internet Retail,yfinance,9475059
KKR,121.33000183105469,129.82000732421875,129.82000732421875,"[9.839652112505133, 29.18207943643527, 18.86859284414469, 8.758018124767915, 6.3948482946846035, 5.396506633595638, 11.415811499075446]",7,11.415811499075446,4,6.539828234611568,6.539828234611568,True,True,True,100.0,True,112255729664,Financial Services,Asset Management,yfinance,3535184
JPM,264.95001220703125,269.6199951171875,269.6199951171875,"[6.797029777988235, 17.732976664545127, 5.605139089927583, 5.016321447306845]",4,5.016321447306845,2,1.7320610469288418,1.7320610469288418,True,True,True,100.0,True,736319897600,Financial Services,Banks - Diversified,yfinance,7482391
JNJ,157.10000610351562,157.6699981689453,165.21363703952525,"[15.08131600570151, 7.483861097778324]",2,7.483861097778324,1,0.36150952752529,4.910993475719287,False,True,True,100.0,False,377993625600,Healthcare,Drug Manufacturers - General,yfinance,7573330
KLAC,867.6699829101562,879.1599731445312,879.1599731445312,"[10.844196257545402, 20.74264763182024, 17.246210605948757, 11.193914527157798, 6.8586477261175105]",5,6.8586477261175105,3,1.3069282707762766,1.3069282707762766,False,True,True,100.0,False,114741542912,Technology,Semiconductor Equipment & Materials,yfinance,1187794
LI,27.760000228881836,30.549999237060547,30.549999237060547,"[29.268023469518546, 7.508320451060959, 5.822476939214832, 6.939584502382068, 5.792166067611902]",5,5.792166067611902,3,9.13256653962247,9.13256653962247,False,True,True,100.0,False,28005398528,Consumer Cyclical,Auto Manufacturers,yfinance,4066373
LRCX,89.5199966430664,91.98999786376953,91.98999786376953,"[10.586438775221648, 24.705885832847315, 16.627249368242207, 12.079380810021387, 5.201275541031081, 5.897617447502242, 7.8483701655479505]",7,7.8483701655479505,3,2.685075853965141,2.685075853965141,True,True,True,100.0,True,114506817536,Technology,Semiconductor Equipment & Materials,yfinance,9621666
LULU,239.11000061035156,340.25,348.5,"[32.61406130907012, 15.584414135479946, 7.627500529133566, 6.4803469209380085, 6.263421677241489]",5,6.263421677241489,4,29.72520187792754,31.38880900707272,False,False,False,100.0,False,28657571840,Consumer Cyclical,Apparel Retail,yfinance,3526900
LOW,217.27000427246094,237.5399932861328,237.5399932861328,"[12.587353017450054, 6.7331607918067675, 7.274563975625764]",3,7.274563975625764,2,8.533295270937941,8.533295270937941,False,True,True,100.0,False,121766371328,Consumer Cyclical,Home Improvement Retail,yfinance,2805110
LMT,486.45001220703125,488.29998779296875,488.29998779296875,"[9.309777700977216, 8.382008997462115, 5.622419094479305, 7.085599545712228]",4,7.085599545712228,2,0.3788604612298003,0.3788604612298003,False,True,True,100.0,False,113973288960,Industrials,Aerospace & Defense,yfinance,1381317
LYFT,14.779999732971191,17.520000457763672,17.520000457763672,"[15.871214373490513, 25.6923088660607, 15.083799569547404, 6.27485695516854, 6.850868511414024, 10.35959181869389, 9.669667829213822]",7,9.669667829213822,4,15.639273134712155,15.639273134712155,True,False,True,100.0,False,6216999936,Technology,Software - Application,yfinance,14021277
MAR,254.99000549316406,275.3105980197346,275.3105980197346,"[7.790598540409328, 15.83002436768814, 11.5304477020538, 6.418610360700072]",4,6.418610360700072,2,7.380969956381381,7.380969956381381,True,True,True,100.0,True,69840740352,Consumer Cyclical,Lodging,yfinance,1241597
MA,562.030029296875,594.7100219726562,594.7100219726562,"[17.129743242161265, 9.355655407221997]",2,9.355655407221997,1,5.495113831675737,5.495113831675737,True,True,True,100.0,True,510369333248,Financial Services,Credit Services,yfinance,2280762
MCD,301.9100036621094,319.90561467728156,319.9652897697656,[9.139243489687082],1,9.139243489687082,0,5.62528764408403,5.642888989817646,False,True,True,100.0,False,215875616768,Consumer Cyclical,Restaurants,yfinance,2835204
META,682.8699951171875,708.8699951171875,708.8699951171875,"[12.712187869806819, 18.68862151435288, 18.386096746362902, 5.190780630143274, 5.511032555860474]",5,5.511032555860474,3,3.6678093556071287,3.6678093556071287,True,True,True,100.0,True,1716960624640,Communication Services,Internet Content & Information,yfinance,11132313
MDB,205.6300048828125,237.17999267578125,237.17999267578125,"[15.887527998010368, 23.07103891841701, 17.139292801695532, 8.448581121904136, 5.461410529943748, 7.780238093353697]",6,7.780238093353697,3,13.302128664830825,13.302128664830825,False,False,True,100.0,False,16802912256,Technology,Software - Infrastructure,yfinance,3244156
MGM,31.729999542236328,35.099998474121094,35.099998474121094,"[12.39290424292851, 18.22883387086165, 15.277774361285768, 21.744516535230904, 7.671155386883971, 9.088174840102422, 12.877489307435704]",7,12.877489307435704,2,9.601136975460085,9.601136975460085,True,True,True,100.0,True,8635287552,Consumer Cyclical,Resorts & Casinos,yfinance,4726049
MDT,87.2699966430664,88.62999725341797,92.98271166419794,"[11.914510904348965, 6.959060758177997]",2,6.959060758177997,1,1.5344698775776107,6.143846440790727,False,True,True,100.0,False,111874023424,Healthcare,Medical Devices,yfinance,8686737
MPC,166.14999389648438,166.72000122070312,166.72000122070312,"[7.7003101600297335, 22.29798057584062, 13.283251032175059, 6.139907416287965]",4,6.139907416287965,2,0.3418949856317342,0.3418949856317342,True,True,True,100.0,True,51043606528,Energy,Oil & Gas Refining & Marketing,yfinance,2210686
MMM,142.32000732421875,153.97587191469697,154.2445661811953,"[21.30322559149435, 11.340942160935239, 9.863325751509338, 5.13540859138211]",4,5.13540859138211,3,7.569929265888876,7.730942588258468,True,True,True,100.0,True,76593922048,Industrials,Conglomerates,yfinance,2899649
MRVL,67.19000244140625,71.23999786376953,73.14689596037132,"[19.10419255463374, 27.25166122772189, 21.4606199316181, 15.2136236472499, 11.51551479008866, 13.285983450342224]",6,13.285983450342224,3,5.68500216705226,8.14374067519192,False,True,True,100.0,False,57931218944,Technology,Semiconductors,yfinance,21529336
MSFT,474.9599914550781,480.4200134277344,480.4200134277344,"[7.346856337475619, 10.462755031244434, 10.205224362747762, 9.877099669640103]",4,9.877099669640103,2,1.1365100995064095,1.1365100995064095,True,True,True,100.0,True,3530159292416,Technology,Software - Infrastructure,yfinance,18375136
MRK,81.70999908447266,84.70999908447266,95.43000030517578,"[15.885672838331796, 11.662591078506406, 9.794511398139411]",3,9.794511398139411,2,3.5414945489592147,14.37703151716222,True,True,True,100.0,True,205176258560,Healthcare,Drug Manufacturers - General,yfinance,13290470
MS,129.49000549316406,133.57000732421875,133.57000732421875,"[11.20784571264435, 21.62027463443186, 14.05619132726077, 6.5715533049198696, 6.878148996347204]",5,6.878148996347204,3,3.0545793271921955,3.0545793271921955,True,True,True,100.0,True,207743401984,Financial Services,Capital Markets,yfinance,5005623
NFLX,1212.1500244140625,1262.81005859375,1262.81005859375,"[9.823769315347143, 13.527461835430756, 10.198329778193534, 5.246558959541452]",4,5.246558959541452,2,4.011690739627296,4.011690739627296,True,True,True,100.0,True,515855908864,Communication Services,Entertainment,yfinance,2768804
MU,115.5999984741211,117.26000213623047,117.26000213623047,"[31.56899732381575, 18.91547512405536, 12.209143357121373, 8.468247563296893, 8.170063231826118, 7.4375150426501]",6,7.4375150426501,5,1.4156606104959935,1.4156606104959935,False,True,True,100.0,False,129191092224,Technology,Semiconductors,yfinance,18215631
NET,171.97000122070312,181.80999755859375,181.80999755859375,"[19.870103814155538, 25.684603833890527, 16.470277948722696, 11.79834878588856]",4,11.79834878588856,2,5.412241609386409,5.412241609386409,False,True,True,100.0,False,59606519808,Technology,Software - Infrastructure,yfinance,3431676
NOW,988.6599731445312,1046.0,1046.0,"[12.990960246105548, 17.95299637571465, 13.03929591305771, 10.00000591927792]",4,10.00000591927792,2,5.481838131497969,5.481838131497969,True,True,True,100.0,True,204802883584,Technology,Software - Application,yfinance,1161491
NKE,60.529998779296875,64.8499984741211,73.67042153436411,"[19.92355524424929, 12.208226924244372, 7.516888709127732, 6.682347890548693]",4,6.682347890548693,3,6.661526286000067,17.836768789137157,True,True,True,100.0,True,89341673472,Consumer Cyclical,Footwear & Accessories,yfinance,13273995
