ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
LR.PA,Legrand SA,77.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,90.0,90.0,50.0,75.0,65.0,,,,,23.9,True,1,25.7,True,2,"{'eps_growth_yoy': 23.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 25.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.2}",132.95,34848002048,Industrials,Electrical Equipment & Parts,,,False,166.95,-20.4,0,False,166.44,200.0,114.0,18,buy,25.2,72.92,-45.2,49.6,-62.7,2.96,3.93,1.8,47.9,2.38,1.92,True,-0.32,11.3,5.9,50.0,2026-11-05,False,False,6,NEUTRAL,4.57,45.7,2.3,39.9,,,,2026-09-16T05:14:07.391215,CAC40,50.9,0.0,5.0,3.0,3.0,3.15,0.0,CONFIRMED_UPTREND,-45.2,79.2,ALTA,134.23,128.97,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SU.PA,Schneider Electric S.E.,56.8,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,75.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 19.7}",275.3,155091730432,Industrials,Specialty Industrial Machinery,,,False,312.3,-11.8,0,False,329.51,370.0,262.0,24,strong_buy,19.7,394.54,43.3,248.76,-9.6,3.47,9.54,1.54,49.5,4.2,1.76,,,,29.3,162.0,2027-02-25,False,False,6,NEUTRAL,3.92,74.6,0.77,36.6,,,,2026-09-16T05:13:42.625817,CAC40,49.7,3.0,5.0,0.0,5.0,2.46,0.0,CONFIRMED_UPTREND,19.7,2.9,,273.87,263.13,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HEXA-B.ST,Hexagon AB (publ),72.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,EUR,True,True,True,0.9589,"FCF declarado (7,712,827,867) se aparta del derivado de flujo operativo menos capex (15,632,247,956)",95.0,60.0,50.0,95.0,50.0,,,,,84.9,False,0,9.2,True,1,"{'eps_growth_yoy': 84.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.0}","{'revenue_growth_yoy': 9.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.3, 'debt_to_equity': 0.47, 'current_ratio': 1.53, 'operating_margin_pct': 24.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 9.1}",93.24,250291388416,Technology,Scientific & Technical Instruments,,,False,122.1,-23.6,0,False,101.71,132.49,81.54,16,hold,9.1,46.01,-50.7,88.7,-4.9,3.08,3.0,1.62,17.8,1.52,1.24,True,-0.01,20.6,,37.0,2026-10-23,False,False,6,NEUTRAL,0.37,117.8,0.01,21.9,,,,2026-09-16T05:14:12.361310,OMXSTO,49.1,3.0,5.0,3.0,0.0,1.14,0.0,CONFIRMED_UPTREND,-4.9,36.9,MEDIA,94.57,90.87,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMV.L,Rightmove plc,60.5,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,50.0,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 7.8}",498.0,3636856064,Communication Services,Internet Content & Information,,,False,731.8,-31.9,0,False,536.75,745.0,356.0,20,hold,7.8,,,,,5.32,0.26,2.18,37.2,11.0,1.57,,,,1.7,163.0,2027-02-26,False,False,6,NEUTRAL,7.79,637.5,3.38,36.1,,,,2026-09-16T05:14:22.729273,FTSE100,48.2,6.0,5.0,0.0,1.0,0.98,0.0,CONFIRMED_UPTREND,,,,468.89,450.51,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CPG.L,Compass Group PLC,52.2,⭐ AVERAGE,🟡 Average,USD,USD,False,True,True,1.0,"FCF declarado (1,974,125,056) se aparta del derivado de flujo operativo menos capex (2,725,999,872)",50.0,50.0,50.0,55.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.2},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.9, 'debt_to_equity': 1.13, 'current_ratio': 0.7, 'operating_margin_pct': 6.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.2}",31.39,53372829696,Consumer Cyclical,Restaurants,,,False,35.227425,-10.9,0,False,38.67,43.0,32.45,18,buy,23.2,29.45,-6.2,19.4,-38.2,3.7,1.16,2.18,55.9,0.69,2.93,,,,16.3,69.0,2026-11-24,False,False,6,NEUTRAL,4.77,100.5,1.18,19.7,,,,2026-09-16T05:13:33.163218,FTSE100,46.9,3.0,5.0,0.0,5.0,2.9,0.0,CONFIRMED_UPTREND,-6.2,45.4,ALTA,30.26,29.08,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
INDT.ST,Indutrade AB (publ),72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,1.0,,95.0,70.0,50.0,70.0,55.0,,,,,25.7,True,1,11.8,True,1,"{'eps_growth_yoy': 25.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.1}","{'revenue_growth_yoy': 11.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 15.7, 'debt_to_equity': 0.61, 'current_ratio': 1.49, 'operating_margin_pct': 12.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 15.9}",242.2,88239030272,Industrials,Industrial Distribution,,,False,266.6,-9.2,0,False,280.75,320.0,261.0,8,none,15.9,261.95,8.2,168.04,-30.6,3.32,8.05,1.28,42.1,3.1,1.1,False,,,11.4,37.0,2026-10-23,False,False,8,STRONG,3.88,33.7,1.19,13.2,,,,2026-09-16T05:14:14.756587,OMXSTO,44.8,3.0,0.0,0.0,3.0,1.99,0.0,CONFIRMED_UPTREND,8.2,27.1,MEDIA,240.52,231.08,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
COLO-B.CO,Coloplast A/S,71.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,DKK,DKK,False,True,False,0.9201,"acciones × precio no cuadra con la capitalización (ratio 0.9201): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (4,668,000,256) se aparta del derivado de flujo operativo menos capex (6,327,9",98.0,60.0,50.0,80.0,50.0,,,,,60.3,True,1,6.1,True,1,"{'eps_growth_yoy': 60.3, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7}","{'revenue_growth_yoy': 6.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.6}",419.7,94587011072,Healthcare,Medical Instruments & Supplies,,,False,631.4,-33.5,0,False,468.29,625.0,377.0,21,hold,11.6,,,,,4.94,22.51,5.49,187.6,23.0,2.93,False,,4.6,32.7,48.0,2026-11-03,False,False,7,NEUTRAL,6.12,105.6,0.2,36.7,,,,2026-09-16T05:13:05.010992,OMXCPH,44.6,3.0,-2.0,0.0,5.0,1.45,0.0,CONFIRMED_UPTREND,,,,424.42,407.78,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DB1.DE,Deutsche Börse AG,63.0,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,75.0,50.0,50.0,80.0,60.0,,,,,8.4,False,0,7.8,False,0,"{'eps_growth_yoy': 8.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 7.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.3}",277.4,50011795456,Financial Services,Financial Data & Stock Exchanges,,,False,291.8,-4.9,0,False,292.15,323.0,252.0,13,buy,5.3,276.91,-0.2,158.78,-42.8,4.36,12.1,1.49,36.2,4.2,1.87,,,,13.7,34.0,2026-10-20,False,False,5,NEUTRAL,5.56,66.8,1.49,20.7,,,,2026-09-16T05:13:00.249712,DAX40,43.2,3.0,0.0,0.0,3.0,0.66,0.0,CONFIRMED_UPTREND,-0.2,26.8,MEDIA,277.54,266.66,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
PGHN.SW,Partners Group Holding AG,54.0,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,30.0,80.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 48.0},{},"{'rs_3m': -9.4, 'rs_6m': -33.6}","{'roe_pct': 75.4, 'debt_to_equity': 1.93, 'current_ratio': 1.06, 'operating_margin_pct': 59.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 26.7}",625.0,16099914752,Financial Services,Asset Management,,,False,1107.0,-43.5,0,False,791.79,940.0,680.0,14,hold,26.7,961.45,53.8,446.3,-28.6,10.45,65.34,7.17,100.4,46.0,3.64,,,,-4.8,,,False,False,7,NEUTRAL,8.4,75.9,,32.0,,,,2026-09-16T05:13:15.810292,SMI20,42.6,8.0,-2.0,0.0,0.0,3.34,0.0,CONFIRMED_UPTREND,26.7,14.1,,625.0,601.72,937.18,3.72,49.95,BUY NOW - At target entry price,0,,False,0,1.035,False,-40.5,1.79,-28.04,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
HEIA.AS,Heineken N.V.,52.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,50.0,50.0,50.0,55.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 7.7},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 12.1, 'debt_to_equity': 0.95, 'current_ratio': 0.75, 'operating_margin_pct': 10.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.2}",71.88,39834210304,Consumer Defensive,Beverages - Brewers,,,False,80.44,-10.6,0,False,89.31,126.0,70.0,23,buy,24.2,229.85,219.8,123.0,71.1,7.54,5.42,2.67,46.3,1.92,2.04,,,,54.1,147.0,2027-02-10,False,False,7,NEUTRAL,6.08,25.0,0.23,17.6,,,,2026-09-16T05:14:31.543769,AEX25,41.9,6.0,5.0,0.0,5.0,3.02,0.0,CONFIRMED_UPTREND,,,,71.56,68.76,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SIKA.SW,Sika AG,58.9,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,50.0,50.0,74.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 9.4},{},"{'rs_3m': 8.6, 'rs_6m': 23.1}","{'roe_pct': 16.0, 'debt_to_equity': 0.89, 'current_ratio': 1.3, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.3}",179.75,28838955008,Basic Materials,Specialty Chemicals,,,False,197.6,-9.0,6,False,200.05,233.0,150.0,21,buy,11.3,93.93,-47.7,64.4,-64.2,3.55,6.38,2.05,57.1,3.7,1.47,,,,-0.6,155.0,2027-02-18,False,False,7,NEUTRAL,4.42,45.5,,20.9,,,,2026-09-16T05:13:37.391444,SMI20,41.6,3.0,5.0,0.0,0.0,1.41,0.0,CONFIRMED_UPTREND,-47.7,67.2,ALTA,179.26,172.24,223.55,3.92,24.71,BUY NOW - At target entry price,0,,False,2,0.966,False,-9.03,53.62,28.66,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
KNEBV.HE,KONE Oyj,68.2,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,False,0.853,"acciones × precio no cuadra con la capitalización (ratio 0.8530): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",85.0,60.0,50.0,75.0,65.0,,,,,11.9,True,1,9.9,True,1,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.3}","{'revenue_growth_yoy': 9.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 41.4, 'debt_to_equity': 0.29, 'current_ratio': 0.99, 'operating_margin_pct': 11.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.8}",50.06,25945280512,Industrials,Specialty Industrial Machinery,,,False,64.42,-22.3,0,False,59.98,83.0,45.0,22,buy,19.8,,,,,4.05,2.38,3.61,98.9,1.8,3.56,False,,26.1,-9.2,42.0,2026-10-28,False,False,8,STRONG,5.35,101.2,,17.1,,,,2026-09-16T05:13:26.735397,OMXHEL,41.3,3.0,-2.0,0.0,0.0,2.48,0.0,CONFIRMED_UPTREND,,,,50.05,48.09,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
GEBN.SW,Geberit AG,56.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (482,224,992) se aparta del derivado de flujo operativo menos capex (686,900,000)",55.0,50.0,50.0,85.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 54.1, 'debt_to_equity': 1.34, 'current_ratio': 1.64, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 7.0}",543.0,17570611200,Industrials,Building Products & Equipment,,,False,659.8,-17.7,0,False,581.0,712.0,465.0,17,hold,7.0,323.8,-40.4,233.86,-56.9,2.74,14.9,2.37,68.4,12.9,2.35,,,,5.0,48.0,2026-11-03,False,False,7,NEUTRAL,4.03,49.8,2.09,31.4,,,,2026-09-16T05:13:58.781168,SMI20,40.7,0.0,5.0,0.0,1.0,0.88,0.0,CONFIRMED_UPTREND,-40.4,55.6,ALTA,536.11,515.09,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
STMN.SW,Straumann Holding AG,59.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (399,016,384) se aparta del derivado de flujo operativo menos capex (299,766,008)",55.0,50.0,50.0,95.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.0},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.0, 'debt_to_equity': 0.21, 'current_ratio': 2.26, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.4}",95.96,15300898816,Healthcare,Medical Instruments & Supplies,,,False,109.8,-12.6,0,False,112.61,136.0,86.0,18,buy,17.4,41.46,-56.8,23.1,-75.9,2.61,2.5,1.05,43.3,1.0,0.71,,,,4.1,42.0,2026-10-28,False,False,6,NEUTRAL,3.07,28.8,4.32,24.5,,,,2026-09-16T05:13:20.100279,SMI20,38.9,0.0,0.0,0.0,1.0,2.17,0.0,CONFIRMED_UPTREND,-56.8,83.8,ALTA,92.41,88.79,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DPLM.L,Diploma PLC,58.2,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,50.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.5},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 19.0, 'debt_to_equity': 0.47, 'current_ratio': 2.06, 'operating_margin_pct': 19.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.2}",7105.0,9527438336,Industrials,Industrial Distribution,,,False,7765.0,-8.5,0,False,8254.38,9000.0,7000.0,16,buy,16.2,,,,,2.56,1.82,0.89,44.2,63.0,1.46,,,,4.5,62.0,2026-11-17,False,False,8,STRONG,2.75,60.5,5.97,18.1,,,,2026-09-16T05:13:13.878974,FTSE100,38.3,0.0,0.0,0.0,1.0,2.02,0.0,CONFIRMED_UPTREND,,,,7124.7,6845.3,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
IMCD.AS,IMCD N.V.,53.8,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",50.0,50.0,50.0,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.8}",95.58,5643517440,Basic Materials,Specialty Chemicals,,,False,105.05,-9.0,0,False,117.36,150.0,75.0,14,buy,22.8,89.13,-6.7,38.9,-59.3,4.73,4.52,1.86,46.5,1.81,1.6,,,,10.0,50.0,2026-11-05,False,False,5,NEUTRAL,5.01,39.3,1.48,24.3,,,,2026-09-16T05:13:11.629018,AEX25,37.5,3.0,5.0,0.0,3.0,2.85,0.0,CONFIRMED_UPTREND,-6.7,55.8,ALTA,95.86,92.1,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
OR.PA,L'Oréal S.A.,55.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 19.4, 'debt_to_equity': 0.49, 'current_ratio': 0.97, 'operating_margin_pct': 21.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.8}",381.2,203046125568,Consumer Defensive,Household & Personal Products,,,False,405.8,-6.1,0,False,418.42,460.0,340.0,24,buy,9.8,195.69,-48.7,117.9,-69.1,3.15,12.01,1.87,61.1,7.2,1.56,,,,3.8,146.0,2027-02-09,False,False,6,NEUTRAL,4.12,69.9,4.74,21.5,,,,2026-09-16T05:12:55.862033,CAC40,37.2,3.0,5.0,0.0,1.0,1.23,0.0,CONFIRMED_UPTREND,-48.7,68.7,ALTA,374.85,360.15,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AI.PA,L'Air Liquide S.A.,54.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (243,312,496) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",55.0,50.0,50.0,60.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 18.9}",166.24,106088382464,Basic Materials,Specialty Chemicals,,,False,182.26,-8.8,0,False,197.72,216.0,162.0,20,strong_buy,18.9,5.61,-96.6,55.6,-66.6,0.23,0.38,2.02,60.5,3.36,1.83,,,,0.7,155.0,2027-02-18,False,False,7,NEUTRAL,4.08,18.8,33.08,17.3,,,,2026-09-16T05:12:53.696871,CAC40,36.8,0.0,5.0,0.0,1.0,2.36,0.0,CONFIRMED_UPTREND,-66.6,100.5,ALTA,168.67,162.05,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,UNRELIABLE/INSUFFICIENT (0),False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SAF.PA,Safran SA,56.0,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (3,562,749,952) se aparta del derivado de flujo operativo menos capex (4,895,000,064)",55.0,50.0,50.0,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 11.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.5, 'debt_to_equity': 0.34, 'current_ratio': 0.92, 'operating_margin_pct': 14.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.8}",322.3,133553553408,Industrials,Aerospace & Defense,,,False,366.5,-12.1,0,False,382.86,460.0,257.0,22,buy,18.8,126.51,-60.7,92.9,-71.2,2.67,8.6,1.04,36.0,3.35,0.78,,,,-65.1,146.0,2027-02-09,False,False,7,NEUTRAL,7.84,166.3,,24.0,,,,2026-09-16T05:13:28.933800,CAC40,36.4,0.0,0.0,0.0,-3.0,2.35,0.0,CONFIRMED_UPTREND,-60.7,84.8,ALTA,325.28,312.52,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HLMA.L,Halma plc,59.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,True,,"FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600,000)",55.0,50.0,50.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 27.9}",3422.0,0,Industrials,Conglomerates,,,False,4902.0,-30.2,0,False,4378.12,5010.0,3650.0,16,buy,27.9,,,156800.0,4482.1,,,0.72,24.2,25.0,0.79,,,,11.2,64.0,2026-11-19,False,False,7,NEUTRAL,3.84,57.9,1.49,32.9,,,,2026-09-16T05:13:24.479996,FTSE100,35.6,0.0,0.0,0.0,3.0,3.49,0.0,CONFIRMED_UPTREND,,,,3486.36,3349.64,,3.92,,"CAUTION - Already above entry point, wait for pullback",0,,False,0,,False,,,,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
GIVN.SW,Givaudan SA,56.7,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (605,625,024) se aparta del derivado de flujo operativo menos capex (1,143,000,000)",55.0,50.0,56.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 12.9},{},"{'rs_3m': -2.3, 'rs_6m': 4.2}","{'roe_pct': 22.3, 'debt_to_equity': 1.11, 'current_ratio': 1.29, 'operating_margin_pct': 18.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.8}",3215.0,29678684160,Basic Materials,Specialty Chemicals,,,False,3592.0,-10.5,4,False,3434.56,4010.6,2886.0,19,buy,6.8,965.34,-70.0,1028.8,-68.0,2.04,65.61,2.25,70.1,72.0,1.96,,,,-14.0,133.0,2027-01-27,False,False,7,NEUTRAL,4.13,34.8,,21.5,,,,2026-09-16T05:13:02.569504,SMI20,33.7,0.0,5.0,0.0,-3.0,0.85,0.0,CONFIRMED_UPTREND,-68.0,75.8,ALTA,3189.54,3064.46,4004.08,3.92,25.54,BUY NOW - At target entry price,0,,False,1,0.831,False,-9.36,25.29,9.72,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
