ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
DSGX,0.0,,,,35.6,The Descartes Systems Group Inc.,74.5,Technology,Software - Application,95.0,70.0,42.3,90.0,65.0,79.78,6825063424.0,15.0,24.2,False,up,31.6,False,0.0,11.8,True,1.0,,7.5,False,104.44,-23.6,4.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.0, 'current_ratio': 2.02, 'operating_margin_pct': 33.2}","{'eps_growth_yoy': 31.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.3}",101.23,126.0,82.0,13.0,buy,26.9,149.64,87.6,64.5,-19.2,4.42,3.53,,,,True,-0.66,264.0,32.6,77.0,2026-12-02,False,False,6.0,NEUTRAL,3.39,77.7,0.74,,,,,,17.0,0.0,10.7,22.3,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.0x ratio, 49% up volume)",HIGH_FLOAT,85.2,20.0,33.0,15.0,False,up,24.2,2.0,False,0.0,True,1.0,2.0,16.0,27.0,44.4,Bajo 50%,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,47.38,5.0,0.0,3.0,0.0,3.0,5.0,1.0,1.45,1.0,0.0,1.5,26.9,-7.3,,3.36,0.0,2.0,79.0,0,,0,UNRELIABLE/INSUFFICIENT (0),,0.0,42,0.3561,BAJA,7.45,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,1.203,False,-23.61,27.53,-1.24,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
OXY,0.0,,,,22.4,Occidental Petroleum Corporation,80.1,Energy,Oil & Gas E&P,100.0,80.0,60.3,80.0,60.0,63.52,63496966144.0,60.0,57.0,False,up,808.8,True,2.0,53.4,False,0.0,0.0,0.0,False,67.45,-5.8,7.0,True,"{'roe_pct': 10.6, 'debt_to_equity': 0.35, 'current_ratio': 1.41, 'operating_margin_pct': 45.4}","{'eps_growth_yoy': 808.8, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 30.3}",68.0,82.0,55.0,25.0,buy,7.1,160.71,153.0,104.7,64.8,5.97,3.79,1.81,29.5,1.14,True,-0.18,6.2,675.4,54.0,2026-11-09,False,False,4.0,NEUTRAL,4.98,6.4,0.02,,,,,,44.7,0.0,6.7,24.0,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,995.6,3.0,30.7,60.0,False,up,57.0,2.0,True,2.0,False,0.0,5.0,,27.0,,Sin datos suficientes,57.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,46.66,0.0,0.0,6.0,3.0,3.0,5.0,1.37,2.76,2.0,0.0,1.5,64.8,-101.8,,0.89,-3.0,0.0,92.0,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,37,0.2235,BAJA,27.51,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-5.8% from high) - wait for pullback,-5.8,NEUTRAL,BUY,False,,,,True,3,0.938,False,-4.96,66.01,-2.47,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
ADP,0.0,,,,1.4,"Automatic Data Processing, Inc.",67.8,Technology,Software - Application,75.0,50.0,75.0,85.0,50.0,276.53,109855072256.0,60.0,58.1,False,up,7.5,False,0.0,6.8,False,0.0,3.0,5.0,False,294.46,-6.1,6.0,False,"{'roe_pct': 72.2, 'debt_to_equity': 0.91, 'current_ratio': 1.05, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 7.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1}",287.6,322.0,225.0,15.0,hold,4.0,258.07,-6.7,109.2,-60.5,4.77,13.2,2.46,60.7,2.04,True,-1.9,13.5,3.9,42.0,2026-10-28,False,False,6.0,NEUTRAL,5.57,173.6,2.11,BULLISH,0.02,100.0,6.0,7.0,15.0,0.0,0.4,20.3,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,396.3,23.0,20.8,60.0,False,up,58.1,2.0,False,0.0,False,0.0,0.0,16.0,27.0,44.4,Bajo 50%,26.9,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,False,2/3,46.19,5.0,0.0,3.0,3.0,3.0,1.0,0.0,0.23,0.0,0.0,0.0,-6.7,37.6,MEDIA,0.5,-3.0,2.0,11.0,0,,0,MIXED/WATCH (0),CAUTION,-6.0,44,0.014,BAJA,23.28,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.851,False,-3.37,49.03,20.19,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MA,0.0,,,,29.5,Mastercard Incorporated,73.0,Financial Services,Credit Services,95.0,70.0,53.9,65.0,65.0,573.27,502190211072.0,35.0,45.7,False,up,18.6,True,1.0,14.1,True,1.0,0.9,2.6,False,601.62,-4.7,5.0,False,"{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'eps_growth_yoy': 18.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}",666.71,740.0,550.0,37.0,strong_buy,16.3,618.54,7.9,401.12,-30.0,3.38,19.51,0.61,17.9,0.55,True,-3.15,28.0,22.1,43.0,2026-10-29,False,False,9.0,STRONG,3.75,622.8,1.13,BEARISH,999.0,60.0,0.0,4.0,12.8,0.0,8.8,21.9,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,868.4,25.0,30.8,35.0,False,up,45.7,2.0,True,1.0,True,1.0,5.0,11.0,27.0,63.0,Medio,35.2,0.0,0.0,5.0,3.0,-8.0,0.0,0.0,0.0,False,1/3,45.675,0.0,0.0,3.0,0.0,3.0,5.0,-0.63,0.22,0.0,0.0,0.0,7.9,27.4,MEDIA,2.04,2.0,10.0,32.0,0,,0,MIXED/WATCH (0),CAUTION,-11.0,44,0.2951,BAJA,26.8,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.799,False,-4.65,23.62,0.04,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
SAP,0.0,,,,7.7,SAP SE,74.3,Technology,Software - Application,95.0,60.0,56.6,90.0,60.0,215.67,248927240192.0,35.0,40.1,False,up,28.5,False,0.0,9.4,True,1.0,0.4,2.0,False,281.37,-23.4,4.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 28.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}",247.25,319.0,177.0,12.0,buy,14.6,385.69,78.8,229.8,6.6,4.22,9.09,1.34,37.5,1.48,True,-1.17,20.7,30.6,35.0,2026-10-21,False,False,8.0,STRONG,0.31,146.7,0.73,,,,,,5.600000000000001,0.0,2.3,22.3,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,14500.7,23.0,24.6,35.0,False,up,40.1,2.0,False,0.0,True,1.0,2.0,16.0,27.0,44.4,Bajo 50%,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,37.30499999999999,5.0,0.0,3.0,0.0,3.0,5.0,0.0,1.78,1.0,0.0,0.0,14.6,-28.1,,1.82,2.0,10.0,77.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-11.0,43,0.0774,BAJA,7.43,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,1.083,False,-22.02,48.77,1.9,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
VEEV,0.0,,,,25.8,Veeva Systems Inc.,77.2,Healthcare,Health Information Services,95.0,60.0,75.0,85.0,60.0,266.62,43168137216.0,60.0,57.3,False,up,36.5,False,0.0,17.6,False,0.0,3.3,2.3,False,310.5,-14.1,5.0,False,"{'roe_pct': 14.4, 'debt_to_equity': 0.02, 'current_ratio': 5.46, 'operating_margin_pct': 29.6}","{'eps_growth_yoy': 36.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.3}",297.3,350.0,180.0,27.0,buy,11.5,329.43,23.6,183.9,-31.0,2.91,7.77,,,,True,-1.09,,27.6,70.0,2026-11-25,False,False,7.0,NEUTRAL,2.54,14.1,0.66,BULLISH,0.0,60.0,1.0,0.0,23.9,0.0,7.7,23.2,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.2x ratio, 67% up volume)",HIGH_FLOAT,148.3,20.0,30.9,60.0,False,up,57.3,2.0,False,0.0,False,0.0,0.0,,27.0,,Sin datos suficientes,57.3,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,44.17,5.0,0.0,0.0,0.0,3.0,5.0,0.72,21.77,3.0,0.0,0.0,11.5,15.2,,1.44,2.0,5.0,116.0,0,,0,UNRELIABLE/INSUFFICIENT (0),EXIT,-12.0,44,0.2577,BAJA,21.22,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.957,False,-14.13,80.09,29.3,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
FCNCA,0.0,,,,12.6,"First Citizens BancShares, Inc.",67.8,Financial Services,Banks - Regional,95.0,50.0,60.3,65.0,50.0,2160.42,24397881344.0,60.0,50.6,False,up,16.9,True,1.0,2.5,False,0.0,5.1,8.5,False,2296.3,-5.9,5.0,False,"{'roe_pct': 10.7, 'operating_margin_pct': 39.0}","{'eps_growth_yoy': 16.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.2}",2335.54,2525.0,2100.0,13.0,hold,8.1,,,,,5.58,132.29,0.39,4.4,0.31,True,-13.53,,12.4,36.0,2026-10-22,False,False,5.0,NEUTRAL,,,0.35,,,,,,17.1,0.0,3.8,20.3,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MICRO_FLOAT,8.1,20.0,24.1,60.0,False,up,50.6,2.0,True,1.0,False,0.0,2.0,7.0,27.0,77.8,Top 25%,42.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,43.75,0.0,0.0,6.0,0.0,3.0,3.0,-0.3,-0.13,0.0,0.0,0.0,,,,1.01,0.0,0.0,,1,Appaloosa (Tepper),0,UNRELIABLE/INSUFFICIENT (0),,0.0,44,0.1261,BAJA,20.28,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.985,False,-5.83,33.61,7.54,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
NYT,0.0,,,,36.1,The New York Times Company,68.2,Communication Services,Publishing,90.0,70.0,32.0,75.0,60.0,71.71,11565645824.0,35.0,26.3,False,down,12.6,True,1.0,11.2,True,1.0,8.0,5.4,True,87.1,-17.7,5.0,False,"{'roe_pct': 19.7, 'current_ratio': 1.58, 'operating_margin_pct': 17.1}","{'eps_growth_yoy': 12.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.3}",77.67,90.0,63.0,9.0,buy,8.3,66.38,-7.4,34.3,-52.2,3.98,2.87,1.31,32.1,0.95,True,-1.51,857.1,14.0,49.0,2026-11-04,False,False,8.0,STRONG,4.15,52.8,1.63,,,,,,19.3,0.0,10.8,20.5,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",HIGH_FLOAT,133.7,20.0,31.3,35.0,False,down,26.3,0.0,True,1.0,True,1.0,5.0,,27.0,,Sin datos suficientes,26.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,34.985,0.0,0.0,3.0,0.0,3.0,3.0,0.0,-2.78,0.0,0.0,0.0,-7.4,38.1,MEDIA,1.04,0.0,10.0,67.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,44,0.3613,BAJA,11.32,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.907,False,-17.41,33.68,-23.6,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
PEP,0.0,,,,50.0,"PepsiCo, Inc.",61.5,Consumer Defensive,Beverages - Non-Alcoholic,100.0,60.0,24.0,45.0,50.0,135.5,185092997120.0,15.0,3.9,False,down,136.0,True,1.0,6.4,True,1.0,1.7,3.2,False,171.48,-21.0,2.0,False,"{'roe_pct': 51.5, 'debt_to_equity': 2.39, 'current_ratio': 0.93, 'operating_margin_pct': 16.8}","{'eps_growth_yoy': 136.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",155.0,183.0,124.0,22.0,hold,14.4,243.14,79.4,229.2,69.2,4.23,5.73,4.34,75.3,3.03,True,-0.53,12.7,54.8,22.0,2026-10-08,False,False,5.0,NEUTRAL,4.99,33.8,0.11,,,,,,3.0,0.0,,18.4,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,1361.8,30.0,26.4,15.0,False,down,3.9,0.0,True,1.0,True,1.0,5.0,5.0,27.0,85.2,Top 25%,43.4,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,34.6,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,69.2,-59.9,,1.8,2.0,0.0,66.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-8.0,44,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.702,False,-18.58,2.66,-25.08,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
CNI,0.0,,,,35.8,Canadian National Railway Company,70.1,Industrials,Railroads,85.0,70.0,60.3,60.0,60.0,121.77,73658671104.0,60.0,61.9,False,flat,6.6,True,1.0,11.3,True,1.0,,5.7,False,131.55,-7.4,6.0,False,"{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'eps_growth_yoy': 6.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}",139.29,152.66,112.77,13.0,buy,14.4,71.39,-41.4,57.12,-53.1,2.95,3.59,2.18,46.3,2.04,True,-4.08,7.8,7.1,44.0,2026-10-30,False,False,7.0,NEUTRAL,7.48,14.5,1.84,,,,,,46.8,0.0,10.7,21.0,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,603.2,3.0,31.8,60.0,False,flat,61.9,0.0,True,1.0,True,1.0,5.0,3.0,27.0,92.6,Top 10%,58.4,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,42.13,-3.0,0.0,0.0,3.0,3.0,3.0,-0.9,-0.68,1.0,1.0,0.0,-41.4,61.6,ALTA,1.8,2.0,5.0,59.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,44,0.3577,BAJA,23.51,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-7.4% from high) - wait for pullback,-7.4,NEUTRAL,BUY,False,,,,False,2,0.979,False,-6.93,36.51,7.18,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
NVR,0.0,,,,15.4,"NVR, Inc.",53.0,Consumer Cyclical,Residential Construction,60.0,40.0,36.0,85.0,50.0,6257.45,16758409216.0,15.0,14.2,False,down,-29.1,True,1.0,-10.5,True,1.0,6.2,3.3,False,8429.99,-25.8,0.0,False,"{'roe_pct': 31.5, 'debt_to_equity': 0.32, 'current_ratio': 5.67, 'operating_margin_pct': 13.9}","{'eps_growth_yoy': -29.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.8}",6782.0,7446.0,5664.0,5.0,none,8.4,5045.39,-19.4,3823.3,-38.9,5.48,342.89,,,,True,-10.65,52.9,-11.3,35.0,2026-10-21,False,False,5.0,NEUTRAL,10.74,41.3,,,,,,,0.0,0.0,4.6,15.9,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MICRO_FLOAT,2.6,27.0,20.5,15.0,False,down,14.2,0.0,True,1.0,True,1.0,5.0,24.0,27.0,14.8,Bottom 25%,8.6,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.970000000000006,0.0,0.0,6.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,-19.4,37.6,MEDIA,1.05,0.0,0.0,22.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,5,0.1542,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,0,0.796,False,-25.77,13.75,-18.65,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
BRO,70.16666666666666,Excellent,Stage 1-2 Transition,22.06823784271061,7.8,"Brown & Brown, Inc.",68.7,Financial Services,Insurance Brokers,80.0,80.0,42.3,75.0,50.0,67.23,22495856640.0,15.0,21.3,False,down,24.7,False,0.0,32.4,False,0.0,5.5,7.6,False,96.55,-30.4,1.0,False,"{'roe_pct': 10.0, 'debt_to_equity': 0.64, 'current_ratio': 1.13, 'operating_margin_pct': 41.8}","{'eps_growth_yoy': 24.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.1}",76.69,90.0,60.0,16.0,hold,14.1,85.88,27.7,31.3,-53.4,7.3,4.91,0.97,20.6,0.65,True,-2.79,4.7,2.8,40.0,2026-10-26,False,False,4.0,NEUTRAL,5.65,175.4,1.96,,,,,,16.0,28.1,2.3,20.6,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,287.6,30.0,51.0,15.0,False,down,21.3,0.0,False,0.0,False,0.0,0.0,20.0,27.0,29.6,Bajo 50%,22.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,33.870000000000005,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.33,0.0,0.0,0.0,14.1,27.0,MEDIA,1.76,2.0,0.0,10.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,28,0.0778,BAJA,34.45333333333333,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.892,False,-29.69,25.23,-14.6,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ICE,0.0,,,,50.0,"Intercontinental Exchange, Inc.",67.6,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,46.7,75.0,65.0,156.9,88082792448.0,35.0,43.7,False,up,12.6,False,0.0,10.7,False,0.0,1.1,1.5,False,176.05,-10.9,4.0,False,"{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'eps_growth_yoy': 12.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2}",187.29,232.0,163.0,14.0,strong_buy,19.4,151.13,-3.7,99.97,-36.3,4.13,6.47,1.32,28.2,1.25,True,-2.39,7.6,14.2,43.0,2026-10-29,False,False,8.0,STRONG,4.78,118.3,1.26,BULLISH,0.0,50.0,2.0,0.0,16.0,0.0,,20.3,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",MEGA_FLOAT,557.5,23.0,29.0,35.0,False,up,43.7,2.0,False,0.0,False,0.0,0.0,12.0,27.0,59.3,Medio,32.7,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,33.53999999999999,0.0,0.0,3.0,0.0,3.0,3.0,0.31,0.73,1.0,0.0,0.0,-3.7,39.4,MEDIA,2.42,2.0,10.0,27.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-8.0,44,,,15.76,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,1,0.921,False,-10.26,28.83,-15.59,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
VRSN,88.89473684210526,Excellent,Stage 2 Strong,19.2197203755594,12.6,"VeriSign, Inc.",63.1,Technology,Software - Infrastructure,75.0,60.0,60.3,50.0,60.0,297.26,26872305664.0,60.0,65.7,False,up,4.4,False,0.0,6.0,True,1.0,1.8,2.2,False,312.48,-4.9,7.0,True,"{'current_ratio': 0.59, 'operating_margin_pct': 68.2}","{'eps_growth_yoy': 4.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 49.8}",321.4,355.0,270.0,5.0,buy,8.1,165.22,-44.4,91.6,-69.2,3.1,9.21,1.09,34.3,,True,-3.35,15.5,5.4,36.0,2026-10-22,False,False,8.0,STRONG,4.07,512.5,3.51,BEARISH,999.0,60.0,0.0,2.0,71.3,35.6,3.8,18.9,2026-09-16 04:56:07,2026-09-16,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,84.9,0.0,58.3,60.0,False,up,65.7,2.0,False,0.0,True,1.0,2.0,2.0,27.0,96.3,Top 10%,61.4,5.0,0.0,5.0,7.0,-8.0,0.0,0.0,0.0,False,3/3,31.370000000000005,5.0,0.0,3.0,0.0,3.0,3.0,0.0,1.07,1.0,0.0,0.0,-44.4,64.9,ALTA,1.01,0.0,10.0,22.0,1,Berkshire Hathaway (Buffett),-10,UNRELIABLE/AVOID (-10),CAUTION,8.0,44,0.1261,BAJA,76.25736842105263,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-4.9% from high) - poor entry point,-4.9,NEUTRAL,BUY,False,,,,True,3,0.87,False,-4.59,43.65,9.94,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
