ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
EMPD,Empery Digital,Bull Flag Pullback,⭐ BUENA,60,4.4,$4.31 - $4.49,5.09,4.19,3.32,2026-03-13,,,,,,,56.1,-13.6,4.32,4.32,Bearish,False
GPN,Global Payments,Oversold Bounce,MODERADA,55,70.35,$69.6 - $72.44,82.2,67.47,4.11,2026-03-13,13.3,-14.4,71.02,82.2,-0.9,0.64,,,,,,
LAKE,"Lakeland Industries,",Oversold Bounce,MODERADA,55,8.64,$10.59 - $11.02,15.78,10.26,0.0,2026-03-13,22.9,-14.5,10.81,15.78,-20.0,0.63,,,,,,
UA,"Under Armour,",Oversold Bounce,MODERADA,55,6.29,$3.96 - $4.12,4.92,3.84,-0.56,2026-03-13,14.3,-20.2,4.04,4.92,55.7,0.73,,,,,,
NKE,"NIKE,",Oversold Bounce,MODERADA,55,54.13,$59.07 - $61.48,66.6,57.26,0.0,2026-03-13,11.1,-19.6,60.27,66.6,-10.2,1.12,,,,,,
PATK,"Patrick Industries,",Oversold Bounce,MODERADA,55,113.14,$94.29 - $98.14,123.82,91.41,0.49,2026-03-13,1.8,-22.1,96.22,123.82,17.6,0.9,,,,,,
WS,"Worthington Steel,",Oversold Bounce,MODERADA,55,32.68,$29.95 - $31.18,42.59,29.04,2.72,2026-03-13,7.3,-32.9,30.57,42.59,6.9,0.98,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,236.07,$299.86 - $312.1,314.2,290.68,0.0,2026-03-13,43.3,-21.1,305.98,314.2,-22.8,0.75,,,,,,
CRL,CRL,Oversold Bounce,MODERADA,50,152.66,$156.62 - $163.02,197.04,151.83,53.41,2026-03-13,37.7,-32.7,159.82,197.04,-4.5,0.89,,,,,,
POOL,POOL,Oversold Bounce,MODERADA,50,204.12,$235.35 - $244.95,268.14,228.14,0.0,2026-03-13,32.6,-24.4,240.15,268.14,-15.0,0.7,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,346.78,$369.59 - $384.68,454.27,358.28,0.0,2026-03-13,59.6,-23.2,377.14,454.27,-8.0,0.89,,,,,,
CSGP,CSGP,Oversold Bounce,MODERADA,50,43.36,$62.35 - $64.89,68.53,60.44,0.0,2026-03-13,32.1,-36.1,63.62,68.53,-31.8,0.93,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,49.26,$59.39 - $61.82,66.82,57.58,0.0,2026-03-13,52.7,-26.4,60.61,66.82,-18.7,0.84,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,50,4.2,$3.93 - $4.09,5.75,3.81,3.97,2026-03-13,50.9,-35.0,4.01,5.75,4.7,0.86,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,MODERADA,50,3.15,$4.4 - $4.58,6.27,4.27,0.0,2026-03-13,57.2,-45.5,4.49,6.27,-29.8,0.2,,,,,,
WYY,WidePoint,Oversold Bounce,MODERADA,50,4.43,$5.03 - $5.23,7.34,4.87,0.0,2026-03-13,41.6,-40.0,5.13,7.34,-13.6,0.51,,,,,,
RAL,Ralliant,Oversold Bounce,MODERADA,50,42.95,$42.05 - $43.76,52.21,40.76,4.23,2026-03-13,48.0,-23.6,42.9,52.21,0.1,1.03,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,24.18,$29.6 - $30.8,35.75,28.69,0.0,2026-03-13,53.6,-32.4,30.2,35.75,-19.9,0.62,,,,,,
LAW,"CS Disco,",Oversold Bounce,MODERADA,50,4.44,$5.74 - $5.98,8.02,5.57,0.0,2026-03-13,67.1,-47.5,5.86,8.02,-24.2,0.79,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,137.34,$148.91 - $154.99,188.99,144.35,0.0,2026-03-13,54.4,-23.4,151.95,188.99,-9.6,0.76,,,,,,
VERX,VERX,Oversold Bounce,MODERADA,50,13.74,$18.72 - $19.48,23.28,18.15,0.0,2026-03-13,57.1,-33.4,19.1,23.28,-28.1,0.58,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.92,$0.96 - $1.0,1.15,0.93,0.0,2026-03-13,43.8,-27.6,0.98,1.15,-6.2,0.27,,,,,,
SONO,"Sonos,",Oversold Bounce,MODERADA,50,13.77,$14.81 - $15.41,17.83,14.35,0.0,2026-03-13,33.1,-25.3,15.11,17.83,-8.9,0.68,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,1.07,$1.13 - $1.17,1.54,1.09,0.0,2026-03-13,64.6,-28.7,1.15,1.54,-7.0,1.07,,,,,,
CEVA,CEVA,Oversold Bounce,MODERADA,50,18.4,$19.18 - $19.97,23.69,18.6,0.0,2026-03-13,44.5,-22.4,19.57,23.69,-6.0,0.63,,,,,,
SPT,"Sprout Social,",Oversold Bounce,MODERADA,50,5.98,$9.16 - $9.54,11.37,8.88,0.0,2026-03-13,35.8,-48.8,9.35,11.37,-36.0,0.86,,,,,,
TYL,TYL,Oversold Bounce,MODERADA,50,345.52,$441.02 - $459.02,472.77,427.52,0.0,2026-03-13,65.6,-25.7,450.02,472.77,-23.2,0.4,,,,,,
IT,"Gartner,",Oversold Bounce,MODERADA,50,160.59,$219.65 - $228.61,254.59,212.92,0.0,2026-03-13,57.1,-36.9,224.13,254.59,-28.3,0.91,,,,,,
PAR,PAR Technology,Oversold Bounce,MODERADA,50,15.85,$32.51 - $33.83,37.73,31.51,0.0,2026-03-13,33.3,-60.1,33.17,37.73,-52.2,1.18,,,,,,
THRY,"Thryv,",Oversold Bounce,MODERADA,50,2.97,$5.28 - $5.5,6.17,5.12,0.0,2026-03-13,38.0,-51.5,5.39,6.17,-44.9,0.3,,,,,,
CSPI,CSPI,Oversold Bounce,MODERADA,50,8.62,$10.82 - $11.26,14.17,10.49,0.0,2026-03-13,39.8,-42.1,11.04,14.17,-21.9,0.5,,,,,,
SCND,"Scientific Industries,",Oversold Bounce,MODERADA,50,0.74,$0.51 - $0.54,0.7,0.5,-0.15,2026-03-13,0.0,-0.1,0.52,0.7,41.0,2.94,,,,,,
LYFT,"Lyft,",Oversold Bounce,MODERADA,50,12.95,$18.86 - $19.64,22.95,18.29,0.0,2026-03-13,40.8,-35.1,19.25,22.95,-32.7,0.82,,,,,,
ALIT,"Alight,",Oversold Bounce,MODERADA,50,0.91,$1.46 - $1.52,2.36,1.42,0.0,2026-03-13,66.1,-57.2,1.49,2.36,-39.1,1.02,,,,,,
IBM,International Business Machines,Oversold Bounce,MODERADA,50,247.68,$281.16 - $292.63,310.65,272.55,0.0,2026-03-13,44.5,-20.9,286.89,310.65,-13.7,0.49,,,,,,
VEEE,VEEE,Oversold Bounce,MODERADA,50,0.4,$1.56 - $1.62,2.67,1.51,0.0,2026-03-13,43.7,-80.3,1.59,2.67,-75.1,0.67,,,,,,
