ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
RRBI,"Red River Bancshares, Inc.",69.5,⭐⭐ GOOD,🟡 Good,60.0,70.0,91.0,65.0,60.0,100.0,95.2,True,up,,,0,11.3,True,1,{'profit_margin_pct': 34.1},"{'revenue_growth_yoy': np.float64(11.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.8), 'rs_6m': np.float64(33.5), 'rs_line_percentile': 95.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.0, 'operating_margin_pct': 44.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 10.9}",87.8,577426368,Financial Services,Banks - Regional,2.6,2.6,False,93.9,-6.5,8.0,True,97.33,105.0,90.0,3.0,strong_buy,10.9,,,168.43,91.8,,,0.76,8.5,0.67,0.61,True,-2.35,,26.4,48.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.45,2026-03-13T07:51:51.818980
CHUC,"Charlie's Holdings, Inc.",69.3,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.0,75.0,50.0,60.0,72.6,False,down,,,0,298.9,True,1,{'profit_margin_pct': 23.7},"{'revenue_growth_yoy': np.float64(298.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(65.9), 'rs_6m': np.float64(-13.3), 'rs_line_percentile': 72.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 328.1, 'debt_to_equity': 0.99, 'current_ratio': 1.46, 'operating_margin_pct': -4.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.282,76324216,Consumer Defensive,Tobacco,,0.1,False,0.38,-25.8,6.0,False,,,,,none,,,,0.1,-64.5,-7.09,-0.02,,,,,False,,5.4,,,,False,False,2.0,WEAK,-4.4,-2780.6,,2026-03-13T07:43:41.909116
LPG,Dorian LPG Ltd.,69.1,⭐⭐ GOOD,🟡 Good,60.0,80.0,63.0,80.0,65.0,60.0,57.5,False,up,,,0,58.1,False,0,{'profit_margin_pct': 30.4},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(28.8), 'rs_6m': np.float64(-2.3), 'rs_line_percentile': 57.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.5}",29.98,1281468160,Energy,Oil & Gas Midstream,4.6,2.6,False,38.4,-21.9,6.0,False,36.12,41.0,26.5,4.0,buy,20.5,100.74,236.0,84.9,183.2,7.92,2.38,8.17,86.6,2.45,,True,-0.53,5.4,85.1,69.0,2026-05-21,False,False,4.0,NEUTRAL,7.43,7.6,0.07,2026-03-13T07:47:00.990370
BFLY,"Butterfly Network, Inc.",68.5,⭐⭐ GOOD,🟡 Good,50.0,90.0,75.0,60.0,70.0,60.0,66.4,False,flat,,,0,48.5,True,1,{'profit_margin_pct': -79.0},"{'revenue_growth_yoy': np.float64(48.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(22.2), 'rs_6m': np.float64(133.0), 'rs_line_percentile': 66.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': -42.2, 'debt_to_equity': 0.1, 'current_ratio': 3.83, 'operating_margin_pct': -36.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 52.8}",3.64,926863680,Healthcare,Medical Devices,15.3,4.0,True,5.03,-27.6,5.0,False,5.56,6.0,5.25,4.0,strong_buy,52.8,2.36,-35.2,,,1.37,0.06,,,,,False,,-50.6,,49.0,2026-05-01,False,False,3.0,NEUTRAL,-9.47,-39.8,,2026-03-13T07:45:49.920585
NTLA,"Intellia Therapeutics, Inc.",68.3,⭐⭐ GOOD,🟡 Good,50.0,100.0,61.4,60.0,70.0,35.0,25.1,False,up,,,0,38.4,True,2,{},"{'revenue_growth_yoy': np.float64(38.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(40.0), 'rs_6m': np.float64(10.7), 'rs_line_percentile': 25.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 96.8}",12.85,1518016128,Healthcare,Biotechnology,42.0,10.8,True,28.25,-54.5,4.0,False,25.29,106.0,5.0,21.0,buy,96.8,,,,,-15.37,-1.97,,,,,False,,-94.5,,55.0,2026-05-07,False,False,2.0,WEAK,-37.97,-80.6,,2026-03-13T07:46:52.098982
INDV,"Indivior Pharmaceuticals, Inc.",68.3,⭐⭐ GOOD,🟡 Good,55.0,90.0,74.0,50.0,70.0,80.0,80.0,False,down,,,0,34.6,True,1,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-10.1), 'rs_6m': np.float64(27.4), 'rs_line_percentile': 80.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 51.8}",30.86,3859513344,Healthcare,Drug Manufacturers - Specialty & Generic,8.1,5.5,True,38.0,-18.8,7.0,True,46.86,54.0,39.0,7.0,strong_buy,51.8,75.19,143.6,49.2,59.4,5.75,1.77,,,,,True,-0.29,6.3,376.2,48.0,2026-04-30,False,False,4.0,NEUTRAL,7.07,167.1,0.02,2026-03-13T07:44:31.927345
LTC,"LTC Properties, Inc.",68.0,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.9,65.0,50.0,60.0,57.1,False,up,,,0,71.9,True,1,{'profit_margin_pct': 45.8},"{'revenue_growth_yoy': np.float64(71.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(16.7), 'rs_6m': np.float64(8.4), 'rs_line_percentile': 57.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.73, 'current_ratio': 17.97, 'operating_margin_pct': -8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 3.9}",39.03,1893335936,Real Estate,REIT - Healthcare Facilities,8.3,6.4,True,40.8,-4.3,6.0,False,40.57,45.0,37.0,7.0,hold,3.9,116.73,199.1,75.6,93.7,7.05,2.75,5.84,90.5,2.28,6.44,False,,4.5,176.0,52.0,2026-05-04,False,False,6.0,NEUTRAL,5.67,30.7,0.05,2026-03-13T07:43:39.337598
NBBK,"NB Bancorp, Inc.",67.5,⭐⭐ GOOD,🟡 Good,60.0,90.0,65.1,60.0,50.0,60.0,74.0,False,up,,,0,33.7,True,1,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(4.0), 'rs_6m': np.float64(11.4), 'rs_line_percentile': 74.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 13.9}",21.08,961348672,Financial Services,Banks - Regional,2.9,3.1,False,22.7,-7.1,8.0,True,24.0,24.0,24.0,2.0,none,13.9,,,13.4,-36.4,,,1.33,10.4,0.28,,True,-8.02,,-26.2,40.0,2026-04-22,False,False,4.0,NEUTRAL,,,,2026-03-13T07:44:55.268827
AROW,Arrow Financial Corporation,67.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,73.1,65.0,50.0,80.0,77.4,False,up,,,0,26.3,True,1,{'profit_margin_pct': 27.8},"{'revenue_growth_yoy': np.float64(26.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(7.0), 'rs_6m': np.float64(11.4), 'rs_line_percentile': 77.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.6, 'operating_margin_pct': 40.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.6}",32.69,537598208,Financial Services,Banks - Regional,0.9,1.6,False,36.44,-10.3,7.0,True,35.5,35.5,35.5,1.0,hold,8.6,,,79.5,143.2,,,3.67,43.0,1.2,3.8,True,-1.93,,108.2,48.0,2026-04-30,False,False,6.0,NEUTRAL,,,0.03,2026-03-13T07:47:24.698496
ATEX,Anterix Inc.,66.8,⭐⭐ GOOD,🟡 Good,60.0,60.0,75.0,85.0,60.0,60.0,70.0,False,up,,,0,13.2,False,0,{'profit_margin_pct': 1370.9},"{'revenue_growth_yoy': np.float64(13.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(79.2), 'rs_6m': np.float64(74.7), 'rs_line_percentile': 70.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 45.2}",38.11,713910400,Communication Services,Telecom Services,14.3,2.8,True,40.335,-5.5,7.0,True,55.33,72.0,44.0,3.0,none,45.2,,,43.5,14.1,-5.09,-1.94,,,,,True,-0.41,-179.7,,102.0,2026-06-23,False,False,2.0,WEAK,-7.12,-123.6,,2026-03-13T07:49:29.089098
INR,"Infinity Natural Resources, Inc",66.8,⭐⭐ GOOD,🟡 Good,50.0,70.0,75.0,85.0,65.0,60.0,57.1,False,up,,,0,15.4,True,1,{'profit_margin_pct': 6.7},"{'revenue_growth_yoy': np.float64(15.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(21.1), 'rs_6m': np.float64(24.9), 'rs_line_percentile': 57.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.6, 'debt_to_equity': 0.16, 'current_ratio': 1.57, 'operating_margin_pct': 70.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 22.1}",17.56,318989696,Energy,Oil & Gas E&P,4.5,5.8,False,19.899,-11.8,5.0,False,21.44,27.0,18.0,9.0,strong_buy,22.1,,,,,-56.34,-9.89,,,,,False,,-0.5,,59.0,2026-05-11,False,False,6.0,NEUTRAL,6.22,8.6,1.54,2026-03-13T07:52:02.430268
BWFG,"Bankwell Financial Group, Inc.",66.4,⭐⭐ GOOD,🟡 Good,60.0,80.0,68.3,65.0,50.0,80.0,77.3,False,up,,,0,34.6,False,0,{'profit_margin_pct': 32.8},"{'revenue_growth_yoy': np.float64(34.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(0.5), 'rs_6m': np.float64(4.1), 'rs_line_percentile': 77.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'operating_margin_pct': 50.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 10.8}",46.93,370744320,Financial Services,Banks - Regional,2.6,5.4,False,51.54,-8.9,7.0,True,52.0,55.0,49.0,2.0,none,10.8,,,133.5,184.5,,,1.71,18.0,0.8,2.49,True,-0.36,,106.0,40.0,2026-04-22,False,False,5.0,NEUTRAL,,,0.04,2026-03-13T07:45:31.776224
MIRM,"Mirum Pharmaceuticals, Inc.",66.3,⭐⭐ GOOD,🟡 Good,50.0,90.0,71.4,50.0,70.0,60.0,74.0,False,up,,,0,33.5,True,1,{'profit_margin_pct': -4.5},"{'revenue_growth_yoy': np.float64(33.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(41.7), 'rs_6m': np.float64(16.3), 'rs_line_percentile': 74.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -8.6, 'debt_to_equity': 1.02, 'current_ratio': 2.67, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 38.8}",89.78,5417470464,Healthcare,Biotechnology,12.6,10.3,True,109.28,-17.8,7.0,True,124.64,140.0,95.0,11.0,strong_buy,38.8,69.27,-22.8,,,1.82,1.63,,,,,False,,-0.5,,54.0,2026-05-06,False,False,6.0,NEUTRAL,-0.13,-2.0,,2026-03-13T07:49:43.466327
AMRZ,Amrize Ltd,66.3,⭐⭐ GOOD,🟡 Good,55.0,80.0,56.7,80.0,65.0,60.0,55.1,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(6.1), 'rs_6m': np.float64(-0.7), 'rs_line_percentile': 55.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.1}",56.3,31792730112,Basic Materials,Building Materials,,1.9,False,65.94,-14.6,,,67.07,76.0,57.0,20.0,buy,19.1,43.18,-23.3,21.4,-62.0,4.98,2.86,,,,,False,,5.2,3.6,45.0,2026-04-27,False,False,5.0,NEUTRAL,5.37,18.4,4.91,2026-03-13T07:46:39.125417
STRW,"Strawberry Fields REIT, Inc.",65.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,60.3,65.0,65.0,60.0,57.2,False,flat,,,0,30.3,True,1,{'profit_margin_pct': 4.9},"{'revenue_growth_yoy': np.float64(30.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(2.1), 'rs_6m': np.float64(7.7), 'rs_line_percentile': 57.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.6}",12.8,713423104,Real Estate,REIT - Healthcare Facilities,0.5,1.7,False,14.0,-8.6,6.0,False,14.79,16.0,13.75,6.0,strong_buy,15.6,,,6.0,-53.1,,,4.84,100.0,0.62,,True,-0.32,1.7,-10.1,55.0,2026-05-07,False,False,7.0,NEUTRAL,6.22,49.9,,2026-03-13T07:48:42.102294
MBBC,"Marathon Bancorp, Inc.",65.6,⭐⭐ GOOD,🟡 Good,50.0,80.0,83.0,60.0,50.0,80.0,89.8,False,up,,,0,34.7,False,0,{'profit_margin_pct': 9.6},"{'revenue_growth_yoy': np.float64(34.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(26.8), 'rs_6m': np.float64(33.5), 'rs_line_percentile': 89.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 1.9, 'operating_margin_pct': 26.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.81,40582356,Financial Services,Banks - Regional,0.2,4.1,False,14.64,-5.7,8.0,True,,,,,none,,,,8.7,-37.0,,,,,,,True,-0.09,,459.8,,,False,False,4.0,NEUTRAL,,,0.05,2026-03-13T07:54:10.745521
