ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,pct_from_52w_low,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
4568.T,"Daiichi Sankyo Company, Limited",2850.5,JPY,63.0,B,63.0,Potencial +44% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Healthcare,Japan,🇯🇵,29.4,4090.59,43.5,17,-4.1,5.44,3.51,,14.8,19.9,20.3,10.9,21.1,-31.8,19.3,,DSNKY,,,2026-09-01,0,
9983.T,"Fast Retailing Co., Ltd.",71260.0,JPY,61.0,B,61.0,ROE 22.5% | Potencial +21% | Crecimiento ingresos +22% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,86058.82,20.8,17,1.6,2.6,0.81,,22.5,52.1,45.7,13.5,22.2,-19.7,60.6,,,,,2026-09-01,0,
105560.KS,KB Financial Group Inc.,171200.0,KRW,58.0,B,58.0,P/E 8.6x | Potencial +25% | Crecimiento ingresos +18% | Margen 37% | Dividendo 2.7%,1,0,Financial Services,Korea,🇰🇷,21.2,213395.0,24.6,20,,3.08,2.67,,10.2,8.6,,36.5,18.5,-12.0,61.8,FCF no comparable (sector financiero),,,,2026-09-01,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,35.18,BRL,55.0,B,55.0,ROE 19.8% | Potencial +36% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,47.76,35.8,14,3.9,4.47,2.07,,19.8,13.1,16.1,8.3,5.0,-27.3,,Deuda elevada (D/E >2x),RDORY,,,2026-09-01,0,
035420.KS,NAVER Corporation,215000.0,KRW,54.0,B,54.0,Potencial +41% analistas | Crecimiento ingresos +16% | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,303074.06,41.0,27,2.8,5.12,1.21,,6.4,14.6,,15.6,16.2,-29.3,18.7,,,,,2026-09-01,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,71.9,HKD,52.0,B,52.0,ROE 17.9% | Potencial +16% | Dividendo 1.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,83.6,16.3,23,,2.03,1.7,,17.9,14.5,14.5,10.6,11.5,-21.3,39.6,,,,,2026-09-01,0,
012330.KS,"Hyundai Mobis Co.,Ltd",443500.0,KRW,52.0,B,52.0,P/E 8.4x | Potencial +56% analistas | Dividendo 1.4%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,692166.7,56.1,30,3.2,7.01,1.43,,7.4,8.4,,5.8,2.4,-46.0,56.7,,,,,2026-09-01,0,
ABEV3.SA,Ambev S.A.,15.03,BRL,49.0,C,49.0,ROE 18.4% | FCF yield 8.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.34,8.7,17,8.6,1.09,4.81,,18.4,13.5,14.7,18.4,0.3,-11.8,,,ABEV,,,2026-09-01,0,
WEGE3.SA,WEG S.A.,50.15,BRL,48.0,C,48.0,ROE 30.8% | Potencial +10% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.3,10.3,16,2.4,1.28,4.05,,30.8,27.1,33.7,15.6,-0.6,-8.0,,,WEGZY,,,2026-09-01,0,
9988.HK,Alibaba Group Holding Limited,110.4,HKD,48.0,C,48.0,Potencial +60% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,176.49,59.9,23,-4.4,7.48,6.56,,6.4,11.8,25.5,7.0,8.6,-40.7,24.5,,BABA,,,2026-09-01,0,
7203.T,Toyota Motor Corporation,3243.0,JPY,46.0,C,46.0,P/E 10.0x (vs 16x mercado) | Potencial +14% | FCF negativo | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3693.0,13.9,18,-9.4,1.73,3.17,,12.4,10.0,9.2,8.6,10.4,-18.9,20.7,,TM,,,2026-09-01,0,
6098.T,"Recruit Holdings Co., Ltd.",17495.0,JPY,46.0,C,46.0,ROE 36.2% | Crecimiento ingresos +19% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,15850.0,-9.4,16,2.0,-1.18,14.0,,36.2,57.8,50.3,15.0,18.9,-4.0,189.7,,RCRUY,,,2026-09-01,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1430000.0,KRW,42.0,C,42.0,Potencial +64% analistas | FCF negativo | Crecimiento ingresos +24%,1,1,Technology,Korea,🇰🇷,21.2,2345555.5,64.0,27,-0.4,8.0,,,10.6,33.9,,8.1,24.2,-40.8,776.2,,,,,2026-09-01,0,
9432.T,"NTT, Inc.",175.6,JPY,42.0,C,42.0,P/E 12.1x | FCF yield 79.0% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,173.29,-1.3,14,79.0,-0.16,3.13,,10.7,12.1,13.9,7.1,10.9,0.0,23.1,,,,,2026-09-01,0,
1211.HK,BYD Company Limited,88.25,HKD,42.0,C,42.0,Potencial +43% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,126.29,43.1,27,-14.0,5.39,0.41,,11.6,13.8,23.5,3.8,-3.2,-23.5,23.6,,BYDDF,,,2026-09-01,0,
7733.T,Olympus Corporation,2129.5,JPY,41.0,C,41.0,Crecimiento ingresos +16% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,2157.69,1.3,13,0.8,0.17,1.42,,10.6,16.9,34.8,7.5,16.4,-3.7,63.5,,,,,2026-09-01,0,
6758.T,Sony Group Corporation,4046.0,JPY,38.0,C,38.0,Potencial +19% | FCF yield 14.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,4800.0,18.6,21,14.1,2.33,0.62,,13.2,22.1,21.7,-1.7,8.2,-15.3,33.0,,SONY,,,2026-09-01,0,
8766.T,"Tokio Marine Holdings, Inc.",7806.0,JPY,38.0,C,38.0,P/E 15.8x | Potencial +10% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Financial Services,Japan,🇯🇵,29.4,8601.0,10.2,12,,1.27,1.7,,,15.8,28.0,,0.1,-7.8,47.3,FCF no comparable (sector financiero),TKOMY,,,2026-09-01,0,
6861.T,Keyence Corporation,82280.0,JPY,37.0,C,37.0,Potencial +18% | Crecimiento ingresos +33% | Margen 39% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,97366.66,18.3,15,,2.29,0.67,,,44.1,44.9,39.2,32.8,-6.4,59.7,,,,,2026-09-01,0,
