ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,pct_from_52w_low,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
4063.T,"Shin-Etsu Chemical Co., Ltd.",5818.0,JPY,67.0,A,67.0,Potencial +34% analistas | Dividendo 2.0% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Basic Materials,Japan,🇯🇵,29.4,7774.71,33.6,17,2.3,4.2,2.0,,11.2,17.6,23.1,18.4,5.4,-26.6,33.3,,,,,2026-09-07,0,
1299.HK,AIA Group Limited,77.1,HKD,65.0,A,65.0,ROE 19.6% | Potencial +33% analistas | Margen 31% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,102.48,32.9,17,,4.11,2.55,,19.6,11.4,12.9,30.9,-2.5,-16.3,11.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-09-07,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,69.55,HKD,65.0,A,65.0,ROE 17.9% | Potencial +20% | Dividendo 1.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,83.77,20.4,23,,2.56,1.71,,17.9,14.0,14.0,10.6,11.5,-23.9,35.0,,,,,2026-09-07,0,
4568.T,"Daiichi Sankyo Company, Limited",2735.5,JPY,63.0,B,63.0,Potencial +50% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Healthcare,Japan,🇯🇵,29.4,4096.25,49.7,16,-3.9,6.22,3.58,,14.8,19.1,19.5,10.9,21.1,-34.5,14.5,,DSNKY,,,2026-09-07,0,
9983.T,"Fast Retailing Co., Ltd.",69160.0,JPY,61.0,B,61.0,ROE 22.5% | Potencial +24% | Crecimiento ingresos +22% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,86011.77,24.4,17,1.7,3.05,0.84,,22.5,50.5,44.5,13.5,22.2,-22.0,55.8,,,,,2026-09-07,0,
105560.KS,KB Financial Group Inc.,175900.0,KRW,58.0,B,58.0,P/E 8.8x | Potencial +21% | Crecimiento ingresos +18% | Margen 37% | Dividendo 2.7%,1,0,Financial Services,Korea,🇰🇷,21.2,213395.0,21.3,20,,2.66,2.69,,10.2,8.8,,36.5,18.5,-9.6,66.3,FCF no comparable (sector financiero),,,,2026-09-07,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.37,BRL,54.0,B,54.0,ROE 27.7% | Potencial +13% | Margen 49% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.71,13.5,14,,1.69,5.09,,27.7,13.7,17.4,49.5,8.8,-14.6,42.8,FCF no comparable (sector financiero),,,,2026-09-07,0,
035420.KS,NAVER Corporation,218000.0,KRW,54.0,B,54.0,Potencial +39% analistas | Crecimiento ingresos +16% | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,302703.72,38.9,27,2.8,4.86,1.23,,6.4,14.8,,15.6,16.2,-28.3,20.4,,,,,2026-09-07,0,
012330.KS,"Hyundai Mobis Co.,Ltd",432000.0,KRW,52.0,B,52.0,P/E 8.2x | Potencial +60% analistas | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,692166.7,60.2,30,3.2,7.53,1.54,,7.4,8.2,,5.8,2.4,-47.4,52.7,,,,,2026-09-07,0,
6758.T,Sony Group Corporation,3780.0,JPY,51.0,B,51.0,Potencial +28% | FCF yield 15.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,4847.73,28.2,22,15.2,3.53,0.66,,13.2,20.6,20.3,-1.7,8.2,-20.9,24.2,,SONY,,,2026-09-07,0,
6098.T,"Recruit Holdings Co., Ltd.",16140.0,JPY,50.0,B,50.0,ROE 36.2% | Crecimiento ingresos +19% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,17193.75,6.5,16,2.2,0.82,0.15,,36.2,53.3,46.5,15.0,18.9,-11.4,167.2,,RCRUY,,,2026-09-07,0,
ABEV3.SA,Ambev S.A.,15.74,BRL,49.0,C,49.0,ROE 18.4% | FCF yield 8.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.27,3.3,18,8.2,0.42,4.64,,18.4,14.2,15.3,18.4,0.3,-7.6,34.8,,ABEV,,,2026-09-07,0,
9988.HK,Alibaba Group Holding Limited,109.6,HKD,48.0,C,48.0,Potencial +61% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,176.58,61.1,23,-4.4,7.64,6.61,,6.4,11.7,25.3,7.0,8.6,-41.1,23.6,,BABA,,,2026-09-07,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,37.13,BRL,48.0,C,48.0,ROE 19.8% | Potencial +29% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,47.76,28.6,14,3.7,3.58,1.98,,19.8,13.8,16.9,8.3,5.0,-23.3,15.1,Deuda elevada (D/E >2x),RDORY,,,2026-09-07,0,
9432.T,"NTT, Inc.",168.8,JPY,46.0,C,46.0,P/E 11.6x | FCF yield 82.2% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,174.0,3.1,14,82.2,0.39,3.13,,10.7,11.6,13.4,7.1,10.9,-4.1,18.4,,,,,2026-09-07,0,
7203.T,Toyota Motor Corporation,3096.0,JPY,46.0,C,46.0,P/E 9.5x (vs 16x mercado) | Potencial +19% | FCF negativo | Dividendo 3.2% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3698.56,19.5,18,-9.8,2.43,3.25,,12.4,9.5,8.8,8.6,10.4,-22.6,15.3,,TM,,,2026-09-07,0,
6861.T,Keyence Corporation,78890.0,JPY,45.0,C,45.0,Potencial +23% | Crecimiento ingresos +33% | Margen 39% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Technology,Japan,🇯🇵,29.4,97366.66,23.4,15,,2.93,0.7,,,42.2,43.0,39.2,32.8,-10.3,53.2,,,,,2026-09-07,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1454000.0,KRW,42.0,C,42.0,Potencial +63% analistas | FCF negativo | Crecimiento ingresos +24%,1,1,Technology,Korea,🇰🇷,21.2,2364074.0,62.6,27,-0.4,7.82,,,10.6,34.4,,8.1,24.2,-39.8,727.1,,,,,2026-09-07,0,
WEGE3.SA,WEG S.A.,51.74,BRL,42.0,C,42.0,ROE 30.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,55.42,7.1,16,2.3,0.89,3.93,,30.8,27.9,34.7,15.6,-0.6,-5.1,46.1,,WEGZY,,,2026-09-07,0,
1211.HK,BYD Company Limited,84.5,HKD,42.0,C,42.0,Potencial +50% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,126.67,49.9,27,-14.6,6.24,0.42,,11.6,12.9,22.5,3.8,-3.2,-26.8,18.3,,BYDDF,,,2026-09-07,0,
7733.T,Olympus Corporation,2017.0,JPY,41.0,C,41.0,Crecimiento ingresos +16% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,2157.69,7.0,13,0.8,0.87,1.46,,10.6,16.1,33.0,7.5,16.4,-8.8,54.9,,,,,2026-09-07,0,
